Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Арзамасская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	15	5	5	5	10	10	5	5	15	20	5	15	5	15	5	5	5	5	15	15	15	15	5	5	5	5	5	5	15	5	15	5	5	5	10	10	10	10	10	10	5	5	5	5	5	5	5	10	5	5	5	5	5	10	10	10	5	5	5	20	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	66	1	0	0	1	0	1	0	0	5	7	1	4	0	0	0	0	0	0	5	5	2	2	0	0	5	0	0	0	4	1	2	0	0	0	2	4	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	1	0	0	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	102	2	0	0	0	4	3	0	2	4	0	2	3	4	0	1	0	16	0	0	3	2	0	1	3	1	4	0	3	0	3	2	0	2	1	0	3	2	0	4	0	3	0	0	1	0	0	0	1	2	2	0	0	0	2	3	2	1	1	4	3	2	0					
14	Число погашенных открепительных удостоверений	434	14	5	5	4	10	9	5	5	10	13	4	11	5	15	5	5	5	5	10	10	13	13	5	5	0	5	5	5	11	4	13	5	5	5	8	6	10	10	10	9	5	5	5	5	5	4	5	9	5	5	5	5	5	10	9	7	4	5	5	14	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	310	16	2	0	1	4	20	0	1	15	9	0	15	3	4	4	1	0	0	8	7	8	9	6	13	6	2	2	3	21	7	19	0	3	1	6	7	1	11	7	4	0	3	4	2	0	2	2	2	4	1	0	7	0	4	6	4	10	1	5	7	0	0					
		1.72%	2.94%	2.63%	0.0%	0.57%	1.15%	4.58%	0.0%	0.62%	1.47%	1.13%	0.0%	2.34%	1.06%	0.72%	3.25%	2.56%	0.0%	0.0%	1.26%	1.00%	0.97%	1.46%	2.38%	5.09%	2.30%	3.38%	2.94%	4.61%	2.34%	2.19%	2.69%	0.0%	1.75%	0.89%	1.48%	1.56%	1.44%	3.09%	2.58%	1.49%	0.0%	5.45%	3.77%	2.94%	0.0%	1.29%	1.29%	0.85%	1.22%	0.79%	0.0%	3.09%	0.0%	1.02%	1.06%	1.07%	2.5%	1.92%	1.46%	1.14%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	279	6	1	1	2	4	5	3	0	11	13	2	11	1	7	2	1	2	0	8	16	17	9	3	5	3	2	1	0	7	6	8	3	4	1	7	7	2	13	7	5	0	2	0	0	0	2	3	3	3	0	1	7	2	2	11	14	6	1	6	8	0	2					
		1.55%	1.10%	1.31%	1.33%	1.14%	1.15%	1.14%	3.89%	0.0%	1.08%	1.64%	1.31%	1.72%	0.35%	1.26%	1.62%	2.56%	1.85%	0.0%	1.26%	2.29%	2.06%	1.46%	1.19%	1.96%	1.15%	3.38%	1.47%	0.0%	0.78%	1.88%	1.13%	17.64%	2.33%	0.89%	1.73%	1.56%	2.89%	3.66%	2.58%	1.86%	0.0%	3.63%	0.0%	0.0%	0.0%	1.29%	1.93%	1.27%	0.91%	0.0%	1.69%	3.09%	2.81%	0.51%	1.94%	3.75%	1.5%	1.92%	1.75%	1.30%	0.0%	2.59%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	449	8	8	0	10	8	8	1	7	13	9	5	8	6	7	7	0	3	2	4	17	26	18	5	11	8	0	3	2	26	7	26	0	3	1	11	7	4	18	10	8	3	3	1	2	4	3	3	9	13	3	3	6	1	10	9	2	7	2	7	28	1	4					
		2.50%	1.47%	10.52%	0.0%	5.71%	2.30%	1.83%	1.29%	4.34%	1.27%	1.13%	3.28%	1.25%	2.12%	1.26%	5.69%	0.0%	2.77%	5.88%	0.63%	2.44%	3.15%	2.92%	1.98%	4.31%	3.07%	0.0%	4.41%	3.07%	2.89%	2.19%	3.68%	0.0%	1.75%	0.89%	2.72%	1.56%	5.79%	5.07%	3.69%	2.98%	10.0%	5.45%	0.94%	2.94%	6.66%	1.94%	1.93%	3.82%	3.97%	2.38%	5.08%	2.65%	1.40%	2.55%	1.59%	0.53%	1.75%	3.84%	2.04%	4.57%	1.19%	5.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	222	11	0	4	2	3	4	5	2	15	11	1	11	2	5	1	0	3	0	6	2	14	10	5	2	5	0	0	2	15	6	3	0	1	2	8	5	0	3	3	2	0	1	0	2	0	3	1	2	4	2	0	1	1	4	6	4	5	1	3	7	0	1					
		1.23%	2.02%	0.0%	5.33%	1.14%	0.86%	0.91%	6.49%	1.24%	1.47%	1.38%	0.65%	1.72%	0.70%	0.90%	0.81%	0.0%	2.77%	0.0%	0.94%	0.28%	1.70%	1.62%	1.98%	0.78%	1.92%	0.0%	0.0%	3.07%	1.67%	1.88%	0.42%	0.0%	0.58%	1.78%	1.98%	1.12%	0.0%	0.84%	1.10%	0.74%	0.0%	1.81%	0.0%	2.94%	0.0%	1.94%	0.64%	0.85%	1.22%	1.58%	0.0%	0.44%	1.40%	1.02%	1.06%	1.07%	1.25%	1.92%	0.87%	1.14%	0.0%	1.29%					
22	"5. ""За Русь Святую"""	201	7	6	2	2	7	7	1	2	6	5	2	9	1	5	2	1	1	16	4	8	9	5	1	0	16	2	2	1	14	4	4	0	1	0	6	2	0	4	2	3	0	1	0	1	0	0	1	4	3	1	1	2	1	6	1	1	3	1	1	2	0	1					
		1.11%	1.28%	7.89%	2.66%	1.14%	2.01%	1.60%	1.29%	1.24%	0.58%	0.63%	1.31%	1.40%	0.35%	0.90%	1.62%	2.56%	0.92%	47.05%	0.63%	1.14%	1.09%	0.81%	0.39%	0.0%	6.15%	3.38%	2.94%	1.53%	1.56%	1.25%	0.56%	0.0%	0.58%	0.0%	1.48%	0.44%	0.0%	1.12%	0.73%	1.11%	0.0%	1.81%	0.0%	1.47%	0.0%	0.0%	0.64%	1.70%	0.91%	0.79%	1.69%	0.88%	1.40%	1.53%	0.17%	0.26%	0.75%	1.92%	0.29%	0.32%	0.0%	1.29%					
23	"6. ""Объединенная Российская партия ""Русь"""	64	2	0	0	0	2	1	1	1	4	4	1	0	0	6	1	1	0	0	2	1	2	4	3	0	1	0	0	0	0	2	0	0	4	0	1	2	0	2	1	2	0	0	3	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	3	0	0					
		0.35%	0.36%	0.0%	0.0%	0.0%	0.57%	0.22%	1.29%	0.62%	0.39%	0.50%	0.65%	0.0%	0.0%	1.08%	0.81%	2.56%	0.0%	0.0%	0.31%	0.14%	0.24%	0.65%	1.19%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	2.33%	0.0%	0.24%	0.44%	0.0%	0.56%	0.36%	0.74%	0.0%	0.0%	2.83%	0.0%	0.0%	0.0%	0.64%	0.0%	0.30%	0.79%	0.0%	0.44%	0.0%	0.25%	0.0%	0.0%	0.25%	0.0%	0.29%	0.49%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	79	1	0	0	0	0	1	0	1	10	7	1	3	1	1	0	0	0	0	7	4	3	1	4	1	0	0	0	1	4	2	1	0	0	0	0	6	0	3	3	0	0	1	0	0	0	0	0	1	1	1	0	4	0	1	2	0	1	0	0	1	0	0					
		0.43%	0.18%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.62%	0.98%	0.88%	0.65%	0.46%	0.35%	0.18%	0.0%	0.0%	0.0%	0.0%	1.10%	0.57%	0.36%	0.16%	1.58%	0.39%	0.0%	0.0%	0.0%	1.53%	0.44%	0.62%	0.14%	0.0%	0.0%	0.0%	0.0%	1.34%	0.0%	0.84%	1.10%	0.0%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.30%	0.79%	0.0%	1.76%	0.0%	0.25%	0.35%	0.0%	0.25%	0.0%	0.0%	0.16%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	34	0	1	0	0	1	0	0	1	1	0	0	3	0	1	0	1	0	0	2	0	4	0	1	0	1	0	1	0	0	2	1	0	2	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1					
		0.18%	0.0%	1.31%	0.0%	0.0%	0.28%	0.0%	0.0%	0.62%	0.09%	0.0%	0.0%	0.46%	0.0%	0.18%	0.0%	2.56%	0.0%	0.0%	0.31%	0.0%	0.48%	0.0%	0.39%	0.0%	0.38%	0.0%	1.47%	0.0%	0.0%	0.62%	0.14%	0.0%	1.16%	0.0%	0.0%	0.44%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.79%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%					
26	"9. ""Российская экологическая партия ""Зеленые"""	30	0	0	0	0	2	1	0	0	3	0	0	3	0	0	0	0	0	0	2	3	1	0	0	0	1	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.57%	0.22%	0.0%	0.0%	0.29%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.43%	0.12%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.44%	0.62%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.30%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.29%	0.0%	1.19%	0.0%					
27	"10. ""Аграрная партия России"""	972	40	4	2	20	42	15	0	20	34	33	8	37	33	24	6	1	1	0	22	19	43	23	12	9	7	0	2	4	36	15	37	2	6	6	12	42	2	22	5	12	3	5	3	3	3	11	12	10	29	14	4	20	3	12	38	19	26	2	15	73	1	8					
		5.41%	7.35%	5.26%	2.66%	11.42%	12.10%	3.44%	0.0%	12.42%	3.33%	4.16%	5.26%	5.79%	11.70%	4.34%	4.87%	2.56%	0.92%	0.0%	3.48%	2.72%	5.22%	3.73%	4.76%	3.52%	2.69%	0.0%	2.94%	6.15%	4.01%	4.70%	5.24%	11.76%	3.50%	5.35%	2.97%	9.41%	2.89%	6.19%	1.84%	4.47%	10.0%	9.09%	2.83%	4.41%	5.0%	7.14%	7.74%	4.25%	8.86%	11.11%	6.77%	8.84%	4.22%	3.06%	6.72%	5.09%	6.5%	3.84%	4.38%	11.92%	1.19%	10.38%					
28	"11. ""Истинные патриоты России"""	15	1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
		0.08%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.31%	0.35%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.33%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	241	8	2	2	3	5	5	3	2	13	8	3	5	2	6	2	1	0	1	6	8	15	6	4	0	4	0	0	1	13	6	13	0	0	2	8	4	0	5	1	2	0	1	0	0	2	2	3	6	8	3	0	4	0	6	6	2	22	0	0	6	0	1					
		1.34%	1.47%	2.63%	2.66%	1.71%	1.44%	1.14%	3.89%	1.24%	1.27%	1.01%	1.97%	0.78%	0.70%	1.08%	1.62%	2.56%	0.0%	2.94%	0.94%	1.14%	1.82%	0.97%	1.58%	0.0%	1.53%	0.0%	0.0%	1.53%	1.44%	1.88%	1.84%	0.0%	0.0%	1.78%	1.98%	0.89%	0.0%	1.40%	0.36%	0.74%	0.0%	1.81%	0.0%	0.0%	3.33%	1.29%	1.93%	2.55%	2.44%	2.38%	0.0%	1.76%	0.0%	1.53%	1.06%	0.53%	5.5%	0.0%	0.0%	0.98%	0.0%	1.29%					
30	"13. ""Демократическая партия России"""	52	0	0	0	0	0	0	1	0	2	2	1	3	0	4	2	0	0	0	1	0	0	5	0	1	2	1	1	1	1	2	3	0	0	0	1	1	2	2	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	3	0	2	0	0	0					
		0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.19%	0.25%	0.65%	0.46%	0.0%	0.72%	1.62%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.81%	0.0%	0.39%	0.76%	1.69%	1.47%	1.53%	0.11%	0.62%	0.42%	0.0%	0.0%	0.0%	0.24%	0.22%	2.89%	0.56%	0.36%	0.0%	3.33%	0.0%	0.0%	0.0%	1.66%	0.64%	0.64%	0.42%	0.30%	0.0%	1.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.58%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	43	0	0	3	0	0	1	1	0	2	2	1	1	0	0	1	0	0	0	0	2	2	2	0	0	0	0	0	1	2	0	2	0	0	0	3	0	2	2	2	2	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0	0	2	0	1					
		0.23%	0.0%	0.0%	4.0%	0.0%	0.0%	0.22%	1.29%	0.0%	0.19%	0.25%	0.65%	0.15%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.28%	0.24%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	1.53%	0.22%	0.0%	0.28%	0.0%	0.0%	0.0%	0.74%	0.0%	2.89%	0.56%	0.73%	0.74%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.26%	0.25%	0.0%	0.0%	0.32%	0.0%	1.29%					
32	"15. ""Партия СЛОН"""	31	1	0	0	0	1	0	0	0	2	3	1	0	1	0	0	0	0	0	0	2	2	0	0	2	1	0	1	0	1	1	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	1	0	0	0					
		0.17%	0.18%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.19%	0.37%	0.65%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.24%	0.0%	0.0%	0.78%	0.38%	0.0%	1.47%	0.0%	0.11%	0.31%	0.14%	0.0%	0.0%	0.89%	0.24%	0.0%	0.0%	0.28%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.53%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1177	35	6	9	9	7	31	3	9	69	86	10	47	12	33	2	2	14	0	60	43	56	36	3	13	12	2	5	4	74	14	51	2	7	3	29	14	1	19	17	30	0	0	12	9	2	5	2	32	32	10	2	10	2	25	50	17	17	5	32	32	0	2					
		6.55%	6.43%	7.89%	12.0%	5.14%	2.01%	7.11%	3.89%	5.59%	6.77%	10.85%	6.57%	7.35%	4.25%	5.97%	1.62%	5.12%	12.96%	0.0%	9.49%	6.17%	6.80%	5.85%	1.19%	5.09%	4.61%	3.38%	7.35%	6.15%	8.24%	4.38%	7.23%	11.76%	4.09%	2.67%	7.19%	3.13%	1.44%	5.35%	6.27%	11.19%	0.0%	0.0%	11.32%	13.23%	3.33%	3.24%	1.29%	13.61%	9.78%	7.93%	3.38%	4.42%	2.81%	6.39%	8.84%	4.55%	4.25%	9.61%	9.35%	5.22%	0.0%	2.59%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	69	0	0	0	2	1	4	1	1	4	4	1	5	0	3	0	0	1	0	1	2	4	0	0	2	3	0	1	0	2	2	4	0	1	1	0	0	0	0	2	0	0	0	1	0	0	2	0	2	0	1	0	2	0	0	1	4	2	0	1	1	0	0					
		0.38%	0.0%	0.0%	0.0%	1.14%	0.28%	0.91%	1.29%	0.62%	0.39%	0.50%	0.65%	0.78%	0.0%	0.54%	0.0%	0.0%	0.92%	0.0%	0.15%	0.28%	0.48%	0.0%	0.0%	0.78%	1.15%	0.0%	1.47%	0.0%	0.22%	0.62%	0.56%	0.0%	0.58%	0.89%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	1.29%	0.0%	0.85%	0.0%	0.79%	0.0%	0.88%	0.0%	0.0%	0.17%	1.07%	0.5%	0.0%	0.29%	0.16%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2499	83	12	1	11	49	67	5	10	232	129	20	80	30	57	11	0	12	3	126	117	111	119	27	31	28	7	12	9	141	61	94	1	24	16	56	47	10	47	26	20	3	3	8	5	14	15	23	43	52	7	5	33	8	58	46	49	56	4	21	93	1	10					
		13.91%	15.25%	15.78%	1.33%	6.28%	14.12%	15.36%	6.49%	6.21%	22.78%	16.28%	13.15%	12.51%	10.63%	10.32%	8.94%	0.0%	11.11%	8.82%	19.93%	16.81%	13.48%	19.34%	10.71%	12.15%	10.76%	11.86%	17.64%	13.84%	15.71%	19.12%	13.33%	5.88%	14.03%	14.28%	13.89%	10.53%	14.49%	13.23%	9.59%	7.46%	10.0%	5.45%	7.54%	7.35%	23.33%	9.74%	14.83%	18.29%	15.90%	5.55%	8.47%	14.60%	11.26%	14.83%	8.14%	13.13%	14.0%	7.69%	6.14%	15.19%	1.19%	12.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	437	11	1	0	5	3	12	10	1	28	12	3	19	2	9	12	2	21	4	15	14	12	15	1	7	5	2	2	4	15	9	17	0	1	4	2	16	0	15	11	5	0	1	7	0	1	3	3	6	2	2	4	16	2	9	13	13	0	2	6	19	1	0					
		2.43%	2.02%	1.31%	0.0%	2.85%	0.86%	2.75%	12.98%	0.62%	2.75%	1.51%	1.97%	2.97%	0.70%	1.63%	9.75%	5.12%	19.44%	11.76%	2.37%	2.01%	1.45%	2.43%	0.39%	2.74%	1.92%	3.38%	2.94%	6.15%	1.67%	2.82%	2.41%	0.0%	0.58%	3.57%	0.49%	3.58%	0.0%	4.22%	4.05%	1.86%	0.0%	1.81%	6.60%	0.0%	1.66%	1.94%	1.93%	2.55%	0.61%	1.58%	6.77%	7.07%	2.81%	2.30%	2.30%	3.48%	0.0%	3.84%	1.75%	3.10%	1.19%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	6254	198	20	36	79	159	174	12	46	330	216	37	249	129	189	47	19	31	5	194	221	252	209	100	120	111	24	24	18	324	82	183	4	81	36	143	179	20	82	120	134	8	30	40	22	21	57	70	54	96	25	23	75	40	180	186	109	140	20	153	178	67	23					
		34.82%	36.39%	26.31%	48.0%	45.14%	45.82%	39.90%	15.58%	28.57%	32.41%	27.27%	24.34%	38.96%	45.74%	34.23%	38.21%	48.71%	28.70%	14.70%	30.69%	31.75%	30.61%	33.98%	39.68%	47.05%	42.69%	40.67%	35.29%	27.69%	36.12%	25.70%	25.95%	23.52%	47.36%	32.14%	35.48%	40.13%	28.98%	23.09%	44.28%	50.0%	26.66%	54.54%	37.73%	32.35%	35.0%	37.01%	45.16%	22.97%	29.35%	19.84%	38.98%	33.18%	56.33%	46.03%	32.92%	29.22%	35.0%	38.46%	44.73%	29.08%	79.76%	29.87%					
38	"21. ""Российская Конституционно-демократическая партия"""	50	2	0	1	0	0	3	2	0	2	1	0	3	0	3	0	1	0	0	0	0	0	4	1	1	2	1	0	0	6	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	0	2	0	0	2	1	0	0					
		0.27%	0.36%	0.0%	1.33%	0.0%	0.0%	0.68%	2.59%	0.0%	0.19%	0.12%	0.0%	0.46%	0.0%	0.54%	0.0%	2.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.39%	0.39%	0.76%	1.69%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.69%	0.44%	1.40%	0.51%	0.0%	0.53%	0.0%	0.0%	0.58%	0.16%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	37	1	0	0	0	2	1	0	1	3	2	1	1	0	1	1	0	0	0	4	0	1	2	0	0	2	0	0	0	2	0	1	0	0	1	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0					
