Выборы Президента Российской Федерации																																																																				
																																																																				
"Наименование Избирательной комиссии:    Ярославль, Дзержинская"																																																																				
																																																																				
Итоги голосования 																																																																				
																																																																				
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61					
19	. Малышкин Олег Александрович	1832	44	26	29	41	32	33	32	43	31	20	30	38	32	31	31	36	25	25	41	48	42	29	32	55	34	33	34	31	30	20	47	34	33	25	31	42	33	25	31	43	35	30	24	46	33	34	30	31	23	19	12	31	33	29	20	19	24	2	0	2	3					
		2.49%	2.64%	1.98%	2.21%	3.58%	2.43%	2.80%	2.80%	3.54%	2.56%	1.68%	2.56%	3.00%	2.69%	2.34%	2.34%	2.76%	2.24%	2.06%	3.20%	3.43%	3.00%	2.27%	2.63%	3.87%	2.40%	2.36%	2.97%	2.85%	2.40%	1.87%	3.14%	2.38%	2.53%	1.90%	2.37%	3.42%	2.89%	2.08%	2.35%	2.99%	3.03%	2.44%	1.84%	2.92%	2.10%	2.28%	2.51%	2.28%	2.03%	1.73%	0.80%	2.20%	2.40%	2.03%	1.73%	1.50%	3.14%	1.02%	0.00%	4.26%	2.40%					
20	. Миронов Сергей Михайлович	709	11	10	3	8	9	16	14	10	9	11	20	10	14	12	11	11	4	13	8	11	13	9	13	17	16	15	12	12	5	9	10	22	9	16	5	14	7	9	11	15	13	15	13	24	16	12	6	14	24	13	20	11	9	12	24	17	6	3	0	1	2					
		0.96%	0.66%	0.76%	0.23%	0.70%	0.68%	1.36%	1.23%	0.82%	0.74%	0.92%	1.70%	0.79%	1.18%	0.91%	0.83%	0.84%	0.36%	1.07%	0.62%	0.79%	0.93%	0.71%	1.07%	1.19%	1.13%	1.07%	1.05%	1.10%	0.40%	0.84%	0.67%	1.54%	0.69%	1.22%	0.38%	1.14%	0.61%	0.75%	0.84%	1.04%	1.13%	1.22%	1.00%	1.52%	1.02%	0.80%	0.50%	1.03%	2.12%	1.19%	1.34%	0.78%	0.65%	0.84%	2.07%	1.34%	0.79%	1.52%	0.00%	2.13%	1.60%					
21	. Путин Владимир Владимирович	51643	1198	1017	996	831	891	796	817	801	822	807	821	900	819	913	938	922	767	839	902	986	1030	933	883	1003	962	913	793	775	859	730	1080	993	948	936	888	865	776	880	910	1002	827	830	905	1133	1017	990	823	916	784	763	1005	1021	988	1007	808	895	590	172	106	32	89					
		70.13%	71.91%	77.46%	75.97%	72.64%	67.65%	67.63%	71.54%	66.03%	67.77%	67.70%	69.93%	71.03%	68.82%	68.96%	70.90%	70.65%	68.79%	69.05%	70.36%	70.53%	73.47%	73.12%	72.67%	70.48%	67.84%	65.31%	69.32%	71.30%	68.78%	68.22%	72.10%	69.39%	72.59%	71.12%	67.84%	70.50%	68.07%	73.27%	69.10%	69.78%	71.66%	67.48%	69.40%	71.89%	64.86%	66.35%	68.76%	67.50%	69.32%	69.55%	67.36%	72.57%	71.75%	70.57%	69.72%	70.75%	77.23%	87.31%	84.80%	68.09%	71.20%					
22	. Хакамада Ирина Муцуовна	3929	67	39	59	52	80	78	54	72	79	63	60	68	48	89	67	97	73	59	63	85	68	79	79	69	114	114	66	33	53	42	69	79	59	99	76	59	59	51	82	89	55	78	74	78	89	86	60	70	72	46	74	66	54	75	59	57	33	2	5	2	3					
		5.34%	4.02%	2.97%	4.50%	4.55%	6.07%	6.63%	4.73%	5.94%	6.51%	5.29%	5.11%	5.37%	4.03%	6.72%	5.06%	7.43%	6.55%	4.86%	4.91%	6.08%	4.85%	6.19%	6.50%	4.85%	8.04%	8.15%	5.77%	3.04%	4.24%	3.93%	4.61%	5.52%	4.52%	7.52%	5.81%	4.81%	5.18%	4.25%	6.23%	6.20%	4.77%	6.34%	5.67%	4.95%	5.68%	5.76%	5.01%	5.16%	6.37%	4.19%	4.96%	4.69%	3.92%	5.26%	5.09%	4.51%	4.32%	1.02%	4.00%	4.26%	2.40%					
23	. Харитонов Николай Михайлович	7572	175	137	105	109	139	120	111	144	126	118	104	140	120	152	132	111	127	123	141	99	111	114	79	126	122	145	115	131	151	123	167	163	113	89	129	128	120	108	154	155	132	139	149	152	215	184	131	172	115	126	187	125	152	164	127	141	49	8	9	5	14					
		10.28%	10.50%	10.43%	8.01%	9.53%	10.55%	10.20%	9.72%	11.87%	10.39%	9.90%	8.86%	11.05%	10.08%	11.48%	9.98%	8.51%	11.39%	10.12%	11.00%	7.08%	7.92%	8.93%	6.50%	8.85%	8.60%	10.37%	10.05%	12.05%	12.09%	11.50%	11.15%	11.39%	8.65%	6.76%	9.85%	10.43%	10.53%	8.99%	11.69%	10.79%	11.44%	11.30%	11.43%	9.64%	13.71%	12.33%	10.94%	12.68%	10.17%	11.49%	12.53%	8.88%	11.04%	11.49%	10.96%	11.15%	6.41%	4.06%	7.20%	10.64%	11.20%					
																																																																				
24	Против всех	3086	78	35	55	36	82	60	44	57	63	59	48	45	49	49	56	46	43	61	59	77	58	53	63	83	79	74	45	43	66	49	50	58	52	74	36	52	53	41	47	48	31	62	61	48	60	76	51	55	45	48	51	46	56	49	40	52	17	1	3	3	5					
		4.19%	4.68%	2.67%	4.20%	3.15%	6.23%	5.10%	3.85%	4.70%	5.19%	4.95%	4.09%	3.55%	4.12%	3.70%	4.23%	3.52%	3.86%	5.02%	4.60%	5.51%	4.14%	4.15%	5.19%	5.83%	5.57%	5.29%	3.93%	3.96%	5.28%	4.58%	3.34%	4.05%	3.98%	5.62%	2.75%	4.24%	4.65%	3.41%	3.57%	3.34%	2.69%	5.04%	4.68%	3.05%	3.83%	5.09%	4.26%	4.05%	3.98%	4.38%	3.42%	3.27%	4.07%	3.43%	3.45%	4.11%	2.23%	0.51%	2.40%	6.38%	4.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
