Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Батыревская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
		1.22%	0.61%	2.03%	0.83%	1.35%	1.13%	0.68%	0.97%	0.74%	1.42%	1.46%	0.38%	1.01%	3.26%	13.94%	0.52%	1.70%	0.39%	1.06%	1.33%	1.29%	0.71%	0.70%	1.18%	2.42%	0.99%	0.90%	1.41%	2.00%	0.00%	0.83%	0.75%	1.83%	0.84%	0.00%	0.74%	0.00%	0.00%	0.52%	0.92%	0.36%	2.44%	0.00%	0.90%	1.02%	0.31%	1.69%	3.15%	0.45%	2.30%	0.69%	0.51%	0.78%	1.48%	1.13%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3158	149	116	122	82	184	188	158	30	58	36	23	113	30	34	108	54	40	24	68	63	16	25	81	59	54	46	62	10	6	24	36	14	81	28	31	12	2	12	28	16	31	30	109	55	168	53	45	35	49	107	73	25	39	16					
		13.80%	15.16%	14.70%	16.80%	15.86%	14.87%	18.36%	13.99%	11.07%	13.74%	8.74%	8.75%	19.06%	16.30%	10.30%	18.69%	18.37%	7.89%	12.70%	18.13%	13.52%	11.35%	8.71%	11.93%	14.29%	13.30%	13.73%	14.59%	6.67%	8.57%	9.96%	9.05%	6.39%	22.56%	30.11%	11.48%	12.63%	4.65%	6.28%	5.18%	5.82%	18.90%	18.75%	19.57%	18.71%	26.05%	22.36%	17.72%	15.91%	22.58%	9.29%	9.22%	4.84%	9.61%	4.53%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	124	4	8	8	7	12	4	4	0	2	0	2	0	1	1	4	3	1	1	0	3	1	1	5	0	2	2	3	0	0	1	3	1	0	1	2	0	0	1	4	1	4	0	5	1	2	2	1	2	1	2	3	2	3	3					
		0.54%	0.41%	1.01%	1.10%	1.35%	0.97%	0.39%	0.35%	0.00%	0.47%	0.00%	0.76%	0.00%	0.54%	0.30%	0.69%	1.02%	0.20%	0.53%	0.00%	0.64%	0.71%	0.35%	0.74%	0.00%	0.49%	0.60%	0.71%	0.00%	0.00%	0.41%	0.75%	0.46%	0.00%	1.08%	0.74%	0.00%	0.00%	0.52%	0.74%	0.36%	2.44%	0.00%	0.90%	0.34%	0.31%	0.84%	0.39%	0.91%	0.46%	0.17%	0.38%	0.39%	0.74%	0.85%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14874	585	416	412	303	829	679	735	184	253	278	167	414	117	179	342	180	383	107	203	275	95	222	457	251	248	209	233	97	57	186	274	145	212	49	183	72	35	133	431	216	96	119	337	171	366	134	128	135	99	899	633	369	311	231					
		64.99%	59.51%	52.72%	56.75%	58.61%	67.02%	66.31%	65.10%	67.90%	59.95%	67.48%	63.50%	69.81%	63.59%	54.24%	59.17%	61.22%	75.54%	56.61%	54.13%	59.01%	67.38%	77.35%	67.30%	60.77%	61.08%	62.39%	54.82%	64.67%	81.43%	77.18%	68.84%	66.21%	59.05%	52.69%	67.78%	75.79%	81.40%	69.63%	79.67%	78.55%	58.54%	74.38%	60.50%	58.16%	56.74%	56.54%	50.39%	61.36%	45.62%	78.04%	79.92%	71.51%	76.60%	65.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	46	4	0	0	0	4	2	3	0	2	0	0	1	0	0	2	1	2	0	0	2	0	0	3	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	2	2	0	1	1	2	1	0	2	1					
		0.20%	0.41%	0.00%	0.00%	0.00%	0.32%	0.20%	0.27%	0.00%	0.47%	0.00%	0.00%	0.17%	0.00%	0.00%	0.35%	0.34%	0.39%	0.00%	0.00%	0.43%	0.00%	0.00%	0.44%	0.24%	0.25%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.31%	0.84%	0.00%	0.45%	0.46%	0.17%	0.13%	0.00%	0.49%	0.28%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
