Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Батыревская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143					
20	3.Политическая партия «Демократическая партия России»	42	0	0	0	0	3	1	2	0	0	1	0	3	0	1	1	1	0	0	0	0	0	1	0	0	2	0	4	0	0	1	2	1	3	0	0	0	0	0	0	2	2	1	2	0	0	0	0	0	0	2	4	0	1	1					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.22%	0.10%	0.16%	0.00%	0.00%	0.25%	0.00%	0.51%	0.00%	0.29%	0.16%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.46%	0.00%	0.83%	0.00%	0.00%	0.44%	0.49%	0.38%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	1.14%	0.62%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.54%	0.00%	0.23%	0.26%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1781	78	53	46	51	80	53	59	7	34	15	18	54	5	14	92	37	17	14	25	54	14	24	46	32	62	36	48	1	4	12	23	23	39	6	16	6	0	12	18	5	15	10	65	30	148	18	29	26	26	60	56	34	15	16					
		7.53%	8.40%	6.41%	5.81%	9.90%	5.97%	5.29%	4.62%	2.70%	7.91%	3.75%	7.03%	9.20%	2.38%	4.12%	14.72%	11.18%	3.59%	7.22%	6.17%	11.46%	8.09%	9.34%	6.57%	7.17%	14.25%	9.11%	9.94%	0.55%	5.00%	5.29%	5.60%	8.68%	10.08%	6.00%	5.76%	5.94%	0.00%	6.63%	3.51%	1.92%	8.57%	6.21%	10.27%	10.31%	24.87%	6.82%	10.25%	9.70%	11.40%	5.89%	7.50%	5.90%	3.47%	4.12%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	34	0	2	2	3	1	1	2	1	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	3	0	1	1	0	0	1	2	1	0	0	1					
		0.14%	0.00%	0.24%	0.25%	0.58%	0.07%	0.10%	0.16%	0.39%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.21%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.19%	0.00%	0.00%	0.00%	0.47%	0.00%	0.17%	0.38%	0.00%	0.00%	0.44%	0.20%	0.13%	0.00%	0.00%	0.26%					
23	6.Политическая партия «Партия социальной справедливости»	31	1	0	0	2	1	0	0	1	1	1	0	2	0	0	1	0	2	1	0	0	0	1	0	3	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	0	1	0					
		0.13%	0.11%	0.00%	0.00%	0.39%	0.07%	0.00%	0.00%	0.39%	0.23%	0.25%	0.00%	0.34%	0.00%	0.00%	0.16%	0.00%	0.42%	0.52%	0.00%	0.00%	0.00%	0.39%	0.00%	0.67%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.20%	0.40%	0.00%	0.23%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	872	46	40	22	29	29	10	9	7	16	12	13	10	7	9	31	23	32	3	18	13	5	7	29	23	17	20	9	11	0	6	15	6	27	6	4	2	1	6	26	18	11	7	28	15	11	19	36	12	33	33	14	9	8	19					
		3.69%	4.95%	4.84%	2.78%	5.63%	2.17%	0.99%	0.71%	2.70%	3.72%	3.00%	5.08%	1.70%	3.33%	2.65%	4.96%	6.95%	6.77%	1.55%	4.44%	2.76%	2.89%	2.72%	4.14%	5.16%	3.91%	5.06%	1.86%	6.01%	0.00%	2.64%	3.65%	2.26%	6.98%	6.00%	1.44%	1.98%	2.17%	3.31%	5.07%	6.92%	6.29%	4.35%	4.42%	5.15%	1.85%	7.20%	12.72%	4.48%	14.47%	3.24%	1.87%	1.56%	1.85%	4.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4098	376	288	260	107	112	79	62	28	81	89	40	91	29	45	119	48	118	51	103	87	18	77	66	67	75	32	97	26	4	34	70	40	52	24	38	9	4	22	93	22	34	56	80	50	60	47	56	67	41	93	210	39	146	36					
		17.34%	40.47%	34.82%	32.83%	20.78%	8.36%	7.89%	4.86%	10.81%	18.84%	22.25%	15.63%	15.50%	13.81%	13.24%	19.04%	14.50%	24.95%	26.29%	25.43%	18.47%	10.40%	29.96%	9.43%	15.02%	17.24%	8.10%	20.08%	14.21%	5.00%	14.98%	17.03%	15.09%	13.44%	24.00%	13.67%	8.91%	8.70%	12.15%	18.13%	8.46%	19.43%	34.78%	12.64%	17.18%	10.08%	17.80%	19.79%	25.00%	17.98%	9.14%	28.11%	6.77%	33.80%	9.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	283	3	8	11	2	8	13	8	2	1	2	2	4	1	86	8	5	3	2	9	3	1	2	5	2	0	3	3	3	0	2	6	2	2	0	1	0	1	2	7	2	3	3	4	4	4	4	4	1	5	6	12	6	0	2					
		1.20%	0.32%	0.97%	1.39%	0.39%	0.60%	1.30%	0.63%	0.77%	0.23%	0.50%	0.78%	0.68%	0.48%	25.29%	1.28%	1.51%	0.63%	1.03%	2.22%	0.64%	0.58%	0.78%	0.71%	0.45%	0.00%	0.76%	0.62%	1.64%	0.00%	0.88%	1.46%	0.75%	0.52%	0.00%	0.36%	0.00%	2.17%	1.10%	1.36%	0.77%	1.71%	1.86%	0.63%	1.37%	0.67%	1.52%	1.41%	0.37%	2.19%	0.59%	1.61%	1.04%	0.00%	0.52%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15705	395	408	384	311	1077	824	1114	207	285	267	177	415	165	174	337	204	285	118	217	307	130	135	532	313	246	288	297	138	70	165	266	185	252	60	211	83	39	134	348	204	106	82	423	189	342	157	145	156	111	797	408	476	246	300					
		66.43%	42.52%	49.33%	48.48%	60.39%	80.43%	82.32%	87.30%	79.92%	66.28%	66.75%	69.14%	70.70%	78.57%	51.18%	53.92%	61.63%	60.25%	60.82%	53.58%	65.18%	75.14%	52.53%	76.00%	70.18%	56.55%	72.91%	61.49%	75.41%	87.50%	72.69%	64.72%	69.81%	65.12%	60.00%	75.90%	82.18%	84.78%	74.03%	67.84%	78.46%	60.57%	50.93%	66.82%	64.95%	57.48%	59.47%	51.24%	58.21%	48.68%	78.29%	54.62%	82.64%	56.94%	77.32%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	97	3	1	2	0	4	5	3	0	1	2	2	0	1	3	2	4	3	1	2	2	1	2	0	0	0	2	2	0	1	1	4	1	1	2	0	0	1	0	0	3	0	0	6	0	3	0	2	2	0	3	7	2	5	5					
		0.41%	0.32%	0.12%	0.25%	0.00%	0.30%	0.50%	0.24%	0.00%	0.23%	0.50%	0.78%	0.00%	0.48%	0.88%	0.32%	1.21%	0.63%	0.52%	0.49%	0.42%	0.58%	0.78%	0.00%	0.00%	0.00%	0.51%	0.41%	0.00%	1.25%	0.44%	0.97%	0.38%	0.26%	2.00%	0.00%	0.00%	2.17%	0.00%	0.00%	1.15%	0.00%	0.00%	0.95%	0.00%	0.50%	0.00%	0.71%	0.75%	0.00%	0.29%	0.94%	0.35%	1.16%	1.29%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
