Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																										
Дата голосования: 04.12.2011																																																																										
																																																																										
Наименование Избирательной комиссии:    Минераловодская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	945	10	10	15	15	10	10	15	20	20	10	20	20	15	10	25	20	20	15	20	20	30	27	15	15	15	10	15	15	17	10	20	20	15	15	10	15	10	10	10	10	10	10	5	10	10	15	10	10	23	20	10	20	5	18	20	15	10	5	10	15	10	15	15	10	5	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	575	6	4	10	2	9	6	10	15	20	6	12	20	9	8	21	14	17	14	9	18	21	27	15	7	11	5	10	13	15	1	19	9	14	6	7	12	2	2	5	2	9	0	1	2	2	5	3	2	17	11	2	14	0	16	11	9	1	0	6	10	3	8	5	2	0	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	434	10	3	6	13	14	7	5	13	8	3	7	34	8	8	12	6	13	7	9	18	8	10	3	2	10	5	12	12	8	4	8	2	4	6	2	3	3	1	2	2	0	3	4	5	2	4	2	2	4	9	1	3	3	40	0	2	1	19	3	2	2	4	2	0	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	370	4	6	5	13	1	4	5	5	0	4	8	0	6	2	4	6	3	1	11	2	9	0	0	8	4	5	5	2	2	9	1	11	1	9	3	3	8	8	5	8	1	10	4	8	8	10	7	8	6	9	8	6	5	2	9	6	9	5	4	5	7	7	10	8	5	4	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	1	1	0	2	0	0	2	3	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7295	51	95	124	126	133	88	137	189	197	107	191	120	139	12	32	203	142	214	193	202	138	243	110	130	150	105	26	23	99	34	232	133	313	173	68	147	51	27	96	39	136	19	18	65	22	66	96	95	188	219	130	234	25	249	135	74	12	14	70	86	40	117	76	18	2	6	51					
		17.68%	14.01%	18.48%	18.73%	19.35%	22.24%	24.44%	19.77%	19.19%	23.23%	21.79%	21.34%	11.01%	17.87%	2.30%	3.26%	24.08%	19.53%	25.85%	24.37%	21.49%	13.73%	21.83%	20.56%	21.21%	24.96%	21.69%	4.33%	2.49%	18.30%	15.32%	19.73%	14.01%	29.09%	27.12%	16.27%	17.40%	21.25%	17.42%	18.68%	15.23%	18.16%	14.07%	9.68%	10.76%	6.13%	8.17%	20.25%	24.68%	24.29%	24.83%	24.30%	18.80%	13.37%	29.82%	15.77%	10.91%	5.58%	8.24%	11.84%	12.59%	9.69%	16.30%	12.22%	7.50%	3.28%	9.84%	15.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6364	57	113	127	107	92	69	131	211	152	96	144	76	113	7	28	152	123	132	172	157	141	214	88	108	105	69	17	17	90	55	210	193	201	133	97	191	58	29	100	36	149	13	33	86	19	100	72	54	88	170	99	258	36	114	133	26	6	29	64	101	60	68	68	35	8	6	58					
		15.42%	15.66%	21.98%	19.18%	16.44%	15.38%	19.17%	18.90%	21.42%	17.92%	19.55%	16.09%	6.97%	14.52%	1.34%	2.85%	18.03%	16.92%	15.94%	21.72%	16.70%	14.03%	19.23%	16.45%	17.62%	17.47%	14.26%	2.83%	1.84%	16.64%	24.77%	17.86%	20.34%	18.68%	20.85%	23.21%	22.60%	24.17%	18.71%	19.46%	14.06%	19.89%	9.63%	17.74%	14.24%	5.29%	12.38%	15.19%	14.03%	11.37%	19.27%	18.50%	20.72%	19.25%	13.65%	15.54%	3.83%	2.79%	17.06%	10.83%	14.79%	14.53%	9.47%	10.93%	14.58%	13.11%	9.84%	17.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	373	8	6	1	8	4	6	4	17	8	4	6	14	11	0	0	13	11	5	6	4	8	23	6	2	7	8	0	0	11	4	10	5	10	10	5	10	4	1	1	6	7	2	0	3	2	6	1	4	8	11	6	10	2	14	4	8	0	0	4	2	0	6	3	2	0	0	1					
		0.90%	2.20%	1.17%	0.15%	1.23%	0.67%	1.67%	0.58%	1.73%	0.94%	0.81%	0.67%	1.28%	1.41%	0.00%	0.00%	1.54%	1.51%	0.60%	0.76%	0.43%	0.80%	2.07%	1.12%	0.33%	1.16%	1.65%	0.00%	0.00%	2.03%	1.80%	0.85%	0.53%	0.93%	1.57%	1.20%	1.18%	1.67%	0.65%	0.19%	2.34%	0.93%	1.48%	0.00%	0.50%	0.56%	0.74%	0.21%	1.04%	1.03%	1.25%	1.12%	0.80%	1.07%	1.68%	0.47%	1.18%	0.00%	0.00%	0.68%	0.29%	0.00%	0.84%	0.48%	0.83%	0.00%	0.00%	0.30%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9430	58	132	167	169	169	92	189	244	209	140	228	137	232	24	36	196	203	198	201	247	192	292	127	131	145	129	19	65	119	53	276	166	237	113	87	213	61	33	107	52	179	33	26	99	93	159	94	78	268	204	117	367	47	184	239	210	56	51	180	186	103	166	229	57	12	12	93					
		22.85%	15.93%	25.68%	25.23%	25.96%	28.26%	25.56%	27.27%	24.77%	24.65%	28.51%	25.47%	12.57%	29.82%	4.61%	3.67%	23.25%	27.92%	23.91%	25.38%	26.28%	19.10%	26.24%	23.74%	21.37%	24.13%	26.65%	3.17%	7.04%	21.99%	23.87%	23.47%	17.49%	22.03%	17.71%	20.81%	25.21%	25.42%	21.29%	20.82%	20.31%	23.90%	24.44%	13.98%	16.39%	25.91%	19.68%	19.83%	20.26%	34.63%	23.13%	21.87%	29.48%	25.13%	22.04%	27.92%	30.97%	26.05%	30.00%	30.46%	27.23%	24.94%	23.12%	36.82%	23.75%	19.67%	19.67%	27.76%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	913	6	12	12	17	13	10	20	30	35	15	26	18	21	2	5	29	27	34	33	24	33	57	14	23	22	7	2	4	7	3	16	16	14	19	3	21	1	1	13	2	8	1	5	2	4	16	3	4	35	8	8	41	2	19	18	17	2	2	3	9	7	11	13	2	0	0	6					
		2.21%	1.65%	2.33%	1.81%	2.61%	2.17%	2.78%	2.89%	3.05%	4.13%	3.05%	2.91%	1.65%	2.70%	0.38%	0.51%	3.44%	3.71%	4.11%	4.17%	2.55%	3.28%	5.12%	2.62%	3.75%	3.66%	1.45%	0.33%	0.43%	1.29%	1.35%	1.36%	1.69%	1.30%	2.98%	0.72%	2.49%	0.42%	0.65%	2.53%	0.78%	1.07%	0.74%	2.69%	0.33%	1.11%	1.98%	0.63%	1.04%	4.52%	0.91%	1.50%	3.29%	1.07%	2.28%	2.10%	2.51%	0.93%	1.18%	0.51%	1.32%	1.69%	1.53%	2.09%	0.83%	0.00%	0.00%	1.79%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15767	184	143	218	209	170	90	198	273	217	116	275	715	248	458	864	229	200	214	167	288	468	257	174	204	153	155	521	797	206	59	391	400	271	169	137	229	63	56	176	117	252	65	101	339	210	442	183	134	172	226	136	298	71	235	306	321	135	73	262	286	188	336	221	113	36	34	113					
		38.21%	50.55%	27.82%	32.93%	32.10%	28.43%	25.00%	28.57%	27.72%	25.59%	23.63%	30.73%	65.60%	31.88%	87.91%	87.98%	27.16%	27.51%	25.85%	21.09%	30.64%	46.57%	23.09%	32.52%	33.28%	25.46%	32.02%	86.83%	86.35%	38.08%	26.58%	33.25%	42.15%	25.19%	26.49%	32.78%	27.10%	26.25%	36.13%	34.24%	45.70%	33.64%	48.15%	54.30%	56.13%	58.50%	54.70%	38.61%	34.81%	22.22%	25.62%	25.42%	23.94%	37.97%	28.14%	35.75%	47.35%	62.79%	42.94%	44.33%	41.87%	45.52%	46.80%	35.53%	47.08%	59.02%	55.74%	33.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	165	0	0	4	4	1	0	1	4	3	3	2	1	3	0	1	2	4	5	3	2	6	9	3	5	6	2	0	0	1	2	9	6	5	2	3	5	0	1	3	1	2	0	0	1	0	4	2	1	3	7	4	7	0	9	2	2	0	0	0	1	3	1	1	2	0	0	1					
		0.40%	0.00%	0.00%	0.60%	0.61%	0.17%	0.00%	0.14%	0.41%	0.35%	0.61%	0.22%	0.09%	0.39%	0.00%	0.10%	0.24%	0.55%	0.60%	0.38%	0.21%	0.60%	0.81%	0.56%	0.82%	0.99%	0.41%	0.00%	0.00%	0.18%	0.90%	0.77%	0.63%	0.46%	0.31%	0.72%	0.59%	0.00%	0.65%	0.58%	0.39%	0.27%	0.00%	0.00%	0.17%	0.00%	0.50%	0.42%	0.26%	0.39%	0.79%	0.75%	0.56%	0.00%	1.08%	0.23%	0.29%	0.00%	0.00%	0.00%	0.15%	0.73%	0.14%	0.16%	0.83%	0.00%	0.00%	0.30%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
