Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Кущевская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	582	13	25	27	12	13	21	8	5	46	25	91	2	0	0	5	2	0	1	10	2	8	39	18	2	2	20	10	2	10	1	22	36	2	10	7	2	3	9	5	2	8	2	6	3	0	7	22	14	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	580	13	25	27	12	13	21	8	5	46	25	91	2	0	0	5	2	0	1	10	2	8	39	18	2	2	20	10	2	10	1	21	36	2	10	7	2	3	9	5	2	8	2	5	3	0	7	22	14	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	327	11	36	10	7	23	11	19	5	11	20	0	1	8	2	2	2	1	1	7	7	6	12	4	5	3	9	6	4	12	9	9	2	1	3	3	3	4	2	1	1	6	2	6	6	4	4	9	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	1	1	0	0	1	0	2	0	0	2	2	0	0	0	1	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4462	205	255	164	123	214	210	111	121	145	288	180	17	23	21	17	20	19	30	64	12	65	242	150	18	49	203	106	31	69	33	188	83	55	84	86	12	27	24	40	52	54	31	81	17	21	17	238	90	57					
		13.48%	16.39%	16.95%	12.08%	13.18%	15.55%	14.62%	13.54%	14.37%	10.79%	17.79%	9.64%	9.04%	6.57%	14.38%	6.72%	11.30%	15.45%	11.63%	8.60%	10.00%	10.08%	14.65%	18.63%	11.18%	8.06%	13.89%	11.50%	13.90%	11.68%	14.04%	14.42%	11.89%	12.14%	14.05%	12.61%	9.92%	15.34%	19.05%	13.51%	17.51%	15.17%	11.36%	15.11%	10.24%	14.69%	11.89%	15.45%	11.38%	14.62%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5773	229	242	247	177	243	241	186	132	353	296	255	38	73	14	56	29	10	19	147	16	86	251	146	30	101	207	128	35	116	39	200	175	83	73	113	7	35	14	38	65	51	59	76	33	18	22	310	155	104					
		17.44%	18.31%	16.09%	18.19%	18.97%	17.66%	16.78%	22.68%	15.68%	26.26%	18.28%	13.66%	20.21%	20.86%	9.59%	22.13%	16.38%	8.13%	7.36%	19.76%	13.33%	13.33%	15.19%	18.14%	18.63%	16.61%	14.16%	13.88%	15.70%	19.63%	16.60%	15.34%	25.07%	18.32%	12.21%	16.57%	5.79%	19.89%	11.11%	12.84%	21.89%	14.33%	21.61%	14.18%	19.88%	12.59%	15.38%	20.13%	19.60%	26.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	325	19	16	18	10	17	6	10	2	16	27	16	3	2	1	3	3	1	1	11	0	7	15	6	0	0	11	8	1	10	4	10	15	3	6	2	0	1	2	5	8	2	1	1	0	4	0	11	8	2					
		0.98%	1.52%	1.06%	1.33%	1.07%	1.24%	0.42%	1.22%	0.24%	1.19%	1.67%	0.86%	1.60%	0.57%	0.68%	1.19%	1.69%	0.81%	0.39%	1.48%	0.00%	1.09%	0.91%	0.75%	0.00%	0.00%	0.75%	0.87%	0.45%	1.69%	1.70%	0.77%	2.15%	0.66%	1.00%	0.29%	0.00%	0.57%	1.59%	1.69%	2.69%	0.56%	0.37%	0.19%	0.00%	2.80%	0.00%	0.71%	1.01%	0.51%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7505	301	342	313	224	338	377	195	261	330	420	358	41	64	11	45	24	22	37	204	19	150	384	180	13	122	320	203	24	151	68	292	178	87	135	148	23	44	12	72	60	89	41	121	41	31	25	328	143	94					
		22.67%	24.06%	22.74%	23.05%	24.01%	24.56%	26.25%	23.78%	30.99%	24.55%	25.94%	19.18%	21.81%	18.29%	7.53%	17.79%	13.56%	17.89%	14.34%	27.42%	15.83%	23.26%	23.24%	22.36%	8.07%	20.07%	21.89%	22.02%	10.76%	25.55%	28.94%	22.39%	25.50%	19.21%	22.58%	21.70%	19.01%	25.00%	9.52%	24.32%	20.20%	25.00%	15.02%	22.57%	24.70%	21.68%	17.48%	21.30%	18.08%	24.10%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	549	28	51	27	11	36	27	21	11	20	40	26	2	11	0	7	1	1	1	9	1	8	11	12	1	7	32	23	5	8	3	19	9	0	4	6	3	3	0	6	1	7	2	19	1	1	0	12	10	5					
		1.66%	2.24%	3.39%	1.99%	1.18%	2.62%	1.88%	2.56%	1.31%	1.49%	2.47%	1.39%	1.06%	3.14%	0.00%	2.77%	0.56%	0.81%	0.39%	1.21%	0.83%	1.24%	0.67%	1.49%	0.62%	1.15%	2.19%	2.49%	2.24%	1.35%	1.28%	1.46%	1.29%	0.00%	0.67%	0.88%	2.48%	1.70%	0.00%	2.03%	0.34%	1.97%	0.73%	3.54%	0.60%	0.70%	0.00%	0.78%	1.26%	1.28%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13808	445	558	566	358	503	541	276	294	439	520	1023	84	174	98	124	98	68	163	291	72	312	706	301	97	306	667	432	122	227	84	566	217	218	283	306	72	62	71	128	106	147	136	231	73	64	75	608	372	124					
		41.71%	35.57%	37.10%	41.68%	38.37%	36.56%	37.67%	33.66%	34.92%	32.66%	32.12%	54.79%	44.68%	49.71%	67.12%	49.01%	55.37%	55.28%	63.18%	39.11%	60.00%	48.37%	42.74%	37.39%	60.25%	50.33%	45.62%	46.85%	54.71%	38.41%	35.74%	43.40%	31.09%	48.12%	47.32%	44.87%	59.50%	35.23%	56.35%	43.24%	35.69%	41.29%	49.82%	43.10%	43.98%	44.76%	52.45%	39.48%	47.03%	31.79%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	161	5	7	8	5	3	13	5	3	10	14	4	1	0	1	0	0	0	0	2	0	5	7	0	0	5	6	7	4	3	0	8	3	2	2	5	0	0	0	2	1	1	1	3	1	2	1	5	6	0					
		0.49%	0.40%	0.47%	0.59%	0.54%	0.22%	0.91%	0.61%	0.36%	0.74%	0.86%	0.21%	0.53%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.78%	0.42%	0.00%	0.00%	0.82%	0.41%	0.76%	1.79%	0.51%	0.00%	0.61%	0.43%	0.44%	0.33%	0.73%	0.00%	0.00%	0.00%	0.68%	0.34%	0.28%	0.37%	0.56%	0.60%	1.40%	0.70%	0.32%	0.76%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
