Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Кущевская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	186	5	9	6	4	4	6	3	17	8	5	3	4	4	7	4	4	11	7	3	2	2	1	1	10	4	0	1	1	3	2	1	0	0	0	4	2	0	0	1	3	8	8	1	2	1	1	1	2	1	4	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	414	4	11	14	14	23	14	12	13	5	3	14	5	10	25	3	9	5	16	3	9	4	10	8	19	4	1	1	11	2	2	1	2	6	4	1	3	3	2	5	12	13	14	3	3	3	3	2	4	4	30	15	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	0	0	1	1	0	0	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	627	15	13	18	2	29	28	6	8	8	11	21	20	22	22	3	16	21	20	1	10	10	10	27	32	28	1	1	10	2	4	0	0	2	15	18	3	1	3	4	26	27	22	2	5	1	2	1	8	4	40	14	10					
		1.95%	1.37%	0.89%	1.38%	0.27%	2.21%	1.88%	0.84%	1.12%	1.99%	0.82%	3.39%	2.52%	3.36%	1.29%	2.01%	2.56%	1.38%	2.06%	0.63%	1.67%	4.27%	2.27%	4.23%	2.58%	5.67%	1.23%	1.39%	1.87%	1.50%	2.21%	0.00%	0.00%	1.48%	3.60%	4.46%	1.63%	0.75%	1.88%	1.74%	4.64%	1.94%	1.40%	1.13%	2.03%	0.48%	1.43%	1.04%	3.03%	2.11%	2.33%	1.50%	2.62%					
19	2.Всероссийская политическая партия «Гражданская Сила»	164	10	14	16	6	14	11	4	1	0	11	0	1	3	4	1	3	2	8	0	2	1	2	0	5	0	0	2	2	0	0	0	1	0	1	1	0	0	3	1	2	8	10	0	0	1	0	0	0	1	7	5	0					
		0.51%	0.91%	0.95%	1.23%	0.82%	1.07%	0.74%	0.56%	0.14%	0.00%	0.82%	0.00%	0.13%	0.46%	0.23%	0.67%	0.48%	0.13%	0.83%	0.00%	0.33%	0.43%	0.45%	0.00%	0.40%	0.00%	0.00%	2.78%	0.37%	0.00%	0.00%	0.00%	0.79%	0.00%	0.24%	0.25%	0.00%	0.00%	1.88%	0.43%	0.36%	0.57%	0.64%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.53%	0.41%	0.53%	0.00%					
20	3.Политическая партия «Демократическая партия России»	41	4	2	0	1	0	2	0	0	0	4	0	1	2	1	0	2	1	3	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	2	1	0	0	0	2	3	0	0	0	2	0	0	0	2	0	0					
		0.13%	0.36%	0.14%	0.00%	0.14%	0.00%	0.13%	0.00%	0.00%	0.00%	0.30%	0.00%	0.13%	0.31%	0.06%	0.00%	0.32%	0.07%	0.31%	0.00%	0.33%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.74%	0.24%	0.00%	1.09%	0.75%	0.00%	0.00%	0.00%	0.14%	0.19%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4269	166	180	228	124	195	223	88	94	54	121	117	112	72	202	18	83	174	136	4	76	30	53	81	139	73	6	12	77	5	41	6	22	14	52	48	28	22	17	30	84	207	172	13	21	8	13	6	26	29	260	150	57					
		13.25%	15.13%	12.27%	17.50%	16.85%	14.89%	14.94%	12.32%	13.13%	13.40%	9.04%	18.87%	14.12%	11.01%	11.81%	12.08%	13.28%	11.44%	14.04%	2.50%	12.71%	12.82%	12.02%	12.68%	11.21%	14.78%	7.41%	16.67%	14.42%	3.76%	22.65%	4.55%	17.46%	10.37%	12.47%	11.88%	15.22%	16.42%	10.63%	13.04%	15.00%	14.84%	10.97%	7.34%	8.54%	3.81%	9.29%	6.25%	9.85%	15.26%	15.14%	16.04%	14.92%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	62	5	9	4	3	3	2	0	1	0	3	0	0	1	2	0	0	5	1	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	0	2	0	0	1	0	1	0	5	0	2	0	1	0	1	0	2	2	0					
		0.19%	0.46%	0.61%	0.31%	0.41%	0.23%	0.13%	0.00%	0.14%	0.00%	0.22%	0.00%	0.00%	0.15%	0.12%	0.00%	0.00%	0.33%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.20%	0.00%	0.00%	0.19%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.63%	0.00%	0.18%	0.00%	0.32%	0.00%	0.81%	0.00%	0.71%	0.00%	0.38%	0.00%	0.12%	0.21%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	22	2	0	2	0	1	1	1	0	0	2	1	1	1	1	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.18%	0.00%	0.15%	0.00%	0.08%	0.07%	0.14%	0.00%	0.00%	0.15%	0.16%	0.13%	0.15%	0.06%	0.00%	0.00%	0.07%	0.10%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2208	72	85	101	52	93	96	62	51	19	170	50	32	48	93	8	42	96	69	8	49	15	21	61	72	35	1	0	23	3	15	8	5	8	31	31	18	4	7	21	24	81	101	9	19	13	2	10	12	13	156	65	28					
		6.85%	6.56%	5.79%	7.75%	7.07%	7.10%	6.43%	8.68%	7.12%	4.71%	12.71%	8.06%	4.04%	7.34%	5.44%	5.37%	6.72%	6.31%	7.12%	5.00%	8.19%	6.41%	4.76%	9.55%	5.81%	7.09%	1.23%	0.00%	4.31%	2.26%	8.29%	6.06%	3.97%	5.93%	7.43%	7.67%	9.78%	2.99%	4.38%	9.13%	4.29%	5.81%	6.44%	5.08%	7.72%	6.19%	1.43%	10.42%	4.55%	6.84%	9.09%	6.95%	7.33%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2443	73	136	121	41	137	96	70	57	15	90	49	76	60	125	8	44	94	69	12	26	14	33	60	64	43	8	16	47	9	17	18	1	8	63	12	16	8	23	18	31	98	137	12	19	20	8	5	37	11	105	29	54					
		7.58%	6.65%	9.27%	9.29%	5.57%	10.46%	6.43%	9.80%	7.96%	3.72%	6.73%	7.90%	9.58%	9.17%	7.31%	5.37%	7.04%	6.18%	7.12%	7.50%	4.35%	5.98%	7.48%	9.39%	5.16%	8.70%	9.88%	22.22%	8.80%	6.77%	9.39%	13.64%	0.79%	5.93%	15.11%	2.97%	8.70%	5.97%	14.38%	7.83%	5.54%	7.03%	8.74%	6.78%	7.72%	9.52%	5.71%	5.21%	14.02%	5.79%	6.12%	3.10%	14.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	179	5	6	10	7	11	9	2	2	0	9	2	1	8	20	1	5	9	6	0	0	1	1	2	9	0	0	2	0	0	1	1	0	1	1	4	0	1	2	1	2	14	4	5	1	1	2	0	0	0	3	7	0					
		0.56%	0.46%	0.41%	0.77%	0.95%	0.84%	0.60%	0.28%	0.28%	0.00%	0.67%	0.32%	0.13%	1.22%	1.17%	0.67%	0.80%	0.59%	0.62%	0.00%	0.00%	0.43%	0.23%	0.31%	0.73%	0.00%	0.00%	2.78%	0.00%	0.00%	0.55%	0.76%	0.00%	0.74%	0.24%	0.99%	0.00%	0.75%	1.25%	0.43%	0.36%	1.00%	0.26%	2.82%	0.41%	0.48%	1.43%	0.00%	0.00%	0.00%	0.17%	0.75%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21583	730	988	785	474	808	989	466	497	298	888	357	539	422	1212	110	425	1102	622	132	427	160	312	393	877	301	64	37	365	112	96	91	94	91	252	280	117	96	103	151	378	926	1097	136	167	161	106	67	172	124	1127	638	221					
		66.97%	66.55%	67.35%	60.25%	64.40%	61.68%	66.24%	65.27%	69.41%	73.95%	66.37%	57.58%	67.97%	64.53%	70.84%	73.83%	68.00%	72.45%	64.19%	82.50%	71.40%	68.38%	70.75%	61.50%	70.73%	60.93%	79.01%	51.39%	68.35%	84.21%	53.04%	68.94%	74.60%	67.41%	60.43%	69.31%	63.59%	71.64%	64.38%	65.65%	67.50%	66.38%	69.96%	76.84%	67.89%	76.67%	75.71%	69.79%	65.15%	65.26%	65.64%	68.24%	57.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	169	4	12	5	5	3	18	5	2	2	26	5	2	3	1	0	1	6	6	2	1	1	1	3	1	2	0	1	3	1	1	3	0	0	0	2	0	0	0	1	8	9	6	0	2	0	0	0	0	0	6	5	4					
		0.52%	0.36%	0.82%	0.38%	0.68%	0.23%	1.21%	0.70%	0.28%	0.50%	1.94%	0.81%	0.25%	0.46%	0.06%	0.00%	0.16%	0.39%	0.62%	1.25%	0.17%	0.43%	0.23%	0.47%	0.08%	0.40%	0.00%	1.39%	0.56%	0.75%	0.55%	2.27%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.43%	1.43%	0.65%	0.38%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.53%	1.05%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
