Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Тавдинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1430	30	20	20	50	30	20	20	70	70	30	70	70	60	50	60	60	90	90	10	40	30	60	20	40	20	20	30	20	20	20	20	20	40	20	90									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	456	12	1	1	11	9	1	2	10	18	13	26	22	22	23	25	42	30	34	1	18	10	18	7	8	6	3	17	6	2	0	2	3	16	13	24									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	413	49	10	6	2	7	6	6	15	14	12	18	15	22	16	29	21	20	9	6	14	16	13	14	22	3	7	3	3	3	1	2	6	5	4	14									
14	Число погашенных неиспользованных открепительных удостоверений	974	18	19	19	39	21	19	18	60	52	17	44	48	38	27	35	18	60	56	9	22	20	42	13	32	14	17	13	14	18	20	18	17	24	7	66									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	92	0	0	4	3	4	0	0	5	5	5	5	6	6	5	5	4	5	7	0	4	0	3	2	4	0	2	0	0	1	1	0	1	0	0	5									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	140	1	3	2	2	2	2	5	8	5	1	9	5	2	5	7	6	10	11	2	4	4	8	7	2	1	0	2	1	1	1	0	1	3	2	15									
		1.07%	0.34%	1.59%	1.22%	0.69%	1.16%	0.79%	2.94%	1.22%	0.77%	0.29%	1.32%	0.89%	0.40%	1.06%	0.88%	0.86%	1.07%	1.55%	1.98%	0.79%	1.43%	1.28%	2.54%	0.44%	1.16%	0.00%	0.88%	0.55%	0.47%	1.37%	0.00%	0.36%	1.34%	1.19%	2.14%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	393	7	10	4	5	6	6	5	22	25	11	13	10	9	9	25	22	35	29	1	15	8	13	12	10	0	2	1	12	6	3	3	10	7	8	29									
		3.00%	2.41%	5.29%	2.44%	1.73%	3.47%	2.36%	2.94%	3.34%	3.86%	3.21%	1.91%	1.78%	1.78%	1.91%	3.14%	3.16%	3.74%	4.09%	0.99%	2.97%	2.87%	2.07%	4.35%	2.22%	0.00%	3.85%	0.44%	6.59%	2.80%	4.11%	2.75%	3.57%	3.13%	4.76%	4.14%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	396	9	4	6	10	4	8	5	18	19	17	16	16	18	8	27	23	36	25	2	8	5	25	11	20	2	0	5	0	6	0	4	7	6	5	21									
		3.02%	3.09%	2.12%	3.66%	3.46%	2.31%	3.15%	2.94%	2.74%	2.93%	4.96%	2.35%	2.85%	3.56%	1.70%	3.39%	3.30%	3.84%	3.53%	1.98%	1.58%	1.79%	3.99%	3.99%	4.43%	2.33%	0.00%	2.20%	0.00%	2.80%	0.00%	3.67%	2.50%	2.68%	2.98%	2.99%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5041	88	71	60	113	60	101	55	251	220	126	260	205	181	177	296	242	334	290	49	207	106	205	114	194	49	23	100	84	123	35	57	112	104	80	269									
		38.50%	30.24%	37.57%	36.59%	39.10%	34.68%	39.76%	32.35%	38.15%	33.95%	36.73%	38.12%	36.48%	35.84%	37.58%	37.19%	34.77%	35.65%	40.90%	48.51%	40.99%	37.99%	32.70%	41.30%	43.02%	56.98%	44.23%	44.05%	46.15%	57.48%	47.95%	52.29%	40.00%	46.43%	47.62%	38.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	84	3	0	0	4	3	2	2	9	4	2	3	4	3	4	5	3	2	3	2	0	0	5	4	2	0	0	0	2	1	1	0	0	3	1	7									
		0.64%	1.03%	0.00%	0.00%	1.38%	1.73%	0.79%	1.18%	1.37%	0.62%	0.58%	0.44%	0.71%	0.59%	0.85%	0.63%	0.43%	0.21%	0.42%	1.98%	0.00%	0.00%	0.80%	1.45%	0.44%	0.00%	0.00%	0.00%	1.10%	0.47%	1.37%	0.00%	0.00%	1.34%	0.60%	0.99%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	0	0	0	1	0	3	0	3	5	1	2	2	1	1	2	5	2	1	0	0	0	1	1	2	0	0	0	0	1	0	0	0	1	0	4									
		0.30%	0.00%	0.00%	0.00%	0.35%	0.00%	1.18%	0.00%	0.46%	0.77%	0.29%	0.29%	0.36%	0.20%	0.21%	0.25%	0.72%	0.21%	0.14%	0.00%	0.00%	0.00%	0.16%	0.36%	0.44%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.45%	0.00%	0.57%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3341	90	57	43	88	51	78	51	175	179	94	196	163	136	125	155	140	225	148	33	150	68	156	64	118	24	22	82	46	46	14	26	84	42	39	133									
		25.52%	30.93%	30.16%	26.22%	30.45%	29.48%	30.71%	30.00%	26.60%	27.62%	27.41%	28.74%	29.00%	26.93%	26.54%	19.47%	20.11%	24.01%	20.87%	32.67%	29.70%	24.37%	24.88%	23.19%	26.16%	27.91%	42.31%	36.12%	25.27%	21.50%	19.18%	23.85%	30.00%	18.75%	23.21%	18.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	73	2	1	2	0	2	0	0	3	5	0	4	8	4	1	2	1	9	6	0	1	2	4	0	0	3	0	2	0	0	0	1	1	2	0	7									
		0.56%	0.69%	0.53%	1.22%	0.00%	1.16%	0.00%	0.00%	0.46%	0.77%	0.00%	0.59%	1.42%	0.79%	0.21%	0.25%	0.14%	0.96%	0.85%	0.00%	0.20%	0.72%	0.64%	0.00%	0.00%	3.49%	0.00%	0.88%	0.00%	0.00%	0.00%	0.92%	0.36%	0.89%	0.00%	0.99%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	118	2	1	1	0	1	3	1	3	4	4	8	6	7	6	5	14	14	7	0	2	3	8	2	0	0	1	1	0	2	0	0	2	2	1	7									
		0.90%	0.69%	0.53%	0.61%	0.00%	0.58%	1.18%	0.59%	0.46%	0.62%	1.17%	1.17%	1.07%	1.39%	1.27%	0.63%	2.01%	1.49%	0.99%	0.00%	0.40%	1.08%	1.28%	0.72%	0.00%	0.00%	1.92%	0.44%	0.00%	0.93%	0.00%	0.00%	0.71%	0.89%	0.60%	0.99%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	0	1	1	4	1	0	3	1	0	0	1	0	2	0	1	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2									
		0.18%	0.00%	0.00%	0.61%	0.35%	2.31%	0.39%	0.00%	0.46%	0.15%	0.00%	0.00%	0.18%	0.00%	0.42%	0.00%	0.14%	0.21%	0.00%	0.00%	0.40%	0.00%	0.16%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	115	2	2	3	3	2	2	0	3	11	1	6	7	2	4	9	10	4	11	1	7	2	7	2	3	0	0	0	2	2	0	0	0	3	0	4									
		0.88%	0.69%	1.06%	1.83%	1.04%	1.16%	0.79%	0.00%	0.46%	1.70%	0.29%	0.88%	1.25%	0.40%	0.85%	1.13%	1.44%	0.43%	1.55%	0.99%	1.39%	0.72%	1.12%	0.72%	0.67%	0.00%	0.00%	0.00%	1.10%	0.93%	0.00%	0.00%	0.00%	1.34%	0.00%	0.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1613	48	25	13	25	19	25	36	95	84	38	57	73	53	51	120	107	108	88	7	65	50	81	20	46	2	3	21	26	17	7	9	37	33	16	108									
		12.32%	16.49%	13.23%	7.93%	8.65%	10.98%	9.84%	21.18%	14.44%	12.96%	11.08%	8.36%	12.99%	10.50%	10.83%	15.08%	15.37%	11.53%	12.41%	6.93%	12.87%	17.92%	12.92%	7.25%	10.20%	2.33%	5.77%	9.25%	14.29%	7.94%	9.59%	8.26%	13.21%	14.73%	9.52%	15.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	0	0	1	0	0	2	0	0	1	2	2	3	2	1	7	6	5	4	1	2	2	3	1	3	0	0	0	1	0	0	0	2	0	1	3									
		0.42%	0.00%	0.00%	0.61%	0.00%	0.00%	0.79%	0.00%	0.00%	0.15%	0.58%	0.29%	0.53%	0.40%	0.21%	0.88%	0.86%	0.53%	0.56%	0.99%	0.40%	0.72%	0.48%	0.36%	0.67%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.71%	0.00%	0.60%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1381	35	11	22	30	19	16	9	54	69	43	94	49	73	72	122	96	137	77	2	35	26	91	29	40	3	1	6	2	3	10	5	9	11	10	70									
		10.55%	12.03%	5.82%	13.41%	10.38%	10.98%	6.30%	5.29%	8.21%	10.65%	12.54%	13.78%	8.72%	14.46%	15.29%	15.33%	13.79%	14.62%	10.86%	1.98%	6.93%	9.32%	14.51%	10.51%	8.87%	3.49%	1.92%	2.64%	1.10%	1.40%	13.70%	4.59%	3.21%	4.91%	5.95%	9.99%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
