Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																								
Дата голосования: 04.12.2011																																																																								
																																																																								
Наименование Избирательной комиссии:    Крымская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1879	33	12	21	45	35	5	27	7	30	50	28	30	40	50	35	33	30	18	50	38	47	45	5	35	30	35	15	20	13	25	5	55	15	5	10	15	33	40	45	10	15	45	20	5	10	51	10	43	30	30	111	60	50	12	22	10	8	10	15	10	50	55	47	10	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1879	33	12	21	45	35	5	27	7	30	50	28	30	40	50	35	33	30	18	50	38	47	45	5	35	30	35	15	20	13	25	5	55	15	5	10	15	33	40	45	10	15	45	20	5	10	51	10	43	30	30	111	60	50	12	22	10	8	10	15	10	50	55	47	10	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	726	14	16	13	15	17	7	22	12	9	9	28	23	15	31	20	16	23	18	56	27	38	5	3	17	12	9	7	7	6	7	6	7	3	4	13	4	3	8	4	2	6	7	9	6	4	12	4	9	0	7	14	7	6	4	4	1	2	7	8	11	14	2	8	6	12					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	121	4	2	2	8	6	2	1	4	3	12	2	4	5	3	2	6	6	0	9	2	3	0	0	1	1	0	0	1	0	1	0	3	0	0	0	1	1	2	1	0	0	2	2	0	0	0	1	1	1	0	0	1	0	0	2	0	2	1	2	1	0	4	2	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6714	140	128	159	188	88	31	203	111	129	235	151	165	208	202	120	203	139	114	202	127	215	122	19	146	156	47	42	62	10	69	20	149	14	14	39	122	123	163	145	28	71	136	55	11	20	115	36	190	102	102	96	127	193	26	9	47	20	23	38	28	151	159	64	46	101					
		10.88%	10.56%	12.32%	11.68%	11.12%	7.73%	10.44%	10.29%	13.25%	9.99%	14.10%	11.54%	12.29%	15.50%	14.10%	11.32%	13.22%	12.87%	13.82%	11.90%	10.44%	10.44%	13.44%	15.70%	13.07%	11.14%	10.78%	10.14%	8.59%	5.49%	14.56%	14.08%	10.33%	7.91%	8.92%	12.26%	6.81%	10.15%	9.91%	8.92%	10.85%	11.53%	11.80%	8.33%	8.94%	6.64%	8.05%	10.23%	15.69%	11.07%	12.20%	9.13%	10.86%	11.14%	6.62%	3.31%	11.11%	8.77%	6.63%	7.58%	7.61%	7.72%	11.03%	8.10%	13.94%	9.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8117	211	146	197	243	51	39	244	108	141	222	167	175	147	193	156	254	170	112	220	185	504	152	21	133	164	84	43	97	10	81	21	228	19	17	46	175	228	192	222	36	119	229	92	20	54	142	52	174	117	121	153	180	25	8	14	34	23	47	80	39	194	116	57	46	127					
		13.16%	15.91%	14.05%	14.47%	14.37%	4.48%	13.13%	12.37%	12.89%	10.92%	13.32%	12.77%	13.03%	10.95%	13.47%	14.72%	16.55%	15.74%	13.58%	12.96%	15.20%	24.47%	16.74%	17.36%	11.91%	11.71%	19.27%	10.39%	13.43%	5.49%	17.09%	14.79%	15.81%	10.73%	10.83%	14.47%	9.77%	18.81%	11.67%	13.65%	13.95%	19.32%	19.86%	13.94%	16.26%	17.94%	9.94%	14.77%	14.37%	12.70%	14.47%	14.56%	15.40%	1.44%	2.04%	5.15%	8.04%	10.09%	13.54%	15.97%	10.60%	9.92%	8.05%	7.22%	13.94%	12.43%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	774	16	22	16	22	9	5	19	11	9	28	7	19	18	18	18	31	23	14	24	13	39	11	2	15	19	5	2	5	2	6	2	22	2	6	3	7	13	16	23	5	7	17	10	1	3	24	3	20	17	13	7	24	21	5	1	4	1	5	9	0	14	4	8	0	9					
		1.25%	1.21%	2.12%	1.18%	1.30%	0.79%	1.68%	0.96%	1.31%	0.70%	1.68%	0.54%	1.41%	1.34%	1.26%	1.70%	2.02%	2.13%	1.70%	1.41%	1.07%	1.89%	1.21%	1.65%	1.34%	1.36%	1.15%	0.48%	0.69%	1.10%	1.27%	1.41%	1.53%	1.13%	3.82%	0.94%	0.39%	1.07%	0.97%	1.41%	1.94%	1.14%	1.47%	1.52%	0.81%	0.99%	1.68%	0.85%	1.65%	1.85%	1.56%	0.67%	2.05%	1.21%	1.27%	0.37%	0.95%	0.44%	1.44%	1.80%	0.00%	0.72%	0.28%	1.01%	0.00%	0.88%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13128	318	242	395	350	304	48	392	167	254	461	372	395	362	388	293	414	270	208	530	340	449	173	12	192	276	63	80	173	58	84	30	290	23	32	82	245	245	261	225	54	134	246	106	8	64	194	60	244	204	148	162	244	295	60	46	81	39	52	74	48	348	294	94	53	280					
		21.28%	23.98%	23.29%	29.02%	20.70%	26.69%	16.16%	19.87%	19.93%	19.67%	27.65%	28.44%	29.41%	26.97%	27.08%	27.64%	26.97%	25.00%	25.21%	31.21%	27.94%	21.80%	19.05%	9.92%	17.19%	19.71%	14.45%	19.32%	23.96%	31.87%	17.72%	21.13%	20.11%	12.99%	20.38%	25.79%	13.68%	20.21%	15.87%	13.84%	20.93%	21.75%	21.34%	16.06%	6.50%	21.26%	13.59%	17.05%	20.15%	22.15%	17.70%	15.41%	20.87%	17.03%	15.27%	16.91%	19.15%	17.11%	14.99%	14.77%	13.04%	17.80%	20.40%	11.90%	16.06%	27.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1261	27	18	51	37	24	5	31	27	33	42	42	37	35	44	36	30	35	20	40	44	52	17	0	21	11	1	8	23	2	4	1	33	3	6	2	26	23	34	23	2	9	22	15	5	2	21	8	38	18	8	10	19	22	2	5	3	0	2	8	2	55	15	3	5	14					
		2.04%	2.04%	1.73%	3.75%	2.19%	2.11%	1.68%	1.57%	3.22%	2.56%	2.52%	3.21%	2.76%	2.61%	3.07%	3.40%	1.95%	3.24%	2.42%	2.36%	3.62%	2.52%	1.87%	0.00%	1.88%	0.79%	0.23%	1.93%	3.19%	1.10%	0.84%	0.70%	2.29%	1.69%	3.82%	0.63%	1.45%	1.90%	2.07%	1.41%	0.78%	1.46%	1.91%	2.27%	4.07%	0.66%	1.47%	2.27%	3.14%	1.95%	0.96%	0.95%	1.63%	1.27%	0.51%	1.84%	0.71%	0.00%	0.58%	1.60%	0.54%	2.81%	1.04%	0.38%	1.52%	1.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30311	602	464	507	810	653	161	1026	398	714	644	538	518	545	547	411	560	415	335	638	486	753	402	62	589	743	223	238	341	94	218	65	682	116	81	138	1201	547	942	943	113	266	492	368	77	149	904	181	515	445	427	598	554	1126	286	147	232	145	211	281	245	1158	835	558	177	471					
		49.14%	45.40%	44.66%	37.25%	47.90%	57.33%	54.21%	52.00%	47.49%	55.31%	38.63%	41.13%	38.57%	40.61%	38.17%	38.77%	36.48%	38.43%	40.61%	37.57%	39.93%	36.55%	44.27%	51.24%	52.73%	53.07%	51.15%	57.49%	47.23%	51.65%	45.99%	45.77%	47.30%	65.54%	51.59%	43.40%	67.06%	45.13%	57.26%	57.99%	43.80%	43.18%	42.67%	55.76%	62.60%	49.50%	63.31%	51.42%	42.53%	48.32%	51.08%	56.90%	47.39%	65.01%	72.77%	54.04%	54.85%	63.60%	60.81%	56.09%	66.58%	59.23%	57.95%	70.63%	53.64%	46.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	344	4	5	7	14	10	1	8	4	4	10	2	11	14	8	2	10	3	12	7	9	9	8	1	5	5	3	1	3	3	6	0	9	0	0	2	9	7	3	26	3	2	7	2	0	1	9	0	8	1	4	5	4	11	1	4	1	0	4	5	1	9	5	2	2	8					
		0.56%	0.30%	0.48%	0.51%	0.83%	0.88%	0.34%	0.41%	0.48%	0.31%	0.60%	0.15%	0.82%	1.04%	0.56%	0.19%	0.65%	0.28%	1.45%	0.41%	0.74%	0.44%	0.88%	0.83%	0.45%	0.36%	0.69%	0.24%	0.42%	1.65%	1.27%	0.00%	0.62%	0.00%	0.00%	0.63%	0.50%	0.58%	0.18%	1.60%	1.16%	0.32%	0.61%	0.30%	0.00%	0.33%	0.63%	0.00%	0.66%	0.11%	0.48%	0.48%	0.34%	0.64%	0.25%	1.47%	0.24%	0.00%	1.15%	0.99%	0.27%	0.46%	0.35%	0.25%	0.61%	0.78%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
