Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Тужинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159					
		8.87%	6.71%	5.91%	6.94%	12.39%	10.55%	5.95%	5.57%	6.14%	14.84%	6.63%	7.21%	7.69%	6.87%	10.20%	11.00%					
																						
41	Против всех	85	9	4	1	6	5	6	4	5	3	2	5	1	4	12	18					
		1.82%	1.59%	2.36%	0.69%	2.47%	2.77%	3.57%	1.48%	1.70%	1.17%	0.88%	2.57%	0.76%	2.11%	1.55%	2.10%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
