Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Биробиджанская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №151	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168									
		0.49%	0.00%	2.22%	1.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.50%	0.00%	0.00%	0.00%	3.95%	1.22%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.26%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	762	30	29	117	71	20	18	10	8	8	2	43	24	15	28	31	17	20	13	8	36	17	3	21	65	29	15	12	18	22	12									
		18.81%	28.57%	21.48%	30.08%	26.69%	20.83%	22.78%	15.87%	8.00%	10.53%	4.00%	20.57%	10.21%	14.71%	18.18%	12.55%	12.06%	29.85%	15.29%	7.55%	15.79%	8.67%	3.33%	18.26%	32.50%	25.00%	20.55%	15.38%	23.68%	26.83%	12.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	1.90%	0.00%	0.00%	0.38%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	6	1	1	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0									
		0.42%	0.00%	0.00%	1.54%	0.38%	1.04%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	1.70%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	1.37%	0.00%	1.32%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0									
		0.12%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	2.63%	1.22%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	3	2	0	0	2	0	0	0	5	0	0	0	0	0	0	6	0	0	2	0	0	0	2	2	0	0	11	0	0									
		0.86%	0.00%	2.22%	0.51%	0.00%	0.00%	2.53%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.96%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	1.00%	1.72%	0.00%	0.00%	14.47%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	519	13	27	64	47	16	10	14	13	6	1	45	37	13	14	13	13	0	20	15	38	25	7	10	11	9	8	11	0	13	6									
		12.81%	12.38%	20.00%	16.45%	17.67%	16.67%	12.66%	22.22%	13.00%	7.89%	2.00%	21.53%	15.74%	12.75%	9.09%	5.26%	9.22%	0.00%	23.53%	14.15%	16.67%	12.76%	7.78%	8.70%	5.50%	7.76%	10.96%	14.10%	0.00%	15.85%	6.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	1	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	1	0	1	0	2	2	0	0	0	1	1									
		0.42%	0.95%	0.00%	0.51%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.81%	0.00%	2.99%	0.00%	0.00%	0.44%	0.00%	1.11%	0.00%	1.00%	1.72%	0.00%	0.00%	0.00%	1.22%	1.08%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	77	4	1	16	14	3	1	1	2	0	0	3	3	0	3	1	2	0	1	1	5	6	0	0	6	1	0	1	0	1	1									
		1.90%	3.81%	0.74%	4.11%	5.26%	3.13%	1.27%	1.59%	2.00%	0.00%	0.00%	1.44%	1.28%	0.00%	1.95%	0.40%	1.42%	0.00%	1.18%	0.94%	2.19%	3.06%	0.00%	0.00%	3.00%	0.86%	0.00%	1.28%	0.00%	1.22%	1.08%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
