Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
"Наименование Избирательной комиссии:    Красноярск, Кировская"																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2290	60	50	50	40	40	50	50	70	60	50	40	60	50	60	50	40	50	50	50	40	50	50	50	40	50	40	50	60	40	50	40	30	40	40	50	40	40	50	60	20	40	50	50	50	50	40	60	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	856	13	19	34	21	11	22	19	15	25	10	10	19	16	28	16	24	21	17	22	9	11	13	14	15	23	18	15	21	13	15	18	6	22	21	17	28	20	25	19	3	18	20	16	20	14	29	16	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	810	4	7	8	11	1	9	13	5	14	38	29	10	4	10	7	5	11	17	12	9	12	19	4	10	10	14	15	8	2	31	25	14	14	49	33	9	12	15	6	33	21	25	13	9	42	54	54	33									
14	Число погашенных неиспользованных открепительных удостоверений	1434	47	31	16	19	29	28	31	55	35	40	30	41	34	32	34	16	29	33	28	31	39	37	36	25	27	22	35	39	27	35	22	24	18	19	33	12	20	25	41	17	22	30	34	30	36	11	44	35									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	49	1	0	2	0	0	1	1	0	1	1	3	1	0	1	1	0	3	0	0	0	0	2	0	1	2	0	0	1	1	3	0	2	2	1	1	0	0	1	4	0	2	0	1	2	0	1	5	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	516	10	3	15	10	8	5	13	18	20	6	7	18	13	21	12	13	7	11	6	2	15	14	14	10	11	9	6	12	2	7	10	8	12	31	12	6	5	5	13	1	12	14	12	9	11	7	11	19									
		1.92%	2.27%	0.93%	2.60%	2.32%	2.04%	0.89%	2.18%	2.71%	2.83%	0.91%	1.30%	2.29%	2.11%	2.84%	2.22%	2.20%	1.12%	1.61%	0.95%	0.52%	2.72%	2.48%	2.20%	1.69%	1.74%	1.92%	0.91%	1.66%	0.47%	1.30%	1.87%	2.82%	1.91%	4.32%	1.69%	1.26%	0.92%	0.84%	2.34%	0.71%	2.03%	2.65%	2.28%	2.20%	2.14%	1.46%	1.63%	2.68%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	792	14	6	24	12	15	16	15	13	17	14	19	34	16	18	14	16	21	21	22	5	13	15	14	22	20	16	22	28	9	20	19	5	26	24	25	14	15	18	11	4	23	11	22	8	13	11	18	14									
		2.95%	3.18%	1.86%	4.16%	2.78%	3.82%	2.84%	2.52%	1.96%	2.41%	2.13%	3.53%	4.32%	2.60%	2.43%	2.59%	2.71%	3.37%	3.07%	3.48%	1.31%	2.36%	2.65%	2.20%	3.73%	3.15%	3.42%	3.33%	3.88%	2.12%	3.72%	3.55%	1.76%	4.15%	3.34%	3.52%	2.93%	2.76%	3.04%	1.98%	2.86%	3.90%	2.08%	4.17%	1.96%	2.53%	2.30%	2.67%	1.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	540	12	5	8	10	9	13	18	14	10	7	9	13	14	12	11	13	15	11	8	8	7	18	9	11	15	10	12	17	12	14	16	7	18	8	20	9	4	12	11	2	13	10	5	7	11	12	8	22									
		2.01%	2.73%	1.55%	1.39%	2.32%	2.29%	2.30%	3.03%	2.11%	1.42%	1.06%	1.67%	1.65%	2.27%	1.62%	2.03%	2.20%	2.41%	1.61%	1.27%	2.09%	1.27%	3.19%	1.41%	1.86%	2.37%	2.14%	1.82%	2.35%	2.82%	2.60%	2.99%	2.46%	2.87%	1.11%	2.81%	1.88%	0.74%	2.03%	1.98%	1.43%	2.20%	1.89%	0.95%	1.71%	2.14%	2.51%	1.19%	3.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9325	154	109	212	152	134	174	203	234	241	203	190	271	198	246	204	208	186	237	199	118	197	193	221	228	200	144	253	241	117	169	173	107	216	253	291	183	204	214	217	59	207	203	180	130	167	177	262	246									
		34.68%	35.00%	33.85%	36.74%	35.27%	34.10%	30.85%	34.12%	35.29%	34.14%	30.85%	35.25%	34.43%	32.14%	33.24%	37.71%	35.25%	29.86%	34.60%	31.49%	30.89%	35.75%	34.16%	34.69%	38.64%	31.55%	30.77%	38.33%	33.38%	27.53%	31.41%	32.34%	37.68%	34.45%	35.24%	40.93%	38.28%	37.50%	36.15%	39.10%	42.14%	35.08%	38.37%	34.16%	31.78%	32.55%	37.03%	38.93%	34.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	476	10	9	9	2	4	11	9	18	17	9	12	18	7	21	11	6	11	13	17	6	6	7	12	5	8	7	11	11	10	4	5	4	11	20	9	9	11	9	12	3	8	11	12	8	10	9	12	12									
		1.77%	2.27%	2.80%	1.56%	0.46%	1.02%	1.95%	1.51%	2.71%	2.41%	1.37%	2.23%	2.29%	1.14%	2.84%	2.03%	1.02%	1.77%	1.90%	2.69%	1.57%	1.09%	1.24%	1.88%	0.85%	1.26%	1.50%	1.67%	1.52%	2.35%	0.74%	0.93%	1.41%	1.75%	2.79%	1.27%	1.88%	2.02%	1.52%	2.16%	2.14%	1.36%	2.08%	2.28%	1.96%	1.95%	1.88%	1.78%	1.69%									
24	"6. Политическая партия ""Гражданская Платформа"""	86	0	2	0	2	2	2	1	0	2	2	3	3	5	1	3	0	2	0	0	1	3	6	3	2	0	1	2	2	3	1	1	1	1	3	1	0	5	2	1	0	2	1	4	2	1	2	3	2									
		0.32%	0.00%	0.62%	0.00%	0.46%	0.51%	0.35%	0.17%	0.00%	0.28%	0.30%	0.56%	0.38%	0.81%	0.14%	0.55%	0.00%	0.32%	0.00%	0.00%	0.26%	0.54%	1.06%	0.47%	0.34%	0.00%	0.21%	0.30%	0.28%	0.71%	0.19%	0.19%	0.35%	0.16%	0.42%	0.14%	0.00%	0.92%	0.34%	0.18%	0.00%	0.34%	0.19%	0.76%	0.49%	0.19%	0.42%	0.45%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4396	72	83	115	86	73	112	89	123	125	100	100	114	102	119	94	100	85	105	115	67	98	80	93	91	110	71	84	116	76	119	87	51	91	78	99	72	82	90	92	35	77	99	78	83	93	63	109	100									
		16.35%	16.36%	25.78%	19.93%	19.95%	18.58%	19.86%	14.96%	18.55%	17.71%	15.20%	18.55%	14.49%	16.56%	16.08%	17.38%	16.95%	13.64%	15.33%	18.20%	17.54%	17.79%	14.16%	14.60%	15.42%	17.35%	15.17%	12.73%	16.07%	17.88%	22.12%	16.26%	17.96%	14.51%	10.86%	13.92%	15.06%	15.07%	15.20%	16.58%	25.00%	13.05%	18.71%	14.80%	20.29%	18.13%	13.18%	16.20%	14.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	292	10	2	4	4	4	9	4	7	10	9	2	5	2	10	8	10	7	5	11	4	3	10	3	2	3	4	6	5	5	6	5	3	5	11	7	4	6	6	6	1	9	3	12	3	11	8	16	2									
		1.09%	2.27%	0.62%	0.69%	0.93%	1.02%	1.60%	0.67%	1.06%	1.42%	1.37%	0.37%	0.64%	0.32%	1.35%	1.48%	1.69%	1.12%	0.73%	1.74%	1.05%	0.54%	1.77%	0.47%	0.34%	0.47%	0.85%	0.91%	0.69%	1.18%	1.12%	0.93%	1.06%	0.80%	1.53%	0.98%	0.84%	1.10%	1.01%	1.08%	0.71%	1.53%	0.57%	2.28%	0.73%	2.14%	1.67%	2.38%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	367	2	1	6	4	5	6	10	3	15	8	8	10	8	13	4	12	10	9	11	2	7	6	13	7	10	4	10	8	0	6	4	3	8	28	10	4	7	11	6	1	11	9	9	2	6	9	13	8									
		1.36%	0.45%	0.31%	1.04%	0.93%	1.27%	1.06%	1.68%	0.45%	2.12%	1.22%	1.48%	1.27%	1.30%	1.76%	0.74%	2.03%	1.61%	1.31%	1.74%	0.52%	1.27%	1.06%	2.04%	1.19%	1.58%	0.85%	1.52%	1.11%	0.00%	1.12%	0.75%	1.06%	1.28%	3.90%	1.41%	0.84%	1.29%	1.86%	1.08%	0.71%	1.86%	1.70%	1.71%	0.49%	1.17%	1.88%	1.93%	1.13%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	44	2	1	2	2	0	1	1	2	3	1	0	0	0	3	2	0	1	0	0	1	0	0	0	2	0	1	1	4	0	3	1	0	1	2	1	1	0	0	0	0	1	1	0	0	2	0	0	1									
		0.16%	0.45%	0.31%	0.35%	0.46%	0.00%	0.18%	0.17%	0.30%	0.42%	0.15%	0.00%	0.00%	0.00%	0.41%	0.37%	0.00%	0.16%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.34%	0.00%	0.21%	0.15%	0.55%	0.00%	0.56%	0.19%	0.00%	0.16%	0.28%	0.14%	0.21%	0.00%	0.00%	0.00%	0.00%	0.17%	0.19%	0.00%	0.00%	0.39%	0.00%	0.00%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	635	8	6	7	6	6	12	7	20	12	14	10	26	14	26	10	8	4	14	16	9	13	13	14	11	10	3	9	11	7	12	12	7	23	34	20	13	14	19	19	6	13	11	23	14	15	11	25	18									
		2.36%	1.82%	1.86%	1.21%	1.39%	1.53%	2.13%	1.18%	3.02%	1.70%	2.13%	1.86%	3.30%	2.27%	3.51%	1.85%	1.36%	0.64%	2.04%	2.53%	2.36%	2.36%	2.30%	2.20%	1.86%	1.58%	0.64%	1.36%	1.52%	1.65%	2.23%	2.24%	2.46%	3.67%	4.74%	2.81%	2.72%	2.57%	3.21%	3.42%	4.29%	2.20%	2.08%	4.36%	3.42%	2.92%	2.30%	3.71%	2.54%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3599	71	33	68	55	47	74	97	90	89	68	81	101	74	88	66	97	97	100	65	40	58	78	87	84	96	58	96	111	67	57	90	38	98	82	85	79	80	73	72	10	87	61	78	50	63	75	72	113									
		13.39%	16.14%	10.25%	11.79%	12.76%	11.96%	13.12%	16.30%	13.57%	12.61%	10.33%	15.03%	12.83%	12.01%	11.89%	12.20%	16.44%	15.57%	14.60%	10.28%	10.47%	10.53%	13.81%	13.66%	14.24%	15.14%	12.39%	14.55%	15.37%	15.76%	10.59%	16.82%	13.38%	15.63%	11.42%	11.95%	16.53%	14.71%	12.33%	12.97%	7.14%	14.75%	11.53%	14.80%	12.22%	12.28%	15.69%	10.70%	15.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2805	41	26	49	45	45	76	70	70	73	63	44	87	80	93	51	52	70	71	89	44	49	70	93	65	71	34	66	82	43	61	62	20	59	70	70	31	54	64	47	10	72	52	63	41	41	50	67	59									
		10.43%	9.32%	8.07%	8.49%	10.44%	11.45%	13.48%	11.76%	10.56%	10.34%	9.57%	8.16%	11.05%	12.99%	12.57%	9.43%	8.81%	11.24%	10.36%	14.08%	11.52%	8.89%	12.39%	14.60%	11.02%	11.20%	7.26%	10.00%	11.36%	10.12%	11.34%	11.59%	7.04%	9.41%	9.75%	9.85%	6.49%	9.93%	10.81%	8.47%	7.14%	12.20%	9.83%	11.95%	10.02%	7.99%	10.46%	9.96%	8.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1867	18	19	41	20	22	40	47	29	60	41	35	68	63	49	35	23	61	63	44	27	42	42	42	37	58	23	44	54	52	36	37	18	37	59	44	24	39	52	20	3	35	28	22	37	34	33	34	76									
		6.94%	4.09%	5.90%	7.11%	4.64%	5.60%	7.09%	7.90%	4.37%	8.50%	6.23%	6.49%	8.64%	10.23%	6.62%	6.47%	3.90%	9.79%	9.20%	6.96%	7.07%	7.62%	7.43%	6.59%	6.27%	9.15%	4.91%	6.67%	7.48%	12.24%	6.69%	6.92%	6.34%	5.90%	8.22%	6.19%	5.02%	7.17%	8.78%	3.60%	2.14%	5.93%	5.29%	4.17%	9.05%	6.63%	6.90%	5.05%	10.70%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
