Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Лямбирская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК  488	УИК  489	УИК  490	УИК  491	УИК  492	УИК  493	УИК  494	УИК  495	УИК  496	УИК  497	УИК  498	УИК  499	УИК  500	УИК  501	УИК  502	УИК  503	УИК  504	УИК  505	УИК  506	УИК  507	УИК  508	УИК  509	УИК  510	УИК  511	УИК  512	УИК  513	УИК  514	УИК  515	УИК  516	УИК  517	УИК  518	УИК  519	УИК  520	УИК  521	УИК  522	УИК  523	УИК  524	УИК  525	УИК  526					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	370	30	30	10	5	10	20	20	35	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	20	15	25	5	5	5	5	10	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	227	19	27	2	0	9	16	15	31	2	1	0	1	2	0	1	0	1	2	1	3	10	2	1	19	10	19	3	0	2	5	9	3	3	2	3	1	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	527	0	109	0	0	2	7	3	4	340	1	6	3	0	0	0	3	2	2	1	0	3	1	0	9	1	3	1	3	8	2	3	3	0	2	2	3	0	0	0					
14	Число погашенных открепительных удостоверений	143	11	3	8	5	1	4	5	4	3	4	5	4	3	5	4	5	4	3	4	2	0	3	4	1	5	6	2	5	3	0	1	2	2	3	2	4	5	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	209	5	4	1	1	17	15	10	10	7	3	6	5	2	0	0	0	1	6	3	7	12	4	7	15	12	20	1	6	0	4	1	1	14	0	0	7	0	0	2					
		0.95%	0.31%	0.26%	0.09%	0.49%	1.58%	1.11%	0.69%	0.85%	0.96%	1.28%	3.24%	1.54%	0.59%	0.0%	0.0%	0.0%	0.12%	1.52%	1.92%	2.37%	1.96%	1.16%	1.93%	1.61%	2.75%	2.12%	0.24%	1.85%	0.0%	0.63%	0.12%	0.30%	2.45%	0.0%	0.0%	3.00%	0.0%	0.0%	0.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	317	31	18	6	0	26	7	17	46	1	3	4	8	2	1	0	1	1	8	3	0	4	6	6	27	11	33	6	5	0	5	2	3	5	2	3	9	6	0	1					
		1.44%	1.96%	1.18%	0.57%	0.0%	2.42%	0.52%	1.18%	3.92%	0.13%	1.28%	2.16%	2.47%	0.59%	0.61%	0.0%	0.39%	0.12%	2.03%	1.92%	0.0%	0.65%	1.75%	1.66%	2.90%	2.52%	3.50%	1.45%	1.54%	0.0%	0.79%	0.24%	0.92%	0.87%	0.84%	0.8%	3.86%	3.48%	0.0%	0.44%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	80	4	8	0	0	7	2	5	9	1	2	4	0	0	0	0	0	2	2	1	3	7	1	0	2	4	2	4	0	0	0	0	0	9	1	0	0	0	0	0					
		0.36%	0.25%	0.52%	0.0%	0.0%	0.65%	0.14%	0.34%	0.76%	0.13%	0.85%	2.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.50%	0.64%	1.01%	1.14%	0.29%	0.0%	0.21%	0.91%	0.21%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	1.57%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	99	4	2	2	0	8	1	4	5	1	1	4	2	2	0	0	0	1	0	3	2	14	3	3	9	3	14	1	1	0	2	2	0	3	0	0	2	0	0	0					
		0.45%	0.25%	0.13%	0.19%	0.0%	0.74%	0.07%	0.27%	0.42%	0.13%	0.42%	2.16%	0.61%	0.59%	0.0%	0.0%	0.0%	0.12%	0.0%	1.92%	0.67%	2.28%	0.87%	0.83%	0.96%	0.68%	1.48%	0.24%	0.30%	0.0%	0.31%	0.24%	0.0%	0.52%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	67	4	1	0	0	2	0	5	7	0	1	2	0	0	0	1	0	1	0	1	0	3	2	0	7	1	2	0	0	0	1	0	1	24	0	0	1	0	0	0					
		0.30%	0.25%	0.06%	0.0%	0.0%	0.18%	0.0%	0.34%	0.59%	0.0%	0.42%	1.08%	0.0%	0.0%	0.0%	0.85%	0.0%	0.12%	0.0%	0.64%	0.0%	0.49%	0.58%	0.0%	0.75%	0.22%	0.21%	0.0%	0.0%	0.0%	0.15%	0.0%	0.30%	4.20%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	26	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	1	2	0	2	2	1	2	1	2	0	0	0	0	0	0	7	0	0	1	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.12%	0.25%	1.28%	0.0%	0.32%	0.58%	0.27%	0.21%	0.22%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.22%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	2	1	0	1	1	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.12%	0.12%	0.06%	0.0%	0.49%	0.09%	0.22%	0.20%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.29%	0.0%	0.53%	0.22%	0.31%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.08%	0.0%	0.42%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	2	1	2	0	0	0	0	0	3	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.27%	0.0%	0.45%	0.10%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	172	6	1	5	1	12	5	13	9	0	0	2	0	5	0	0	0	2	8	2	0	3	6	7	10	2	14	13	3	0	16	4	2	13	2	1	5	0	0	0					
		0.78%	0.37%	0.06%	0.47%	0.49%	1.11%	0.37%	0.90%	0.76%	0.0%	0.0%	1.08%	0.0%	1.49%	0.0%	0.0%	0.0%	0.25%	2.03%	1.28%	0.0%	0.49%	1.75%	1.93%	1.07%	0.45%	1.48%	3.14%	0.92%	0.0%	2.54%	0.48%	0.61%	2.27%	0.84%	0.26%	2.14%	0.0%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	33	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	4	6	4	1	5	4	0	0	1	1	0	0	0	0	0	0	2	0					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.64%	0.0%	0.0%	1.16%	1.66%	0.42%	0.22%	0.53%	0.96%	0.0%	0.0%	0.15%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	43	3	2	0	0	2	2	3	2	0	1	0	1	0	0	0	0	1	0	4	0	2	1	1	3	1	4	3	2	0	1	0	0	4	0	0	0	0	0	0					
		0.19%	0.18%	0.13%	0.0%	0.0%	0.18%	0.14%	0.20%	0.17%	0.0%	0.42%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	2.56%	0.0%	0.32%	0.29%	0.27%	0.32%	0.22%	0.42%	0.72%	0.61%	0.0%	0.15%	0.0%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	6	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	0	0	0	0	2	2	1	3	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.18%	0.14%	0.06%	0.25%	0.0%	0.0%	0.54%	0.30%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.10%	0.22%	0.10%	0.24%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	32	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	21	1	1	1	1	0	0	0	1	1	0	0	0	0	0					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.09%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.10%	4.81%	0.10%	0.24%	0.30%	0.45%	0.0%	0.0%	0.0%	0.17%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	313	6	9	5	0	10	5	5	6	8	2	10	6	5	1	1	0	32	5	7	3	25	11	19	36	1	18	19	7	1	6	9	2	23	2	0	4	0	3	1					
		1.42%	0.37%	0.59%	0.47%	0.0%	0.93%	0.37%	0.34%	0.51%	1.10%	0.85%	5.40%	1.85%	1.49%	0.61%	0.85%	0.0%	4.12%	1.27%	4.48%	1.01%	4.08%	3.21%	5.26%	3.86%	0.22%	1.91%	4.60%	2.16%	0.45%	0.95%	1.08%	0.61%	4.02%	0.84%	0.0%	1.71%	0.0%	0.71%	0.44%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	54	0	1	3	0	1	0	0	2	0	0	2	0	0	0	0	0	5	1	0	0	0	2	1	1	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.24%	0.0%	0.06%	0.28%	0.0%	0.09%	0.0%	0.0%	0.17%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.25%	0.0%	0.0%	0.0%	0.58%	0.27%	0.10%	7.79%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	626	7	22	16	2	50	8	19	22	10	16	7	8	5	2	3	2	15	12	7	8	35	30	15	43	6	98	21	7	2	42	15	6	20	10	1	29	0	5	0					
		2.85%	0.44%	1.44%	1.52%	0.99%	4.66%	0.59%	1.32%	1.87%	1.37%	6.83%	3.78%	2.47%	1.49%	1.23%	2.56%	0.78%	1.93%	3.05%	4.48%	2.71%	5.71%	8.77%	4.15%	4.61%	1.37%	10.40%	5.08%	2.16%	0.91%	6.68%	1.80%	1.85%	3.50%	4.20%	0.26%	12.44%	0.0%	1.18%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	124	5	8	0	3	18	10	6	8	1	2	4	1	0	0	0	0	6	0	0	1	13	4	1	2	0	11	4	3	1	1	0	1	7	0	0	1	1	0	1					
		0.56%	0.31%	0.52%	0.0%	1.49%	1.67%	0.74%	0.41%	0.68%	0.13%	0.85%	2.16%	0.30%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.33%	2.12%	1.16%	0.27%	0.21%	0.0%	1.16%	0.96%	0.92%	0.45%	0.15%	0.0%	0.30%	1.22%	0.0%	0.0%	0.42%	0.58%	0.0%	0.44%					
37	"20. ""Политическая партия ""Единая Россия"""	17546	1413	1315	937	186	801	1157	1205	961	685	150	104	262	303	148	107	250	649	334	92	227	322	205	230	618	269	554	242	266	202	515	779	289	367	181	361	137	138	388	197					
		80.03%	89.43%	86.39%	89.40%	92.53%	74.72%	86.27%	83.91%	82.06%	94.48%	64.10%	56.21%	81.11%	90.44%	91.35%	91.45%	97.65%	83.63%	84.98%	58.97%	76.94%	52.61%	59.94%	63.71%	66.38%	61.69%	58.81%	58.59%	82.09%	92.23%	82.00%	93.74%	89.47%	64.27%	76.05%	96.26%	58.79%	80.23%	91.94%	88.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	33	0	0	0	1	1	0	4	2	0	0	0	1	10	0	0	0	0	0	1	2	1	1	0	0	0	2	1	1	0	1	1	0	2	0	0	0	0	0	1					
		0.15%	0.0%	0.0%	0.0%	0.49%	0.09%	0.0%	0.27%	0.17%	0.0%	0.0%	0.0%	0.30%	2.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.67%	0.16%	0.29%	0.0%	0.0%	0.0%	0.21%	0.24%	0.30%	0.0%	0.15%	0.12%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%					
39	"22. ""Развитие предпринимательства"""	12	2	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.05%	0.12%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.08%	0.0%	0.0%	1.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.45%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1242	77	18	19	2	60	111	106	27	5	45	15	4	0	3	2	2	40	12	17	31	126	33	32	90	40	112	44	13	2	28	14	15	35	10	6	24	15	5	2					
		5.66%	4.87%	1.18%	1.81%	0.99%	5.59%	8.27%	7.38%	2.30%	0.68%	19.23%	8.10%	1.23%	0.0%	1.85%	1.70%	0.78%	5.15%	3.05%	10.89%	10.50%	20.58%	9.64%	8.86%	9.66%	9.17%	11.88%	10.65%	4.01%	0.91%	4.45%	1.68%	4.64%	6.12%	4.20%	1.6%	10.30%	8.72%	1.18%	0.89%					
																																														
41	Против всех	253	4	9	7	0	29	4	24	3	0	4	4	2	0	0	3	1	13	0	2	2	25	10	8	16	14	22	0	0	3	0	2	3	10	14	0	7	6	1	1					
		1.15%	0.25%	0.59%	0.66%	0.0%	2.70%	0.29%	1.67%	0.25%	0.0%	1.70%	2.16%	0.61%	0.0%	0.0%	2.56%	0.39%	1.67%	0.0%	1.28%	0.67%	4.08%	2.92%	2.21%	1.71%	3.21%	2.33%	0.0%	0.0%	1.36%	0.0%	0.24%	0.92%	1.75%	5.88%	0.0%	3.00%	3.48%	0.23%	0.44%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
