Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																							
																																																																							
Наименование Избирательной комиссии:    Киреевская ТИК																																																																							
																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																							
																																																																							
		Сумма	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154					
		3.20%	3.66%	3.85%	4.38%	2.74%	2.48%	3.95%	2.90%	4.60%	2.45%	3.25%	3.66%	2.64%	2.82%	2.73%	2.47%	3.92%	3.78%	3.07%	2.85%	4.05%	4.52%	5.52%	4.54%	4.79%	4.06%	2.19%	4.26%	5.71%	4.67%	1.06%	1.65%	1.78%	2.77%	2.15%	3.39%	1.97%	3.70%	2.71%	0.74%	4.34%	4.31%	3.84%	3.37%	0.74%	2.60%	3.42%	0.81%	2.05%	2.17%	3.14%	1.33%	0.0%	1.36%	0.0%	0.49%	9.01%	1.82%	0.98%	2.71%	2.31%	0.93%	2.07%	1.97%	2.15%					
22	"5. ""За Русь Святую"""	241	2	6	9	8	1	6	6	6	9	15	3	6	7	2	6	1	5	3	10	3	4	5	0	1	5	6	8	8	1	3	5	4	7	1	2	2	6	0	1	6	9	9	1	0	5	1	0	1	2	2	2	1	1	2	1	0	1	7	1	0	2	4	0	0					
		0.75%	0.66%	0.60%	0.91%	0.95%	0.16%	0.59%	0.60%	0.60%	1.22%	2.21%	0.47%	0.99%	1.16%	0.54%	1.85%	1.96%	0.94%	0.57%	1.67%	0.55%	0.60%	0.86%	0.0%	0.17%	0.78%	0.87%	1.06%	1.06%	0.17%	3.19%	0.59%	0.47%	0.84%	0.53%	0.29%	0.26%	0.71%	0.0%	0.74%	0.79%	1.10%	1.57%	0.67%	0.0%	1.30%	0.68%	0.0%	0.51%	0.62%	0.57%	0.66%	0.45%	0.68%	1.16%	0.49%	0.0%	0.30%	0.98%	0.30%	0.0%	0.93%	0.82%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	89	0	3	3	4	1	3	0	3	1	1	4	0	6	0	0	1	2	1	3	1	1	2	0	1	2	0	4	1	3	1	1	1	5	0	3	1	5	0	0	3	2	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	2	4	3	0	1					
		0.28%	0.0%	0.30%	0.30%	0.47%	0.16%	0.29%	0.0%	0.30%	0.13%	0.14%	0.63%	0.0%	0.99%	0.0%	0.0%	1.96%	0.37%	0.19%	0.50%	0.18%	0.15%	0.34%	0.0%	0.17%	0.31%	0.0%	0.53%	0.13%	0.51%	1.06%	0.11%	0.11%	0.60%	0.0%	0.44%	0.13%	0.59%	0.0%	0.0%	0.39%	0.24%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.51%	0.31%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.66%	1.86%	0.62%	0.0%	0.43%					
24	"7. ""Новый курс - Автомобильная Россия"""	180	4	6	2	3	5	4	6	7	5	0	7	3	4	2	2	0	0	2	5	4	2	1	0	1	7	6	6	10	7	0	7	2	7	1	6	4	3	0	0	3	3	2	2	1	1	2	0	1	2	2	0	1	0	0	1	1	4	3	0	1	0	3	2	4					
		0.56%	1.33%	0.60%	0.20%	0.35%	0.82%	0.39%	0.60%	0.70%	0.68%	0.0%	1.11%	0.49%	0.66%	0.54%	0.61%	0.0%	0.0%	0.38%	0.83%	0.73%	0.30%	0.17%	0.0%	0.17%	1.09%	0.87%	0.8%	1.32%	1.21%	0.0%	0.82%	0.23%	0.84%	0.53%	0.88%	0.52%	0.35%	0.0%	0.0%	0.39%	0.36%	0.34%	1.35%	0.74%	0.26%	1.36%	0.0%	0.51%	0.62%	0.57%	0.0%	0.45%	0.0%	0.0%	0.49%	0.81%	1.21%	0.42%	0.0%	0.33%	0.0%	0.62%	1.31%	1.72%					
25	"8. ""Народно-республиканская партия России"""	79	1	1	5	0	1	3	1	3	2	3	1	1	0	2	1	0	1	0	2	0	0	0	0	0	2	5	0	1	1	0	0	3	3	2	9	0	2	1	0	0	1	2	1	2	3	3	1	1	1	1	2	0	0	1	0	0	1	0	0	1	1	0	0	0					
		0.24%	0.33%	0.10%	0.51%	0.0%	0.16%	0.29%	0.10%	0.30%	0.27%	0.44%	0.15%	0.16%	0.0%	0.54%	0.30%	0.0%	0.18%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.73%	0.0%	0.13%	0.17%	0.0%	0.0%	0.35%	0.36%	1.07%	1.32%	0.0%	0.23%	0.38%	0.0%	0.0%	0.12%	0.34%	0.67%	1.49%	0.78%	2.05%	0.81%	0.51%	0.31%	0.28%	0.66%	0.0%	0.0%	0.58%	0.0%	0.0%	0.30%	0.0%	0.0%	0.33%	0.46%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	82	1	2	2	2	1	6	6	3	2	4	2	1	2	4	0	0	2	0	1	3	3	0	3	2	3	4	2	0	1	1	1	0	7	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0					
		0.25%	0.33%	0.20%	0.20%	0.23%	0.16%	0.59%	0.60%	0.30%	0.27%	0.59%	0.31%	0.16%	0.33%	1.09%	0.0%	0.0%	0.37%	0.0%	0.16%	0.55%	0.45%	0.0%	0.85%	0.35%	0.46%	0.58%	0.26%	0.0%	0.17%	1.06%	0.11%	0.0%	0.84%	0.0%	0.14%	0.0%	0.11%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.74%	0.26%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.49%	0.0%	0.0%	0.14%	0.30%	0.0%	0.46%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1125	7	22	13	9	22	23	29	18	13	10	7	21	17	14	10	1	11	16	11	13	24	9	11	10	22	16	16	23	20	4	16	22	26	6	14	20	29	7	6	16	17	23	8	13	13	22	10	20	13	9	43	5	12	10	6	3	19	96	83	10	16	46	15	9					
		3.54%	2.33%	2.23%	1.32%	1.07%	3.64%	2.27%	2.90%	1.80%	1.77%	1.47%	1.11%	3.47%	2.82%	3.82%	3.09%	1.96%	2.07%	3.07%	1.84%	2.39%	3.61%	1.55%	3.12%	1.77%	3.44%	2.34%	2.13%	3.05%	3.46%	4.25%	1.89%	2.61%	3.14%	3.22%	2.06%	2.63%	3.46%	2.71%	4.47%	2.10%	2.09%	4.02%	5.40%	9.70%	3.38%	15.06%	8.13%	10.25%	4.03%	2.57%	14.38%	2.25%	8.21%	5.84%	2.95%	2.45%	5.79%	13.52%	25.07%	3.30%	7.47%	9.54%	9.86%	3.87%					
28	"11. ""Истинные патриоты России"""	33	0	4	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	2	2	0	0	0	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	3	0	0	1					
		0.10%	0.0%	0.40%	0.0%	0.23%	0.33%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.18%	0.15%	0.0%	0.0%	0.17%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.53%	0.0%	0.13%	0.23%	0.77%	0.0%	0.0%	0.0%	0.34%	0.67%	0.74%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	1.40%	0.0%	0.0%	0.43%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	530	9	17	14	18	5	19	19	9	13	17	21	8	15	6	6	0	9	5	13	10	4	8	9	5	11	14	17	18	8	3	7	22	7	1	9	13	17	5	1	13	4	7	2	1	24	1	2	3	6	10	1	3	0	3	3	2	4	6	3	4	1	9	1	5					
		1.66%	3.0%	1.72%	1.42%	2.14%	0.82%	1.87%	1.90%	0.90%	1.77%	2.51%	3.34%	1.32%	2.49%	1.63%	1.85%	0.0%	1.70%	0.95%	2.18%	1.84%	0.60%	1.38%	2.55%	0.88%	1.72%	2.04%	2.26%	2.39%	1.38%	3.19%	0.82%	2.61%	0.84%	0.53%	1.32%	1.71%	2.03%	1.93%	0.74%	1.71%	0.49%	1.22%	1.35%	0.74%	6.25%	0.68%	1.62%	1.53%	1.86%	2.85%	0.33%	1.35%	0.0%	1.75%	1.47%	1.63%	1.21%	0.84%	0.90%	1.32%	0.46%	1.86%	0.65%	2.15%					
30	"13. ""Демократическая партия России"""	82	2	4	3	3	0	2	1	3	0	1	2	1	1	1	1	2	0	1	1	1	2	0	3	2	0	3	1	1	6	0	1	0	2	0	5	3	2	1	0	1	1	0	1	1	2	0	0	1	2	0	0	3	0	1	0	0	0	1	1	2	0	1	1	1					
		0.25%	0.66%	0.40%	0.30%	0.35%	0.0%	0.19%	0.10%	0.30%	0.0%	0.14%	0.31%	0.16%	0.16%	0.27%	0.30%	3.92%	0.0%	0.19%	0.16%	0.18%	0.30%	0.0%	0.85%	0.35%	0.0%	0.43%	0.13%	0.13%	1.03%	0.0%	0.11%	0.0%	0.24%	0.0%	0.73%	0.39%	0.23%	0.38%	0.0%	0.13%	0.12%	0.0%	0.67%	0.74%	0.52%	0.0%	0.0%	0.51%	0.62%	0.0%	0.0%	1.35%	0.0%	0.58%	0.0%	0.0%	0.0%	0.14%	0.30%	0.66%	0.0%	0.20%	0.65%	0.43%					
31	"14. ""Великая Россия - Евразийский Союз"""	47	0	2	0	1	1	0	1	3	1	1	0	0	0	0	0	1	2	1	2	2	0	1	0	2	1	0	2	0	1	0	2	0	1	0	0	1	3	1	1	1	1	0	0	0	1	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0					
		0.14%	0.0%	0.20%	0.0%	0.11%	0.16%	0.0%	0.10%	0.30%	0.13%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	1.96%	0.37%	0.19%	0.33%	0.36%	0.0%	0.17%	0.0%	0.35%	0.15%	0.0%	0.26%	0.0%	0.17%	0.0%	0.23%	0.0%	0.12%	0.0%	0.0%	0.13%	0.35%	0.38%	0.74%	0.13%	0.12%	0.0%	0.0%	0.0%	0.26%	0.68%	0.0%	1.02%	0.31%	0.28%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.97%	0.0%					
32	"15. ""Партия СЛОН"""	36	1	0	1	1	1	0	1	0	3	1	0	3	0	1	0	0	2	0	0	1	0	0	0	1	0	2	1	0	0	0	2	1	0	3	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0					
		0.11%	0.33%	0.0%	0.10%	0.11%	0.16%	0.0%	0.10%	0.0%	0.40%	0.14%	0.0%	0.49%	0.0%	0.27%	0.0%	0.0%	0.37%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.17%	0.0%	0.29%	0.13%	0.0%	0.0%	0.0%	0.23%	0.11%	0.0%	1.61%	0.14%	0.39%	0.11%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.98%	0.0%	0.30%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3366	26	97	67	99	45	135	115	118	106	65	46	82	57	33	16	4	66	46	68	45	80	85	40	65	85	82	71	77	39	11	77	82	97	14	82	76	93	21	14	137	179	76	7	9	25	12	12	13	26	40	7	30	6	12	16	23	14	58	24	22	11	51	23	6					
		10.59%	8.66%	9.84%	6.83%	11.79%	7.46%	13.35%	11.53%	11.81%	14.48%	9.61%	7.33%	13.57%	9.48%	9.01%	4.95%	7.84%	12.47%	8.82%	11.40%	8.30%	12.06%	14.68%	11.36%	11.54%	13.30%	12.00%	9.46%	10.23%	6.75%	11.70%	9.12%	9.73%	11.71%	7.52%	12.09%	10.0%	11.11%	8.13%	10.44%	18.05%	22.04%	13.28%	4.72%	6.71%	6.51%	8.21%	9.75%	6.66%	8.07%	11.42%	2.34%	13.51%	4.10%	7.01%	7.88%	18.85%	4.26%	8.16%	7.25%	7.26%	5.14%	10.58%	15.13%	2.58%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	65	1	2	3	1	1	0	3	0	1	0	0	0	2	0	1	0	0	0	3	0	1	2	1	2	1	3	3	1	3	0	0	1	4	2	0	3	3	0	0	2	1	2	1	0	0	2	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	2	1	1					
		0.20%	0.33%	0.20%	0.30%	0.11%	0.16%	0.0%	0.30%	0.0%	0.13%	0.0%	0.0%	0.0%	0.33%	0.0%	0.30%	0.0%	0.0%	0.0%	0.50%	0.0%	0.15%	0.34%	0.28%	0.35%	0.15%	0.43%	0.4%	0.13%	0.51%	0.0%	0.0%	0.11%	0.48%	1.07%	0.0%	0.39%	0.35%	0.0%	0.0%	0.26%	0.12%	0.34%	0.67%	0.0%	0.0%	1.36%	0.0%	0.0%	0.31%	0.0%	0.0%	0.45%	0.68%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.41%	0.65%	0.43%					
35	"18. ""ЛДПР"""	3810	35	129	117	112	90	150	99	141	73	77	75	81	85	38	31	6	49	59	68	94	58	55	37	76	75	68	84	92	58	8	132	89	110	20	57	67	104	25	5	83	79	61	29	13	80	19	17	22	61	37	46	28	21	27	27	10	42	87	28	49	14	56	14	31					
		11.99%	11.66%	13.09%	11.93%	13.34%	14.92%	14.83%	9.92%	14.11%	9.97%	11.39%	11.96%	13.41%	14.14%	10.38%	9.59%	11.76%	9.26%	11.32%	11.40%	17.34%	8.74%	9.49%	10.51%	13.49%	11.73%	9.95%	11.2%	12.23%	10.05%	8.51%	15.63%	10.57%	13.28%	10.75%	8.40%	8.81%	12.42%	9.68%	3.73%	10.93%	9.72%	10.66%	19.59%	9.70%	20.83%	13.01%	13.82%	11.28%	18.94%	10.57%	15.38%	12.61%	14.38%	15.78%	13.30%	8.19%	12.80%	12.25%	8.45%	16.17%	6.54%	11.61%	9.21%	13.36%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	575	4	14	20	17	15	23	20	15	15	19	11	12	10	4	2	0	8	12	10	5	9	9	5	10	13	7	18	21	7	0	17	9	17	2	21	14	12	4	2	7	16	15	4	2	1	1	1	2	10	5	1	2	1	4	1	2	5	13	1	8	26	7	6	1					
		1.81%	1.33%	1.42%	2.04%	2.02%	2.48%	2.27%	2.00%	1.50%	2.04%	2.81%	1.75%	1.98%	1.66%	1.09%	0.61%	0.0%	1.51%	2.30%	1.67%	0.92%	1.35%	1.55%	1.42%	1.77%	2.03%	1.02%	2.4%	2.79%	1.21%	0.0%	2.01%	1.06%	2.05%	1.07%	3.09%	1.84%	1.43%	1.55%	1.49%	0.92%	1.97%	2.62%	2.70%	1.49%	0.26%	0.68%	0.81%	1.02%	3.10%	1.42%	0.33%	0.90%	0.68%	2.33%	0.49%	1.63%	1.52%	1.83%	0.30%	2.64%	12.14%	1.45%	3.94%	0.43%					
37	"20. ""Политическая партия ""Единая Россия"""	10060	110	337	372	289	200	353	360	337	210	245	210	219	175	129	130	15	178	181	201	179	254	175	107	156	164	173	238	214	132	32	240	278	253	79	189	238	265	96	48	208	198	120	26	48	129	38	47	58	106	110	122	94	60	51	42	22	128	142	86	122	64	129	49	100					
		31.67%	36.66%	34.21%	37.95%	34.44%	33.16%	34.91%	36.10%	33.73%	28.68%	36.24%	33.49%	36.25%	29.11%	35.24%	40.24%	29.41%	33.64%	34.74%	33.72%	33.02%	38.31%	30.22%	30.39%	27.70%	25.66%	25.32%	31.73%	28.45%	22.87%	34.04%	28.43%	33.01%	30.55%	42.47%	27.87%	31.31%	31.66%	37.20%	35.82%	27.40%	24.38%	20.97%	17.56%	35.82%	33.59%	26.02%	38.21%	29.74%	32.91%	31.42%	40.80%	42.34%	41.09%	29.82%	20.68%	18.03%	39.02%	20.0%	25.98%	40.26%	29.90%	26.76%	32.23%	43.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	59	1	2	0	3	1	0	0	1	1	3	0	0	0	1	2	0	1	2	2	2	0	3	0	0	0	3	2	1	3	0	2	0	1	0	1	0	5	1	2	1	2	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	2	0	0					
