Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Элистинская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	998	29	20	25	25	10	25	25	25	25	0	20	15	20	20	15	0	20	15	10	20	25	30	20	10	20	25	20	20	0	30	20	15	25	20	30	20	20	20	20	20	30	15	15	15	10	15	20	20	10	0	25	5	5	0	15	20	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	823	24	20	15	22	7	25	22	23	22	0	9	15	8	20	15	0	20	12	10	20	24	23	17	10	12	16	13	19	0	27	13	15	23	17	30	20	12	10	20	14	18	13	11	14	10	13	19	12	10	0	18	1	3	0	15	20	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	659	18	10	49	18	9	12	7	11	29	0	10	19	6	14	10	22	16	10	9	12	10	7	12	28	27	11	5	26	1	20	10	12	8	6	8	8	12	8	5	11	13	11	11	5	4	6	15	4	7	25	10	8	7	2	1	0	4					
14	Число погашенных открепительных удостоверений	175	5	0	10	3	3	0	3	2	3	0	11	0	12	0	0	0	0	3	0	0	1	7	3	0	8	9	7	1	0	3	7	0	2	3	0	0	8	10	0	6	12	2	4	1	0	2	1	8	0	0	7	4	2	0	0	0	2					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	289	6	8	7	7	0	6	4	7	4	13	4	3	2	4	1	0	7	6	1	7	6	5	4	4	4	11	2	6	0	8	3	4	11	0	9	8	6	4	6	7	7	3	4	8	12	3	5	8	9	4	0	2	3	3	6	5	2					
		0.62%	0.51%	1.00%	0.60%	0.66%	0.0%	0.49%	0.40%	0.72%	0.36%	8.49%	0.43%	0.38%	0.22%	0.47%	0.13%	0.0%	0.66%	0.83%	0.17%	0.97%	0.50%	0.37%	0.35%	0.98%	0.41%	1.08%	0.21%	0.60%	0.0%	0.58%	0.33%	0.47%	0.97%	0.0%	0.77%	0.85%	0.57%	0.45%	0.59%	0.61%	0.54%	0.38%	0.58%	1.12%	1.36%	0.64%	0.55%	0.77%	1.49%	1.30%	0.0%	1.52%	1.44%	3.57%	1.26%	0.53%	1.41%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2185	67	47	51	69	14	71	51	23	51	1	48	45	44	43	48	6	48	26	20	45	66	85	69	20	56	43	45	49	0	69	67	43	50	46	53	43	54	42	19	22	38	15	18	30	32	12	46	49	41	10	69	3	5	6	26	23	3					
		4.72%	5.75%	5.88%	4.44%	6.59%	3.30%	5.84%	5.20%	2.37%	4.65%	0.65%	5.21%	5.83%	4.88%	5.11%	6.48%	7.31%	4.52%	3.61%	3.48%	6.27%	5.56%	6.37%	6.12%	4.92%	5.86%	4.23%	4.87%	4.94%	0.0%	5.07%	7.46%	5.07%	4.40%	5.90%	4.55%	4.60%	5.19%	4.81%	1.87%	1.94%	2.97%	1.93%	2.65%	4.21%	3.63%	2.59%	5.09%	4.76%	6.79%	3.25%	5.96%	2.29%	2.41%	7.14%	5.46%	2.45%	2.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1145	27	20	29	23	6	30	24	22	19	0	24	26	24	17	21	2	14	10	18	24	45	44	21	9	29	34	32	27	0	40	18	25	30	18	30	18	19	12	18	17	20	26	24	18	19	4	37	19	23	21	26	5	6	3	7	15	6					
		2.47%	2.31%	2.50%	2.52%	2.19%	1.41%	2.47%	2.45%	2.27%	1.73%	0.0%	2.60%	3.37%	2.66%	2.02%	2.83%	2.43%	1.32%	1.39%	3.13%	3.34%	3.79%	3.30%	1.86%	2.21%	3.03%	3.34%	3.46%	2.72%	0.0%	2.94%	2.00%	2.95%	2.64%	2.31%	2.57%	1.92%	1.82%	1.37%	1.78%	1.49%	1.56%	3.34%	3.53%	2.53%	2.15%	0.86%	4.09%	1.84%	3.81%	6.84%	2.24%	3.81%	2.89%	3.57%	1.47%	1.60%	4.25%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1341	42	15	31	32	11	30	30	33	32	2	38	20	31	26	28	0	27	4	12	13	42	35	23	10	23	39	32	26	0	40	19	34	38	21	31	34	32	25	45	42	25	23	24	19	28	17	29	30	23	7	30	1	7	4	9	16	1					
		2.90%	3.60%	1.87%	2.70%	3.05%	2.60%	2.47%	3.06%	3.40%	2.91%	1.30%	4.12%	2.59%	3.44%	3.09%	3.78%	0.0%	2.54%	0.55%	2.09%	1.81%	3.53%	2.62%	2.04%	2.46%	2.40%	3.84%	3.46%	2.62%	0.0%	2.94%	2.11%	4.01%	3.35%	2.69%	2.66%	3.64%	3.07%	2.86%	4.45%	3.70%	1.95%	2.96%	3.53%	2.67%	3.17%	3.67%	3.21%	2.91%	3.81%	2.28%	2.59%	0.76%	3.38%	4.76%	1.89%	1.70%	0.70%					
22	"5. ""За Русь Святую"""	103	3	1	2	2	2	2	3	7	0	1	2	0	2	0	0	0	2	1	0	1	3	5	0	2	3	1	1	0	0	1	2	2	2	0	2	1	1	1	2	11	4	5	4	1	2	2	1	3	3	1	2	0	1	0	0	3	0					
		0.22%	0.25%	0.12%	0.17%	0.19%	0.47%	0.16%	0.30%	0.72%	0.0%	0.65%	0.21%	0.0%	0.22%	0.0%	0.0%	0.0%	0.18%	0.13%	0.0%	0.13%	0.25%	0.37%	0.0%	0.49%	0.31%	0.09%	0.10%	0.0%	0.0%	0.07%	0.22%	0.23%	0.17%	0.0%	0.17%	0.10%	0.09%	0.11%	0.19%	0.97%	0.31%	0.64%	0.58%	0.14%	0.22%	0.43%	0.11%	0.29%	0.49%	0.32%	0.17%	0.0%	0.48%	0.0%	0.0%	0.32%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	139	3	0	3	6	2	2	8	5	6	9	0	2	5	2	3	0	1	1	2	1	0	4	4	0	1	4	3	0	0	2	3	1	0	1	2	1	3	5	2	3	3	6	1	0	4	0	4	7	2	0	1	1	0	1	4	4	1					
		0.30%	0.25%	0.0%	0.26%	0.57%	0.47%	0.16%	0.81%	0.51%	0.54%	5.88%	0.0%	0.25%	0.55%	0.23%	0.40%	0.0%	0.09%	0.13%	0.34%	0.13%	0.0%	0.30%	0.35%	0.0%	0.10%	0.39%	0.32%	0.0%	0.0%	0.14%	0.33%	0.11%	0.0%	0.12%	0.17%	0.10%	0.28%	0.57%	0.19%	0.26%	0.23%	0.77%	0.14%	0.0%	0.45%	0.0%	0.44%	0.68%	0.33%	0.0%	0.08%	0.76%	0.0%	1.19%	0.84%	0.42%	0.70%					
24	"7. ""Новый курс - Автомобильная Россия"""	329	7	13	8	4	5	9	6	15	7	0	8	6	4	6	7	0	8	2	6	8	6	13	4	3	11	4	5	3	0	8	2	3	5	4	16	8	11	3	6	9	6	11	6	8	3	4	7	5	5	0	7	1	1	0	1	11	0					
		0.71%	0.60%	1.62%	0.69%	0.38%	1.18%	0.74%	0.61%	1.54%	0.63%	0.0%	0.86%	0.77%	0.44%	0.71%	0.94%	0.0%	0.75%	0.27%	1.04%	1.11%	0.50%	0.97%	0.35%	0.73%	1.15%	0.39%	0.54%	0.30%	0.0%	0.58%	0.22%	0.35%	0.44%	0.51%	1.37%	0.85%	1.05%	0.34%	0.59%	0.79%	0.46%	1.41%	0.88%	1.12%	0.34%	0.86%	0.77%	0.48%	0.82%	0.0%	0.60%	0.76%	0.48%	0.0%	0.21%	1.17%	0.0%					
25	"8. ""Народно-республиканская партия России"""	34	1	0	1	1	0	0	1	1	0	0	3	0	0	0	0	1	1	2	0	0	0	2	0	0	0	1	3	0	0	2	0	0	0	0	1	0	0	0	4	1	0	0	0	0	1	0	0	0	1	2	0	0	2	0	1	0	1					
		0.07%	0.08%	0.0%	0.08%	0.09%	0.0%	0.0%	0.10%	0.10%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	1.21%	0.09%	0.27%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.09%	0.32%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.39%	0.08%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.16%	0.65%	0.0%	0.0%	0.96%	0.0%	0.21%	0.0%	0.70%					
26	"9. ""Российская экологическая партия ""Зеленые"""	609	18	8	12	16	2	19	13	15	18	0	12	7	13	16	10	1	16	6	5	9	18	36	24	5	9	10	8	20	2	16	9	9	15	9	33	9	12	11	3	5	10	7	8	11	14	5	10	21	10	4	17	1	2	2	4	4	0					
		1.31%	1.54%	1.00%	1.04%	1.52%	0.47%	1.56%	1.32%	1.54%	1.64%	0.0%	1.30%	0.90%	1.44%	1.90%	1.35%	1.21%	1.50%	0.83%	0.87%	1.25%	1.51%	2.70%	2.13%	1.23%	0.94%	0.98%	0.86%	2.01%	9.52%	1.17%	1.00%	1.06%	1.32%	1.15%	2.83%	0.96%	1.15%	1.26%	0.29%	0.44%	0.78%	0.90%	1.17%	1.54%	1.58%	1.07%	1.10%	2.04%	1.65%	1.30%	1.46%	0.76%	0.96%	2.38%	0.84%	0.42%	0.0%					
27	"10. ""Аграрная партия России"""	981	24	25	35	20	12	17	14	24	23	3	25	17	11	18	15	1	16	15	13	18	23	27	35	10	24	23	22	21	0	28	22	24	19	22	23	28	18	5	13	26	36	12	11	21	16	11	11	27	9	13	21	1	2	3	13	14	1					
		2.12%	2.06%	3.13%	3.04%	1.91%	2.83%	1.40%	1.43%	2.47%	2.09%	1.96%	2.71%	2.20%	1.22%	2.14%	2.02%	1.21%	1.50%	2.08%	2.26%	2.51%	1.93%	2.02%	3.10%	2.46%	2.51%	2.26%	2.38%	2.11%	0.0%	2.05%	2.45%	2.83%	1.67%	2.82%	1.97%	3.00%	1.73%	0.57%	1.28%	2.29%	2.81%	1.54%	1.62%	2.95%	1.81%	2.37%	1.21%	2.62%	1.49%	4.23%	1.81%	0.76%	0.96%	3.57%	2.73%	1.49%	0.70%					
28	"11. ""Истинные патриоты России"""	53	1	1	2	2	1	1	1	0	0	0	1	0	2	0	1	0	3	2	0	0	3	1	2	1	2	2	1	3	0	1	1	1	0	1	0	0	0	0	1	0	2	0	4	0	0	0	1	2	0	1	1	0	0	0	3	1	0					
		0.11%	0.08%	0.12%	0.17%	0.19%	0.23%	0.08%	0.10%	0.0%	0.0%	0.0%	0.10%	0.0%	0.22%	0.0%	0.13%	0.0%	0.28%	0.27%	0.0%	0.0%	0.25%	0.07%	0.17%	0.24%	0.20%	0.19%	0.10%	0.30%	0.0%	0.07%	0.11%	0.11%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.15%	0.0%	0.58%	0.0%	0.0%	0.0%	0.11%	0.19%	0.0%	0.32%	0.08%	0.0%	0.0%	0.0%	0.63%	0.10%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	305	11	6	11	5	1	4	2	9	9	0	11	5	5	7	5	0	8	8	5	6	3	7	2	0	7	12	4	6	0	5	6	9	12	6	4	8	8	6	12	0	0	5	4	2	9	6	3	12	2	4	9	0	3	1	5	5	0					
		0.66%	0.94%	0.75%	0.95%	0.47%	0.23%	0.32%	0.20%	0.92%	0.82%	0.0%	1.19%	0.64%	0.55%	0.83%	0.67%	0.0%	0.75%	1.11%	0.87%	0.83%	0.25%	0.52%	0.17%	0.0%	0.73%	1.18%	0.43%	0.60%	0.0%	0.36%	0.66%	1.06%	1.05%	0.77%	0.34%	0.85%	0.76%	0.68%	1.18%	0.0%	0.0%	0.64%	0.58%	0.28%	1.02%	1.29%	0.33%	1.16%	0.33%	1.30%	0.77%	0.0%	1.44%	1.19%	1.05%	0.53%	0.0%					
30	"13. ""Демократическая партия России"""	111	6	0	3	5	1	2	1	2	1	0	1	1	6	1	13	0	2	1	1	1	4	2	1	0	0	3	1	2	0	5	2	1	7	1	2	2	4	1	1	1	0	1	0	4	2	1	6	3	2	0	1	0	0	1	0	2	0					
		0.24%	0.51%	0.0%	0.26%	0.47%	0.23%	0.16%	0.10%	0.20%	0.09%	0.0%	0.10%	0.12%	0.66%	0.11%	1.75%	0.0%	0.18%	0.13%	0.17%	0.13%	0.33%	0.15%	0.08%	0.0%	0.0%	0.29%	0.10%	0.20%	0.0%	0.36%	0.22%	0.11%	0.61%	0.12%	0.17%	0.21%	0.38%	0.11%	0.09%	0.08%	0.0%	0.12%	0.0%	0.56%	0.22%	0.21%	0.66%	0.29%	0.33%	0.0%	0.08%	0.0%	0.0%	1.19%	0.0%	0.21%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	494	6	5	24	12	6	8	9	5	16	0	18	9	8	11	7	0	13	5	6	7	13	10	10	18	9	8	12	8	1	18	13	6	18	3	14	13	13	15	10	3	13	4	20	3	4	2	13	9	5	0	15	0	0	1	5	6	4					
		1.06%	0.51%	0.62%	2.09%	1.14%	1.41%	0.65%	0.91%	0.51%	1.45%	0.0%	1.95%	1.16%	0.88%	1.30%	0.94%	0.0%	1.22%	0.69%	1.04%	0.97%	1.09%	0.75%	0.88%	4.43%	0.94%	0.78%	1.30%	0.80%	4.76%	1.32%	1.44%	0.70%	1.58%	0.38%	1.20%	1.39%	1.25%	1.72%	0.98%	0.26%	1.01%	0.51%	2.94%	0.42%	0.45%	0.43%	1.43%	0.87%	0.82%	0.0%	1.29%	0.0%	0.0%	1.19%	1.05%	0.64%	2.83%					
32	"15. ""Партия СЛОН"""	117	4	1	1	4	1	2	5	4	4	0	1	2	3	2	1	0	0	0	0	0	4	1	5	0	4	3	1	1	0	0	1	3	0	2	3	3	2	3	2	3	18	1	1	2	1	0	2	3	2	1	3	0	3	0	4	0	0					
		0.25%	0.34%	0.12%	0.08%	0.38%	0.23%	0.16%	0.51%	0.41%	0.36%	0.0%	0.10%	0.25%	0.33%	0.23%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.07%	0.44%	0.0%	0.41%	0.29%	0.10%	0.10%	0.0%	0.0%	0.11%	0.35%	0.0%	0.25%	0.25%	0.32%	0.19%	0.34%	0.19%	0.26%	1.40%	0.12%	0.14%	0.28%	0.11%	0.0%	0.22%	0.29%	0.33%	0.32%	0.25%	0.0%	1.44%	0.0%	0.84%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4533	110	64	109	91	64	114	87	93	129	3	96	82	96	75	64	3	115	80	53	52	137	131	83	30	98	128	77	94	0	155	98	64	120	59	125	94	102	98	133	144	150	91	65	68	79	39	86	119	33	16	103	9	10	3	33	71	8					
		9.81%	9.44%	8.02%	9.49%	8.69%	15.13%	9.39%	8.88%	9.60%	11.77%	1.96%	10.42%	10.63%	10.66%	8.91%	8.64%	3.65%	10.84%	11.12%	9.23%	7.25%	11.54%	9.82%	7.37%	7.38%	10.26%	12.61%	8.34%	9.48%	0.0%	11.39%	10.92%	7.55%	10.58%	7.57%	10.74%	10.07%	9.80%	11.23%	13.15%	12.69%	11.73%	11.71%	9.58%	9.56%	8.96%	8.42%	9.52%	11.57%	5.47%	5.21%	8.90%	6.87%	4.83%	3.57%	6.93%	7.57%	5.67%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	377	3	3	10	6	8	12	7	9	11	1	0	6	9	6	10	0	11	7	3	4	12	13	11	10	9	15	6	7	0	10	7	12	5	6	8	3	6	3	5	9	6	2	8	6	4	4	12	6	5	7	13	2	5	0	6	6	2					
		0.81%	0.25%	0.37%	0.87%	0.57%	1.89%	0.98%	0.71%	0.92%	1.00%	0.65%	0.0%	0.77%	1.0%	0.71%	1.35%	0.0%	1.03%	0.97%	0.52%	0.55%	1.01%	0.97%	0.97%	2.46%	0.94%	1.47%	0.65%	0.70%	0.0%	0.73%	0.78%	1.41%	0.44%	0.77%	0.68%	0.32%	0.57%	0.34%	0.49%	0.79%	0.46%	0.25%	1.17%	0.84%	0.45%	0.86%	1.32%	0.58%	0.82%	2.28%	1.12%	1.52%	2.41%	0.0%	1.26%	0.64%	1.41%					
35	"18. ""ЛДПР"""	2735	55	27	47	58	47	104	62	94	69	3	33	25	46	58	35	3	60	54	56	23	69	70	29	20	17	63	54	73	1	76	30	38	62	33	41	33	48	46	148	128	164	104	41	45	22	27	49	63	23	5	56	24	11	0	7	48	8					
		5.91%	4.72%	3.38%	4.09%	5.53%	11.11%	8.56%	6.33%	9.71%	6.29%	1.96%	3.58%	3.24%	5.11%	6.89%	4.72%	3.65%	5.66%	7.51%	9.75%	3.20%	5.81%	5.25%	2.57%	4.92%	1.78%	6.20%	5.85%	7.36%	4.76%	5.58%	3.34%	4.48%	5.46%	4.23%	3.52%	3.53%	4.61%	5.27%	14.63%	11.28%	12.83%	13.38%	6.04%	6.32%	2.49%	5.83%	5.42%	6.12%	3.81%	1.62%	4.84%	18.32%	5.31%	0.0%	1.47%	5.12%	5.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	723	15	14	16	17	3	19	13	27	14	0	14	11	16	11	7	1	18	8	11	13	13	18	21	6	22	14	17	12	1	21	13	20	17	17	21	18	14	19	11	17	27	14	10	7	12	3	17	18	6	6	17	1	3	1	8	13	0					
		1.56%	1.28%	1.75%	1.39%	1.62%	0.70%	1.56%	1.32%	2.78%	1.27%	0.0%	1.52%	1.42%	1.77%	1.30%	0.94%	1.21%	1.69%	1.11%	1.91%	1.81%	1.09%	1.35%	1.86%	1.47%	2.30%	1.37%	1.84%	1.21%	4.76%	1.54%	1.44%	2.36%	1.49%	2.18%	1.80%	1.92%	1.34%	2.17%	1.08%	1.49%	2.11%	1.80%	1.47%	0.98%	1.36%	0.64%	1.88%	1.75%	0.99%	1.95%	1.46%	0.76%	1.44%	1.19%	1.68%	1.38%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	20462	549	321	505	449	152	549	427	382	500	102	368	346	367	382	314	46	463	320	244	337	484	566	558	186	445	383	422	459	12	619	394	390	496	356	535	437	478	419	432	479	516	298	270	305	464	217	391	393	259	136	519	61	69	43	219	554	75					
		44.28%	47.12%	40.22%	43.98%	42.88%	35.93%	45.22%	43.61%	39.46%	45.62%	66.66%	39.95%	44.87%	40.77%	45.42%	42.43%	56.09%	43.67%	44.50%	42.50%	47.00%	40.77%	42.46%	49.55%	45.81%	46.59%	37.73%	45.72%	46.31%	57.14%	45.51%	43.92%	46.04%	43.73%	45.69%	46.00%	46.83%	45.96%	48.05%	42.72%	42.23%	40.37%	38.35%	39.82%	42.89%	52.66%	46.86%	43.30%	38.22%	42.95%	44.29%	44.85%	46.56%	33.33%	51.19%	46.00%	59.12%	53.19%					
38	"21. ""Российская Конституционно-демократическая партия"""	61	2	1	1	3	0	2	3	3	2	2	0	0	0	0	0	0	0	0	0	2	2	3	1	0	1	2	4	1	0	0	4	1	0	2	2	0	1	1	1	2	2	0	0	0	3	2	3	2	0	0	0	0	0	0	0	0	0					
		0.13%	0.17%	0.12%	0.08%	0.28%	0.0%	0.16%	0.30%	0.30%	0.18%	1.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.16%	0.22%	0.08%	0.0%	0.10%	0.19%	0.43%	0.10%	0.0%	0.0%	0.44%	0.11%	0.0%	0.25%	0.17%	0.0%	0.09%	0.11%	0.09%	0.17%	0.15%	0.0%	0.0%	0.0%	0.34%	0.43%	0.33%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	171	5	3	2	4	2	0	6	7	4	0	3	3	6	2	5	0	3	2	0	1	2	7	6	3	2	3	4	1	0	6	3	7	5	2	4	8	2	1	2	6	3	2	1	2	3	1	4	5	3	4	5	1	0	2	1	2	0					
		0.37%	0.42%	0.37%	0.17%	0.38%	0.47%	0.0%	0.61%	0.72%	0.36%	0.0%	0.32%	0.38%	0.66%	0.23%	0.67%	0.0%	0.28%	0.27%	0.0%	0.13%	0.16%	0.52%	0.53%	0.73%	0.20%	0.29%	0.43%	0.10%	0.0%	0.44%	0.33%	0.82%	0.44%	0.25%	0.34%	0.85%	0.19%	0.11%	0.19%	0.52%	0.23%	0.25%	0.14%	0.28%	0.34%	0.21%	0.44%	0.48%	0.49%	1.30%	0.43%	0.76%	0.0%	2.38%	0.21%	0.21%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4441	87	102	111	98	24	98	82	107	92	6	141	72	103	81	81	6	141	111	70	52	125	111	61	28	89	100	86	100	2	116	80	76	103	86	98	63	98	85	77	117	113	72	104	82	61	53	92	138	77	35	98	6	12	4	56	64	8					
		9.61%	7.46%	12.78%	9.66%	9.36%	5.67%	8.07%	8.37%	11.05%	8.39%	3.92%	15.30%	9.33%	11.44%	9.63%	10.94%	7.31%	13.30%	15.43%	12.19%	7.25%	10.53%	8.32%	5.41%	6.89%	9.31%	9.85%	9.31%	10.09%	9.52%	8.52%	8.91%	8.97%	9.08%	11.03%	8.42%	6.75%	9.42%	9.74%	7.61%	10.31%	8.84%	9.26%	15.33%	11.53%	6.92%	11.44%	10.18%	13.42%	12.76%	11.40%	8.47%	4.58%	5.79%	4.76%	11.76%	6.83%	5.67%					
																																																																
41	Против всех	3068	78	72	86	77	31	84	70	49	63	3	52	54	61	60	43	10	64	32	31	53	75	103	120	28	69	53	59	42	2	89	75	55	86	58	85	84	77	57	41	54	54	48	41	42	56	27	54	52	37	26	112	5	39	1	40	42	7					
		6.63%	6.69%	9.02%	7.49%	7.35%	7.32%	6.91%	7.15%	5.06%	5.74%	1.96%	5.64%	7.00%	6.77%	7.13%	5.81%	12.19%	6.03%	4.45%	5.40%	7.39%	6.31%	7.72%	10.65%	6.89%	7.22%	5.22%	6.39%	4.23%	9.52%	6.54%	8.36%	6.49%	7.58%	7.44%	7.30%	9.00%	7.40%	6.53%	4.05%	4.76%	4.22%	6.17%	6.04%	5.90%	6.35%	5.83%	5.98%	5.05%	6.13%	8.46%	9.68%	3.81%	18.84%	1.19%	8.40%	4.48%	4.96%					
																																																																
																																																																
																																																																
