Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																															
Дата голосования: 07.12.2003 0:00:00																																																																															
																																																																															
Наименование Избирательной комиссии:    Ленинская																																																																															
																																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																															
																																																																															
		Сумма	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2382	20	32	50	50	35	50	60	40	45	35	50	40	45	45	20	35	55	40	35	30	20	20	35	30	10	10	30	25	35	10	30	30	50	50	10	20	10	10	10	25	15	50	50	50	10	20	45	45	35	25	50	10	40	5	45	45	45	55	55	25	15	50	45	0	60	35	40	45	10	45	35	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	523	5	2	3	3	6	8	3	11	6	4	13	6	7	11	5	1	12	3	6	4	3	2	13	8	0	4	18	3	1	1	9	6	5	2	0	0	0	0	4	3	3	17	23	33	0	1	13	10	7	11	37	0	2	0	12	5	14	17	10	1	0	19	15	0	36	3	7	14	10	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	522	0	25	9	9	2	2	0	8	1	5	7	1	0	5	3	7	0	5	12	3	18	3	30	8	5	7	0	11	26	20	7	8	19	24	3	6	9	6	16	0	4	0	7	29	1	0	31	9	7	1	8	5	12	3	4	2	5	8	8	0	1	2	0	0	11	0	0	16	9	2	7	0					
14	Число погашенных открепительных удостоверений	1859	15	30	47	47	29	42	57	29	39	31	37	34	38	34	15	34	43	37	29	26	17	18	22	22	10	6	12	22	34	9	21	24	45	48	10	20	10	10	6	22	12	33	27	17	10	19	32	35	28	14	13	10	38	5	33	40	31	38	45	24	15	31	30	0	24	32	33	31	0	45	33	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
18	"1. ""ЕДИНЕНИЕ"""	634	17	8	9	12	3	8	14	18	9	12	14	13	10	6	5	4	17	13	14	8	2	5	6	6	1	4	3	12	10	7	5	7	14	12	3	0	4	3	2	2	4	11	14	7	4	4	10	10	11	9	14	3	17	1	8	13	10	10	6	6	4	11	11	24	7	13	9	18	6	15	14	8					
		1.01%	2.72%	0.84%	0.66%	0.91%	0.32%	0.68%	0.97%	1.78%	0.88%	1.19%	1.00%	1.14%	0.95%	0.58%	1.02%	0.48%	1.16%	1.31%	1.46%	1.00%	0.48%	0.97%	0.70%	0.74%	0.48%	1.45%	0.39%	2.0%	1.26%	2.55%	0.70%	0.93%	1.14%	0.78%	2.25%	0.0%	1.6%	0.99%	0.96%	0.32%	1.21%	0.76%	0.98%	0.50%	2.25%	1.01%	0.86%	0.80%	1.10%	1.35%	1.01%	2.43%	1.42%	0.96%	0.65%	1.14%	0.91%	0.70%	0.45%	0.86%	1.91%	0.82%	0.93%	1.25%	0.54%	1.43%	0.85%	1.49%	1.50%	1.57%	1.90%	2.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3118	35	74	66	87	42	56	84	48	73	46	95	62	64	48	20	48	82	48	53	54	26	24	44	24	8	18	29	21	53	9	30	21	35	81	4	3	5	6	9	36	13	56	64	75	18	27	65	72	54	51	50	3	36	4	63	48	49	64	71	39	7	85	69	35	60	39	49	93	23	28	19	18					
		4.97%	5.60%	7.82%	4.86%	6.60%	4.57%	4.76%	5.83%	4.77%	7.17%	4.58%	6.79%	5.47%	6.08%	4.71%	4.08%	5.76%	5.62%	4.84%	5.55%	6.76%	6.26%	4.69%	5.14%	2.97%	3.84%	6.56%	3.79%	3.5%	6.68%	3.28%	4.20%	2.81%	2.85%	5.31%	3.00%	4.91%	2.0%	1.98%	4.32%	5.76%	3.93%	3.87%	4.48%	5.37%	10.16%	6.81%	5.61%	5.80%	5.41%	7.66%	3.61%	2.43%	3.01%	3.84%	5.14%	4.21%	4.47%	4.52%	5.33%	5.62%	3.34%	6.41%	5.86%	1.82%	4.65%	4.30%	4.64%	7.73%	5.77%	2.94%	2.58%	5.50%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1671	30	25	50	36	28	55	45	29	28	27	41	22	30	42	24	35	59	19	24	21	17	21	22	16	12	7	34	10	20	11	20	28	61	28	4	6	3	9	8	13	8	34	23	24	3	6	33	53	27	15	20	5	21	3	37	20	16	31	40	13	5	28	25	9	15	24	24	24	10	23	19	13					
		2.66%	4.80%	2.64%	3.68%	2.73%	3.04%	4.68%	3.12%	2.88%	2.75%	2.68%	2.93%	1.94%	2.85%	4.12%	4.89%	4.20%	4.04%	1.91%	2.51%	2.63%	4.09%	4.10%	2.57%	1.98%	5.76%	2.55%	4.44%	1.66%	2.52%	4.01%	2.80%	3.75%	4.96%	1.83%	3.00%	9.83%	1.2%	2.98%	3.84%	2.08%	2.42%	2.35%	1.61%	1.72%	1.69%	1.51%	2.85%	4.27%	2.70%	2.25%	1.44%	4.06%	1.76%	2.88%	3.02%	1.75%	1.46%	2.19%	3.00%	1.87%	2.39%	2.11%	2.12%	0.47%	1.16%	2.65%	2.27%	1.99%	2.51%	2.41%	2.58%	3.97%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4034	45	85	113	99	79	73	114	80	71	72	101	86	68	54	29	50	124	79	73	65	43	31	46	38	15	13	59	21	60	13	40	33	60	94	14	2	8	12	19	35	14	81	84	83	8	26	68	96	75	65	76	2	53	4	86	87	51	103	101	52	17	114	94	15	74	57	52	92	7	39	27	15					
		6.43%	7.21%	8.98%	8.33%	7.51%	8.59%	6.21%	7.91%	7.95%	6.97%	7.17%	7.22%	7.59%	6.47%	5.29%	5.91%	6.00%	8.50%	7.97%	7.65%	8.14%	10.36%	6.06%	5.38%	4.70%	7.21%	4.74%	7.71%	3.5%	7.56%	4.74%	5.60%	4.42%	4.88%	6.16%	10.52%	3.27%	3.2%	3.97%	9.13%	5.6%	4.24%	5.60%	5.89%	5.94%	4.51%	6.56%	5.87%	7.74%	7.52%	9.77%	5.49%	1.62%	4.44%	3.84%	7.02%	7.63%	4.65%	7.28%	7.58%	7.50%	8.13%	8.59%	7.99%	0.78%	5.73%	6.29%	4.92%	7.65%	1.75%	4.09%	3.67%	4.58%					
22	"5. ""За Русь Святую"""	413	15	5	4	3	6	7	17	7	11	3	7	3	8	9	3	9	10	5	3	7	2	4	13	3	3	3	7	3	10	5	4	12	7	2	1	1	1	2	1	9	0	9	19	10	1	1	8	9	9	0	6	2	13	0	4	2	9	7	6	4	6	7	5	1	1	5	4	14	2	5	6	3					
		0.65%	2.40%	0.52%	0.29%	0.22%	0.65%	0.59%	1.18%	0.69%	1.08%	0.29%	0.50%	0.26%	0.76%	0.88%	0.61%	1.08%	0.68%	0.50%	0.31%	0.87%	0.48%	0.78%	1.52%	0.37%	1.44%	1.09%	0.91%	0.5%	1.26%	1.82%	0.56%	1.60%	0.57%	0.13%	0.75%	1.63%	0.4%	0.66%	0.48%	1.44%	0.0%	0.62%	1.33%	0.71%	0.56%	0.25%	0.69%	0.72%	0.90%	0.0%	0.43%	1.62%	1.08%	0.0%	0.32%	0.17%	0.82%	0.49%	0.45%	0.57%	2.87%	0.52%	0.42%	0.05%	0.07%	0.55%	0.37%	1.16%	0.50%	0.52%	0.81%	0.91%					
23	"6. ""Объединенная Российская партия ""Русь"""	147	3	2	2	3	4	1	0	2	2	0	4	2	1	4	2	4	1	4	4	3	2	1	1	2	2	1	1	0	1	4	2	2	1	2	0	0	1	1	3	0	3	2	6	2	1	2	1	1	1	2	2	0	4	1	1	1	3	7	2	1	0	0	2	7	4	3	2	5	3	1	1	1					
		0.23%	0.48%	0.21%	0.14%	0.22%	0.43%	0.08%	0.0%	0.19%	0.19%	0.0%	0.28%	0.17%	0.09%	0.39%	0.40%	0.48%	0.06%	0.40%	0.41%	0.37%	0.48%	0.19%	0.11%	0.24%	0.96%	0.36%	0.13%	0.0%	0.12%	1.45%	0.28%	0.26%	0.08%	0.13%	0.0%	0.0%	0.4%	0.33%	1.44%	0.0%	0.90%	0.13%	0.42%	0.14%	0.56%	0.50%	0.08%	0.08%	0.10%	0.30%	0.14%	0.0%	0.33%	0.96%	0.08%	0.08%	0.27%	0.49%	0.15%	0.14%	0.0%	0.0%	0.17%	0.36%	0.31%	0.33%	0.18%	0.41%	0.75%	0.10%	0.13%	0.30%					
24	"7. ""Новый курс - Автомобильная Россия"""	975	7	14	16	17	12	15	20	12	16	10	23	8	9	11	8	16	23	11	20	10	4	9	10	11	3	6	16	15	9	2	7	10	17	18	1	6	1	2	10	12	4	15	26	23	1	0	30	21	21	20	31	3	29	1	11	30	24	13	27	9	5	18	17	18	27	12	13	21	28	17	8	5					
		1.55%	1.12%	1.47%	1.17%	1.29%	1.30%	1.27%	1.38%	1.19%	1.57%	0.99%	1.64%	0.70%	0.85%	1.07%	1.63%	1.92%	1.57%	1.10%	2.09%	1.25%	0.96%	1.76%	1.16%	1.36%	1.44%	2.18%	2.09%	2.5%	1.13%	0.72%	0.98%	1.34%	1.38%	1.18%	0.75%	9.83%	0.4%	0.66%	4.80%	1.92%	1.21%	1.03%	1.82%	1.64%	0.56%	0.0%	2.59%	1.69%	2.10%	3.00%	2.24%	2.43%	2.43%	0.96%	0.89%	2.63%	2.19%	0.92%	2.02%	1.29%	2.39%	1.35%	1.44%	0.94%	2.09%	1.32%	1.23%	1.74%	7.03%	1.78%	1.08%	1.52%					
25	"8. ""Народно-республиканская партия России"""	81	0	2	1	1	3	0	2	2	0	2	1	1	1	0	0	8	2	2	0	0	0	2	1	2	1	0	1	1	0	0	2	1	1	3	2	1	0	0	0	0	0	2	3	0	0	0	5	1	4	0	1	0	2	1	2	0	0	0	1	0	1	1	1	2	0	1	0	1	1	0	3	2					
		0.12%	0.0%	0.21%	0.07%	0.07%	0.32%	0.0%	0.13%	0.19%	0.0%	0.19%	0.07%	0.08%	0.09%	0.0%	0.0%	0.96%	0.13%	0.20%	0.0%	0.0%	0.0%	0.39%	0.11%	0.24%	0.48%	0.0%	0.13%	0.16%	0.0%	0.0%	0.28%	0.13%	0.08%	0.19%	1.50%	1.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.21%	0.0%	0.0%	0.0%	0.43%	0.08%	0.40%	0.0%	0.07%	0.0%	0.16%	0.96%	0.16%	0.0%	0.0%	0.0%	0.07%	0.0%	0.47%	0.07%	0.08%	0.10%	0.0%	0.11%	0.0%	0.08%	0.25%	0.0%	0.40%	0.61%					
26	"9. ""Российская экологическая партия ""Зеленые"""	399	7	5	3	12	5	13	5	2	7	9	12	9	8	8	1	3	10	3	11	4	2	0	5	1	2	4	6	1	3	3	7	5	9	7	2	1	1	0	1	4	2	6	14	9	1	1	11	18	6	4	11	0	4	0	4	8	3	11	9	3	1	18	6	3	7	2	10	7	5	6	6	2					
		0.63%	1.12%	0.52%	0.22%	0.91%	0.54%	1.10%	0.34%	0.19%	0.68%	0.89%	0.85%	0.79%	0.76%	0.78%	0.20%	0.36%	0.68%	0.30%	1.15%	0.50%	0.48%	0.0%	0.58%	0.12%	0.96%	1.45%	0.78%	0.16%	0.37%	1.09%	0.98%	0.67%	0.73%	0.45%	1.50%	1.63%	0.4%	0.0%	0.48%	0.64%	0.60%	0.41%	0.98%	0.64%	0.56%	0.25%	0.95%	1.45%	0.60%	0.60%	0.79%	0.0%	0.33%	0.0%	0.32%	0.70%	0.27%	0.77%	0.67%	0.43%	0.47%	1.35%	0.51%	0.15%	0.54%	0.22%	0.94%	0.58%	1.25%	0.63%	0.81%	0.61%					
27	"10. ""Аграрная партия России"""	1841	19	24	28	38	18	21	38	33	22	21	36	29	48	27	12	25	40	26	17	15	9	10	18	29	9	13	24	25	14	7	14	9	34	45	6	1	2	8	5	11	55	32	20	24	3	11	33	22	26	10	105	6	55	3	51	31	32	38	44	20	11	29	37	5	16	70	104	41	5	51	11	10					
		2.93%	3.04%	2.53%	2.06%	2.88%	1.95%	1.78%	2.63%	3.28%	2.16%	2.09%	2.57%	2.56%	4.56%	2.64%	2.44%	3.00%	2.74%	2.62%	1.78%	1.87%	2.16%	1.95%	2.10%	3.58%	4.32%	4.74%	3.13%	4.16%	1.76%	2.55%	1.96%	1.20%	2.76%	2.95%	4.51%	1.63%	0.8%	2.64%	2.40%	1.76%	16.66%	2.21%	1.40%	1.72%	1.69%	2.77%	2.85%	1.77%	2.60%	1.50%	7.59%	4.87%	4.61%	2.88%	4.16%	2.71%	2.92%	2.68%	3.30%	2.88%	5.26%	2.18%	3.14%	0.26%	1.24%	7.73%	9.85%	3.41%	1.25%	5.35%	1.49%	3.05%					
28	"11. ""Истинные патриоты России"""	53	1	0	4	0	0	1	0	2	0	1	4	2	0	0	2	0	2	1	0	2	1	0	1	0	1	1	0	2	0	0	0	2	0	1	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	2	2	0	0	3	1	0	1	0	2					
		0.08%	0.16%	0.0%	0.29%	0.0%	0.0%	0.08%	0.0%	0.19%	0.0%	0.09%	0.28%	0.17%	0.0%	0.0%	0.40%	0.0%	0.13%	0.10%	0.0%	0.25%	0.24%	0.0%	0.11%	0.0%	0.48%	0.36%	0.0%	0.33%	0.0%	0.0%	0.0%	0.26%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.20%	0.07%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.15%	0.07%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.07%	0.17%	0.10%	0.0%	0.0%	0.28%	0.08%	0.0%	0.10%	0.0%	0.61%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	846	8	13	16	19	23	17	16	12	9	23	20	13	27	11	10	7	18	6	14	9	2	12	7	14	2	4	6	14	11	4	15	10	16	25	1	2	3	5	4	10	2	21	20	24	4	6	12	25	13	10	15	0	36	1	5	16	19	16	7	12	1	10	11	5	23	15	17	19	2	8	11	2					
		1.35%	1.28%	1.37%	1.17%	1.44%	2.50%	1.44%	1.11%	1.19%	0.88%	2.29%	1.43%	1.14%	2.56%	1.07%	2.04%	0.84%	1.23%	0.60%	1.46%	1.12%	0.48%	2.34%	0.81%	1.73%	0.96%	1.45%	0.78%	2.33%	1.38%	1.45%	2.10%	1.34%	1.30%	1.64%	0.75%	3.27%	1.2%	1.65%	1.92%	1.6%	0.60%	1.45%	1.40%	1.72%	2.25%	1.51%	1.03%	2.01%	1.30%	1.50%	1.08%	0.0%	3.01%	0.96%	0.40%	1.40%	1.73%	1.13%	0.52%	1.73%	0.47%	0.75%	0.93%	0.26%	1.78%	1.65%	1.61%	1.58%	0.50%	0.84%	1.49%	0.61%					
30	"13. ""Демократическая партия России"""	144	3	5	1	5	2	2	5	2	0	1	1	4	4	3	2	4	3	13	2	0	0	0	1	3	0	0	0	2	1	1	2	2	3	2	1	0	1	0	1	1	2	2	4	4	1	1	2	0	0	2	7	2	1	0	2	1	2	3	4	2	0	2	2	1	2	0	1	3	2	1	3	2					
		0.22%	0.48%	0.52%	0.07%	0.37%	0.21%	0.17%	0.34%	0.19%	0.0%	0.09%	0.07%	0.35%	0.38%	0.29%	0.40%	0.48%	0.20%	1.31%	0.20%	0.0%	0.0%	0.0%	0.11%	0.37%	0.0%	0.0%	0.0%	0.33%	0.12%	0.36%	0.28%	0.26%	0.24%	0.13%	0.75%	0.0%	0.4%	0.0%	0.48%	0.16%	0.60%	0.13%	0.28%	0.28%	0.56%	0.25%	0.17%	0.0%	0.0%	0.30%	0.50%	1.62%	0.08%	0.0%	0.16%	0.08%	0.18%	0.21%	0.30%	0.28%	0.0%	0.15%	0.17%	0.05%	0.15%	0.0%	0.09%	0.24%	0.50%	0.10%	0.40%	0.61%					
31	"14. ""Великая Россия - Евразийский Союз"""	197	4	0	3	5	3	3	3	7	2	0	2	3	2	3	1	1	2	5	6	2	3	3	4	4	0	0	3	1	2	2	4	6	8	40	1	0	0	1	1	2	1	2	5	4	3	1	3	1	2	4	3	0	2	0	3	0	1	2	5	1	2	3	0	3	0	0	1	2	0	0	1	0					
		0.31%	0.64%	0.0%	0.22%	0.37%	0.32%	0.25%	0.20%	0.69%	0.19%	0.0%	0.14%	0.26%	0.19%	0.29%	0.20%	0.12%	0.13%	0.50%	0.62%	0.25%	0.72%	0.58%	0.46%	0.49%	0.0%	0.0%	0.39%	0.16%	0.25%	0.72%	0.56%	0.80%	0.65%	2.62%	0.75%	0.0%	0.0%	0.33%	0.48%	0.32%	0.30%	0.13%	0.35%	0.28%	1.69%	0.25%	0.25%	0.08%	0.20%	0.60%	0.21%	0.0%	0.16%	0.0%	0.24%	0.0%	0.09%	0.14%	0.37%	0.14%	0.95%	0.22%	0.0%	0.15%	0.0%	0.0%	0.09%	0.16%	0.0%	0.0%	0.13%	0.0%					
32	"15. ""Партия СЛОН"""	135	3	2	1	3	1	1	2	3	3	0	6	4	5	4	2	0	3	0	10	1	1	1	1	1	0	3	1	1	1	1	2	0	1	2	0	0	1	1	0	0	0	3	5	9	0	0	4	1	4	2	2	0	2	1	3	0	0	0	1	1	0	3	1	7	3	2	3	2	0	2	2	0					
		0.21%	0.48%	0.21%	0.07%	0.22%	0.10%	0.08%	0.13%	0.29%	0.29%	0.0%	0.42%	0.35%	0.47%	0.39%	0.40%	0.0%	0.20%	0.0%	1.04%	0.12%	0.24%	0.19%	0.11%	0.12%	0.0%	1.09%	0.13%	0.16%	0.12%	0.36%	0.28%	0.0%	0.08%	0.13%	0.0%	0.0%	0.4%	0.33%	0.0%	0.0%	0.0%	0.20%	0.35%	0.64%	0.0%	0.0%	0.34%	0.08%	0.40%	0.30%	0.14%	0.0%	0.16%	0.96%	0.24%	0.0%	0.0%	0.0%	0.07%	0.14%	0.0%	0.22%	0.08%	0.36%	0.23%	0.22%	0.28%	0.16%	0.0%	0.21%	0.27%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	10267	62	178	218	216	143	167	235	181	172	214	204	192	174	129	75	111	194	146	62	147	71	93	192	147	36	44	102	86	179	54	97	98	218	292	21	13	55	56	38	127	40	344	311	316	31	73	214	198	156	94	215	18	159	12	208	177	183	269	217	124	30	300	258	27	280	131	151	222	31	122	94	23					
		16.39%	9.93%	18.81%	16.07%	16.40%	15.56%	14.21%	16.31%	17.99%	16.89%	21.31%	14.59%	16.96%	16.55%	12.65%	15.30%	13.32%	13.30%	14.73%	6.49%	18.42%	17.10%	18.19%	22.45%	18.19%	17.30%	16.05%	13.33%	14.33%	22.57%	19.70%	13.58%	13.13%	17.75%	19.16%	15.78%	21.31%	22.0%	18.54%	18.26%	20.32%	12.12%	23.78%	21.80%	22.65%	17.51%	18.43%	18.49%	15.96%	15.64%	14.13%	15.54%	14.63%	13.32%	11.53%	16.97%	15.52%	16.71%	19.03%	16.29%	17.89%	14.35%	22.62%	21.93%	1.41%	21.70%	14.47%	14.31%	18.46%	7.78%	12.81%	12.80%	7.03%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	111	3	1	1	2	0	1	4	2	3	1	5	1	2	4	1	1	2	1	0	1	0	1	1	1	2	0	3	0	6	0	2	3	1	4	0	0	1	0	1	2	2	0	1	1	0	2	1	1	1	0	4	0	2	1	1	1	0	2	0	1	2	0	1	5	1	1	2	2	2	3	4	3					
		0.17%	0.48%	0.10%	0.07%	0.15%	0.0%	0.08%	0.27%	0.19%	0.29%	0.09%	0.35%	0.08%	0.19%	0.39%	0.20%	0.12%	0.13%	0.10%	0.0%	0.12%	0.0%	0.19%	0.11%	0.12%	0.96%	0.0%	0.39%	0.0%	0.75%	0.0%	0.28%	0.40%	0.08%	0.26%	0.0%	0.0%	0.4%	0.0%	0.48%	0.32%	0.60%	0.0%	0.07%	0.07%	0.0%	0.50%	0.08%	0.08%	0.10%	0.0%	0.28%	0.0%	0.16%	0.96%	0.08%	0.08%	0.0%	0.14%	0.0%	0.14%	0.95%	0.0%	0.08%	0.26%	0.07%	0.11%	0.18%	0.16%	0.50%	0.31%	0.54%	0.91%					
35	"18. ""ЛДПР"""	5368	58	72	92	96	85	103	124	70	96	80	113	103	73	90	41	66	135	81	77	51	32	42	59	70	20	24	88	65	54	20	76	69	119	135	17	6	23	36	17	65	40	104	151	144	10	18	101	102	82	55	142	11	130	7	100	94	113	110	113	47	14	88	79	128	112	68	105	71	62	124	72	28					
