Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Оленегорская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	1	0	1	0	2	0	3	0	3	1	0	2	0	0	0	0	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	261	10	9	2	16	23	21	25	16	21	13	20	17	12	21	0	0	3	19	13					
		1.62%	1.16%	0.89%	2.53%	1.34%	2.04%	2.00%	2.56%	1.48%	1.62%	1.20%	2.34%	1.95%	1.26%	2.02%	0.00%	0.00%	1.64%	1.18%	1.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	142	9	8	0	11	12	8	9	8	7	7	10	5	11	6	0	0	5	18	8					
		0.88%	1.04%	0.79%	0.00%	0.92%	1.07%	0.76%	0.92%	0.74%	0.54%	0.65%	1.17%	0.57%	1.15%	0.58%	0.00%	0.00%	2.73%	1.11%	1.07%					
20	3.Политическая партия «Демократическая партия России»	15	1	2	0	0	1	0	2	1	1	1	1	1	0	2	0	0	0	1	1					
		0.09%	0.12%	0.20%	0.00%	0.00%	0.09%	0.00%	0.21%	0.09%	0.08%	0.09%	0.12%	0.11%	0.00%	0.19%	0.00%	0.00%	0.00%	0.06%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1540	108	94	6	130	110	118	129	108	112	113	112	95	87	120	0	10	3	48	37					
		9.56%	12.51%	9.25%	7.59%	10.91%	9.77%	11.24%	13.23%	10.01%	8.66%	10.44%	13.13%	10.89%	9.11%	11.56%	0.00%	12.99%	1.64%	2.97%	4.97%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	76	5	4	1	12	8	4	4	6	2	5	10	6	4	2	0	0	0	2	1					
		0.47%	0.58%	0.39%	1.27%	1.01%	0.71%	0.38%	0.41%	0.56%	0.15%	0.46%	1.17%	0.69%	0.42%	0.19%	0.00%	0.00%	0.00%	0.12%	0.13%					
23	6.Политическая партия «Партия социальной справедливости»	44	2	3	0	3	4	3	1	1	5	5	0	1	5	5	0	0	1	2	3					
		0.27%	0.23%	0.30%	0.00%	0.25%	0.36%	0.29%	0.10%	0.09%	0.39%	0.46%	0.00%	0.11%	0.52%	0.48%	0.00%	0.00%	0.55%	0.12%	0.40%					
24	7.Политическая партия «Либерально-демократическая партия России»	1679	89	108	4	131	120	123	92	113	119	99	81	99	144	134	2	13	27	108	73					
		10.42%	10.31%	10.63%	5.06%	10.99%	10.66%	11.71%	9.44%	10.47%	9.20%	9.15%	9.50%	11.35%	15.08%	12.91%	11.76%	16.88%	14.75%	6.68%	9.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1786	99	148	14	143	148	117	122	153	175	154	121	123	67	78	2	3	7	80	32					
		11.08%	11.47%	14.57%	17.72%	11.99%	13.14%	11.14%	12.51%	14.18%	13.53%	14.23%	14.19%	14.11%	7.02%	7.51%	11.76%	3.90%	3.83%	4.95%	4.30%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	158	8	10	2	10	9	13	8	13	17	13	7	8	16	5	0	0	0	12	7					
		0.98%	0.93%	0.98%	2.53%	0.84%	0.80%	1.24%	0.82%	1.20%	1.31%	1.20%	0.82%	0.92%	1.68%	0.48%	0.00%	0.00%	0.00%	0.74%	0.94%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9993	516	602	50	708	676	613	554	630	796	646	468	497	590	647	13	50	134	1259	544					
		62.02%	59.79%	59.25%	63.29%	59.40%	60.04%	58.38%	56.82%	58.39%	61.56%	59.70%	54.87%	56.99%	61.78%	62.33%	76.47%	64.94%	73.22%	77.86%	73.02%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	198	8	21	0	19	9	19	17	20	21	10	15	14	6	5	0	1	1	7	5					
		1.23%	0.93%	2.07%	0.00%	1.59%	0.80%	1.81%	1.74%	1.85%	1.62%	0.92%	1.76%	1.61%	0.63%	0.48%	0.00%	1.30%	0.55%	0.43%	0.67%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
