Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Чебоксарская-38																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1752	УИК №1753	УИК №1754	УИК №1755									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	142	0	1	1	8	20	10	2	4	3	7	0	0	2	3	1	2	8	2	2	0	5	2	4	9	4	5	8	0	5	2	13	3	6									
14	Число погашенных неиспользованных открепительных удостоверений	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	65	2	1	0	0	0	0	0	3	3	0	5	7	2	0	2	0	4	1	0	0	2	1	6	6	0	1	5	0	3	1	4	3	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	121	4	0	4	5	3	3	2	2	3	5	2	3	2	0	6	0	15	3	1	2	2	1	3	2	10	3	5	2	6	2	7	3	10									
		0.91%	1.53%	0.00%	0.85%	1.97%	1.04%	0.63%	0.62%	0.39%	1.03%	0.95%	0.67%	0.66%	0.71%	0.00%	1.83%	0.00%	1.52%	0.52%	0.44%	0.70%	0.79%	0.47%	0.55%	0.58%	1.43%	0.72%	0.72%	0.77%	1.69%	0.53%	1.38%	0.80%	1.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	315	7	12	10	4	56	10	6	8	6	10	3	8	8	1	8	2	19	11	3	5	3	6	10	10	17	7	24	5	9	1	5	6	15									
		2.37%	2.68%	3.31%	2.13%	1.57%	19.38%	2.09%	1.87%	1.55%	2.06%	1.89%	1.01%	1.75%	2.84%	0.84%	2.44%	1.20%	1.93%	1.91%	1.33%	1.75%	1.18%	2.80%	1.83%	2.92%	2.44%	1.68%	3.44%	1.92%	2.54%	0.27%	0.98%	1.60%	1.93%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	316	3	15	9	6	9	20	3	17	12	11	5	1	7	2	6	5	26	14	0	4	5	5	24	8	16	7	11	8	7	8	11	13	18									
		2.37%	1.15%	4.13%	1.91%	2.36%	3.11%	4.18%	0.93%	3.29%	4.12%	2.08%	1.68%	0.22%	2.48%	1.68%	1.83%	2.99%	2.63%	2.43%	0.00%	1.40%	1.97%	2.34%	4.40%	2.33%	2.30%	1.68%	1.58%	3.08%	1.97%	2.13%	2.16%	3.47%	2.31%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7004	164	169	259	126	116	231	191	265	152	296	198	319	157	57	149	63	438	280	129	174	161	106	248	185	400	221	353	156	166	235	207	239	394									
		52.59%	62.84%	46.56%	55.11%	49.61%	40.14%	48.33%	59.50%	51.36%	52.23%	55.95%	66.67%	69.65%	55.67%	47.90%	45.43%	37.72%	44.38%	48.70%	57.08%	60.84%	63.39%	49.53%	45.42%	53.94%	57.39%	53.13%	50.65%	60.00%	46.76%	62.67%	40.67%	63.73%	50.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	83	0	2	6	3	1	3	0	2	2	3	1	0	4	0	9	0	8	6	0	2	1	2	2	2	3	2	5	0	2	1	4	2	5									
		0.62%	0.00%	0.55%	1.28%	1.18%	0.35%	0.63%	0.00%	0.39%	0.69%	0.57%	0.34%	0.00%	1.42%	0.00%	2.74%	0.00%	0.81%	1.04%	0.00%	0.70%	0.39%	0.93%	0.37%	0.58%	0.43%	0.48%	0.72%	0.00%	0.56%	0.27%	0.79%	0.53%	0.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	58	0	2	4	3	8	1	0	0	2	1	2	0	2	1	0	0	2	1	0	2	0	2	5	1	1	2	2	1	1	0	3	4	5									
		0.44%	0.00%	0.55%	0.85%	1.18%	2.77%	0.21%	0.00%	0.00%	0.69%	0.19%	0.67%	0.00%	0.71%	0.84%	0.00%	0.00%	0.20%	0.17%	0.00%	0.70%	0.00%	0.93%	0.92%	0.29%	0.14%	0.48%	0.29%	0.38%	0.28%	0.00%	0.59%	1.07%	0.64%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1461	23	57	67	40	34	68	32	37	33	57	18	37	22	11	25	16	90	66	23	26	15	20	69	26	82	51	72	27	48	57	76	33	103									
		10.97%	8.81%	15.70%	14.26%	15.75%	11.76%	14.23%	9.97%	7.17%	11.34%	10.78%	6.06%	8.08%	7.80%	9.24%	7.62%	9.58%	9.12%	11.48%	10.18%	9.09%	5.91%	9.35%	12.64%	7.58%	11.76%	12.26%	10.33%	10.38%	13.52%	15.20%	14.93%	8.80%	13.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	1	2	1	2	2	6	0	0	1	2	3	1	1	1	5	1	5	1	5	2	1	2	1	1	0	2	2	3	5	2	1	3	7									
		0.54%	0.38%	0.55%	0.21%	0.79%	0.69%	1.26%	0.00%	0.00%	0.34%	0.38%	1.01%	0.22%	0.35%	0.84%	1.52%	0.60%	0.51%	0.17%	2.21%	0.70%	0.39%	0.93%	0.18%	0.29%	0.00%	0.48%	0.29%	1.15%	1.41%	0.53%	0.20%	0.80%	0.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	99	3	1	3	3	4	4	3	2	1	3	3	5	3	1	2	3	5	4	2	1	0	3	1	3	2	0	4	1	8	0	7	3	11									
		0.74%	1.15%	0.28%	0.64%	1.18%	1.38%	0.84%	0.93%	0.39%	0.34%	0.57%	1.01%	1.09%	1.06%	0.84%	0.61%	1.80%	0.51%	0.70%	0.88%	0.35%	0.00%	1.40%	0.18%	0.87%	0.29%	0.00%	0.57%	0.38%	2.25%	0.00%	1.38%	0.80%	1.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	0	0	2	0	1	2	0	1	2	2	1	3	2	0	1	2	2	1	0	0	0	1	0	1	3	2	3	2	1	0	0	1	1									
		0.28%	0.00%	0.00%	0.43%	0.00%	0.35%	0.42%	0.00%	0.19%	0.69%	0.38%	0.34%	0.66%	0.71%	0.00%	0.30%	1.20%	0.20%	0.17%	0.00%	0.00%	0.00%	0.47%	0.00%	0.29%	0.43%	0.48%	0.43%	0.77%	0.28%	0.00%	0.00%	0.27%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	3	2	4	3	5	3	1	5	4	3	0	0	0	1	1	0	5	2	0	1	0	2	3	3	2	4	4	0	3	1	6	1	6									
		0.59%	1.15%	0.55%	0.85%	1.18%	1.73%	0.63%	0.31%	0.97%	1.37%	0.57%	0.00%	0.00%	0.00%	0.84%	0.30%	0.00%	0.51%	0.35%	0.00%	0.35%	0.00%	0.93%	0.55%	0.87%	0.29%	0.96%	0.57%	0.00%	0.85%	0.27%	1.18%	0.27%	0.77%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1965	30	62	60	32	12	60	27	81	41	66	32	32	44	22	76	54	175	91	28	37	29	38	105	54	99	70	131	19	50	36	112	47	113									
		14.76%	11.49%	17.08%	12.77%	12.60%	4.15%	12.55%	8.41%	15.70%	14.09%	12.48%	10.77%	6.99%	15.60%	18.49%	23.17%	32.34%	17.73%	15.83%	12.39%	12.94%	11.42%	17.76%	19.23%	15.74%	14.20%	16.83%	18.79%	7.31%	14.08%	9.60%	22.00%	12.53%	14.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	99	0	5	1	0	1	1	3	3	4	5	1	3	1	0	0	0	10	6	5	3	3	2	3	3	5	2	9	0	2	0	10	3	5									
		0.74%	0.00%	1.38%	0.21%	0.00%	0.35%	0.21%	0.93%	0.58%	1.37%	0.95%	0.34%	0.66%	0.35%	0.00%	0.00%	0.00%	1.01%	1.04%	2.21%	1.05%	1.18%	0.93%	0.55%	0.87%	0.72%	0.48%	1.29%	0.00%	0.56%	0.00%	1.96%	0.80%	0.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1108	8	22	26	18	29	42	37	65	18	56	25	33	17	8	20	7	134	69	23	21	20	14	50	24	37	32	61	27	30	20	39	14	62									
		8.32%	3.07%	6.06%	5.53%	7.09%	10.03%	8.79%	11.53%	12.60%	6.19%	10.59%	8.42%	7.21%	6.03%	6.72%	6.10%	4.19%	13.58%	12.00%	10.18%	7.34%	7.87%	6.54%	9.16%	6.99%	5.31%	7.69%	8.75%	10.38%	8.45%	5.33%	7.66%	3.73%	7.96%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
