Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																							
Дата голосования: 18.09.2016																																																																							
																																																																							
Наименование Избирательной комиссии:    Луховицкая																																																																							
																																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																																							
																																																																							
		Сумма	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	307	9	1	6	16	12	8	13	7	1	7	14	8	4	4	6	11	10	12	10	8	9	4	2	1	1	4	3	2	1	3	0	5	3	5	5	3	3	6	4	1	2	2	3	4	4	4	4	6	5	1	0	4	5	3	8	6	1	0	6	7									
		1.44%	1.69%	0.78%	1.59%	2.09%	2.17%	1.64%	3.24%	1.67%	0.51%	1.25%	2.68%	1.77%	0.86%	0.87%	1.17%	2.24%	2.12%	2.16%	1.73%	1.69%	1.91%	0.73%	0.83%	0.44%	0.44%	1.76%	1.23%	0.99%	0.47%	1.41%	0.00%	1.43%	1.24%	1.14%	2.02%	0.93%	0.56%	1.97%	1.04%	0.34%	0.63%	1.18%	1.44%	1.54%	1.23%	1.53%	1.42%	2.26%	3.01%	0.85%	0.00%	1.56%	1.92%	2.42%	1.15%	0.87%	0.33%	0.00%	1.46%	1.94%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	491	9	10	18	15	8	16	7	10	3	16	11	10	9	12	13	12	15	8	11	9	13	10	5	5	6	5	2	3	8	4	7	5	4	19	5	6	6	4	6	5	15	9	5	5	4	2	9	7	5	4	2	3	8	4	13	19	7	2	10	8									
		2.30%	1.69%	7.75%	4.76%	1.96%	1.45%	3.27%	1.75%	2.39%	1.52%	2.85%	2.10%	2.21%	1.94%	2.60%	2.52%	2.44%	3.18%	1.44%	1.91%	1.90%	2.77%	1.83%	2.07%	2.19%	2.64%	2.20%	0.82%	1.49%	3.79%	1.88%	3.30%	1.43%	1.65%	4.35%	2.02%	1.86%	1.11%	1.31%	1.56%	1.69%	4.70%	5.29%	2.39%	1.92%	1.23%	0.76%	3.19%	2.63%	3.01%	3.42%	1.39%	1.17%	3.07%	3.23%	1.87%	2.76%	2.30%	1.19%	2.43%	2.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	522	10	2	10	10	20	15	13	11	9	18	7	15	8	9	16	20	22	15	17	12	4	21	6	5	3	5	5	4	7	4	4	6	2	11	2	4	9	9	9	6	7	4	5	12	3	7	5	6	7	3	0	8	3	5	18	11	5	5	13	10									
		2.45%	1.87%	1.55%	2.65%	1.31%	3.62%	3.07%	3.24%	2.63%	4.55%	3.20%	1.34%	3.32%	1.73%	1.95%	3.11%	4.07%	4.66%	2.70%	2.95%	2.53%	0.85%	3.84%	2.49%	2.19%	1.32%	2.20%	2.05%	1.98%	3.32%	1.88%	1.89%	1.71%	0.83%	2.52%	0.81%	1.24%	1.67%	2.95%	2.34%	2.03%	2.19%	2.35%	2.39%	4.62%	0.93%	2.67%	1.77%	2.26%	4.22%	2.56%	0.00%	3.13%	1.15%	4.03%	2.59%	1.60%	1.64%	2.98%	3.16%	2.77%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9528	216	64	129	376	227	201	149	176	72	212	190	160	195	164	156	195	174	177	242	176	205	213	103	115	116	95	116	94	96	94	97	202	123	190	111	133	316	177	224	196	166	87	85	137	173	115	128	133	85	71	78	124	129	54	327	331	161	97	206	174									
		44.64%	40.45%	49.61%	34.13%	49.15%	41.12%	41.10%	37.16%	42.11%	36.36%	37.72%	36.33%	35.40%	42.12%	35.50%	30.29%	39.71%	36.86%	31.83%	41.94%	37.13%	43.62%	38.94%	42.74%	50.44%	51.10%	41.85%	47.54%	46.53%	45.50%	44.13%	45.75%	57.71%	50.83%	43.48%	44.76%	41.30%	58.52%	58.03%	58.33%	66.22%	52.04%	51.18%	40.67%	52.69%	53.40%	43.89%	45.39%	50.00%	51.20%	60.68%	54.17%	48.44%	49.43%	43.55%	47.05%	48.04%	52.96%	57.74%	50.12%	48.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	214	4	0	3	21	1	5	3	2	1	11	5	4	5	5	11	8	7	6	6	4	7	5	6	0	0	1	5	5	3	1	0	4	5	4	0	0	2	3	5	2	2	1	2	2	2	4	3	0	3	0	0	2	2	0	9	4	0	0	2	6									
		1.00%	0.75%	0.00%	0.79%	2.75%	0.18%	1.02%	0.75%	0.48%	0.51%	1.96%	0.96%	0.88%	1.08%	1.08%	2.14%	1.63%	1.48%	1.08%	1.04%	0.84%	1.49%	0.91%	2.49%	0.00%	0.00%	0.44%	2.05%	2.48%	1.42%	0.47%	0.00%	1.14%	2.07%	0.92%	0.00%	0.00%	0.37%	0.98%	1.30%	0.68%	0.63%	0.59%	0.96%	0.77%	0.62%	1.53%	1.06%	0.00%	1.81%	0.00%	0.00%	0.78%	0.77%	0.00%	1.29%	0.58%	0.00%	0.00%	0.49%	1.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	43	2	0	0	1	0	0	1	1	0	1	1	1	0	1	0	2	1	0	3	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	3	0	0	1	1	2	0	0	0	0	2	1	1	3	0	1	0	0	2	0	2	0	0	1	0									
		0.20%	0.37%	0.00%	0.00%	0.13%	0.00%	0.00%	0.25%	0.24%	0.00%	0.18%	0.19%	0.22%	0.00%	0.22%	0.00%	0.41%	0.21%	0.00%	0.52%	0.21%	0.21%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.50%	0.00%	0.00%	0.47%	0.29%	0.00%	0.23%	0.40%	0.93%	0.00%	0.00%	0.26%	0.34%	0.63%	0.00%	0.00%	0.00%	0.00%	0.76%	0.35%	0.38%	1.81%	0.00%	0.69%	0.00%	0.00%	1.61%	0.00%	0.29%	0.00%	0.00%	0.24%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3648	103	26	61	124	74	84	84	68	46	93	80	97	64	72	79	77	78	90	82	89	72	90	32	26	37	41	41	32	33	34	45	60	50	88	61	84	83	41	56	55	52	29	36	38	57	58	50	43	30	15	21	61	37	23	140	136	66	16	55	53									
		17.09%	19.29%	20.16%	16.14%	16.21%	13.41%	17.18%	20.95%	16.27%	23.23%	16.55%	15.30%	21.46%	13.82%	15.58%	15.34%	15.68%	16.53%	16.19%	14.21%	18.78%	15.32%	16.45%	13.28%	11.40%	16.30%	18.06%	16.80%	15.84%	15.64%	15.96%	21.23%	17.14%	20.66%	20.14%	24.60%	26.09%	15.37%	13.44%	14.58%	18.58%	16.30%	17.06%	17.22%	14.62%	17.59%	22.14%	17.73%	16.17%	18.07%	12.82%	14.58%	23.83%	14.18%	18.55%	20.14%	19.74%	21.71%	9.52%	13.38%	14.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	136	4	0	3	3	2	3	1	5	0	3	0	7	0	3	5	1	1	11	3	2	5	9	1	4	1	3	1	1	3	2	3	4	0	6	1	0	0	1	1	1	1	0	2	2	0	0	3	4	0	0	0	2	0	0	10	6	1	0	1	0									
		0.64%	0.75%	0.00%	0.79%	0.39%	0.36%	0.61%	0.25%	1.20%	0.00%	0.53%	0.00%	1.55%	0.00%	0.65%	0.97%	0.20%	0.21%	1.98%	0.52%	0.42%	1.06%	1.65%	0.41%	1.75%	0.44%	1.32%	0.41%	0.50%	1.42%	0.94%	1.42%	1.14%	0.00%	1.37%	0.40%	0.00%	0.00%	0.33%	0.26%	0.34%	0.31%	0.00%	0.96%	0.77%	0.00%	0.00%	1.06%	1.50%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	1.44%	0.87%	0.33%	0.00%	0.24%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	210	9	1	6	7	14	6	3	5	2	7	7	3	5	9	9	1	2	8	7	9	3	8	1	2	0	1	0	1	1	3	2	4	2	5	1	1	6	1	5	1	3	1	2	0	0	4	4	1	1	1	0	1	2	2	6	2	3	1	5	3									
		0.98%	1.69%	0.78%	1.59%	0.92%	2.54%	1.23%	0.75%	1.20%	1.01%	1.25%	1.34%	0.66%	1.08%	1.95%	1.75%	0.20%	0.42%	1.44%	1.21%	1.90%	0.64%	1.46%	0.41%	0.88%	0.00%	0.44%	0.00%	0.50%	0.47%	1.41%	0.94%	1.14%	0.83%	1.14%	0.40%	0.31%	1.11%	0.33%	1.30%	0.34%	0.94%	0.59%	0.96%	0.00%	0.00%	1.53%	1.42%	0.38%	0.60%	0.85%	0.00%	0.39%	0.77%	1.61%	0.86%	0.29%	0.99%	0.60%	1.22%	0.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	1	0	1	0	1	1	1	0	0	0	0	2	0	1	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0									
		0.13%	0.19%	0.00%	0.26%	0.00%	0.18%	0.20%	0.25%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.22%	0.19%	0.20%	0.00%	0.36%	0.00%	0.00%	0.21%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.69%	0.00%	0.00%	0.19%	0.33%	0.26%	0.34%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.33%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	317	10	1	7	17	12	7	5	7	6	11	8	12	6	16	13	9	8	12	9	12	5	8	1	5	7	2	2	6	4	6	3	5	1	1	4	1	2	2	2	1	2	2	6	1	5	2	3	0	1	1	3	1	4	0	6	6	2	4	5	7									
		1.49%	1.87%	0.78%	1.85%	2.22%	2.17%	1.43%	1.25%	1.67%	3.03%	1.96%	1.53%	2.65%	1.30%	3.46%	2.52%	1.83%	1.69%	2.16%	1.56%	2.53%	1.06%	1.46%	0.41%	2.19%	3.08%	0.88%	0.82%	2.97%	1.90%	2.82%	1.42%	1.43%	0.41%	0.23%	1.61%	0.31%	0.37%	0.66%	0.52%	0.34%	0.63%	1.18%	2.87%	0.38%	1.54%	0.76%	1.06%	0.00%	0.60%	0.85%	2.08%	0.39%	1.53%	0.00%	0.86%	0.87%	0.66%	2.38%	1.22%	1.94%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3647	84	14	90	90	109	79	71	85	39	116	107	76	112	99	131	90	83	109	112	85	84	111	65	49	33	43	55	36	34	34	34	32	37	70	40	52	66	47	47	5	44	22	39	37	43	42	53	53	18	15	27	40	34	22	101	113	34	24	71	60									
		17.09%	15.73%	10.85%	23.81%	11.76%	19.75%	16.16%	17.71%	20.33%	19.70%	20.64%	20.46%	16.81%	24.19%	21.43%	25.44%	18.33%	17.58%	19.60%	19.41%	17.93%	17.87%	20.29%	26.97%	21.49%	14.54%	18.94%	22.54%	17.82%	16.11%	15.96%	16.04%	9.14%	15.29%	16.02%	16.13%	16.15%	12.22%	15.41%	12.24%	1.69%	13.79%	12.94%	18.66%	14.23%	13.27%	16.03%	18.79%	19.92%	10.84%	12.82%	18.75%	15.63%	13.03%	17.74%	14.53%	16.40%	11.18%	14.29%	17.27%	16.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	136	2	1	4	8	7	0	6	2	1	3	4	2	0	2	2	2	3	6	5	6	4	4	2	3	1	3	1	1	3	2	1	1	1	4	1	2	3	0	1	4	1	1	2	1	0	0	1	1	1	2	0	0	0	1	8	3	2	3	0	1									
		0.64%	0.37%	0.78%	1.06%	1.05%	1.27%	0.00%	1.50%	0.48%	0.51%	0.53%	0.76%	0.44%	0.00%	0.43%	0.39%	0.41%	0.64%	1.08%	0.87%	1.27%	0.85%	0.73%	0.83%	1.32%	0.44%	1.32%	0.41%	0.50%	1.42%	0.94%	0.47%	0.29%	0.41%	0.92%	0.40%	0.62%	0.56%	0.00%	0.26%	1.35%	0.31%	0.59%	0.96%	0.38%	0.00%	0.00%	0.35%	0.38%	0.60%	1.71%	0.00%	0.00%	0.00%	0.81%	1.15%	0.44%	0.66%	1.79%	0.00%	0.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1306	56	6	16	45	52	45	23	30	10	47	63	42	41	49	51	45	49	73	50	45	42	47	7	4	9	14	5	9	11	11	4	13	8	10	8	19	17	3	10	8	10	6	18	7	17	14	6	4	2	2	6	10	23	2	26	22	7	6	13	8									
		6.12%	10.49%	4.65%	4.23%	5.88%	9.42%	9.20%	5.74%	7.18%	5.05%	8.36%	12.05%	9.29%	8.86%	10.61%	9.90%	9.16%	10.38%	13.13%	8.67%	9.49%	8.94%	8.59%	2.90%	1.75%	3.96%	6.17%	2.05%	4.46%	5.21%	5.16%	1.89%	3.71%	3.31%	2.29%	3.23%	5.90%	3.15%	0.98%	2.60%	2.70%	3.13%	3.53%	8.61%	2.69%	5.25%	5.34%	2.13%	1.50%	1.20%	1.71%	4.17%	3.91%	8.81%	1.61%	3.74%	3.19%	2.30%	3.57%	3.16%	2.22%									
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
