Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    район Южное Бутово																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3027	80	80	80	40	60	40	40	40	40	60	50	40	60	40	40	80	40	40	60	40	65	40	60	60	60	60	45	80	50	70	70	70	60	40	40	40	47	40	65	40	60	40	40	80	60	70	60	60	80	60	40	60	60	45	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2516	46	58	53	36	46	33	28	34	38	57	40	27	54	37	40	69	36	40	57	40	61	38	46	56	49	60	45	67	50	70	54	43	43	33	38	40	47	38	65	32	46	29	25	58	53	67	39	30	50	48	38	55	41	42	51					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1751	44	27	18	21	25	27	40	15	53	35	30	50	34	22	16	27	90	38	40	28	33	17	16	76	25	36	22	30	22	10	41	16	73	16	21	60	12	19	14	29	13	19	32	30	21	66	39	16	12	27	20	50	44	25	69					
14	Число погашенных неиспользованных открепительных удостоверений	511	34	22	27	4	14	7	12	6	2	3	10	13	6	3	0	11	4	0	3	0	4	2	14	4	11	0	0	13	0	0	16	27	17	7	2	0	0	2	0	8	14	11	15	22	7	3	21	30	30	12	2	5	19	3	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	168	4	3	3	3	4	3	0	2	8	3	6	8	3	3	8	3	3	5	0	1	1	5	3	1	5	8	3	2	0	2	1	1	3	2	2	7	1	1	0	3	1	3	4	5	6	5	2	0	1	4	2	3	2	2	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8444	144	132	118	147	114	62	69	123	189	242	182	205	113	65	110	117	197	180	124	173	286	249	201	71	211	162	128	195	149	136	167	219	183	181	149	149	94	135	89	139	167	157	105	132	129	246	138	172	155	119	143	215	199	160	108					
		12.90%	14.36%	11.83%	10.93%	13.02%	9.97%	13.30%	14.62%	16.76%	16.55%	20.44%	13.69%	18.21%	11.88%	6.58%	11.06%	9.06%	11.71%	16.20%	8.69%	15.11%	16.74%	17.07%	14.75%	4.90%	18.48%	14.61%	9.67%	11.42%	11.61%	11.67%	11.25%	16.99%	15.12%	19.59%	17.37%	16.30%	5.85%	17.33%	7.82%	11.33%	11.09%	13.60%	10.54%	7.96%	8.07%	15.48%	16.16%	17.53%	17.65%	8.74%	13.50%	16.30%	15.32%	11.90%	9.03%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7518	198	152	149	148	151	96	91	100	159	175	160	144	117	78	117	113	63	154	112	179	213	166	169	55	138	165	93	199	122	102	210	155	145	156	136	128	106	141	222	129	104	131	81	72	122	180	147	143	136	109	129	126	191	122	119					
		11.49%	19.74%	13.62%	13.80%	13.11%	13.21%	20.60%	19.28%	13.62%	13.92%	14.78%	12.04%	12.79%	12.30%	7.89%	11.76%	8.75%	3.75%	13.86%	7.85%	15.63%	12.47%	11.38%	12.40%	3.79%	12.08%	14.88%	7.02%	11.65%	9.51%	8.76%	14.15%	12.02%	11.98%	16.88%	15.85%	14.00%	6.60%	18.10%	19.51%	10.51%	6.91%	11.35%	8.13%	4.34%	7.63%	11.33%	17.21%	14.58%	15.49%	8.00%	12.18%	9.55%	14.70%	9.07%	9.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1011	25	20	26	21	12	11	6	26	12	36	18	17	15	10	11	19	15	22	19	25	35	21	19	3	17	27	12	22	18	10	27	31	12	21	14	15	7	17	12	12	21	22	10	27	17	30	22	27	19	23	19	19	18	8	11					
		1.54%	2.49%	1.79%	2.41%	1.86%	1.05%	2.36%	1.27%	3.54%	1.05%	3.04%	1.35%	1.51%	1.58%	1.01%	1.11%	1.47%	0.89%	1.98%	1.33%	2.18%	2.05%	1.44%	1.39%	0.21%	1.49%	2.43%	0.91%	1.29%	1.40%	0.86%	1.82%	2.40%	0.99%	2.27%	1.63%	1.64%	0.44%	2.18%	1.05%	0.98%	1.39%	1.91%	1.00%	1.63%	1.06%	1.89%	2.58%	2.75%	2.16%	1.69%	1.79%	1.44%	1.39%	0.59%	0.92%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11974	244	297	231	277	227	104	105	207	220	285	228	244	126	92	158	179	99	336	231	278	375	337	269	154	277	324	116	258	235	176	260	292	146	231	204	244	117	225	114	190	242	215	185	163	155	468	226	258	214	123	218	122	297	181	195					
		18.30%	24.33%	26.61%	21.39%	24.53%	19.86%	22.32%	22.25%	28.20%	19.26%	24.07%	17.16%	21.67%	13.25%	9.31%	15.88%	13.85%	5.89%	30.24%	16.19%	24.28%	21.96%	23.10%	19.74%	10.62%	24.26%	29.22%	8.76%	15.11%	18.32%	15.11%	17.52%	22.65%	12.07%	25.00%	23.78%	26.70%	7.29%	28.88%	10.02%	15.48%	16.07%	18.63%	18.57%	9.83%	9.70%	29.45%	26.46%	26.30%	24.37%	9.03%	20.59%	9.25%	22.86%	13.46%	16.30%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5493	66	78	80	80	77	29	38	68	76	130	106	111	58	54	65	72	85	154	113	136	157	248	169	75	102	140	88	187	119	94	154	184	72	127	92	119	28	65	64	84	35	86	70	54	90	118	99	129	89	102	108	146	134	52	137					
		8.39%	6.58%	6.99%	7.41%	7.09%	6.74%	6.22%	8.05%	9.26%	6.65%	10.98%	7.98%	9.86%	6.10%	5.47%	6.53%	5.57%	5.05%	13.86%	7.92%	11.88%	9.19%	16.99%	12.40%	5.17%	8.93%	12.62%	6.65%	10.95%	9.28%	8.07%	10.38%	14.27%	5.95%	13.74%	10.72%	13.02%	1.74%	8.34%	5.62%	6.85%	2.32%	7.45%	7.03%	3.26%	5.63%	7.43%	11.59%	13.15%	10.14%	7.49%	10.20%	11.07%	10.32%	3.87%	11.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29548	300	406	442	436	521	153	149	188	446	284	610	368	507	672	516	775	1202	238	804	320	610	404	502	1086	362	249	861	800	616	631	636	372	625	188	237	227	1236	180	627	646	911	523	535	1178	1049	517	206	226	229	822	423	669	433	797	598					
		45.15%	29.91%	36.38%	40.93%	38.62%	45.58%	32.83%	31.57%	25.61%	39.05%	23.99%	45.90%	32.68%	53.31%	68.02%	51.86%	59.98%	71.46%	21.42%	56.34%	27.95%	35.71%	27.69%	36.83%	74.90%	31.70%	22.45%	65.03%	46.84%	48.01%	54.16%	42.86%	28.86%	51.65%	20.35%	27.62%	24.84%	76.96%	23.11%	55.10%	52.65%	60.49%	45.32%	53.71%	71.05%	65.64%	32.54%	24.12%	23.04%	26.08%	60.35%	39.94%	50.72%	33.33%	59.26%	50.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	527	2	10	10	8	16	2	6	5	14	10	6	15	4	5	4	9	8	19	5	13	14	12	11	4	14	16	6	17	7	9	17	17	11	8	10	8	12	3	5	8	10	4	10	12	19	20	6	8	11	11	6	8	7	8	7					
		0.81%	0.20%	0.90%	0.93%	0.71%	1.40%	0.43%	1.27%	0.68%	1.23%	0.84%	0.45%	1.33%	0.42%	0.51%	0.40%	0.70%	0.48%	1.71%	0.35%	1.14%	0.82%	0.82%	0.81%	0.28%	1.23%	1.44%	0.45%	0.99%	0.55%	0.77%	1.15%	1.32%	0.91%	0.87%	1.17%	0.88%	0.75%	0.39%	0.44%	0.65%	0.66%	0.35%	1.00%	0.72%	1.19%	1.26%	0.70%	0.82%	1.25%	0.81%	0.57%	0.61%	0.54%	0.59%	0.59%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
