Выборы Президента Российской Федерации																																																													
																																																													
Наименование Избирательной комиссии:    Узловская																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365					
11	Число полученных открепительных  удостоверений	972	33	20	35	20	33	35	25	35	25	30	30	30	30	30	35	25	30	30	20	20	20	10	15	20	25	10	35	25	25	25	25	10	10	5	5	5	10	5	10	10	5	5	10	5	7	10	23	16	5	10	0	0	0	0					
12	Число выданных открепительных удостоверений	765	33	17	24	18	31	28	23	31	21	14	27	25	23	20	31	23	16	27	12	13	15	5	7	20	25	10	35	19	16	14	22	10	10	4	2	3	7	5	4	5	0	5	1	5	5	6	23	15	3	7	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	620	8	9	6	12	12	13	16	11	10	2	13	4	6	4	2	9	5	11	8	9	10	3	5	10	4	9	3	4	4	7	8	7	6	1	1	2	7	5	6	2	2	5	5	3	10	3	8	6	7	3	107	30	78	79					
14	Число неиспользованных открепительных удостоверений	207	0	3	11	2	2	7	2	4	4	16	3	5	7	10	4	2	14	3	8	7	5	5	8	0	0	0	0	6	9	11	3	0	0	1	3	2	3	0	6	5	5	0	9	0	2	4	0	1	2	3	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	14	2	0	0	1	0	1	0	1	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																													
18	. Глазьев Сергей Юрьевич	1716	75	41	78	82	42	84	36	74	63	55	54	85	86	61	47	49	70	33	27	34	46	7	20	50	37	13	23	40	36	68	59	14	2	1	0	1	14	1	10	8	1	12	5	4	3	7	22	9	7	6	5	2	3	4					
		4.83%	5.54%	4.66%	5.76%	6.52%	3.62%	6.08%	3.68%	5.62%	6.31%	6.22%	5.56%	6.77%	7.28%	5.95%	5.25%	4.58%	6.47%	4.15%	4.12%	4.66%	5.25%	4.52%	4.07%	5.80%	3.55%	2.49%	2.34%	4.48%	5.10%	7.20%	4.77%	3.30%	1.04%	0.60%	0.00%	0.67%	4.00%	0.57%	3.19%	2.37%	0.47%	5.97%	2.96%	1.96%	1.40%	1.51%	3.04%	2.30%	3.00%	2.16%	4.59%	6.67%	3.85%	4.76%					
19	. Малышкин Олег Александрович	785	31	12	25	28	19	20	7	18	23	17	15	20	27	12	8	24	24	22	20	20	29	5	13	17	28	14	29	18	18	33	32	25	3	18	1	4	4	2	9	8	5	5	6	3	10	14	9	15	6	6	1	0	3	0					
		2.21%	2.29%	1.37%	1.85%	2.23%	1.64%	1.45%	0.72%	1.37%	2.30%	1.92%	1.54%	1.59%	2.29%	1.17%	0.89%	2.24%	2.22%	2.77%	3.05%	2.74%	3.31%	3.23%	2.65%	1.97%	2.69%	2.68%	2.96%	2.02%	2.55%	3.49%	2.59%	5.90%	1.56%	10.78%	0.85%	2.68%	1.14%	1.15%	2.88%	2.37%	2.33%	2.49%	3.55%	1.47%	4.65%	3.02%	1.24%	3.83%	2.58%	2.16%	0.92%	0.00%	3.85%	0.00%					
20	. Миронов Сергей Михайлович	244	3	6	5	7	5	6	5	8	3	11	8	15	11	10	11	6	3	5	0	5	8	1	3	7	17	8	10	7	4	9	9	6	1	0	0	0	4	0	0	1	1	0	1	1	3	2	2	2	1	0	0	1	0	2					
		0.69%	0.22%	0.68%	0.37%	0.56%	0.43%	0.43%	0.51%	0.61%	0.30%	1.24%	0.82%	1.19%	0.93%	0.97%	1.23%	0.56%	0.28%	0.63%	0.00%	0.69%	0.91%	0.65%	0.61%	0.81%	1.63%	1.53%	1.02%	0.78%	0.57%	0.95%	0.73%	1.42%	0.52%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.30%	0.47%	0.00%	0.59%	0.49%	1.40%	0.43%	0.28%	0.51%	0.43%	0.00%	0.00%	3.33%	0.00%	2.38%					
21	. Путин Владимир Владимирович	22597	849	596	816	793	767	864	670	775	568	512	588	701	722	633	584	621	638	546	392	482	563	93	324	522	697	321	618	557	445	564	779	283	134	109	92	100	237	143	199	254	182	131	115	122	147	339	549	283	164	200	81	22	48	63					
		63.56%	62.70%	67.80%	60.22%	63.04%	66.12%	62.56%	68.51%	58.89%	56.91%	57.92%	60.56%	55.81%	61.13%	61.70%	65.18%	57.98%	58.96%	68.68%	59.76%	66.12%	64.27%	60.00%	65.99%	60.56%	66.89%	61.49%	63.00%	62.37%	63.03%	59.68%	63.03%	66.75%	69.79%	65.27%	78.63%	67.11%	67.71%	82.18%	63.58%	75.15%	84.65%	65.17%	68.05%	59.80%	68.37%	73.22%	75.83%	72.19%	70.39%	71.94%	74.31%	73.33%	61.54%	75.00%					
22	. Хакамада Ирина Муцуовна	984	53	29	41	34	42	36	30	45	27	25	32	35	22	44	18	40	49	34	24	19	22	2	12	27	25	12	27	15	15	23	39	15	3	1	0	3	9	1	8	1	0	3	1	5	3	4	10	8	2	2	3	0	2	2					
		2.77%	3.91%	3.30%	3.03%	2.70%	3.62%	2.61%	3.07%	3.42%	2.71%	2.83%	3.30%	2.79%	1.86%	4.29%	2.01%	3.73%	4.53%	4.28%	3.66%	2.61%	2.51%	1.29%	2.44%	3.13%	2.40%	2.30%	2.75%	1.68%	2.12%	2.43%	3.16%	3.54%	1.56%	0.60%	0.00%	2.01%	2.57%	0.57%	2.56%	0.30%	0.00%	1.49%	0.59%	2.45%	1.40%	0.86%	1.38%	2.04%	0.86%	0.72%	2.75%	0.00%	2.56%	2.38%					
23	. Харитонов Николай Михайлович	7474	268	150	336	247	228	293	178	320	262	216	212	329	244	210	185	267	241	108	169	134	157	34	99	199	191	119	211	219	149	214	255	59	45	34	17	35	76	23	74	59	26	44	34	60	44	87	103	68	47	56	14	5	12	8					
		21.02%	19.79%	17.06%	24.80%	19.63%	19.66%	21.22%	18.20%	24.32%	26.25%	24.43%	21.83%	26.19%	20.66%	20.47%	20.65%	24.93%	22.27%	13.58%	25.76%	18.38%	17.92%	21.94%	20.16%	23.09%	18.33%	22.80%	21.51%	24.52%	21.10%	22.65%	20.63%	13.92%	23.44%	20.36%	14.53%	23.49%	21.71%	13.22%	23.64%	17.46%	12.09%	21.89%	20.12%	29.41%	20.47%	18.79%	14.23%	17.35%	20.17%	20.14%	12.84%	16.67%	15.38%	9.52%					
																																																													
24	Против всех	1496	66	41	48	59	49	70	45	66	45	42	59	61	62	48	38	52	51	46	19	28	41	12	14	34	39	26	45	32	33	27	48	15	3	3	7	5	4	3	13	7	0	4	5	9	3	7	26	6	6	5	4	0	10	5					
		4.21%	4.87%	4.66%	3.54%	4.69%	4.22%	5.07%	4.60%	5.02%	4.51%	4.75%	6.08%	4.86%	5.25%	4.68%	4.24%	4.86%	4.71%	5.79%	2.90%	3.84%	4.68%	7.74%	2.85%	3.94%	3.74%	4.98%	4.59%	3.58%	4.67%	2.86%	3.88%	3.54%	1.56%	1.80%	5.98%	3.36%	1.14%	1.72%	4.15%	2.07%	0.00%	1.99%	2.96%	4.41%	1.40%	1.51%	3.59%	1.53%	2.58%	1.80%	3.67%	0.00%	12.82%	5.95%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
