Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Харабалинская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	610	20	10	20	20	10	20	30	20	30	20	25	20	20	20	30	30	25	20	30	20	30	20	20	30	20	25	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	591	20	10	20	20	10	20	30	20	30	20	25	20	20	20	30	30	25	20	23	20	30	20	8	30	20	25	25									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	177	10	0	6	1	1	1	4	11	7	1	8	5	10	9	4	7	4	1	46	11	4	2	1	9	4	9	1									
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	12	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	0	0	0	2	1	2	6	0	4	3	4	0	3	2	4	6	0	0	1	0	1	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	88	1	1	6	6	3	3	4	2	3	0	3	6	6	6	7	0	5	3	6	4	7	0	1	3	0	0	2									
		0.88%	0.47%	0.58%	1.32%	1.31%	0.73%	0.93%	0.90%	0.60%	0.71%	0.00%	1.16%	1.73%	1.17%	1.75%	1.53%	0.00%	0.83%	2.24%	0.91%	0.72%	1.55%	0.00%	0.95%	0.51%	0.00%	0.00%	0.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	444	17	4	18	27	14	18	29	14	17	11	14	14	23	14	18	14	39	2	28	28	12	8	1	31	11	9	9									
		4.46%	7.98%	2.34%	3.96%	5.90%	3.40%	5.57%	6.55%	4.23%	4.01%	3.70%	5.41%	4.05%	4.49%	4.09%	3.92%	3.57%	6.47%	1.49%	4.27%	5.04%	2.65%	4.49%	0.95%	5.25%	5.09%	2.60%	3.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	169	1	2	12	11	9	7	4	6	20	3	0	4	13	9	6	8	8	0	6	8	7	7	0	8	1	5	4									
		1.70%	0.47%	1.17%	2.64%	2.40%	2.18%	2.17%	0.90%	1.81%	4.72%	1.01%	0.00%	1.16%	2.54%	2.63%	1.31%	2.04%	1.33%	0.00%	0.91%	1.44%	1.55%	3.93%	0.00%	1.36%	0.46%	1.45%	1.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4458	76	115	182	163	163	113	177	116	153	109	131	166	213	109	198	153	254	99	304	214	315	112	45	272	81	212	213									
		44.76%	35.68%	67.25%	40.00%	35.59%	39.56%	34.98%	39.95%	35.05%	36.08%	36.70%	50.58%	47.98%	41.60%	31.87%	43.14%	39.03%	42.12%	73.88%	46.34%	38.49%	69.54%	62.92%	42.86%	46.10%	37.50%	61.27%	74.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	0	0	2	0	1	1	1	1	0	2	0	1	1	1	1	1	5	0	17	4	1	0	0	2	2	0	0									
		0.44%	0.00%	0.00%	0.44%	0.00%	0.24%	0.31%	0.23%	0.30%	0.00%	0.67%	0.00%	0.29%	0.20%	0.29%	0.22%	0.26%	0.83%	0.00%	2.59%	0.72%	0.22%	0.00%	0.00%	0.34%	0.93%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	1	0	2	0	1	0	0	1	1	0	1	0	0	3	2	1	1	2	1	0	0	1	0	0	0									
		0.18%	0.00%	0.00%	0.22%	0.00%	0.49%	0.00%	0.23%	0.00%	0.00%	0.34%	0.39%	0.00%	0.20%	0.00%	0.00%	0.77%	0.33%	0.75%	0.15%	0.36%	0.22%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1528	37	9	73	83	63	55	51	75	62	53	38	51	98	54	81	69	61	20	182	72	58	35	16	47	13	45	27									
		15.34%	17.37%	5.26%	16.04%	18.12%	15.29%	17.03%	11.51%	22.66%	14.62%	17.85%	14.67%	14.74%	19.14%	15.79%	17.65%	17.60%	10.12%	14.93%	27.74%	12.95%	12.80%	19.66%	15.24%	7.97%	6.02%	13.01%	9.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	0	0	0	0	0	0	2	1	2	2	2	0	2	0	1	1	2	0	4	6	0	0	0	2	1	0	0									
		0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.30%	0.47%	0.67%	0.77%	0.00%	0.39%	0.00%	0.22%	0.26%	0.33%	0.00%	0.61%	1.08%	0.00%	0.00%	0.00%	0.34%	0.46%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	90	1	0	5	5	2	6	16	3	9	0	2	6	9	3	7	3	2	0	0	2	2	0	0	0	6	0	1									
		0.90%	0.47%	0.00%	1.10%	1.09%	0.49%	1.86%	3.61%	0.91%	2.12%	0.00%	0.77%	1.73%	1.76%	0.88%	1.53%	0.77%	0.33%	0.00%	0.00%	0.36%	0.44%	0.00%	0.00%	0.00%	2.78%	0.00%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	2	0	0	0	0	1	1	0	1	0	1	0	0	1	2	2	1	0	1	1	0	0	0	3	1	0	0									
		0.18%	0.94%	0.00%	0.00%	0.00%	0.00%	0.31%	0.23%	0.00%	0.24%	0.00%	0.39%	0.00%	0.00%	0.29%	0.44%	0.51%	0.17%	0.00%	0.15%	0.18%	0.00%	0.00%	0.00%	0.51%	0.46%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	8	0	3	0	1	0	4	0	6	2	3	4	1	4	4	1	4	1	0	3	2	0	0	7	2	5	0									
		0.65%	3.76%	0.00%	0.66%	0.00%	0.24%	0.00%	0.90%	0.00%	1.42%	0.67%	1.16%	1.16%	0.20%	1.17%	0.87%	0.26%	0.66%	0.75%	0.00%	0.54%	0.44%	0.00%	0.00%	1.19%	0.93%	1.45%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1819	47	37	95	111	106	75	101	60	83	69	47	54	87	91	85	87	133	6	70	113	27	10	21	101	37	54	12									
		18.26%	22.07%	21.64%	20.88%	24.24%	25.73%	23.22%	22.80%	18.13%	19.58%	23.23%	18.15%	15.61%	16.99%	26.61%	18.52%	22.19%	22.06%	4.48%	10.67%	20.32%	5.96%	5.62%	20.00%	17.12%	17.13%	15.61%	4.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	1	1	4	1	4	1	0	0	3	1	2	1	3	2	3	0	0	0	4	3	2	0	0	1	2	1	1									
		0.41%	0.47%	0.58%	0.88%	0.22%	0.97%	0.31%	0.00%	0.00%	0.71%	0.34%	0.77%	0.29%	0.59%	0.58%	0.65%	0.00%	0.00%	0.00%	0.61%	0.54%	0.44%	0.00%	0.00%	0.17%	0.93%	0.29%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	824	13	2	40	38	28	32	39	42	49	32	13	30	38	32	34	33	52	2	13	64	11	6	15	87	50	12	17									
		8.27%	6.10%	1.17%	8.79%	8.30%	6.80%	9.91%	8.80%	12.69%	11.56%	10.77%	5.02%	8.67%	7.42%	9.36%	7.41%	8.42%	8.62%	1.49%	1.98%	11.51%	2.43%	3.37%	14.29%	14.75%	23.15%	3.47%	5.94%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
