Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Каменская 																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	67	11	14	6	2	0	3	6	11	3	2	2	2	2	3					
		1.35%	1.37%	1.88%	4.37%	0.85%	0.0%	1.01%	1.53%	2.21%	2.36%	0.41%	0.60%	0.82%	0.74%	3.22%					
22	"5. ""За Русь Святую"""	28	2	1	1	0	0	3	3	4	1	2	3	5	2	1					
		0.56%	0.25%	0.13%	0.72%	0.0%	0.0%	1.01%	0.76%	0.80%	0.78%	0.41%	0.90%	2.07%	0.74%	1.07%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	3	3	0	0	1	1	0	1	0	2	0	0	1	0					
		0.24%	0.37%	0.40%	0.0%	0.0%	0.35%	0.33%	0.0%	0.20%	0.0%	0.41%	0.0%	0.0%	0.37%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	4	5	1	2	1	0	1	0	1	3	1	4	1	1					
		0.50%	0.5%	0.67%	0.72%	0.85%	0.35%	0.0%	0.25%	0.0%	0.78%	0.61%	0.30%	1.65%	0.37%	1.07%					
25	"8. ""Народно-республиканская партия России"""	16	1	0	1	0	2	2	1	3	1	1	1	1	2	0					
		0.32%	0.12%	0.0%	0.72%	0.0%	0.70%	0.67%	0.25%	0.60%	0.78%	0.20%	0.30%	0.41%	0.74%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	4	1	0	0	0	0	0	1	0	1	1	0	1	0					
		0.18%	0.5%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.20%	0.30%	0.0%	0.37%	0.0%					
27	"10. ""Аграрная партия России"""	471	71	46	7	49	19	33	39	56	10	33	45	27	22	14					
		9.55%	8.87%	6.20%	5.10%	20.85%	6.69%	11.11%	9.94%	11.29%	7.87%	6.81%	13.55%	11.20%	8.14%	15.05%					
28	"11. ""Истинные патриоты России"""	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.13%	0.72%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	117	22	21	4	7	5	7	5	16	3	7	8	5	3	4					
		2.37%	2.75%	2.83%	2.91%	2.97%	1.76%	2.35%	1.27%	3.22%	2.36%	1.44%	2.40%	2.07%	1.11%	4.30%					
30	"13. ""Демократическая партия России"""	18	5	1	3	1	0	0	0	3	2	0	1	1	0	1					
		0.36%	0.62%	0.13%	2.18%	0.42%	0.0%	0.0%	0.0%	0.60%	1.57%	0.0%	0.30%	0.41%	0.0%	1.07%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	1	2	0	0	1	2	0	2	1	0	0	1	0	0					
		0.20%	0.12%	0.26%	0.0%	0.0%	0.35%	0.67%	0.0%	0.40%	0.78%	0.0%	0.0%	0.41%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	1	2	2	0	0	0	2	0	0	0	0	1	0	1					
		0.18%	0.12%	0.26%	1.45%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	1.07%					
33	"16. ""Родина"" (народно-патриотический союз)"""	301	66	39	8	11	22	56	11	33	7	28	8	4	5	3					
		6.10%	8.25%	5.26%	5.83%	4.68%	7.74%	18.85%	2.80%	6.65%	5.51%	5.78%	2.40%	1.65%	1.85%	3.22%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	3	1	4	2	0	0	0	2	2	1	2	0	3	1					
		0.42%	0.37%	0.13%	2.91%	0.85%	0.0%	0.0%	0.0%	0.40%	1.57%	0.20%	0.60%	0.0%	1.11%	1.07%					
35	"18. ""ЛДПР"""	611	102	94	11	19	21	33	59	57	9	53	48	38	49	18					
		12.39%	12.75%	12.68%	8.02%	8.08%	7.39%	11.11%	15.05%	11.49%	7.08%	10.95%	14.45%	15.76%	18.14%	19.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	123	22	17	7	10	2	8	14	14	2	5	9	5	5	3					
		2.49%	2.75%	2.29%	5.10%	4.25%	0.70%	2.69%	3.57%	2.82%	1.57%	1.03%	2.71%	2.07%	1.85%	3.22%					
37	"20. ""Политическая партия ""Единая Россия"""	1458	232	278	30	39	65	62	124	177	67	116	91	77	74	26					
		29.58%	29.0%	37.51%	21.89%	16.59%	22.88%	20.87%	31.63%	35.68%	52.75%	23.96%	27.40%	31.95%	27.40%	27.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	0	1	0	0	1	0	4	0	0	1	0	0	1	0					
		0.16%	0.0%	0.13%	0.0%	0.0%	0.35%	0.0%	1.02%	0.0%	0.0%	0.20%	0.0%	0.0%	0.37%	0.0%					
39	"22. ""Развитие предпринимательства"""	9	3	0	1	0	1	1	1	0	0	0	0	0	2	0					
		0.18%	0.37%	0.0%	0.72%	0.0%	0.35%	0.33%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1022	138	122	21	64	113	50	68	76	5	180	71	44	62	8					
		20.73%	17.25%	16.46%	15.32%	27.23%	39.78%	16.83%	17.34%	15.32%	3.93%	37.19%	21.38%	18.25%	22.96%	8.60%					
																					
41	Против всех	208	52	41	9	16	10	4	16	10	2	14	16	5	10	3					
		4.21%	6.5%	5.53%	6.56%	6.80%	3.52%	1.34%	4.08%	2.01%	1.57%	2.89%	4.81%	2.07%	3.70%	3.22%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
