Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Камышловская 																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	405	20	10	10	20	20	13	20	10	3	10	15	16	10	24	10	10	20	6	20	20	15	40	40	23									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	126	6	2	3	2	1	0	7	3	0	2	15	13	0	6	1	2	8	6	7	3	2	14	23	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	110	5	2	5	3	5	0	3	1	0	3	0	1	8	1	1	44	2	1	2	2	4	9	8	0									
14	Число погашенных неиспользованных открепительных удостоверений	279	14	8	7	18	19	13	13	7	3	8	0	3	10	18	9	8	12	0	13	17	13	26	17	23									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	5	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	129	3	1	0	6	3	0	3	0	1	3	2	8	2	12	2	5	5	4	2	3	3	23	17	21									
		1.11%	0.96%	0.53%	0.00%	1.31%	1.38%	0.00%	0.50%	0.00%	1.69%	1.15%	0.85%	2.48%	1.05%	1.56%	2.35%	2.65%	1.13%	4.88%	0.71%	0.99%	1.42%	1.26%	0.90%	1.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	348	12	1	10	26	8	12	26	5	2	15	5	13	6	23	3	5	11	3	11	12	21	45	35	38									
		2.99%	3.86%	0.53%	5.68%	5.69%	3.67%	5.26%	4.35%	1.78%	3.39%	5.75%	2.14%	4.02%	3.14%	2.98%	3.53%	2.65%	2.49%	3.66%	3.90%	3.97%	9.91%	2.47%	1.86%	1.87%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	202	5	3	3	7	8	5	16	2	1	6	3	10	6	25	3	2	7	3	7	9	2	18	35	16									
		1.74%	1.61%	1.60%	1.70%	1.53%	3.67%	2.19%	2.68%	0.71%	1.69%	2.30%	1.28%	3.10%	3.14%	3.24%	3.53%	1.06%	1.58%	3.66%	2.48%	2.98%	0.94%	0.99%	1.86%	0.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6551	148	106	82	189	101	124	300	165	35	110	124	141	104	318	44	104	223	39	151	131	87	1187	1180	1358									
		56.39%	47.59%	56.68%	46.59%	41.36%	46.33%	54.39%	50.17%	58.72%	59.32%	42.15%	52.99%	43.65%	54.45%	41.25%	51.76%	55.03%	50.45%	47.56%	53.55%	43.38%	41.04%	65.18%	62.77%	66.99%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	102	0	0	0	1	1	1	5	1	0	6	5	3	2	6	1	1	11	0	1	0	1	17	20	19									
		0.88%	0.00%	0.00%	0.00%	0.22%	0.46%	0.44%	0.84%	0.36%	0.00%	2.30%	2.14%	0.93%	1.05%	0.78%	1.18%	0.53%	2.49%	0.00%	0.35%	0.00%	0.47%	0.93%	1.06%	0.94%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	0	1	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1	1	4	6	8									
		0.24%	0.00%	0.53%	0.57%	0.22%	0.46%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.22%	0.00%	0.33%	0.47%	0.22%	0.32%	0.39%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2084	68	33	29	67	45	40	91	57	5	41	50	78	35	122	19	27	80	18	42	76	31	301	375	354									
		17.94%	21.86%	17.65%	16.48%	14.66%	20.64%	17.54%	15.22%	20.28%	8.47%	15.71%	21.37%	24.15%	18.32%	15.82%	22.35%	14.29%	18.10%	21.95%	14.89%	25.17%	14.62%	16.53%	19.95%	17.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	1	1	2	1	1	0	3	0	0	0	1	1	0	4	0	2	2	0	1	0	0	6	9	4									
		0.34%	0.32%	0.53%	1.14%	0.22%	0.46%	0.00%	0.50%	0.00%	0.00%	0.00%	0.43%	0.31%	0.00%	0.52%	0.00%	1.06%	0.45%	0.00%	0.35%	0.00%	0.00%	0.33%	0.48%	0.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	3	0	0	3	0	1	6	0	0	1	2	1	1	3	0	2	1	0	1	3	0	13	4	2									
		0.40%	0.96%	0.00%	0.00%	0.66%	0.00%	0.44%	1.00%	0.00%	0.00%	0.38%	0.85%	0.31%	0.52%	0.39%	0.00%	1.06%	0.23%	0.00%	0.35%	0.99%	0.00%	0.71%	0.21%	0.10%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	3									
		0.09%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.05%	0.16%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	83	2	0	1	3	1	0	5	0	0	1	0	1	1	10	0	7	4	0	1	0	0	15	10	21									
		0.71%	0.64%	0.00%	0.57%	0.66%	0.46%	0.00%	0.84%	0.00%	0.00%	0.38%	0.00%	0.31%	0.52%	1.30%	0.00%	3.70%	0.90%	0.00%	0.35%	0.00%	0.00%	0.82%	0.53%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1124	35	28	37	95	25	33	80	35	13	51	20	41	13	147	8	10	49	11	50	46	48	93	86	70									
		9.68%	11.25%	14.97%	21.02%	20.79%	11.47%	14.47%	13.38%	12.46%	22.03%	19.54%	8.55%	12.69%	6.81%	19.07%	9.41%	5.29%	11.09%	13.41%	17.73%	15.23%	22.64%	5.11%	4.57%	3.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	2	2	0	3	1	0	2	0	0	3	1	2	0	5	0	1	4	0	1	1	1	7	11	9									
		0.48%	0.64%	1.07%	0.00%	0.66%	0.46%	0.00%	0.33%	0.00%	0.00%	1.15%	0.43%	0.62%	0.00%	0.65%	0.00%	0.53%	0.90%	0.00%	0.35%	0.33%	0.47%	0.38%	0.59%	0.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	492	22	8	6	44	11	8	45	11	0	19	9	10	12	83	4	15	34	1	7	5	15	49	41	33									
		4.24%	7.07%	4.28%	3.41%	9.63%	5.05%	3.51%	7.53%	3.91%	0.00%	7.28%	3.85%	3.10%	6.28%	10.77%	4.71%	7.94%	7.69%	1.22%	2.48%	1.66%	7.08%	2.69%	2.18%	1.63%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
