Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Шипуновская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	0	3	1	1	0	0	1	1	3	5	0	2	1	0	0	2	3	1	3	0	2	3	0	0	3	0	4	2	0	3	3	0	2	5	2	7	12	4					
14	Число погашенных неиспользованных открепительных удостоверений	162	4	5	4	5	4	5	4	3	1	3	5	5	1	4	5	5	4	3	1	5	5	4	3	3	1	5	9	5	5	8	5	5	4	5	3	6	7	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	1066	32	18	8	68	15	6	25	26	32	34	17	5	47	24	20	8	18	38	29	11	35	1	51	29	9	50	78	37	16	36	2	50	24	33	11	56	51	16					
		6.18%	9.97%	3.57%	3.77%	12.30%	3.56%	4.23%	12.50%	8.87%	4.74%	8.72%	17.17%	5.49%	11.81%	12.00%	13.89%	4.00%	7.29%	6.19%	5.11%	6.40%	14.96%	0.85%	8.85%	9.54%	2.49%	9.49%	10.68%	6.11%	3.52%	5.64%	1.68%	11.66%	4.15%	2.30%	2.89%	4.30%	3.10%	4.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	51	1	3	0	5	2	0	0	0	1	1	0	0	1	0	0	0	0	1	2	1	0	0	1	0	0	0	2	1	1	0	0	2	4	1	0	8	11	2					
		0.30%	0.31%	0.60%	0.00%	0.90%	0.48%	0.00%	0.00%	0.00%	0.15%	0.26%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.16%	0.35%	0.58%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.27%	0.17%	0.22%	0.00%	0.00%	0.47%	0.69%	0.07%	0.00%	0.61%	0.67%	0.54%					
20	3.Политическая партия «Демократическая партия России»	15	1	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0					
		0.09%	0.31%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.30%	0.26%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.16%	0.18%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.08%	0.18%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3220	62	125	25	98	91	23	43	58	100	71	22	25	64	34	30	37	46	151	108	18	38	41	100	55	98	98	113	119	76	122	18	89	75	238	58	284	303	64					
		18.67%	19.31%	24.80%	11.79%	17.72%	21.62%	16.20%	21.50%	19.80%	14.81%	18.21%	22.22%	27.47%	16.08%	17.00%	20.83%	18.50%	18.62%	24.59%	19.01%	10.47%	16.24%	34.75%	17.36%	18.09%	27.15%	18.60%	15.48%	19.64%	16.70%	19.12%	15.13%	20.75%	12.95%	16.60%	15.22%	21.83%	18.43%	17.30%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	111	1	1	1	0	3	1	0	1	4	3	0	0	3	7	1	0	4	2	5	1	0	3	4	0	4	2	0	2	2	9	0	0	1	12	1	9	20	4					
		0.64%	0.31%	0.20%	0.47%	0.00%	0.71%	0.70%	0.00%	0.34%	0.59%	0.77%	0.00%	0.00%	0.75%	3.50%	0.69%	0.00%	1.62%	0.33%	0.88%	0.58%	0.00%	2.54%	0.69%	0.00%	1.11%	0.38%	0.00%	0.33%	0.44%	1.41%	0.00%	0.00%	0.17%	0.84%	0.26%	0.69%	1.22%	1.08%					
23	6.Политическая партия «Партия социальной справедливости»	24	1	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	1	2	2	0	1	1	0	0	0	0	1	3	0					
		0.14%	0.31%	0.00%	0.00%	0.00%	0.48%	0.70%	0.50%	0.34%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.53%	0.00%	0.43%	0.00%	0.00%	0.33%	0.00%	0.19%	0.27%	0.33%	0.00%	0.16%	0.84%	0.00%	0.00%	0.00%	0.00%	0.08%	0.18%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1753	47	49	16	34	53	17	16	18	75	38	13	15	40	27	16	29	40	49	35	26	10	3	56	21	34	51	125	51	51	28	8	49	55	180	40	125	166	47					
		10.16%	14.64%	9.72%	7.55%	6.15%	12.59%	11.97%	8.00%	6.14%	11.11%	9.74%	13.13%	16.48%	10.05%	13.50%	11.11%	14.50%	16.19%	7.98%	6.16%	15.12%	4.27%	2.54%	9.72%	6.91%	9.42%	9.68%	17.12%	8.42%	11.21%	4.39%	6.72%	11.42%	9.50%	12.55%	10.50%	9.61%	10.10%	12.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1181	9	32	41	17	32	12	6	17	48	37	9	2	24	0	5	15	16	46	37	7	5	6	41	24	22	20	37	43	22	42	18	35	92	111	22	91	120	18					
		6.85%	2.80%	6.35%	19.34%	3.07%	7.60%	8.45%	3.00%	5.80%	7.11%	9.49%	9.09%	2.20%	6.03%	0.00%	3.47%	7.50%	6.48%	7.49%	6.51%	4.07%	2.14%	5.08%	7.12%	7.89%	6.09%	3.80%	5.07%	7.10%	4.84%	6.58%	15.13%	8.16%	15.89%	7.74%	5.77%	6.99%	7.30%	4.86%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	80	2	4	0	2	0	2	0	1	6	2	0	0	3	0	0	1	0	5	2	1	2	2	6	2	1	4	3	1	1	0	0	2	3	7	0	7	7	1					
		0.46%	0.62%	0.79%	0.00%	0.36%	0.00%	1.41%	0.00%	0.34%	0.89%	0.51%	0.00%	0.00%	0.75%	0.00%	0.00%	0.50%	0.00%	0.81%	0.35%	0.58%	0.85%	1.69%	1.04%	0.66%	0.28%	0.76%	0.41%	0.17%	0.22%	0.00%	0.00%	0.47%	0.52%	0.49%	0.00%	0.54%	0.43%	0.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9519	160	270	120	319	210	75	107	170	401	201	37	41	212	102	71	109	118	310	337	106	141	62	308	167	190	297	366	345	283	389	69	199	319	836	246	697	916	213					
		55.18%	49.84%	53.57%	56.60%	57.69%	49.88%	52.82%	53.50%	58.02%	59.41%	51.54%	37.37%	45.05%	53.27%	51.00%	49.31%	54.50%	47.77%	50.49%	59.33%	61.63%	60.26%	52.54%	53.47%	54.93%	52.63%	56.36%	50.14%	56.93%	62.20%	60.97%	57.98%	46.39%	55.09%	58.30%	64.57%	53.57%	55.72%	57.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	67	1	0	0	6	1	1	0	0	3	0	0	0	1	5	0	0	3	3	0	0	0	0	0	0	0	1	2	2	2	3	0	0	2	5	1	9	15	1					
		0.39%	0.31%	0.00%	0.00%	1.08%	0.24%	0.70%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.25%	2.50%	0.00%	0.00%	1.21%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.27%	0.33%	0.44%	0.47%	0.00%	0.00%	0.35%	0.35%	0.26%	0.69%	0.91%	0.27%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
