Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Увинская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	643	10	15	25	13	15	18	10	30	25	10	15	10	18	10	13	30	27	20	6	10	8	40	15	30	27	5	5	10	3	15	15	15	8	2	10	20	5	25	10	15	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	536	5	8	19	13	15	18	10	30	25	9	12	2	17	9	13	23	27	20	6	10	4	37	13	26	22	4	4	6	1	11	12	15	6	0	5	20	5	21	7	5	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	236	6	4	10	10	2	2	5	7	3	4	0	3	11	4	0	3	7	3	1	1	0	1	28	4	6	2	2	5	1	9	8	8	1	20	10	9	2	11	6	8	9					
14	Число погашенных неиспользованных открепительных удостоверений	107	5	7	6	0	0	0	0	0	0	1	3	8	1	1	0	7	0	0	0	0	4	3	2	4	5	1	1	4	2	4	3	0	2	2	5	0	0	4	3	10	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1680	39	29	15	24	5	18	33	86	28	17	15	20	46	37	5	35	19	7	14	79	11	24	47	23	6	21	14	14	5	57	89	91	66	20	61	116	31	150	66	62	135					
		8.74%	6.55%	9.24%	4.87%	8.66%	2.87%	4.52%	7.01%	8.14%	5.98%	7.49%	6.64%	8.70%	9.85%	6.72%	3.27%	7.87%	6.40%	2.33%	8.54%	13.48%	8.15%	7.43%	7.50%	10.22%	10.00%	10.34%	9.03%	3.40%	4.50%	9.03%	7.09%	7.91%	11.13%	16.53%	11.73%	11.74%	9.69%	12.20%	11.89%	9.28%	10.99%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3606	68	30	36	39	11	61	72	165	106	40	54	36	86	81	36	55	45	31	26	104	35	45	147	38	11	47	32	74	12	136	244	243	163	24	85	206	88	230	134	142	288					
		18.76%	11.43%	9.55%	11.69%	14.08%	6.32%	15.33%	15.29%	15.63%	22.65%	17.62%	23.89%	15.65%	18.42%	14.70%	23.53%	12.36%	15.15%	10.33%	15.85%	17.75%	25.93%	13.93%	23.44%	16.89%	18.33%	23.15%	20.65%	17.96%	10.81%	21.55%	19.43%	21.13%	27.49%	19.83%	16.35%	20.85%	27.50%	18.70%	24.14%	21.26%	23.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	155	3	1	3	2	1	7	4	7	4	3	3	3	3	2	1	2	0	7	0	6	1	5	2	1	0	2	1	3	0	7	12	3	6	5	8	8	1	8	0	9	11					
		0.81%	0.50%	0.32%	0.97%	0.72%	0.57%	1.76%	0.85%	0.66%	0.85%	1.32%	1.33%	1.30%	0.64%	0.36%	0.65%	0.45%	0.00%	2.33%	0.00%	1.02%	0.74%	1.55%	0.32%	0.44%	0.00%	0.99%	0.65%	0.73%	0.00%	1.11%	0.96%	0.26%	1.01%	4.13%	1.54%	0.81%	0.31%	0.65%	0.00%	1.35%	0.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3333	88	49	58	52	63	51	92	196	87	67	53	35	63	122	19	72	50	30	15	103	37	41	104	40	5	28	18	41	13	127	231	182	80	21	105	169	57	285	58	106	220					
		17.34%	14.79%	15.61%	18.83%	18.77%	36.21%	12.81%	19.53%	18.56%	18.59%	29.52%	23.45%	15.22%	13.49%	22.14%	12.42%	16.18%	16.84%	10.00%	9.15%	17.58%	27.41%	12.69%	16.59%	17.78%	8.33%	13.79%	11.61%	9.95%	11.71%	20.13%	18.39%	15.83%	13.49%	17.36%	20.19%	17.11%	17.81%	23.17%	10.45%	15.87%	17.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	261	5	5	0	1	0	2	7	13	5	2	3	2	11	11	0	5	0	2	4	2	1	1	8	0	0	1	3	3	0	7	15	17	12	2	17	21	2	25	1	9	36					
		1.36%	0.84%	1.59%	0.00%	0.36%	0.00%	0.50%	1.49%	1.23%	1.07%	0.88%	1.33%	0.87%	2.36%	1.99%	0.00%	1.12%	0.00%	0.67%	2.44%	0.34%	0.74%	0.31%	1.28%	0.00%	0.00%	0.49%	1.94%	0.73%	0.00%	1.11%	1.19%	1.48%	2.02%	1.65%	3.27%	2.13%	0.63%	2.03%	0.18%	1.35%	2.93%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9858	387	196	195	158	92	253	254	568	230	92	92	130	251	289	92	267	181	221	101	283	50	204	312	118	33	101	85	276	79	284	637	595	256	47	237	452	136	502	286	331	505					
		51.30%	65.04%	62.42%	63.31%	57.04%	52.87%	63.57%	53.93%	53.79%	49.15%	40.53%	40.71%	56.52%	53.75%	52.45%	60.13%	60.00%	60.94%	73.67%	61.59%	48.29%	37.04%	63.16%	49.76%	52.44%	55.00%	49.75%	54.84%	66.99%	71.17%	45.01%	50.72%	51.74%	43.17%	38.84%	45.58%	45.75%	42.50%	40.81%	51.53%	49.55%	41.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	85	3	1	0	1	0	1	2	3	3	4	4	2	5	2	0	0	0	0	1	1	0	0	0	2	0	2	0	1	1	2	7	4	3	2	2	4	3	6	1	3	9					
		0.44%	0.50%	0.32%	0.00%	0.36%	0.00%	0.25%	0.42%	0.28%	0.64%	1.76%	1.77%	0.87%	1.07%	0.36%	0.00%	0.00%	0.00%	0.00%	0.61%	0.17%	0.00%	0.00%	0.00%	0.89%	0.00%	0.99%	0.00%	0.24%	0.90%	0.32%	0.56%	0.35%	0.51%	1.65%	0.38%	0.40%	0.94%	0.49%	0.18%	0.45%	0.73%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
