Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Пресненский район																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №3617									
		2.86%	1.61%	2.53%	1.97%	0.67%	2.18%	2.86%	3.34%	3.82%	2.06%	3.14%	2.79%	2.10%	4.97%	3.06%	1.77%	2.16%	1.61%	2.40%	3.40%	4.69%	3.78%	2.62%	4.11%	3.44%	3.81%	1.97%	4.59%	3.12%	3.57%	2.01%	3.17%	4.02%	4.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8602	242	249	270	598	202	245	248	203	404	434	256	207	200	218	261	223	184	214	258	198	178	217	264	299	263	237	246	259	298	355	373	288	11									
		32.30%	26.05%	26.29%	26.55%	57.01%	24.48%	28.06%	27.65%	29.81%	36.14%	34.92%	31.03%	28.95%	27.59%	26.65%	28.84%	28.30%	26.94%	34.29%	32.53%	26.51%	29.23%	31.59%	32.88%	33.15%	33.42%	35.96%	36.39%	33.64%	38.01%	39.58%	36.89%	35.08%	47.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	508	20	17	16	18	15	18	21	22	21	24	14	14	14	14	17	15	16	22	14	11	14	4	15	20	12	13	15	15	11	18	18	9	1									
		1.91%	2.15%	1.80%	1.57%	1.72%	1.82%	2.06%	2.34%	3.23%	1.88%	1.93%	1.70%	1.96%	1.93%	1.71%	1.88%	1.90%	2.34%	3.53%	1.77%	1.47%	2.30%	0.58%	1.87%	2.22%	1.52%	1.97%	2.22%	1.95%	1.40%	2.01%	1.78%	1.10%	4.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	104	4	5	6	4	3	5	3	2	2	8	6	3	3	1	4	5	4	0	2	2	1	3	5	1	3	3	4	2	2	7	0	1	0									
		0.39%	0.43%	0.53%	0.59%	0.38%	0.36%	0.57%	0.33%	0.29%	0.18%	0.64%	0.73%	0.42%	0.41%	0.12%	0.44%	0.63%	0.59%	0.00%	0.25%	0.27%	0.16%	0.44%	0.62%	0.11%	0.38%	0.46%	0.59%	0.26%	0.26%	0.78%	0.00%	0.12%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2917	62	72	72	127	61	67	73	59	85	129	69	64	91	87	81	74	69	57	117	89	76	95	92	112	110	91	92	110	81	138	167	145	3									
		10.95%	6.67%	7.60%	7.08%	12.11%	7.39%	7.67%	8.14%	8.66%	7.60%	10.38%	8.36%	8.95%	12.55%	10.64%	8.95%	9.39%	10.10%	9.13%	14.75%	11.91%	12.48%	13.83%	11.46%	12.42%	13.98%	13.81%	13.61%	14.29%	10.33%	15.38%	16.52%	17.66%	13.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	1024	38	28	57	10	48	34	29	28	47	38	30	16	26	47	27	38	37	32	29	39	25	45	45	29	42	16	19	29	23	15	40	17	1									
		3.85%	4.09%	2.96%	5.60%	0.95%	5.82%	3.89%	3.23%	4.11%	4.20%	3.06%	3.64%	2.24%	3.59%	5.75%	2.98%	4.82%	5.42%	5.13%	3.66%	5.22%	4.11%	6.55%	5.60%	3.22%	5.34%	2.43%	2.81%	3.77%	2.93%	1.67%	3.96%	2.07%	4.35%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1362	64	74	75	13	58	52	58	33	60	54	55	54	38	42	44	47	43	42	42	48	33	30	53	43	29	21	21	28	25	34	27	20	2									
		5.11%	6.89%	7.81%	7.37%	1.24%	7.03%	5.96%	6.47%	4.85%	5.37%	4.34%	6.67%	7.55%	5.24%	5.13%	4.86%	5.96%	6.30%	6.73%	5.30%	6.43%	5.42%	4.37%	6.60%	4.77%	3.68%	3.19%	3.11%	3.64%	3.19%	3.79%	2.67%	2.44%	8.70%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	65	3	1	3	5	0	2	3	0	1	5	5	2	2	3	4	2	2	1	3	2	1	2	2	1	1	0	0	2	2	2	1	2	0									
		0.24%	0.32%	0.11%	0.29%	0.48%	0.00%	0.23%	0.33%	0.00%	0.09%	0.40%	0.61%	0.28%	0.28%	0.37%	0.44%	0.25%	0.29%	0.16%	0.38%	0.27%	0.16%	0.29%	0.25%	0.11%	0.13%	0.00%	0.00%	0.26%	0.26%	0.22%	0.10%	0.24%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4050	257	240	215	22	196	195	170	124	180	154	163	122	121	148	179	133	136	94	105	119	104	90	123	96	73	76	49	83	71	73	80	59	0									
		15.21%	27.66%	25.34%	21.14%	2.10%	23.76%	22.34%	18.95%	18.21%	16.10%	12.39%	19.76%	17.06%	16.69%	18.09%	19.78%	16.88%	19.91%	15.06%	13.24%	15.93%	17.08%	13.10%	15.32%	10.64%	9.28%	11.53%	7.25%	10.78%	9.06%	8.14%	7.91%	7.19%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3805	109	143	156	109	134	137	145	105	154	201	101	117	97	111	149	128	94	84	114	104	70	98	82	129	124	87	105	124	119	122	136	116	1									
		14.29%	11.73%	15.10%	15.34%	10.39%	16.24%	15.69%	16.16%	15.42%	13.77%	16.17%	12.24%	16.36%	13.38%	13.57%	16.46%	16.24%	13.76%	13.46%	14.38%	13.92%	11.49%	14.26%	10.21%	14.30%	15.76%	13.20%	15.53%	16.10%	15.18%	13.60%	13.45%	14.13%	4.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	132	4	4	7	9	4	4	7	4	4	4	4	4	9	6	3	4	0	1	3	4	0	1	5	6	2	4	2	1	2	7	5	8	0									
		0.50%	0.43%	0.42%	0.69%	0.86%	0.48%	0.46%	0.78%	0.59%	0.36%	0.32%	0.48%	0.56%	1.24%	0.73%	0.33%	0.51%	0.00%	0.16%	0.38%	0.54%	0.00%	0.15%	0.62%	0.67%	0.25%	0.61%	0.30%	0.13%	0.26%	0.78%	0.49%	0.97%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1406	48	40	39	33	29	39	44	33	62	59	48	46	42	50	49	53	42	26	32	32	39	37	34	60	43	51	47	41	42	49	58	57	2									
		5.28%	5.17%	4.22%	3.83%	3.15%	3.52%	4.47%	4.91%	4.85%	5.55%	4.75%	5.82%	6.43%	5.79%	6.11%	5.41%	6.73%	6.15%	4.17%	4.04%	4.28%	6.40%	5.39%	4.23%	6.65%	5.46%	7.74%	6.95%	5.32%	5.36%	5.46%	5.74%	6.94%	8.70%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
