Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Артемовская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	127	5	1	2	13	1	4	1	8	3	5	13	10	1	9	4	3	4	3	5	5	0	4	6	2	4	0	0	3	0	0	0	0	0	2	4	1	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	96	9	0	2	4	2	2	1	5	0	3	3	1	5	7	1	4	1	1	2	1	2	6	2	0	3	0	0	2	0	0	0	2	2	2	17	2	0	1	1					
14	Число погашенных открепительных удостоверений	473	15	9	13	17	9	16	9	12	7	25	17	20	9	1	16	27	11	17	15	15	20	26	24	8	11	15	10	7	5	5	5	5	10	8	16	4	5	5	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	311	10	1	7	11	5	12	13	10	12	11	5	8	3	12	6	20	7	6	10	6	6	12	12	1	8	10	20	13	7	3	0	5	4	3	8	8	4	6	6					
		1.38%	1.12%	0.29%	1.13%	0.90%	1.27%	1.88%	4.67%	1.69%	2.54%	0.99%	0.45%	0.79%	1.19%	2.03%	0.93%	1.76%	1.15%	1.03%	1.34%	0.73%	1.01%	1.04%	1.07%	0.20%	1.60%	1.79%	3.60%	2.26%	2.74%	1.13%	0.0%	2.20%	1.13%	1.03%	1.19%	2.64%	3.25%	2.5%	3.46%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	772	25	15	22	67	14	28	10	34	31	53	34	59	5	24	26	43	18	17	28	22	11	32	40	9	7	19	12	22	1	3	1	4	4	7	13	3	0	6	3					
		3.43%	2.81%	4.45%	3.57%	5.53%	3.58%	4.39%	3.59%	5.77%	6.56%	4.77%	3.11%	5.87%	1.99%	4.06%	4.06%	3.78%	2.97%	2.93%	3.77%	2.69%	1.86%	2.78%	3.57%	1.88%	1.40%	3.40%	2.16%	3.83%	0.39%	1.13%	1.36%	1.76%	1.13%	2.41%	1.94%	0.99%	0.0%	2.5%	1.73%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	3040	195	85	74	201	45	97	36	82	43	132	151	121	56	89	136	159	74	90	70	75	89	129	128	55	59	76	93	60	17	34	1	17	55	36	87	46	3	21	23					
		13.52%	21.98%	25.22%	12.01%	16.59%	11.50%	15.22%	12.94%	13.92%	9.11%	11.89%	13.85%	12.05%	22.31%	15.08%	21.28%	13.99%	12.23%	15.51%	9.44%	9.20%	15.11%	11.22%	11.44%	11.50%	11.82%	13.62%	16.75%	10.47%	6.66%	12.83%	1.36%	7.48%	15.58%	12.41%	12.98%	15.23%	2.43%	8.75%	13.29%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1954	66	26	51	89	23	38	10	65	65	153	139	129	27	57	41	89	51	37	71	77	50	132	130	36	31	16	49	27	11	3	7	37	31	10	23	18	7	14	18					
		8.69%	7.44%	7.71%	8.27%	7.34%	5.88%	5.96%	3.59%	11.03%	13.77%	13.78%	12.75%	12.84%	10.75%	9.66%	6.41%	7.83%	8.42%	6.37%	9.58%	9.44%	8.48%	11.48%	11.62%	7.53%	6.21%	2.86%	8.82%	4.71%	4.31%	1.13%	9.58%	16.29%	8.78%	3.44%	3.43%	5.96%	5.69%	5.83%	10.40%					
22	"5. ""За Русь Святую"""	91	2	1	2	3	2	3	1	1	3	3	4	4	2	1	6	6	4	0	1	1	2	4	3	4	1	2	10	0	2	1	0	1	2	5	1	0	0	2	1					
		0.40%	0.22%	0.29%	0.32%	0.24%	0.51%	0.47%	0.35%	0.16%	0.63%	0.27%	0.36%	0.39%	0.79%	0.16%	0.93%	0.52%	0.66%	0.0%	0.13%	0.12%	0.33%	0.34%	0.26%	0.83%	0.20%	0.35%	1.80%	0.0%	0.78%	0.37%	0.0%	0.44%	0.56%	1.72%	0.14%	0.0%	0.0%	0.83%	0.57%					
23	"6. ""Объединенная Российская партия ""Русь"""	175	8	1	2	7	2	1	1	1	1	2	3	11	2	6	4	12	5	8	4	8	5	10	4	3	10	6	13	6	3	4	2	2	0	3	11	1	1	2	0					
		0.77%	0.90%	0.29%	0.32%	0.57%	0.51%	0.15%	0.35%	0.16%	0.21%	0.18%	0.27%	1.09%	0.79%	1.01%	0.62%	1.05%	0.82%	1.37%	0.53%	0.98%	0.84%	0.87%	0.35%	0.62%	2.00%	1.07%	2.34%	1.04%	1.17%	1.50%	2.73%	0.88%	0.0%	1.03%	1.64%	0.33%	0.81%	0.83%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	103	4	4	6	6	2	1	3	1	6	13	3	4	2	3	3	2	2	3	2	1	2	1	5	3	2	1	7	2	0	1	1	1	1	2	1	1	0	1	0					
		0.45%	0.45%	1.18%	0.97%	0.49%	0.51%	0.15%	1.07%	0.16%	1.27%	1.17%	0.27%	0.39%	0.79%	0.50%	0.46%	0.17%	0.33%	0.51%	0.26%	0.12%	0.33%	0.08%	0.44%	0.62%	0.40%	0.17%	1.26%	0.34%	0.0%	0.37%	1.36%	0.44%	0.28%	0.68%	0.14%	0.33%	0.0%	0.41%	0.0%					
25	"8. ""Народно-республиканская партия России"""	34	0	1	1	1	1	1	0	0	0	0	0	3	3	1	1	1	2	1	0	1	0	1	2	1	0	2	3	2	0	2	0	0	0	1	2	0	0	0	0					
		0.15%	0.0%	0.29%	0.16%	0.08%	0.25%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	1.19%	0.16%	0.15%	0.08%	0.33%	0.17%	0.0%	0.12%	0.0%	0.08%	0.17%	0.20%	0.0%	0.35%	0.54%	0.34%	0.0%	0.75%	0.0%	0.0%	0.0%	0.34%	0.29%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	59	4	2	1	1	0	1	0	0	0	3	1	3	1	2	3	1	3	3	4	2	2	4	0	2	0	1	6	0	3	0	0	1	0	0	4	0	0	0	1					
		0.26%	0.45%	0.59%	0.16%	0.08%	0.0%	0.15%	0.0%	0.0%	0.0%	0.27%	0.09%	0.29%	0.39%	0.33%	0.46%	0.08%	0.49%	0.51%	0.53%	0.24%	0.33%	0.34%	0.0%	0.41%	0.0%	0.17%	1.08%	0.0%	1.17%	0.0%	0.0%	0.44%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.57%					
27	"10. ""Аграрная партия России"""	639	22	3	16	41	8	17	7	17	11	29	12	18	4	19	11	26	15	3	17	22	10	29	25	17	15	13	19	36	7	19	6	10	23	7	26	35	12	7	5					
		2.84%	2.48%	0.89%	2.59%	3.38%	2.04%	2.66%	2.51%	2.88%	2.33%	2.61%	1.10%	1.79%	1.59%	3.22%	1.72%	2.28%	2.47%	0.51%	2.29%	2.69%	1.69%	2.52%	2.23%	3.55%	3.00%	2.32%	3.42%	6.28%	2.74%	7.16%	8.21%	4.40%	6.51%	2.41%	3.88%	11.58%	9.75%	2.91%	2.89%					
28	"11. ""Истинные патриоты России"""	28	1	0	1	0	0	3	1	1	0	1	1	4	0	3	1	0	0	1	0	0	2	3	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0					
		0.12%	0.11%	0.0%	0.16%	0.0%	0.0%	0.47%	0.35%	0.16%	0.0%	0.09%	0.09%	0.39%	0.0%	0.50%	0.15%	0.0%	0.0%	0.17%	0.0%	0.0%	0.33%	0.26%	0.17%	0.0%	0.20%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	140	6	2	1	5	2	5	1	3	4	7	4	8	3	6	5	3	3	3	5	8	3	7	8	4	2	4	3	8	0	1	0	1	2	3	7	2	1	0	0					
		0.62%	0.67%	0.59%	0.16%	0.41%	0.51%	0.78%	0.35%	0.50%	0.84%	0.63%	0.36%	0.79%	1.19%	1.01%	0.78%	0.26%	0.49%	0.51%	0.67%	0.98%	0.50%	0.60%	0.71%	0.83%	0.40%	0.71%	0.54%	1.39%	0.0%	0.37%	0.0%	0.44%	0.56%	1.03%	1.04%	0.66%	0.81%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	56	1	2	2	3	0	0	0	0	1	2	2	1	1	0	2	2	1	1	2	1	0	3	7	1	2	4	1	0	1	4	1	2	2	1	2	1	0	0	0					
		0.24%	0.11%	0.59%	0.32%	0.24%	0.0%	0.0%	0.0%	0.0%	0.21%	0.18%	0.18%	0.09%	0.39%	0.0%	0.31%	0.17%	0.16%	0.17%	0.26%	0.12%	0.0%	0.26%	0.62%	0.20%	0.40%	0.71%	0.18%	0.0%	0.39%	1.50%	1.36%	0.88%	0.56%	0.34%	0.29%	0.33%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	69	2	3	0	3	2	3	0	0	1	7	4	4	0	3	3	4	1	0	2	4	1	3	4	0	2	1	4	2	1	0	1	0	1	2	1	0	0	0	0					
		0.30%	0.22%	0.89%	0.0%	0.24%	0.51%	0.47%	0.0%	0.0%	0.21%	0.63%	0.36%	0.39%	0.0%	0.50%	0.46%	0.35%	0.16%	0.0%	0.26%	0.49%	0.16%	0.26%	0.35%	0.0%	0.40%	0.17%	0.72%	0.34%	0.39%	0.0%	1.36%	0.0%	0.28%	0.68%	0.14%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	30	1	1	0	2	0	0	0	0	1	1	1	1	0	0	1	2	2	0	1	0	1	0	4	0	0	0	6	1	0	0	0	0	3	0	1	0	0	0	0					
		0.13%	0.11%	0.29%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.21%	0.09%	0.09%	0.09%	0.0%	0.0%	0.15%	0.17%	0.33%	0.0%	0.13%	0.0%	0.16%	0.0%	0.35%	0.0%	0.0%	0.0%	1.08%	0.17%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1048	43	16	27	62	20	34	6	20	13	62	73	48	4	26	16	53	23	31	52	52	31	70	85	18	16	13	12	17	5	8	1	8	22	9	22	10	4	5	11					
		4.66%	4.84%	4.74%	4.38%	5.11%	5.11%	5.33%	2.15%	3.39%	2.75%	5.58%	6.69%	4.78%	1.59%	4.40%	2.50%	4.66%	3.80%	5.34%	7.01%	6.38%	5.26%	6.09%	7.60%	3.76%	3.20%	2.32%	2.16%	2.96%	1.96%	3.01%	1.36%	3.52%	6.23%	3.10%	3.28%	3.31%	3.25%	2.08%	6.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	72	2	0	3	1	3	4	0	4	3	0	1	7	0	1	2	1	1	0	1	3	3	4	6	2	1	2	6	2	0	1	0	0	1	0	1	2	1	3	0					
		0.32%	0.22%	0.0%	0.48%	0.08%	0.76%	0.62%	0.0%	0.67%	0.63%	0.0%	0.09%	0.69%	0.0%	0.16%	0.31%	0.08%	0.16%	0.0%	0.13%	0.36%	0.50%	0.34%	0.53%	0.41%	0.20%	0.35%	1.08%	0.34%	0.0%	0.37%	0.0%	0.0%	0.28%	0.0%	0.14%	0.66%	0.81%	1.25%	0.0%					
35	"18. ""ЛДПР"""	2423	82	22	87	106	42	89	29	65	54	102	105	83	35	60	57	160	50	77	76	102	62	134	130	46	65	77	36	55	30	30	12	31	30	38	73	33	8	26	24					
		10.78%	9.24%	6.52%	14.12%	8.75%	10.74%	13.97%	10.43%	11.03%	11.44%	9.18%	9.63%	8.26%	13.94%	10.16%	8.92%	14.08%	8.26%	13.27%	10.25%	12.51%	10.52%	11.66%	11.62%	9.62%	13.02%	13.79%	6.48%	9.59%	11.76%	11.32%	16.43%	13.65%	8.49%	13.10%	10.89%	10.92%	6.50%	10.83%	13.87%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	700	24	6	9	16	14	9	3	10	9	26	19	20	3	26	33	28	20	18	72	21	15	35	18	8	42	62	25	18	2	14	3	8	11	20	18	10	1	3	1					
		3.11%	2.70%	1.78%	1.46%	1.32%	3.58%	1.41%	1.07%	1.69%	1.90%	2.34%	1.74%	1.99%	1.19%	4.40%	5.16%	2.46%	3.30%	3.10%	9.71%	2.57%	2.54%	3.04%	1.61%	1.67%	8.41%	11.11%	4.50%	3.14%	0.78%	5.28%	4.10%	3.52%	3.11%	6.89%	2.68%	3.31%	0.81%	1.25%	0.57%					
37	"20. ""Политическая партия ""Единая Россия"""	6632	217	79	203	396	126	190	117	199	135	294	282	276	59	143	169	328	225	178	191	219	154	253	263	142	150	170	162	240	137	91	26	59	99	93	265	82	57	109	54					
		29.51%	24.46%	23.44%	32.95%	32.70%	32.22%	29.82%	42.08%	33.78%	28.60%	26.48%	25.87%	27.49%	23.50%	24.23%	26.44%	28.87%	37.19%	30.68%	25.77%	26.87%	26.14%	22.01%	23.52%	29.70%	30.06%	30.46%	29.18%	41.88%	53.72%	34.33%	35.61%	25.99%	28.04%	32.06%	39.55%	27.15%	46.34%	45.41%	31.21%					
38	"21. ""Российская Конституционно-демократическая партия"""	46	2	2	3	1	1	1	1	0	2	0	0	1	0	1	1	3	1	2	0	3	1	0	5	0	0	1	3	1	2	1	0	0	0	2	0	3	1	1	0					
		0.20%	0.22%	0.59%	0.48%	0.08%	0.25%	0.15%	0.35%	0.0%	0.42%	0.0%	0.0%	0.09%	0.0%	0.16%	0.15%	0.26%	0.16%	0.34%	0.0%	0.36%	0.16%	0.0%	0.44%	0.0%	0.0%	0.17%	0.54%	0.17%	0.78%	0.37%	0.0%	0.0%	0.0%	0.68%	0.0%	0.99%	0.81%	0.41%	0.0%					
39	"22. ""Развитие предпринимательства"""	59	2	5	2	4	1	1	1	2	3	2	2	4	1	4	1	4	0	0	0	3	0	2	4	2	0	0	3	0	0	0	0	0	0	3	1	1	0	1	0					
		0.26%	0.22%	1.48%	0.32%	0.33%	0.25%	0.15%	0.35%	0.33%	0.63%	0.18%	0.18%	0.39%	0.39%	0.67%	0.15%	0.35%	0.0%	0.0%	0.0%	0.36%	0.0%	0.17%	0.35%	0.41%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.14%	0.33%	0.0%	0.41%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2861	121	37	65	138	58	64	16	45	47	151	197	152	31	81	83	129	74	64	115	144	106	197	164	94	58	50	44	38	18	28	4	30	41	33	64	30	17	18	15					
		12.73%	13.64%	10.97%	10.55%	11.39%	14.83%	10.04%	5.75%	7.64%	9.95%	13.60%	18.07%	15.13%	12.35%	13.72%	12.98%	11.35%	12.23%	11.03%	15.51%	17.66%	17.99%	17.14%	14.66%	19.66%	11.62%	8.96%	7.92%	6.63%	7.05%	10.56%	5.47%	13.21%	11.61%	11.37%	9.55%	9.93%	13.82%	7.5%	8.67%					
																																														
41	Против всех	777	34	16	25	39	18	25	20	19	25	44	35	24	5	12	19	38	16	23	17	24	22	58	48	11	12	15	14	16	5	17	3	6	12	7	25	7	5	9	7					
		3.45%	3.83%	4.74%	4.05%	3.22%	4.60%	3.92%	7.19%	3.22%	5.29%	3.96%	3.21%	2.39%	1.99%	2.03%	2.97%	3.34%	2.64%	3.96%	2.29%	2.94%	3.73%	5.04%	4.29%	2.30%	2.40%	2.68%	2.52%	2.79%	1.96%	6.41%	4.10%	2.64%	3.39%	2.41%	3.73%	2.31%	4.06%	3.75%	4.04%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
