Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																											
Дата голосования: 02.12.2007																																																																											
																																																																											
Наименование Избирательной комиссии:    Дюртюлинская																																																																											
																																																																											
Сводная таблица результатов выборов																																																																											
																																																																											
		Сумма	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1004	42	27	20	23	50	29	26	34	17	32	22	26	32	30	13	0	0	15	10	20	20	7	15	35	16	10	5	15	5	25	10	5	13	7	12	23	7	8	10	5	5	0	15	18	12	8	10	3	5	1	0	10	49	18	6	25	10	10	10	10	8	10	5	0	11	15	7	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1004	42	27	20	23	50	29	26	34	17	32	22	26	32	30	13	0	0	15	10	20	20	7	15	35	16	10	5	15	5	25	10	5	13	7	12	23	7	8	10	5	5	0	15	18	12	8	10	3	5	1	0	10	49	18	6	25	10	10	10	10	8	10	5	0	11	15	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	679	29	5	6	6	9	10	6	12	15	6	13	8	17	18	14	10	259	9	1	2	6	1	4	5	5	0	2	1	3	2	0	5	2	2	93	9	2	1	1	1	3	1	3	3	0	2	2	4	3	0	0	1	2	2	1	5	3	6	0	6	2	3	2	0	5	11	7	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	4	1	4	1	7	2	5	4	1	5	2	2	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																											
18	1.Политическая партия «Аграрная партия России»	245	30	3	7	4	13	7	0	22	0	19	1	4	10	21	15	0	0	3	3	3	2	1	3	0	0	0	0	0	0	0	0	3	6	1	0	0	0	1	2	1	1	1	9	6	6	1	1	0	0	0	0	1	0	1	1	13	1	5	1	0	0	4	0	0	2	0	5	1					
		0.56%	1.80%	0.23%	0.41%	0.38%	0.71%	0.58%	0.00%	1.37%	0.00%	1.34%	0.08%	0.35%	0.73%	1.02%	1.83%	0.00%	0.00%	0.42%	0.41%	0.48%	0.35%	0.75%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	1.23%	0.34%	0.00%	0.00%	0.00%	0.24%	0.48%	0.25%	0.18%	0.34%	1.01%	0.64%	0.51%	0.22%	0.27%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.19%	0.77%	1.25%	0.36%	2.36%	0.27%	0.00%	0.00%	1.09%	0.00%	0.00%	0.52%	0.00%	1.10%	0.77%					
19	2.Всероссийская политическая партия «Гражданская Сила»	79	9	2	4	6	0	3	0	8	0	10	1	3	0	7	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	1	5	3	0	0	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	0	0	1	0	0	0					
		0.18%	0.54%	0.15%	0.23%	0.57%	0.00%	0.25%	0.00%	0.50%	0.00%	0.70%	0.08%	0.26%	0.00%	0.34%	0.00%	0.00%	0.00%	0.42%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.72%	0.48%	0.00%	0.00%	0.00%	0.11%	0.54%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.77%	0.19%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	36	2	0	3	1	0	2	0	3	0	4	0	1	1	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0					
		0.08%	0.12%	0.00%	0.17%	0.10%	0.00%	0.17%	0.00%	0.19%	0.00%	0.28%	0.00%	0.09%	0.07%	0.15%	0.00%	0.00%	0.00%	0.28%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.11%	0.32%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1465	145	15	35	39	98	47	30	165	49	122	48	68	53	79	52	2	2	7	13	23	5	1	8	4	4	1	1	2	1	2	6	4	5	2	5	23	2	0	14	1	4	3	20	67	44	2	5	1	2	2	1	6	3	4	1	42	2	5	0	15	1	8	17	2	5	11	5	4					
		3.33%	8.71%	1.14%	2.03%	3.72%	5.38%	3.93%	2.85%	10.26%	4.73%	8.57%	4.01%	5.92%	3.86%	3.84%	6.36%	2.99%	0.27%	0.97%	1.76%	3.68%	0.87%	0.75%	1.88%	0.51%	0.53%	0.56%	0.93%	0.42%	0.42%	0.61%	1.34%	1.56%	1.02%	0.68%	0.91%	3.18%	0.68%	0.00%	3.38%	0.25%	0.73%	1.02%	2.24%	7.18%	3.76%	0.45%	1.34%	0.79%	0.37%	0.88%	0.36%	0.79%	0.81%	0.75%	0.77%	4.03%	0.72%	2.36%	0.00%	3.69%	1.47%	2.19%	3.74%	1.60%	1.30%	2.36%	1.10%	3.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	101	7	2	2	9	0	2	0	5	0	5	1	1	4	11	35	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0					
		0.23%	0.42%	0.15%	0.12%	0.86%	0.00%	0.17%	0.00%	0.31%	0.00%	0.35%	0.08%	0.09%	0.29%	0.54%	4.28%	0.00%	0.00%	0.42%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.19%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	44	1	1	5	4	0	1	0	4	0	2	1	9	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0					
		0.10%	0.06%	0.08%	0.29%	0.38%	0.00%	0.08%	0.00%	0.25%	0.00%	0.14%	0.08%	0.78%	0.07%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.21%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	378	56	3	2	7	12	2	1	41	26	56	3	10	12	14	20	0	2	7	5	2	2	0	1	4	4	1	0	0	0	0	0	4	2	2	0	0	0	1	5	1	1	2	10	10	12	1	0	0	0	0	0	1	1	1	0	13	2	1	1	0	0	1	0	3	2	4	4	0					
		0.86%	3.36%	0.23%	0.12%	0.67%	0.66%	0.17%	0.10%	2.55%	2.51%	3.94%	0.25%	0.87%	0.87%	0.68%	2.44%	0.00%	0.27%	0.97%	0.68%	0.32%	0.35%	0.00%	0.23%	0.51%	0.53%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.41%	0.68%	0.00%	0.00%	0.00%	0.24%	1.21%	0.25%	0.18%	0.68%	1.12%	1.07%	1.03%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.27%	0.19%	0.00%	1.25%	0.72%	0.47%	0.27%	0.00%	0.00%	0.27%	0.00%	2.40%	0.52%	0.86%	0.88%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	505	85	18	7	2	16	10	5	86	0	56	5	8	28	36	0	0	1	4	5	7	0	0	0	7	7	0	0	0	0	1	2	1	3	0	0	0	0	1	10	0	3	3	15	4	10	1	1	0	2	1	2	1	0	3	0	18	2	0	1	3	0	4	2	0	4	10	4	0					
		1.15%	5.11%	1.37%	0.41%	0.19%	0.88%	0.84%	0.48%	5.35%	0.00%	3.94%	0.42%	0.70%	2.04%	1.75%	0.00%	0.00%	0.14%	0.55%	0.68%	1.12%	0.00%	0.00%	0.00%	0.90%	0.92%	0.00%	0.00%	0.00%	0.00%	0.31%	0.45%	0.39%	0.61%	0.00%	0.00%	0.00%	0.00%	0.24%	2.42%	0.00%	0.55%	1.02%	1.68%	0.43%	0.85%	0.22%	0.27%	0.00%	0.37%	0.44%	0.73%	0.13%	0.00%	0.56%	0.00%	1.73%	0.72%	0.00%	0.27%	0.74%	0.00%	1.09%	0.44%	0.00%	1.04%	2.15%	0.88%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	223	17	7	18	2	12	8	13	12	14	11	3	4	5	7	26	0	1	0	2	1	0	0	0	0	0	1	1	2	1	0	0	0	3	1	0	0	0	0	1	0	0	0	6	8	10	0	0	0	0	0	0	2	0	0	0	10	1	0	1	0	0	0	0	0	2	3	5	2					
		0.51%	1.02%	0.53%	1.05%	0.19%	0.66%	0.67%	1.24%	0.75%	1.35%	0.77%	0.25%	0.35%	0.36%	0.34%	3.18%	0.00%	0.14%	0.00%	0.27%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.93%	0.42%	0.42%	0.00%	0.00%	0.00%	0.61%	0.34%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.67%	0.86%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.96%	0.36%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.64%	1.10%	1.54%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	40558	1300	1255	1628	963	1669	1101	1003	1202	948	1130	1119	1029	1248	1851	670	65	728	686	710	582	559	132	398	762	743	176	105	468	232	324	439	244	464	271	542	700	292	408	375	390	540	284	812	822	1064	443	367	125	542	225	272	745	365	524	127	924	252	201	326	388	67	346	418	120	364	438	425	121					
		92.13%	78.08%	95.29%	94.54%	91.89%	91.70%	91.98%	95.34%	74.75%	91.42%	79.41%	93.56%	89.56%	90.96%	90.03%	81.91%	97.01%	98.91%	95.01%	95.95%	93.12%	97.22%	98.51%	93.43%	98.07%	98.02%	98.32%	98.13%	99.15%	96.67%	99.08%	98.21%	95.31%	95.08%	91.55%	98.91%	96.82%	99.32%	98.31%	90.58%	99.24%	98.18%	96.27%	91.13%	88.10%	90.94%	98.88%	98.13%	99.21%	99.27%	98.68%	98.91%	98.16%	98.92%	97.94%	97.69%	88.68%	90.65%	94.81%	88.59%	95.57%	98.53%	94.54%	92.07%	96.00%	94.79%	93.99%	93.20%	93.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	54	9	1	2	3	0	2	0	3	0	2	1	2	2	8	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	5	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0					
		0.12%	0.54%	0.08%	0.12%	0.29%	0.00%	0.17%	0.00%	0.19%	0.00%	0.14%	0.08%	0.17%	0.15%	0.39%	0.00%	0.00%	0.14%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.56%	0.11%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%					
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
