Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Алапаевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	448	10	5	5	0	11	15	10	27	10	15	14	10	10	3	10	10	5	5	5	5	10	10	5	39	3	2	5	3	7	15	3	3	6	13	6	8	5	10	10	10	10	10	10	10	10	3	11	10	3	3	5	2	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	260	6	2	0	0	4	12	9	24	6	8	14	5	10	3	2	0	5	0	0	0	5	9	2	31	1	2	5	2	7	12	1	1	2	12	5	3	0	10	7	2	2	3	5	1	0	3	0	10	0	2	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	326	5	3	1	22	12	6	4	23	12	5	10	14	92	2	6	6	0	2	1	0	1	7	3	6	0	4	2	4	2	12	2	4	7	2	3	6	8	2	2	1	5	3	2	4	1	1	0	0	1	0	3	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	188	4	3	5	0	7	3	1	3	4	7	0	5	0	0	8	10	0	5	5	5	5	1	3	8	2	0	0	1	0	3	2	2	4	1	1	5	5	0	3	8	8	7	5	9	10	0	11	0	3	1	0	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2695	57	17	2	21	94	152	179	223	68	132	32	40	98	35	57	56	32	13	6	5	72	60	10	105	16	19	20	15	19	84	9	14	132	106	14	46	92	37	36	69	90	86	68	20	10	17	12	38	11	3	12	33	1					
		18.46%	12.72%	10.63%	6.06%	28.00%	19.62%	26.21%	24.93%	26.14%	17.00%	18.80%	11.19%	14.55%	18.46%	11.36%	14.62%	15.18%	26.02%	13.40%	13.95%	8.33%	15.79%	17.09%	10.00%	19.23%	15.84%	11.38%	16.81%	15.96%	7.54%	14.69%	11.54%	16.67%	29.40%	29.04%	11.20%	24.21%	22.38%	11.56%	12.68%	21.90%	24.66%	22.81%	20.06%	16.81%	12.35%	11.26%	8.39%	19.69%	18.03%	14.29%	9.52%	11.96%	2.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2231	74	15	5	7	73	66	87	96	77	105	30	42	76	70	49	67	28	20	12	6	63	56	28	88	17	46	30	13	30	84	26	16	54	71	36	51	82	40	50	46	37	48	46	28	16	22	5	27	7	5	24	33	1					
		15.28%	16.52%	9.38%	15.15%	9.33%	15.24%	11.38%	12.12%	11.25%	19.25%	14.96%	10.49%	15.27%	14.31%	22.73%	12.56%	18.16%	22.76%	20.62%	27.91%	10.00%	13.82%	15.95%	28.00%	16.12%	16.83%	27.54%	25.21%	13.83%	11.90%	14.69%	33.33%	19.05%	12.03%	19.45%	28.80%	26.84%	19.95%	12.50%	17.61%	14.60%	10.14%	12.73%	13.57%	23.53%	19.75%	14.57%	3.50%	13.99%	11.48%	23.81%	19.05%	11.96%	2.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	141	9	0	0	0	7	7	5	8	5	3	0	1	4	3	2	7	0	1	0	0	6	4	0	11	1	3	1	0	2	4	1	0	3	3	1	0	10	2	1	4	3	2	5	2	1	0	2	3	0	0	1	3	0					
		0.97%	2.01%	0.00%	0.00%	0.00%	1.46%	1.21%	0.70%	0.94%	1.25%	0.43%	0.00%	0.36%	0.75%	0.97%	0.51%	1.90%	0.00%	1.03%	0.00%	0.00%	1.32%	1.14%	0.00%	2.01%	0.99%	1.80%	0.84%	0.00%	0.79%	0.70%	1.28%	0.00%	0.67%	0.82%	0.80%	0.00%	2.43%	0.63%	0.35%	1.27%	0.82%	0.53%	1.47%	1.68%	1.23%	0.00%	1.40%	1.55%	0.00%	0.00%	0.79%	1.09%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2449	135	16	3	14	74	89	126	145	71	98	29	41	103	45	70	65	10	16	3	6	68	50	15	121	9	22	17	7	40	121	8	9	46	60	9	42	60	63	50	68	89	65	65	24	10	30	25	21	10	5	21	39	1					
		16.78%	30.13%	10.00%	9.09%	18.67%	15.45%	15.34%	17.55%	16.99%	17.75%	13.96%	10.14%	14.91%	19.40%	14.61%	17.95%	17.62%	8.13%	16.49%	6.98%	10.00%	14.91%	14.25%	15.00%	22.16%	8.91%	13.17%	14.29%	7.45%	15.87%	21.15%	10.26%	10.71%	10.24%	16.44%	7.20%	22.11%	14.60%	19.69%	17.61%	21.59%	24.38%	17.24%	19.17%	20.17%	12.35%	19.87%	17.48%	10.88%	16.39%	23.81%	16.67%	14.13%	2.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	226	5	0	0	8	5	12	21	29	6	7	4	3	10	2	4	7	1	2	0	0	7	0	0	8	0	0	1	0	3	12	1	0	20	6	0	8	7	2	1	2	4	1	5	0	1	1	1	1	0	0	0	8	0					
		1.55%	1.12%	0.00%	0.00%	10.67%	1.04%	2.07%	2.92%	3.40%	1.50%	0.99%	1.40%	1.09%	1.88%	0.65%	1.03%	1.90%	0.81%	2.06%	0.00%	0.00%	1.54%	0.00%	0.00%	1.47%	0.00%	0.00%	0.84%	0.00%	1.19%	2.10%	1.28%	0.00%	4.45%	1.64%	0.00%	4.21%	1.70%	0.63%	0.35%	0.63%	1.10%	0.27%	1.47%	0.00%	1.23%	0.66%	0.70%	0.52%	0.00%	0.00%	0.00%	2.90%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6399	149	103	23	21	205	227	272	325	158	331	186	143	225	143	200	153	52	45	22	41	221	168	43	199	58	75	45	57	151	249	30	44	186	106	58	42	148	164	140	118	128	165	139	42	41	77	95	92	32	8	63	157	34					
		43.83%	33.26%	64.38%	69.70%	28.00%	42.80%	39.14%	37.88%	38.10%	39.50%	47.15%	65.03%	52.00%	42.37%	46.43%	51.28%	41.46%	42.28%	46.39%	51.16%	68.33%	48.46%	47.86%	43.00%	36.45%	57.43%	44.91%	37.82%	60.64%	59.92%	43.53%	38.46%	52.38%	41.43%	29.04%	46.40%	22.11%	36.01%	51.25%	49.30%	37.46%	35.07%	43.77%	41.00%	35.29%	50.62%	50.99%	66.43%	47.67%	52.46%	38.10%	50.00%	56.88%	91.89%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	90	5	0	0	1	6	4	5	10	4	2	2	1	4	2	3	1	0	0	0	1	3	2	3	3	0	0	1	0	1	5	1	0	1	4	0	1	3	1	2	0	1	0	1	1	1	2	0	0	0	0	1	1	0					
		0.62%	1.12%	0.00%	0.00%	1.33%	1.25%	0.69%	0.70%	1.17%	1.00%	0.28%	0.70%	0.36%	0.75%	0.65%	0.77%	0.27%	0.00%	0.00%	0.00%	1.67%	0.66%	0.57%	3.00%	0.55%	0.00%	0.00%	0.84%	0.00%	0.40%	0.87%	1.28%	0.00%	0.22%	1.10%	0.00%	0.53%	0.73%	0.31%	0.70%	0.00%	0.27%	0.00%	0.29%	0.84%	1.23%	1.32%	0.00%	0.00%	0.00%	0.00%	0.79%	0.36%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
