Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Гвардейская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79									
14	Число погашенных неиспользованных открепительных удостоверений	107	16	9	0	9	5	4	2	10	0	1	2	4	3	4	14	10	5	2	2	1	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	104	16	6	32	16	4	5	0	3	5	2	3	2	0	0	4	2	0	0	2	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	177	22	6	11	17	6	28	8	6	8	13	5	3	7	4	12	5	1	3	7	1	4									
		1.68%	2.25%	1.21%	2.54%	1.59%	1.08%	1.78%	2.47%	1.86%	1.62%	2.41%	1.02%	1.57%	2.18%	0.82%	3.09%	1.01%	0.41%	1.24%	1.75%	0.35%	2.19%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	363	22	19	19	44	25	44	10	13	14	22	17	6	9	15	5	19	6	8	21	15	10									
		3.45%	2.25%	3.84%	4.39%	4.12%	4.52%	2.80%	3.09%	4.02%	2.83%	4.07%	3.46%	3.14%	2.80%	3.06%	1.29%	3.82%	2.49%	3.31%	5.25%	5.28%	5.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	314	41	18	18	30	22	40	5	20	10	22	17	5	10	13	8	8	8	7	6	5	1									
		2.99%	4.20%	3.64%	4.16%	2.81%	3.98%	2.54%	1.54%	6.19%	2.02%	4.07%	3.46%	2.62%	3.12%	2.65%	2.06%	1.61%	3.32%	2.89%	1.50%	1.76%	0.55%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5083	436	205	184	433	227	867	159	131	248	225	245	87	180	250	206	260	140	143	209	157	91									
		48.37%	44.67%	41.41%	42.49%	40.51%	41.05%	55.12%	49.07%	40.56%	50.20%	41.67%	49.90%	45.55%	56.07%	51.02%	53.09%	52.31%	58.09%	59.09%	52.25%	55.28%	49.73%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	86	9	5	4	7	5	20	3	3	0	4	3	2	2	3	4	2	1	1	4	3	1									
		0.82%	0.92%	1.01%	0.92%	0.65%	0.90%	1.27%	0.93%	0.93%	0.00%	0.74%	0.61%	1.05%	0.62%	0.61%	1.03%	0.40%	0.41%	0.41%	1.00%	1.06%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	3	0	0	2	2	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0									
		0.11%	0.31%	0.00%	0.00%	0.19%	0.36%	0.06%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1648	136	73	71	188	99	252	66	58	64	77	66	34	36	78	72	64	40	31	67	38	38									
		15.68%	13.93%	14.75%	16.40%	17.59%	17.90%	16.02%	20.37%	17.96%	12.96%	14.26%	13.44%	17.80%	11.21%	15.92%	18.56%	12.88%	16.60%	12.81%	16.75%	13.38%	20.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	8	3	2	4	5	13	1	0	3	1	1	0	4	0	2	1	1	2	1	1	2									
		0.52%	0.82%	0.61%	0.46%	0.37%	0.90%	0.83%	0.31%	0.00%	0.61%	0.19%	0.20%	0.00%	1.25%	0.00%	0.52%	0.20%	0.41%	0.83%	0.25%	0.35%	1.09%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	115	16	9	5	14	13	17	1	2	7	4	4	1	7	2	1	5	2	1	0	1	3									
		1.09%	1.64%	1.82%	1.15%	1.31%	2.35%	1.08%	0.31%	0.62%	1.42%	0.74%	0.81%	0.52%	2.18%	0.41%	0.26%	1.01%	0.83%	0.41%	0.00%	0.35%	1.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	1	3	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.18%	0.19%	0.31%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	13	5	4	20	5	19	2	0	8	1	4	0	1	7	5	7	0	5	2	4	1									
		1.08%	1.33%	1.01%	0.92%	1.87%	0.90%	1.21%	0.62%	0.00%	1.62%	0.19%	0.81%	0.00%	0.31%	1.43%	1.29%	1.41%	0.00%	2.07%	0.50%	1.41%	0.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1495	181	90	68	197	82	155	49	49	67	105	84	30	31	54	34	67	24	22	50	37	19									
		14.23%	18.55%	18.18%	15.70%	18.43%	14.83%	9.85%	15.12%	15.17%	13.56%	19.44%	17.11%	15.71%	9.66%	11.02%	8.76%	13.48%	9.96%	9.09%	12.50%	13.03%	10.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	207	31	14	10	31	18	27	3	10	12	8	3	1	6	5	8	6	3	0	6	2	3									
		1.97%	3.18%	2.83%	2.31%	2.90%	3.25%	1.72%	0.93%	3.10%	2.43%	1.48%	0.61%	0.52%	1.87%	1.02%	2.06%	1.21%	1.24%	0.00%	1.50%	0.70%	1.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	529	41	42	24	52	27	49	12	22	29	41	22	5	15	39	27	42	6	6	11	11	6									
		5.03%	4.20%	8.48%	5.54%	4.86%	4.88%	3.12%	3.70%	6.81%	5.87%	7.59%	4.48%	2.62%	4.67%	7.96%	6.96%	8.45%	2.49%	2.48%	2.75%	3.87%	3.28%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
