Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Хабаровск, Краснофлотская"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1545	50	40	35	50	40	50	50	50	25	65	90	50	50	40	50	0	40	40	50	60	40	40	60	90	40	40	40	0	40	75	50	75	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	395	9	13	7	12	16	11	11	18	6	17	17	14	11	11	10	0	11	8	17	11	16	17	26	30	2	9	9	0	33	3	9	5	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	286	10	10	8	13	6	8	10	5	3	11	10	14	8	8	10	8	9	7	9	19	6	1	12	6	5	3	6	14	4	25	6	9	3									
14	Число погашенных неиспользованных открепительных удостоверений	1150	41	27	28	38	24	39	39	32	19	48	73	36	39	29	40	0	29	32	33	49	24	23	34	60	38	31	31	0	7	72	41	70	24									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	120	2	2	0	3	2	2	2	1	2	2	9	1	0	5	3	0	2	1	7	5	3	3	14	41	1	0	1	0	1	0	2	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	402	11	11	8	11	13	19	19	12	3	18	19	21	25	12	19	0	5	10	18	19	9	9	13	4	12	10	20	4	5	6	14	14	9									
		2.01%	1.53%	1.95%	2.25%	1.54%	2.21%	2.60%	2.61%	1.52%	1.02%	2.13%	2.39%	2.48%	2.82%	1.80%	2.16%	0.00%	1.53%	2.18%	2.70%	2.23%	1.46%	1.16%	1.73%	0.55%	1.73%	1.47%	3.88%	2.84%	2.11%	1.92%	2.69%	2.20%	1.82%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	684	21	14	10	21	20	20	23	35	9	26	22	36	36	25	23	8	10	22	17	24	22	23	29	18	29	23	24	7	9	5	13	32	28									
		3.42%	2.92%	2.48%	2.81%	2.95%	3.40%	2.74%	3.16%	4.42%	3.06%	3.07%	2.76%	4.25%	4.06%	3.75%	2.61%	3.72%	3.07%	4.80%	2.55%	2.81%	3.57%	2.96%	3.86%	2.49%	4.18%	3.37%	4.66%	4.96%	3.80%	1.60%	2.50%	5.02%	5.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	561	18	19	8	20	15	18	30	23	8	18	23	21	23	26	30	10	9	12	15	27	17	26	19	9	18	23	15	4	8	6	9	20	14									
		2.80%	2.50%	3.36%	2.25%	2.81%	2.55%	2.47%	4.13%	2.91%	2.72%	2.13%	2.89%	2.48%	2.60%	3.90%	3.41%	4.65%	2.76%	2.62%	2.25%	3.17%	2.76%	3.35%	2.53%	1.24%	2.59%	3.37%	2.91%	2.84%	3.38%	1.92%	1.73%	3.14%	2.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6724	232	191	107	235	169	263	225	252	110	273	250	267	303	202	297	80	124	159	220	280	212	281	293	289	253	222	170	54	74	105	180	204	148									
		33.58%	32.27%	33.81%	30.06%	32.96%	28.69%	36.03%	30.95%	31.86%	37.41%	32.27%	31.41%	31.52%	34.20%	30.33%	33.75%	37.21%	38.04%	34.72%	33.03%	32.83%	34.42%	36.16%	38.96%	39.97%	36.46%	32.55%	33.01%	38.30%	31.22%	33.65%	34.62%	32.03%	29.96%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	272	15	12	8	14	7	11	5	11	4	8	10	18	11	8	21	3	2	4	7	7	9	7	11	8	5	10	3	1	3	7	12	6	4									
		1.36%	2.09%	2.12%	2.25%	1.96%	1.19%	1.51%	0.69%	1.39%	1.36%	0.95%	1.26%	2.13%	1.24%	1.20%	2.39%	1.40%	0.61%	0.87%	1.05%	0.82%	1.46%	0.90%	1.46%	1.11%	0.72%	1.47%	0.58%	0.71%	1.27%	2.24%	2.31%	0.94%	0.81%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	1	4	1	0	3	2	3	2	0	7	0	4	3	1	1	0	2	2	2	6	0	2	0	1	0	1	1	0	0	2	2	1	1									
		0.27%	0.14%	0.71%	0.28%	0.00%	0.51%	0.27%	0.41%	0.25%	0.00%	0.83%	0.00%	0.47%	0.34%	0.15%	0.11%	0.00%	0.61%	0.44%	0.30%	0.70%	0.00%	0.26%	0.00%	0.14%	0.00%	0.15%	0.19%	0.00%	0.00%	0.64%	0.38%	0.16%	0.20%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5072	177	148	82	183	150	171	177	208	76	185	219	199	202	182	212	49	85	89	182	246	171	205	173	233	184	197	142	37	62	73	96	152	125									
		25.33%	24.62%	26.19%	23.03%	25.67%	25.47%	23.42%	24.35%	26.30%	25.85%	21.87%	27.51%	23.49%	22.80%	27.33%	24.09%	22.79%	26.07%	19.43%	27.33%	28.84%	27.76%	26.38%	23.01%	32.23%	26.51%	28.89%	27.57%	26.24%	26.16%	23.40%	18.46%	23.86%	25.30%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	243	14	4	7	9	9	5	13	4	4	11	9	8	8	9	9	3	3	11	9	9	3	8	15	8	3	3	0	2	3	16	10	7	7									
		1.21%	1.95%	0.71%	1.97%	1.26%	1.53%	0.68%	1.79%	0.51%	1.36%	1.30%	1.13%	0.94%	0.90%	1.35%	1.02%	1.40%	0.92%	2.40%	1.35%	1.06%	0.49%	1.03%	1.99%	1.11%	0.43%	0.44%	0.00%	1.42%	1.27%	5.13%	1.92%	1.10%	1.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	311	5	2	12	20	13	9	19	11	3	18	14	10	17	6	20	0	9	9	6	16	12	6	11	5	4	6	9	0	1	7	14	12	5									
		1.55%	0.70%	0.35%	3.37%	2.81%	2.21%	1.23%	2.61%	1.39%	1.02%	2.13%	1.76%	1.18%	1.92%	0.90%	2.27%	0.00%	2.76%	1.97%	0.90%	1.88%	1.95%	0.77%	1.46%	0.69%	0.58%	0.88%	1.75%	0.00%	0.42%	2.24%	2.69%	1.88%	1.01%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	2	1	0	0	2	1	0	0	1	3	0	2	1	1	2	0	0	0	1	3	1	0	1	0	0	0	0	1	1	0	1	0	3									
		0.14%	0.28%	0.18%	0.00%	0.00%	0.34%	0.14%	0.00%	0.00%	0.34%	0.35%	0.00%	0.24%	0.11%	0.15%	0.23%	0.00%	0.00%	0.00%	0.15%	0.35%	0.16%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.71%	0.42%	0.00%	0.19%	0.00%	0.61%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	460	20	12	13	21	16	25	9	22	0	28	23	16	21	17	20	4	4	4	18	22	12	12	16	13	6	10	9	3	6	12	15	24	7									
		2.30%	2.78%	2.12%	3.65%	2.95%	2.72%	3.42%	1.24%	2.78%	0.00%	3.31%	2.89%	1.89%	2.37%	2.55%	2.27%	1.86%	1.23%	0.87%	2.70%	2.58%	1.95%	1.54%	2.13%	1.80%	0.86%	1.47%	1.75%	2.13%	2.53%	3.85%	2.88%	3.77%	1.42%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3484	125	86	67	126	114	113	147	140	41	183	123	185	158	117	144	41	49	89	110	135	112	123	110	75	132	122	89	15	37	53	109	109	105									
		17.40%	17.39%	15.22%	18.82%	17.67%	19.35%	15.48%	20.22%	17.70%	13.95%	21.63%	15.45%	21.84%	17.83%	17.57%	16.36%	19.07%	15.03%	19.43%	16.52%	15.83%	18.18%	15.83%	14.63%	10.37%	19.02%	17.89%	17.28%	10.64%	15.61%	16.99%	20.96%	17.11%	21.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	83	1	0	2	1	2	1	3	0	3	4	2	5	6	2	6	1	2	2	0	2	4	4	4	5	1	4	2	0	2	1	3	6	2									
		0.41%	0.14%	0.00%	0.56%	0.14%	0.34%	0.14%	0.41%	0.00%	1.02%	0.47%	0.25%	0.59%	0.68%	0.30%	0.68%	0.47%	0.61%	0.44%	0.00%	0.23%	0.65%	0.51%	0.53%	0.69%	0.14%	0.59%	0.39%	0.00%	0.84%	0.32%	0.58%	0.94%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1206	57	46	23	44	48	62	41	56	15	51	50	43	54	47	56	6	13	34	40	39	28	59	43	29	34	38	19	7	18	11	33	37	25									
		6.02%	7.93%	8.14%	6.46%	6.17%	8.15%	8.49%	5.64%	7.08%	5.10%	6.03%	6.28%	5.08%	6.09%	7.06%	6.36%	2.79%	3.99%	7.42%	6.01%	4.57%	4.55%	7.59%	5.72%	4.01%	4.90%	5.57%	3.69%	4.96%	7.59%	3.53%	6.35%	5.81%	5.06%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
