Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Красноармейская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957					
		0.41%	0.45%	0.85%	0.72%	0.13%	0.50%	0.24%	0.17%	0.83%	0.60%	1.14%	0.31%	1.02%	0.00%	0.45%	0.29%	0.94%	0.87%	0.00%	0.19%	0.00%	0.00%	0.65%	0.22%	0.32%	0.48%	0.30%	0.37%	0.00%	0.88%	0.98%	0.16%	0.28%	0.19%	0.78%	0.00%	0.27%	0.13%	0.30%	0.43%	0.53%	0.00%	0.37%	0.21%	0.40%	0.33%	0.13%	0.15%	0.76%	0.18%	0.00%	0.00%	0.46%	0.08%	0.26%	0.09%	0.30%	0.63%					
20	3.Политическая партия «Демократическая партия России»	56	1	1	0	3	0	2	2	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	2	3	0	0	0	0	0	1	1	3	1	2	1	3	0	0	1	0	0	1	2	6	1	0	3	1	3	0	0	2	0	0	2	0	0					
		0.12%	0.11%	0.07%	0.00%	0.38%	0.00%	0.24%	0.33%	0.00%	0.00%	0.08%	0.00%	0.25%	0.22%	0.08%	0.07%	0.09%	0.10%	0.00%	0.19%	0.00%	0.00%	0.00%	0.44%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.08%	0.21%	0.19%	0.52%	0.15%	0.41%	0.00%	0.00%	0.11%	0.00%	0.00%	0.07%	0.10%	0.34%	0.08%	0.00%	0.22%	0.19%	0.26%	0.00%	0.00%	0.46%	0.00%	0.00%	0.18%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8264	183	339	281	174	149	172	124	325	173	270	167	72	108	142	173	136	138	43	81	31	38	28	52	269	94	121	23	15	17	240	267	307	89	78	118	141	73	130	171	132	80	235	196	257	190	102	226	115	213	8	10	81	243	143	231	121	129					
		17.43%	20.70%	22.24%	22.43%	21.86%	18.70%	20.92%	20.67%	22.57%	20.92%	22.00%	26.09%	18.32%	23.48%	10.76%	12.39%	11.58%	13.36%	14.33%	15.79%	10.44%	14.90%	9.09%	11.43%	17.11%	15.09%	18.20%	8.52%	21.43%	14.91%	23.46%	21.64%	21.65%	16.64%	20.26%	17.64%	19.05%	9.57%	19.52%	18.23%	17.51%	12.21%	17.29%	10.17%	14.74%	15.64%	13.64%	16.44%	21.90%	18.72%	4.12%	7.19%	18.79%	18.54%	18.79%	20.23%	18.39%	13.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	188	1	13	6	4	7	6	3	7	3	6	3	5	3	0	2	3	7	1	1	1	0	1	1	8	0	12	2	0	0	9	11	7	0	1	6	1	0	2	3	0	4	6	5	3	4	6	3	2	3	0	1	2	0	0	2	0	1					
		0.40%	0.11%	0.85%	0.48%	0.50%	0.88%	0.73%	0.50%	0.49%	0.36%	0.49%	0.47%	1.27%	0.65%	0.00%	0.14%	0.26%	0.68%	0.33%	0.19%	0.34%	0.00%	0.32%	0.22%	0.51%	0.00%	1.80%	0.74%	0.00%	0.00%	0.88%	0.89%	0.49%	0.00%	0.26%	0.90%	0.14%	0.00%	0.30%	0.32%	0.00%	0.61%	0.44%	0.26%	0.17%	0.33%	0.80%	0.22%	0.38%	0.26%	0.00%	0.72%	0.46%	0.00%	0.00%	0.18%	0.00%	0.11%					
23	6.Политическая партия «Партия социальной справедливости»	76	1	3	0	6	4	0	0	3	1	1	1	0	0	3	2	3	4	0	0	0	0	3	0	0	0	3	1	2	0	1	2	2	0	0	0	2	1	0	2	0	2	3	4	3	1	0	3	0	0	0	2	2	0	0	2	1	2					
		0.16%	0.11%	0.20%	0.00%	0.75%	0.50%	0.00%	0.00%	0.21%	0.12%	0.08%	0.16%	0.00%	0.00%	0.23%	0.14%	0.26%	0.39%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.45%	0.37%	2.86%	0.00%	0.10%	0.16%	0.14%	0.00%	0.00%	0.00%	0.27%	0.13%	0.00%	0.21%	0.00%	0.31%	0.22%	0.21%	0.17%	0.08%	0.00%	0.22%	0.00%	0.00%	0.00%	1.44%	0.46%	0.00%	0.00%	0.18%	0.15%	0.21%					
24	7.Политическая партия «Либерально-демократическая партия России»	3155	67	94	93	53	43	60	51	92	62	81	44	28	16	118	97	86	93	19	31	36	21	18	35	84	35	49	25	3	5	68	70	80	32	22	60	36	60	49	61	41	49	106	103	109	64	48	115	43	69	16	5	23	85	41	63	42	56					
		6.65%	7.58%	6.17%	7.42%	6.66%	5.40%	7.30%	8.50%	6.39%	7.50%	6.60%	6.88%	7.12%	3.48%	8.94%	6.95%	7.33%	9.00%	6.33%	6.04%	12.12%	8.24%	5.84%	7.69%	5.34%	5.62%	7.37%	9.26%	4.29%	4.39%	6.65%	5.67%	5.64%	5.98%	5.71%	8.97%	4.86%	7.86%	7.36%	6.50%	5.44%	7.48%	7.80%	5.34%	6.25%	5.27%	6.42%	8.36%	8.19%	6.06%	8.25%	3.60%	5.34%	6.48%	5.39%	5.52%	6.38%	5.89%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5095	55	155	97	99	62	77	57	129	98	114	32	62	41	195	162	151	119	24	74	46	31	103	53	261	114	82	44	11	32	69	100	112	37	31	70	109	86	56	139	163	50	136	177	135	118	105	86	20	147	30	13	39	112	76	103	67	129					
		10.74%	6.22%	10.17%	7.74%	12.44%	7.78%	9.37%	9.50%	8.96%	11.85%	9.29%	5.00%	15.78%	8.91%	14.77%	11.60%	12.86%	11.52%	8.00%	14.42%	15.49%	12.16%	33.44%	11.65%	16.60%	18.30%	12.33%	16.30%	15.71%	28.07%	6.74%	8.10%	7.90%	6.92%	8.05%	10.46%	14.73%	11.27%	8.41%	14.82%	21.62%	7.63%	10.01%	9.18%	7.75%	9.71%	14.04%	6.25%	3.81%	12.92%	15.46%	9.35%	9.05%	8.54%	9.99%	9.02%	10.18%	13.58%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	431	19	22	15	11	11	8	5	20	16	23	6	4	6	8	10	10	4	3	1	1	4	2	4	21	6	0	0	1	1	2	7	22	6	4	2	8	5	8	3	11	3	12	15	16	5	2	12	5	4	0	1	2	8	1	10	4	11					
		0.91%	2.15%	1.44%	1.20%	1.38%	1.38%	0.97%	0.83%	1.39%	1.93%	1.87%	0.94%	1.02%	1.30%	0.61%	0.72%	0.85%	0.39%	1.00%	0.19%	0.34%	1.57%	0.65%	0.88%	1.34%	0.96%	0.00%	0.00%	1.43%	0.88%	0.20%	0.57%	1.55%	1.12%	1.04%	0.30%	1.08%	0.66%	1.20%	0.32%	1.46%	0.46%	0.88%	0.78%	0.92%	0.41%	0.27%	0.87%	0.95%	0.35%	0.00%	0.72%	0.46%	0.61%	0.13%	0.88%	0.61%	1.16%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	27835	514	832	697	417	474	454	322	801	438	663	356	204	262	778	883	728	612	201	283	176	144	148	290	834	337	366	165	36	53	574	708	807	344	228	395	421	515	387	523	396	415	778	1348	1114	763	469	853	311	617	132	101	251	807	479	688	402	541					
		58.69%	58.14%	54.59%	55.63%	52.39%	59.47%	55.23%	53.67%	55.63%	52.96%	54.03%	55.63%	51.91%	56.96%	58.94%	63.25%	62.01%	59.24%	67.00%	55.17%	59.26%	56.47%	48.05%	63.74%	53.05%	54.09%	55.04%	61.11%	51.43%	46.49%	56.11%	57.37%	56.91%	64.30%	59.22%	59.04%	56.89%	67.50%	58.11%	55.76%	52.52%	63.36%	57.25%	69.92%	63.91%	62.80%	62.70%	62.04%	59.24%	54.22%	68.04%	72.66%	58.24%	61.56%	62.94%	60.25%	61.09%	56.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	312	8	6	14	8	4	9	1	8	8	8	7	2	2	5	4	6	3	5	7	1	3	1	1	18	3	3	0	1	0	6	9	14	3	2	3	0	0	4	5	1	3	12	27	6	3	1	7	5	41	1	0	0	3	4	6	0	0					
		0.66%	0.90%	0.39%	1.12%	1.01%	0.50%	1.09%	0.17%	0.56%	0.97%	0.65%	1.09%	0.51%	0.43%	0.38%	0.29%	0.51%	0.29%	1.67%	1.36%	0.34%	1.18%	0.32%	0.22%	1.15%	0.48%	0.45%	0.00%	1.43%	0.00%	0.59%	0.73%	0.99%	0.56%	0.52%	0.45%	0.00%	0.00%	0.60%	0.53%	0.13%	0.46%	0.88%	1.40%	0.34%	0.25%	0.13%	0.51%	0.95%	3.60%	0.52%	0.00%	0.00%	0.23%	0.53%	0.53%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
