Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																	
Дата голосования: 04.12.2011																																																																																	
																																																																																	
"Наименование Избирательной комиссии:    Новосибирск, Дзержинская  "																																																																																	
																																																																																	
Сводная таблица результатов выборов																																																																																	
																																																																																	
		Сумма	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3225	40	10	54	33	18	80	82	77	72	34	32	67	0	0	0	57	47	15	30	68	65	39	65	46	25	28	49	36	29	50	52	38	28	24	10	31	32	35	37	30	52	27	57	32	42	37	69	52	56	67	67	43	43	35	45	56	61	66	51	54	32	50	49	45	50	0	29	48	53	42	45	68	73	64					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3207	40	10	54	33	18	80	82	77	72	34	32	67	0	0	0	57	47	14	30	68	63	37	65	46	25	28	49	36	28	50	52	38	26	20	9	29	31	35	37	30	52	27	57	32	42	37	69	52	56	67	67	43	43	35	45	55	61	65	51	54	32	50	49	45	50	0	29	48	53	42	45	68	73	64					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3187	15	74	39	17	21	26	37	60	113	8	41	13	88	56	483	108	30	14	53	57	41	9	33	48	50	21	56	25	207	12	19	88	21	28	41	28	23	40	27	42	37	91	98	22	14	40	40	55	12	64	13	26	11	23	20	14	16	16	17	9	43	52	24	40	18	19	14	9	14	9	14	14	9	58					
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	2	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	788	6	9	8	6	9	21	15	14	12	10	6	6	0	0	0	11	7	12	14	26	23	16	9	12	9	14	11	7	1	12	12	7	7	11	1	12	12	11	14	17	16	11	17	7	14	13	10	10	11	7	12	12	5	10	17	16	23	11	5	4	7	17	8	10	6	0	13	12	9	13	17	7	11	17					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7778	52	37	162	106	65	183	176	162	144	47	69	62	15	19	47	83	70	64	79	128	153	72	155	122	81	109	136	105	64	173	197	120	68	66	27	97	81	109	123	73	72	94	101	54	78	63	119	149	172	160	136	90	93	105	166	158	119	165	108	127	92	158	134	104	107	17	122	102	93	66	132	171	104	146					
		12.61%	9.87%	12.89%	15.49%	13.66%	10.62%	14.52%	13.10%	12.65%	13.37%	8.55%	10.75%	11.85%	9.09%	12.67%	3.09%	11.71%	11.48%	14.25%	11.95%	12.74%	14.26%	11.21%	14.82%	14.06%	13.92%	13.64%	14.59%	14.08%	8.60%	12.96%	14.33%	14.25%	11.07%	11.09%	11.25%	13.45%	12.82%	13.94%	13.44%	13.80%	13.02%	11.51%	11.35%	11.54%	11.03%	11.33%	13.21%	14.33%	16.18%	14.26%	12.41%	11.32%	9.73%	14.06%	15.96%	14.84%	11.55%	15.65%	11.48%	12.28%	10.04%	13.88%	11.34%	12.06%	13.19%	10.06%	13.80%	12.44%	13.08%	11.48%	13.23%	13.32%	9.63%	12.31%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9419	94	50	157	124	107	188	192	177	172	108	109	92	20	19	147	97	111	87	105	173	185	89	173	124	72	111	106	92	147	177	169	118	76	102	54	97	92	115	134	87	79	113	117	83	124	103	153	156	145	184	179	140	139	108	175	184	163	162	138	146	157	157	220	158	97	41	135	130	102	83	115	239	146	199					
		15.27%	17.84%	17.42%	15.01%	15.98%	17.48%	14.92%	14.29%	13.82%	15.97%	19.64%	16.98%	17.59%	12.12%	12.67%	9.65%	13.68%	18.20%	19.38%	15.89%	17.21%	17.24%	13.86%	16.54%	14.29%	12.37%	13.89%	11.37%	12.33%	19.76%	13.26%	12.29%	14.01%	12.38%	17.14%	22.50%	13.45%	14.56%	14.71%	14.64%	16.45%	14.29%	13.83%	13.15%	17.74%	17.54%	18.53%	16.98%	15.00%	13.64%	16.40%	16.33%	17.61%	14.54%	14.46%	16.83%	17.28%	15.83%	15.37%	14.67%	14.12%	17.14%	13.80%	18.61%	18.33%	11.96%	24.26%	15.27%	15.85%	14.35%	14.43%	11.52%	18.61%	13.52%	16.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	677	8	3	15	10	5	14	13	8	14	5	8	3	3	2	7	14	9	2	8	13	18	14	5	10	6	13	15	5	9	11	14	5	6	7	5	7	2	3	11	7	4	6	8	5	10	6	10	6	10	10	17	8	12	7	7	17	18	6	11	9	18	16	11	14	15	0	11	10	9	3	14	8	9	15					
		1.10%	1.52%	1.05%	1.43%	1.29%	0.82%	1.11%	0.97%	0.62%	1.30%	0.91%	1.25%	0.57%	1.82%	1.33%	0.46%	1.97%	1.48%	0.45%	1.21%	1.29%	1.68%	2.18%	0.48%	1.15%	1.03%	1.63%	1.61%	0.67%	1.21%	0.82%	1.02%	0.59%	0.98%	1.18%	2.08%	0.97%	0.32%	0.38%	1.20%	1.32%	0.72%	0.73%	0.90%	1.07%	1.41%	1.08%	1.11%	0.58%	0.94%	0.89%	1.55%	1.01%	1.26%	0.94%	0.67%	1.60%	1.75%	0.57%	1.17%	0.87%	1.97%	1.41%	0.93%	1.62%	1.85%	0.00%	1.24%	1.22%	1.27%	0.52%	1.40%	0.62%	0.83%	1.26%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	21949	162	81	338	274	214	486	516	447	375	158	163	175	50	25	62	225	191	165	235	366	374	285	377	320	224	301	370	314	266	510	494	252	234	217	72	282	228	289	366	163	189	313	360	143	227	168	342	380	386	400	407	260	385	285	359	391	388	395	396	434	355	404	440	336	328	29	329	241	270	258	418	425	402	460					
		35.57%	30.74%	28.22%	32.31%	35.31%	34.97%	38.57%	38.39%	34.89%	34.82%	28.73%	25.39%	33.46%	30.30%	16.67%	4.07%	31.73%	31.31%	36.75%	35.55%	36.42%	34.86%	44.39%	36.04%	36.87%	38.49%	37.67%	39.70%	42.09%	35.75%	38.20%	35.93%	29.93%	38.11%	36.47%	30.00%	39.11%	36.08%	36.96%	40.00%	30.81%	34.18%	38.31%	40.45%	30.56%	32.11%	30.22%	37.96%	36.54%	36.31%	35.65%	37.14%	32.70%	40.27%	38.15%	34.52%	36.71%	37.67%	37.48%	42.08%	41.97%	38.76%	35.50%	37.23%	38.98%	40.44%	17.16%	37.22%	29.39%	37.97%	44.87%	41.88%	33.10%	37.22%	38.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3395	17	14	83	38	31	48	84	77	69	15	26	18	4	4	1	28	27	19	47	58	67	42	74	51	40	66	64	55	51	115	139	71	45	46	10	53	27	37	45	25	12	55	56	13	24	22	47	61	52	63	44	37	41	34	60	39	44	65	56	66	69	71	39	58	50	6	50	31	40	21	56	74	49	59					
		5.50%	3.23%	4.88%	7.93%	4.90%	5.07%	3.81%	6.25%	6.01%	6.41%	2.73%	4.05%	3.44%	2.42%	2.67%	0.07%	3.95%	4.43%	4.23%	7.11%	5.77%	6.24%	6.54%	7.07%	5.88%	6.87%	8.26%	6.87%	7.37%	6.85%	8.61%	10.11%	8.43%	7.33%	7.73%	4.17%	7.35%	4.27%	4.73%	4.92%	4.73%	2.17%	6.73%	6.29%	2.78%	3.39%	3.96%	5.22%	5.87%	4.89%	5.61%	4.01%	4.65%	4.29%	4.55%	5.77%	3.66%	4.27%	6.17%	5.95%	6.38%	7.53%	6.24%	3.30%	6.73%	6.17%	3.55%	5.66%	3.78%	5.63%	3.65%	5.61%	5.76%	4.54%	4.97%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17136	182	98	271	207	181	312	340	392	284	203	258	155	73	77	1235	239	192	105	177	246	257	120	243	218	146	187	214	164	187	326	306	259	172	146	67	172	173	212	218	157	186	211	233	162	236	185	216	233	272	284	290	234	266	187	252	249	277	242	204	235	208	316	312	172	193	70	220	280	182	140	240	339	353	286					
		27.77%	34.54%	34.15%	25.91%	26.68%	29.58%	24.76%	25.30%	30.60%	26.37%	36.91%	40.19%	29.64%	44.24%	51.33%	81.09%	33.71%	31.48%	23.39%	26.78%	24.48%	23.95%	18.69%	23.23%	25.12%	25.09%	23.40%	22.96%	21.98%	25.13%	24.42%	22.25%	30.76%	28.01%	24.54%	27.92%	23.86%	27.37%	27.11%	23.83%	29.68%	33.63%	25.83%	26.18%	34.62%	33.38%	33.27%	23.97%	22.40%	25.59%	25.31%	26.46%	29.43%	27.82%	25.03%	24.23%	23.38%	26.89%	22.96%	21.68%	22.73%	22.71%	27.77%	26.40%	19.95%	23.80%	41.42%	24.89%	34.15%	25.60%	24.35%	24.05%	26.40%	32.69%	24.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	437	6	0	13	2	5	9	9	4	5	2	3	6	0	1	6	8	4	1	1	5	11	6	11	16	6	6	11	5	6	9	12	8	5	4	0	5	4	0	6	2	4	9	5	1	2	3	5	5	8	6	7	3	6	4	7	12	10	4	8	10	3	5	10	10	11	3	7	11	3	0	10	7	6	9					
		0.71%	1.14%	0.00%	1.24%	0.26%	0.82%	0.71%	0.67%	0.31%	0.46%	0.36%	0.47%	1.15%	0.00%	0.67%	0.39%	1.13%	0.66%	0.22%	0.15%	0.50%	1.03%	0.93%	1.05%	1.84%	1.03%	0.75%	1.18%	0.67%	0.81%	0.67%	0.87%	0.95%	0.81%	0.67%	0.00%	0.69%	0.63%	0.00%	0.66%	0.38%	0.72%	1.10%	0.56%	0.21%	0.28%	0.54%	0.55%	0.48%	0.75%	0.53%	0.64%	0.38%	0.63%	0.54%	0.67%	1.13%	0.97%	0.38%	0.85%	0.97%	0.33%	0.44%	0.85%	1.16%	1.36%	1.78%	0.79%	1.34%	0.42%	0.00%	1.00%	0.55%	0.56%	0.76%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
