Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Ютазинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821									
		1.63%	0.95%	0.83%	1.23%	1.42%	0.82%	0.29%	0.28%	0.28%	0.71%	1.28%	0.56%	0.66%	0.92%	0.39%	0.61%	0.48%	0.88%	3.53%	4.05%	2.73%	2.35%	2.15%	2.36%	2.23%	1.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	5	3	1	1									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.11%	0.10%	0.26%	0.60%	0.24%	0.12%	0.08%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	2	1	0	4	2	3									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.21%	0.21%	0.13%	0.00%	0.33%	0.23%	0.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	5	1	4									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.11%	0.31%	0.00%	0.00%	0.41%	0.12%	0.30%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	0	0	0	0	0	2	0	1	1	1	1	0	0	0	0	1	0	0	3	2	3	1	2	1	2									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.28%	0.14%	0.64%	0.19%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.32%	0.21%	0.39%	0.12%	0.16%	0.12%	0.15%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	381	7	5	3	2	4	11	5	4	9	3	6	8	7	3	9	5	4	52	37	33	23	41	39	29	32									
		2.30%	1.11%	1.38%	0.74%	0.71%	1.65%	1.08%	1.40%	1.11%	1.28%	1.92%	1.11%	1.32%	1.62%	0.58%	0.78%	0.80%	3.54%	4.37%	3.94%	3.46%	2.99%	4.90%	3.18%	3.40%	2.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	6									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.12%	0.16%	0.23%	0.46%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	183	2	4	0	1	0	4	2	1	5	3	1	4	5	0	4	3	0	13	12	15	15	29	18	19	23									
		1.10%	0.32%	1.10%	0.00%	0.36%	0.00%	0.39%	0.56%	0.28%	0.71%	1.92%	0.19%	0.66%	1.15%	0.00%	0.35%	0.48%	0.00%	1.09%	1.28%	1.57%	1.96%	3.47%	1.47%	2.23%	1.75%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
