Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Муромская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	101	0	2	4	3	4	3	3	4	2	8	2	3	1	1	3	2	4	4	3	0	2	2	2	6	5	5	4	4	0	0	4	1	5	0	5									
14	Число погашенных неиспользованных открепительных удостоверений	38	4	0	0	0	3	0	2	0	3	0	2	4	0	0	2	0	0	0	5	0	0	0	3	0	2	0	0	0	0	0	0	4	1	0	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	102	0	2	3	0	4	0	2	7	1	1	3	1	4	1	3	1	1	0	1	4	0	4	0	1	6	11	10	1	4	0	0	2	1	8	15									
		1.38%	0.00%	1.26%	5.00%	0.00%	2.55%	0.00%	1.40%	2.55%	1.03%	0.41%	0.95%	0.96%	2.26%	0.45%	2.38%	0.33%	0.31%	0.00%	0.28%	3.42%	0.00%	1.75%	0.00%	0.78%	1.82%	2.36%	2.86%	0.48%	2.02%	0.00%	0.00%	1.26%	0.66%	2.85%	3.72%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	274	4	2	0	6	11	4	5	9	4	7	11	3	2	9	9	12	13	4	5	8	11	7	2	3	15	31	21	6	3	0	7	3	6	7	24									
		3.71%	4.55%	1.26%	0.00%	2.93%	7.01%	3.77%	3.50%	3.28%	4.12%	2.87%	3.49%	2.88%	1.13%	4.05%	7.14%	3.95%	3.99%	4.30%	1.39%	6.84%	2.94%	3.06%	2.11%	2.34%	4.56%	6.65%	6.00%	2.86%	1.52%	0.00%	3.41%	1.89%	3.97%	2.49%	5.96%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	208	5	6	0	2	4	0	8	6	0	6	3	1	2	11	2	7	6	1	6	1	9	5	4	0	23	16	17	3	9	2	5	6	3	17	12									
		2.82%	5.68%	3.77%	0.00%	0.98%	2.55%	0.00%	5.59%	2.19%	0.00%	2.46%	0.95%	0.96%	1.13%	4.95%	1.59%	2.30%	1.84%	1.08%	1.66%	0.85%	2.41%	2.18%	4.21%	0.00%	6.99%	3.43%	4.86%	1.43%	4.55%	1.67%	2.44%	3.77%	1.99%	6.05%	2.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4246	45	97	30	126	71	57	83	149	60	161	184	58	133	120	67	173	194	44	234	68	233	153	62	84	155	210	178	143	116	78	127	88	75	168	222									
		57.57%	51.14%	61.01%	50.00%	61.46%	45.22%	53.77%	58.04%	54.38%	61.86%	65.98%	58.41%	55.77%	75.14%	54.05%	53.17%	56.91%	59.51%	47.31%	64.82%	58.12%	62.30%	66.81%	65.26%	65.63%	47.11%	45.06%	50.86%	68.10%	58.59%	65.00%	61.95%	55.35%	49.67%	59.79%	55.09%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	56	0	1	1	0	0	0	1	3	0	2	2	0	0	2	0	3	3	1	1	0	3	2	0	0	4	6	7	1	0	1	5	1	0	2	4									
		0.76%	0.00%	0.63%	1.67%	0.00%	0.00%	0.00%	0.70%	1.09%	0.00%	0.82%	0.63%	0.00%	0.00%	0.90%	0.00%	0.99%	0.92%	1.08%	0.28%	0.00%	0.80%	0.87%	0.00%	0.00%	1.22%	1.29%	2.00%	0.48%	0.00%	0.83%	2.44%	0.63%	0.00%	0.71%	0.99%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	3	0	0	0	0	1	1	0	4									
		0.24%	0.00%	0.00%	1.67%	0.00%	0.64%	0.94%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.44%	1.05%	0.00%	0.00%	0.21%	0.86%	0.00%	0.00%	0.00%	0.00%	0.63%	0.66%	0.00%	0.99%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1146	17	31	17	36	32	30	19	45	17	26	52	14	20	33	22	50	50	13	59	13	60	25	6	22	47	75	60	32	31	15	29	32	28	36	52									
		15.54%	19.32%	19.50%	28.33%	17.56%	20.38%	28.30%	13.29%	16.42%	17.53%	10.66%	16.51%	13.46%	11.30%	14.86%	17.46%	16.45%	15.34%	13.98%	16.34%	11.11%	16.04%	10.92%	6.32%	17.19%	14.29%	16.09%	17.14%	15.24%	15.66%	12.50%	14.15%	20.13%	18.54%	12.81%	12.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	0	1	0	1	2	1	0	0	0	3	2	0	0	0	0	1	2	0	1	0	0	1	0	0	0	13	3	0	0	2	0	0	1	3	1									
		0.52%	0.00%	0.63%	0.00%	0.49%	1.27%	0.94%	0.00%	0.00%	0.00%	1.23%	0.63%	0.00%	0.00%	0.00%	0.00%	0.33%	0.61%	0.00%	0.28%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	2.79%	0.86%	0.00%	0.00%	1.67%	0.00%	0.00%	0.66%	1.07%	0.25%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	61	0	0	0	0	1	2	1	4	1	1	2	0	1	2	0	2	3	2	2	1	3	2	1	1	1	17	0	0	2	1	2	1	3	1	1									
		0.83%	0.00%	0.00%	0.00%	0.00%	0.64%	1.89%	0.70%	1.46%	1.03%	0.41%	0.63%	0.00%	0.56%	0.90%	0.00%	0.66%	0.92%	2.15%	0.55%	0.85%	0.80%	0.87%	1.05%	0.78%	0.30%	3.65%	0.00%	0.00%	1.01%	0.83%	0.98%	0.63%	1.99%	0.36%	0.25%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	5	0	1	0	0	0	0	0	0	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.28%	0.00%	0.00%	0.44%	0.00%	0.78%	0.00%	1.07%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	0	1	0	1	0	0	1	2	0	6	2	1	0	2	0	5	3	1	0	0	0	0	0	0	14	5	5	1	0	1	3	1	1	0	3									
		0.80%	0.00%	0.63%	0.00%	0.49%	0.00%	0.00%	0.70%	0.73%	0.00%	2.46%	0.63%	0.96%	0.00%	0.90%	0.00%	1.64%	0.92%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.26%	1.07%	1.43%	0.48%	0.00%	0.83%	1.46%	0.63%	0.66%	0.00%	0.74%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	764	14	16	6	30	24	7	12	26	6	16	42	18	9	28	14	36	29	22	35	18	32	17	13	12	35	44	34	6	22	18	15	14	20	30	44									
		10.36%	15.91%	10.06%	10.00%	14.63%	15.29%	6.60%	8.39%	9.49%	6.19%	6.56%	13.33%	17.31%	5.08%	12.61%	11.11%	11.84%	8.90%	23.66%	9.70%	15.38%	8.56%	7.42%	13.68%	9.38%	10.64%	9.44%	9.71%	2.86%	11.11%	15.00%	7.32%	8.81%	13.25%	10.68%	10.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	2	0	0	2	0	1	2	3	0	1	0	0	0	0	1	0	2									
		0.28%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.56%	0.45%	0.79%	0.33%	0.00%	1.08%	0.55%	0.00%	0.00%	0.87%	0.00%	0.78%	0.61%	0.64%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.50%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	265	1	1	1	2	4	4	8	19	6	6	6	6	4	2	4	9	18	1	12	4	14	4	4	3	20	25	10	9	10	1	9	7	10	9	12									
		3.59%	1.14%	0.63%	1.67%	0.98%	2.55%	3.77%	5.59%	6.93%	6.19%	2.46%	1.90%	5.77%	2.26%	0.90%	3.17%	2.96%	5.52%	1.08%	3.32%	3.42%	3.74%	1.75%	4.21%	2.34%	6.08%	5.36%	2.86%	4.29%	5.05%	0.83%	4.39%	4.40%	6.62%	3.20%	2.98%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
