Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Зубово-Полянская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26733	1182	1425	917	1461	763	420	376	338	441	268	339	247	212	205	372	331	407	118	270	222	85	263	718	610	312	596	313	561	263	413	415	810	948	68	747	323	359	68	645	348	439	1266	1277	865	794	786	857	289	473	508									
		90.46%	84.07%	90.76%	90.97%	90.02%	89.98%	89.74%	89.95%	92.86%	90.93%	89.93%	90.40%	94.64%	93.81%	91.52%	91.63%	90.68%	90.04%	92.91%	93.10%	95.28%	92.39%	96.69%	91.82%	91.32%	96.00%	90.03%	93.43%	91.07%	89.76%	90.57%	96.96%	88.04%	89.77%	95.77%	91.54%	91.24%	93.49%	98.55%	90.08%	89.92%	91.27%	90.11%	90.31%	84.31%	89.41%	90.14%	90.98%	91.75%	96.33%	89.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0	1									
		0.06%	0.14%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.29%	0.00%	0.00%	0.21%	0.00%	0.00%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0									
		0.03%	0.14%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	958	129	51	19	51	25	17	15	10	21	7	12	4	4	5	7	11	18	5	6	4	5	1	22	22	3	22	7	12	8	15	6	39	32	1	33	16	6	1	38	15	10	39	0	54	31	28	28	15	8	20									
		3.24%	9.17%	3.25%	1.88%	3.14%	2.95%	3.63%	3.59%	2.75%	4.33%	2.35%	3.20%	1.53%	1.77%	2.23%	1.72%	3.01%	3.98%	3.94%	2.07%	1.72%	5.43%	0.37%	2.81%	3.29%	0.92%	3.32%	2.09%	1.95%	2.73%	3.29%	1.40%	4.24%	3.03%	1.41%	4.04%	4.52%	1.56%	1.45%	5.31%	3.88%	2.08%	2.78%	0.00%	5.26%	3.49%	3.21%	2.97%	4.76%	1.63%	3.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	63	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	44	2	2	0	0	0	0	1									
		0.21%	0.36%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	3.11%	0.19%	0.23%	0.00%	0.00%	0.00%	0.00%	0.18%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0									
		0.05%	0.43%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.01%	0.14%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0									
		0.08%	0.28%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1063	25	56	36	70	42	0	17	6	23	17	19	3	3	12	20	12	19	3	12	5	1	2	0	23	9	31	7	31	16	16	4	44	48	0	25	10	10	0	30	19	26	40	62	60	28	40	33	9	10	29									
		3.60%	1.78%	3.57%	3.57%	4.31%	4.95%	0.00%	4.07%	1.65%	4.74%	5.70%	5.07%	1.15%	1.33%	5.36%	4.93%	3.29%	4.20%	2.36%	4.14%	2.15%	1.09%	0.74%	0.00%	3.44%	2.77%	4.68%	2.09%	5.03%	5.46%	3.51%	0.93%	4.78%	4.55%	0.00%	3.06%	2.82%	2.60%	0.00%	4.19%	4.91%	5.41%	2.85%	4.38%	5.85%	3.15%	4.59%	3.50%	2.86%	2.04%	5.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	3	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	5	2	4	0	2	0	0	0									
		0.09%	0.21%	0.00%	0.20%	0.00%	0.12%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.07%	0.35%	0.19%	0.45%	0.00%	0.21%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	408	25	34	9	41	15	8	10	4	0	6	5	1	5	2	0	5	8	1	2	0	1	0	0	10	0	13	0	12	6	12	0	23	13	0	8	5	0	0	3	5	3	23	23	14	14	18	15	2	0	4									
		1.38%	1.78%	2.17%	0.89%	2.53%	1.77%	1.71%	2.39%	1.10%	0.00%	2.01%	1.33%	0.38%	2.21%	0.89%	0.00%	1.37%	1.77%	0.79%	0.69%	0.00%	1.09%	0.00%	0.00%	1.50%	0.00%	1.96%	0.00%	1.95%	2.05%	2.63%	0.00%	2.50%	1.23%	0.00%	0.98%	1.41%	0.00%	0.00%	0.42%	1.29%	0.62%	1.64%	1.63%	1.36%	1.58%	2.06%	1.59%	0.63%	0.00%	0.70%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
