Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																															
Дата голосования: 04.12.2011																																																																															
																																																																															
"Наименование Избирательной комиссии:    Челябинск, Курчатовская"																																																																															
																																																																															
Сводная таблица результатов выборов																																																																															
																																																																															
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №2253					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	6147	90	90	75	100	60	45	90	120	80	75	87	60	70	90	75	70	65	75	70	100	80	85	100	80	80	95	80	90	102	87	95	85	95	120	90	95	71	69	100	90	60	120	105	85	100	90	90	60	60	70	91	98	111	80	60	60	110	90	60	75	80	81	80	125	85	90	125	90	85	75	120	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	6126	90	90	74	100	58	45	90	117	80	75	87	60	70	90	75	69	65	74	70	100	80	85	100	80	80	95	80	88	102	85	95	85	95	119	90	95	71	69	97	90	58	120	105	85	100	90	90	60	60	70	91	98	110	80	60	60	110	90	60	75	80	81	80	125	85	90	124	90	84	75	120	60					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2763	288	71	18	466	283	20	23	28	16	11	20	23	17	90	24	66	13	21	27	19	18	77	21	18	16	17	73	15	21	17	26	22	12	49	14	30	37	9	16	16	49	11	16	24	14	14	44	15	20	24	22	20	18	11	38	23	15	17	13	18	17	13	44	12	6	18	12	34	17	10	38	48					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1109	14	19	14	14	13	8	31	11	25	7	18	14	13	10	20	17	10	7	19	16	27	24	26	16	27	23	21	29	35	14	33	23	13	20	11	10	2	13	13	16	5	12	14	21	19	14	17	15	15	13	16	7	11	7	13	9	25	4	3	3	11	14	14	15	14	20	24	13	13	13	6	13					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	15484	213	214	148	230	172	186	253	250	218	166	185	218	235	189	197	182	165	209	213	324	228	279	270	270	263	266	257	276	287	234	314	216	217	387	239	205	172	249	216	200	100	201	203	181	265	251	234	212	178	204	174	182	176	101	248	195	228	189	57	97	282	295	217	228	187	164	216	195	203	217	277	115					
		16.28%	19.03%	18.71%	11.99%	16.02%	16.63%	15.50%	17.51%	19.44%	17.81%	20.29%	16.68%	16.08%	16.64%	14.35%	15.96%	15.53%	13.87%	16.34%	17.96%	25.94%	21.65%	17.86%	18.31%	18.67%	18.95%	15.20%	18.44%	18.34%	19.64%	17.69%	21.57%	13.44%	18.84%	22.10%	21.59%	19.49%	14.20%	19.81%	16.62%	15.97%	15.27%	13.79%	15.31%	12.41%	14.20%	14.31%	13.68%	17.65%	14.85%	15.17%	11.62%	12.68%	13.08%	8.96%	22.22%	18.19%	18.23%	12.26%	10.50%	10.86%	18.23%	17.50%	15.90%	16.88%	17.73%	14.84%	15.56%	15.02%	15.00%	15.80%	10.52%	9.57%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10982	169	188	121	266	148	108	200	199	191	128	145	116	121	132	158	126	107	147	89	147	125	172	205	140	157	144	167	168	159	146	188	141	120	131	142	136	96	146	160	128	61	156	139	144	149	147	167	142	138	126	138	112	112	94	129	109	132	153	60	89	198	207	152	189	126	157	196	134	165	160	690	134					
		11.55%	15.10%	16.43%	9.81%	18.52%	14.31%	9.00%	13.84%	15.47%	15.60%	15.65%	13.07%	8.55%	8.57%	10.02%	12.80%	10.75%	8.99%	11.49%	7.50%	11.77%	11.87%	11.01%	13.90%	9.68%	11.31%	8.23%	11.98%	11.16%	10.88%	11.04%	12.91%	8.77%	10.42%	7.48%	12.83%	12.93%	7.93%	11.61%	12.31%	10.22%	9.31%	10.70%	10.48%	9.87%	7.98%	8.38%	9.77%	11.82%	11.51%	9.37%	9.22%	7.80%	8.32%	8.34%	11.56%	10.17%	10.55%	9.93%	11.05%	9.97%	12.80%	12.28%	11.14%	13.99%	11.94%	14.21%	14.12%	10.32%	12.20%	11.65%	26.22%	11.15%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1039	17	15	9	11	15	14	24	17	14	7	4	13	11	13	7	13	12	9	13	19	17	28	22	11	17	9	10	18	18	13	11	10	14	18	13	13	9	22	14	9	6	9	9	10	17	15	20	15	18	14	16	9	14	7	9	13	11	13	5	7	28	25	14	16	13	16	17	14	8	21	60	17					
		1.09%	1.52%	1.31%	0.73%	0.77%	1.45%	1.17%	1.66%	1.32%	1.14%	0.86%	0.36%	0.96%	0.78%	0.99%	0.57%	1.11%	1.01%	0.70%	1.10%	1.52%	1.61%	1.79%	1.49%	0.76%	1.22%	0.51%	0.72%	1.20%	1.23%	0.98%	0.76%	0.62%	1.22%	1.03%	1.17%	1.24%	0.74%	1.75%	1.08%	0.72%	0.92%	0.62%	0.68%	0.69%	0.91%	0.86%	1.17%	1.25%	1.50%	1.04%	1.07%	0.63%	1.04%	0.62%	0.81%	1.21%	0.88%	0.84%	0.92%	0.78%	1.81%	1.48%	1.03%	1.18%	1.23%	1.45%	1.22%	1.08%	0.59%	1.53%	2.28%	1.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14415	222	176	149	228	192	160	279	234	222	126	137	182	188	207	145	171	156	173	160	243	226	217	233	259	254	211	236	216	223	212	247	215	177	248	199	215	127	232	182	212	101	185	199	217	236	203	249	223	217	190	195	203	157	59	197	172	206	152	82	82	331	273	223	185	162	165	223	228	210	217	462	120					
		15.16%	19.84%	15.38%	12.07%	15.88%	18.57%	13.33%	19.31%	18.20%	18.14%	15.40%	12.35%	13.42%	13.31%	15.72%	11.75%	14.59%	13.11%	13.53%	13.49%	19.46%	21.46%	13.89%	15.80%	17.91%	18.30%	12.06%	16.93%	14.35%	15.26%	16.02%	16.96%	13.38%	15.36%	14.16%	17.98%	20.44%	10.49%	18.46%	14.00%	16.93%	15.42%	12.69%	15.01%	14.87%	12.65%	11.57%	14.56%	18.57%	18.10%	14.13%	13.03%	14.15%	11.66%	5.24%	17.65%	16.04%	16.47%	9.86%	15.10%	9.18%	21.40%	16.19%	16.34%	13.69%	15.36%	14.93%	16.07%	17.57%	15.52%	15.80%	17.55%	9.98%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5050	74	56	56	95	58	56	83	101	109	42	13	49	69	69	54	60	76	63	50	85	78	68	103	85	87	45	79	105	122	66	106	69	62	54	75	56	42	94	71	60	57	60	73	71	102	89	110	86	69	79	76	97	82	13	61	71	66	45	21	12	71	57	85	60	58	87	78	69	100	85	51	64					
		5.31%	6.61%	4.90%	4.54%	6.62%	5.61%	4.67%	5.74%	7.85%	8.91%	5.13%	1.17%	3.61%	4.89%	5.24%	4.38%	5.12%	6.39%	4.93%	4.22%	6.81%	7.41%	4.35%	6.98%	5.88%	6.27%	2.57%	5.67%	6.98%	8.35%	4.99%	7.28%	4.29%	5.38%	3.08%	6.78%	5.32%	3.47%	7.48%	5.46%	4.79%	8.70%	4.12%	5.51%	4.87%	5.47%	5.07%	6.43%	7.16%	5.75%	5.87%	5.08%	6.76%	6.09%	1.15%	5.47%	6.62%	5.28%	2.92%	3.87%	1.34%	4.59%	3.38%	6.23%	4.44%	5.50%	7.87%	5.62%	5.32%	7.39%	6.19%	1.94%	5.32%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	46133	401	480	737	571	418	655	565	449	451	320	606	747	751	673	645	595	647	646	645	395	355	769	601	658	575	1041	602	692	616	623	563	934	531	887	423	409	744	488	633	638	313	827	668	813	1068	1018	893	492	572	700	853	813	775	824	450	483	587	965	305	603	607	800	642	637	480	497	635	628	634	641	1019	712					
		48.51%	35.84%	41.96%	59.72%	39.76%	40.43%	54.58%	39.10%	34.91%	36.85%	39.12%	54.64%	55.09%	53.19%	51.10%	52.27%	50.77%	54.37%	50.51%	54.38%	31.63%	33.71%	49.23%	40.75%	45.50%	41.43%	59.49%	43.19%	45.98%	42.16%	47.09%	38.67%	58.12%	46.09%	50.66%	38.21%	38.88%	61.44%	38.82%	48.69%	50.96%	47.79%	56.72%	50.38%	55.72%	57.23%	58.04%	52.22%	40.97%	47.71%	52.04%	56.98%	56.66%	57.58%	73.11%	40.32%	45.06%	46.92%	62.62%	56.17%	67.53%	39.24%	47.45%	47.03%	47.15%	45.50%	44.98%	45.75%	48.38%	46.86%	46.69%	38.72%	59.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	664	7	4	14	15	11	5	11	14	7	7	2	10	8	10	5	4	8	8	6	10	7	10	16	8	19	9	11	8	20	10	9	8	7	11	2	5	9	11	9	5	8	9	12	12	8	9	9	8	7	8	11	3	13	9	8	9	4	6	2	0	10	9	9	18	15	8	11	9	6	11	18	25					
		0.70%	0.63%	0.35%	1.13%	1.04%	1.06%	0.42%	0.76%	1.09%	0.57%	0.86%	0.18%	0.74%	0.57%	0.76%	0.41%	0.34%	0.67%	0.63%	0.51%	0.80%	0.66%	0.64%	1.08%	0.55%	1.37%	0.51%	0.79%	0.53%	1.37%	0.76%	0.62%	0.50%	0.61%	0.63%	0.18%	0.48%	0.74%	0.88%	0.69%	0.40%	1.22%	0.62%	0.90%	0.82%	0.43%	0.51%	0.53%	0.67%	0.58%	0.59%	0.73%	0.21%	0.97%	0.80%	0.72%	0.84%	0.32%	0.39%	0.37%	0.00%	0.65%	0.53%	0.66%	1.33%	1.42%	0.72%	0.79%	0.69%	0.44%	0.80%	0.68%	2.08%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
