Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Шимановская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719									
		54.01%	67.80%	57.63%	63.49%	42.65%	74.82%	67.86%	38.02%	59.42%	52.96%	43.93%	48.66%	64.29%	50.82%	45.31%	58.23%	71.25%	65.93%	48.04%	40.08%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	1	1	0	0	5	1	2	0	0	0	1	0	0	1	0	1	3	3	1									
		0.57%	1.69%	1.69%	0.00%	0.00%	1.77%	0.51%	0.44%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.78%	0.00%	0.63%	1.11%	1.68%	0.38%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	1									
		0.23%	3.39%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.71%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.38%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	801	11	10	13	25	32	21	156	63	68	67	62	13	10	34	20	29	50	39	78									
		22.67%	18.64%	16.95%	20.63%	36.76%	11.35%	10.71%	34.29%	20.45%	25.19%	23.93%	20.81%	23.21%	16.39%	26.56%	25.32%	18.13%	18.52%	21.79%	29.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	2	0	3									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.44%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	1.15%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	4	1									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	2.23%	0.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.36%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	1	0	1	1	2	0	2	3	0	2	2	0	0	3	0	2	0	0	2									
		0.59%	1.69%	0.00%	1.59%	1.47%	0.71%	0.00%	0.44%	0.97%	0.00%	0.71%	0.67%	0.00%	0.00%	2.34%	0.00%	1.25%	0.00%	0.00%	0.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	371	3	5	6	7	3	22	55	30	33	41	56	1	12	12	11	8	18	21	27									
		10.50%	5.08%	8.47%	9.52%	10.29%	1.06%	11.22%	12.09%	9.74%	12.22%	14.64%	18.79%	1.79%	19.67%	9.38%	13.92%	5.00%	6.67%	11.73%	10.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	1	0	1	0	0	0	6	1	0	0	0	0	0	0	0	1	2	2									
		0.40%	0.00%	1.69%	0.00%	1.47%	0.00%	0.00%	0.00%	1.95%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	1.12%	0.76%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	70	0	1	1	4	3	1	9	7	11	9	3	1	0	1	0	1	2	1	15									
		1.98%	0.00%	1.69%	1.59%	5.88%	1.06%	0.51%	1.98%	2.27%	4.07%	3.21%	1.01%	1.79%	0.00%	0.78%	0.00%	0.63%	0.74%	0.56%	5.73%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
