Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Веневская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538									
		2.90%	3.38%	5.47%	3.35%	2.64%	2.97%	0.78%	3.48%	2.93%	1.32%	4.75%	1.69%	3.85%	3.53%	2.90%	2.49%	4.04%	2.90%	2.78%	2.94%	1.99%	2.84%	0.00%	1.67%	1.02%	2.99%	1.01%	3.36%	6.42%	5.19%	4.11%	1.57%	1.05%	1.75%	1.73%	0.84%	2.51%	6.67%	8.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5619	138	113	119	88	135	116	115	159	101	173	132	127	135	137	177	313	328	223	102	359	125	62	134	53	133	127	281	139	54	99	182	123	267	218	154	116	37	25									
		52.07%	46.62%	44.14%	44.24%	38.77%	50.19%	45.31%	40.07%	46.63%	44.30%	45.65%	44.59%	40.71%	47.70%	49.64%	48.90%	42.18%	45.30%	61.94%	60.00%	59.54%	59.24%	50.00%	74.44%	54.08%	49.81%	63.82%	49.73%	63.76%	40.00%	67.81%	57.23%	64.74%	77.84%	75.43%	64.98%	58.29%	49.33%	40.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	72	3	4	1	0	1	1	5	1	7	2	2	2	6	2	4	2	2	4	0	0	0	1	2	2	1	0	0	1	2	3	4	2	1	0	2	0	1	1									
		0.67%	1.01%	1.56%	0.37%	0.00%	0.37%	0.39%	1.74%	0.29%	3.07%	0.53%	0.68%	0.64%	2.12%	0.72%	1.10%	0.27%	0.28%	1.11%	0.00%	0.00%	0.00%	0.81%	1.11%	2.04%	0.37%	0.00%	0.00%	0.46%	1.48%	2.05%	1.26%	1.05%	0.29%	0.00%	0.84%	0.00%	1.33%	1.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	0	1	2	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0									
		0.15%	0.34%	0.00%	0.37%	0.88%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.34%	0.32%	0.35%	0.36%	0.28%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.50%	1.33%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1803	57	46	46	43	43	46	57	61	44	66	57	55	47	49	60	173	138	41	21	96	40	24	15	13	28	20	123	15	22	15	63	37	31	29	39	34	6	3									
		16.71%	19.26%	17.97%	17.10%	18.94%	15.99%	17.97%	19.86%	17.89%	19.30%	17.41%	19.26%	17.63%	16.61%	17.75%	16.57%	23.32%	19.06%	11.39%	12.35%	15.92%	18.96%	19.35%	8.33%	13.27%	10.49%	10.05%	21.77%	6.88%	16.30%	10.27%	19.81%	19.47%	9.04%	10.03%	16.46%	17.09%	8.00%	4.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	0	1	4	4	2	2	0	2	3	5	0	1	1	3	5	8	4	1	0	0	0	1	1	0	2	0	3	0	2	1	2	0	0	0	1	0	0	0									
		0.55%	0.00%	0.39%	1.49%	1.76%	0.74%	0.78%	0.00%	0.59%	1.32%	1.32%	0.00%	0.32%	0.35%	1.09%	1.38%	1.08%	0.55%	0.28%	0.00%	0.00%	0.00%	0.81%	0.56%	0.00%	0.75%	0.00%	0.53%	0.00%	1.48%	0.68%	0.63%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	71	3	3	3	2	0	3	2	8	1	4	1	1	2	2	7	3	6	0	0	3	0	1	0	1	1	1	4	1	1	1	0	1	0	1	2	0	1	1									
		0.66%	1.01%	1.17%	1.12%	0.88%	0.00%	1.17%	0.70%	2.35%	0.44%	1.06%	0.34%	0.32%	0.71%	0.72%	1.93%	0.40%	0.83%	0.00%	0.00%	0.50%	0.00%	0.81%	0.00%	1.02%	0.37%	0.50%	0.71%	0.46%	0.74%	0.68%	0.00%	0.53%	0.00%	0.35%	0.84%	0.00%	1.33%	1.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	2	1	0	0	0	0	0	1	0	0	1	0	1	0	0	4	1	0	0	0	1	0									
		0.19%	0.00%	0.39%	0.37%	0.44%	0.37%	0.00%	0.00%	0.29%	0.00%	0.26%	0.00%	0.32%	0.00%	0.00%	0.28%	0.00%	0.28%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.18%	0.00%	0.74%	0.00%	0.00%	2.11%	0.29%	0.00%	0.00%	0.00%	1.33%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	117	5	0	4	1	2	5	5	4	6	4	2	2	5	5	5	6	10	2	0	5	1	3	1	0	2	0	9	5	0	3	1	2	1	5	2	2	2	0									
		1.08%	1.69%	0.00%	1.49%	0.44%	0.74%	1.95%	1.74%	1.17%	2.63%	1.06%	0.68%	0.64%	1.77%	1.81%	1.38%	0.81%	1.38%	0.56%	0.00%	0.83%	0.47%	2.42%	0.56%	0.00%	0.75%	0.00%	1.59%	2.29%	0.00%	2.05%	0.31%	1.05%	0.29%	1.73%	0.84%	1.01%	2.67%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1607	35	36	52	49	42	37	61	57	41	68	58	68	45	41	48	112	123	52	20	79	24	17	14	21	73	40	67	17	28	6	48	13	16	13	25	28	9	24									
		14.89%	11.82%	14.06%	19.33%	21.59%	15.61%	14.45%	21.25%	16.72%	17.98%	17.94%	19.59%	21.79%	15.90%	14.86%	13.26%	15.09%	16.99%	14.44%	11.76%	13.10%	11.37%	13.71%	7.78%	21.43%	27.34%	20.10%	11.86%	7.80%	20.74%	4.11%	15.09%	6.84%	4.66%	4.50%	10.55%	14.07%	12.00%	38.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	1	0	1	1	1	2	1	0	0	0	1	0	1	3	3	2	4	2	0	1	0	1	1	1	2	0	1	0	0	0	1	0	2	0	0	1	0	0									
		0.32%	0.34%	0.00%	0.37%	0.44%	0.37%	0.78%	0.35%	0.00%	0.00%	0.00%	0.34%	0.00%	0.35%	1.09%	0.83%	0.27%	0.55%	0.56%	0.00%	0.17%	0.00%	0.81%	0.56%	1.02%	0.75%	0.00%	0.18%	0.00%	0.00%	0.00%	0.31%	0.00%	0.58%	0.00%	0.00%	0.50%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	291	4	12	10	7	9	13	14	10	5	8	16	13	9	7	13	35	29	2	4	10	6	0	0	2	3	4	13	11	2	3	1	0	0	4	2	5	4	1									
		2.70%	1.35%	4.69%	3.72%	3.08%	3.35%	5.08%	4.88%	2.93%	2.19%	2.11%	5.41%	4.17%	3.18%	2.54%	3.59%	4.72%	4.01%	0.56%	2.35%	1.66%	2.84%	0.00%	0.00%	2.04%	1.12%	2.01%	2.30%	5.05%	1.48%	2.05%	0.31%	0.00%	0.00%	1.38%	0.84%	2.51%	5.33%	1.61%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
