Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Оймяконская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469					
		7.39%	2.50%	8.82%	8.75%	9.44%	8.75%	8.00%	7.14%	11.22%	11.22%	17.51%	4.00%	1.61%	4.46%	1.61%	2.65%	9.40%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	373	7	15	3	57	12	2	8	16	8	10	24	34	34	39	95	9					
		7.79%	8.75%	4.90%	0.58%	6.40%	4.56%	2.00%	4.08%	5.28%	8.16%	3.37%	13.71%	18.28%	15.18%	8.94%	15.73%	7.69%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	22	1	3	0	2	1	2	3	0	0	1	2	2	1	2	2	0					
		0.46%	1.25%	0.98%	0.00%	0.22%	0.38%	2.00%	1.53%	0.00%	0.00%	0.34%	1.14%	1.08%	0.45%	0.46%	0.33%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3547	68	231	361	670	203	76	156	221	70	211	120	136	149	363	421	91					
		74.07%	85.00%	75.49%	70.23%	75.28%	77.19%	76.00%	79.59%	72.94%	71.43%	71.04%	68.57%	73.12%	66.52%	83.26%	69.70%	77.78%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	0	3	3	5	2	1	1	2	0	2	0	0	0	1	0	0					
		0.42%	0.00%	0.98%	0.58%	0.56%	0.76%	1.00%	0.51%	0.66%	0.00%	0.67%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
