Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Курумканская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364					
20	3.Политическая партия «Демократическая партия России»	11	0	2	0	0	0	3	0	0	0	0	2	0	1	1	0	0	2	0					
		0.14%	0.00%	0.23%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.19%	0.17%	0.00%	0.00%	0.45%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	354	11	14	0	3	33	55	37	16	25	7	30	3	20	35	9	23	16	17					
		4.41%	2.22%	1.62%	0.00%	2.59%	7.17%	6.29%	3.96%	5.56%	3.59%	4.79%	4.33%	2.78%	3.73%	6.09%	6.29%	8.81%	3.64%	5.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	0	1	1	0	0	1	1	0	3	0	1	0	1	2	0	0	1	0					
		0.15%	0.00%	0.12%	1.10%	0.00%	0.00%	0.11%	0.11%	0.00%	0.43%	0.00%	0.14%	0.00%	0.19%	0.35%	0.00%	0.00%	0.23%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	2	0	1	0	1	4	1	0	0	1	1	0	3	2	0	0	1	1					
		0.22%	0.40%	0.00%	1.10%	0.00%	0.22%	0.46%	0.11%	0.00%	0.00%	0.68%	0.14%	0.00%	0.56%	0.35%	0.00%	0.00%	0.23%	0.32%					
24	7.Политическая партия «Либерально-демократическая партия России»	211	14	11	1	2	18	23	22	6	15	2	2	3	14	39	11	18	7	3					
		2.63%	2.83%	1.28%	1.10%	1.72%	3.91%	2.63%	2.35%	2.08%	2.15%	1.37%	0.29%	2.78%	2.61%	6.78%	7.69%	6.90%	1.59%	0.96%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1369	40	138	1	15	50	151	155	41	130	19	208	30	109	61	18	48	74	81					
		17.04%	8.08%	16.01%	1.10%	12.93%	10.87%	17.26%	16.58%	14.24%	18.65%	13.01%	30.01%	27.78%	20.34%	10.61%	12.59%	18.39%	16.82%	25.96%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	52	4	4	0	1	3	4	6	3	1	0	4	1	7	1	1	2	7	3					
		0.65%	0.81%	0.46%	0.00%	0.86%	0.65%	0.46%	0.64%	1.04%	0.14%	0.00%	0.58%	0.93%	1.31%	0.17%	0.70%	0.77%	1.59%	0.96%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5630	397	674	86	91	343	602	668	203	505	108	406	61	351	406	97	157	306	169					
		70.09%	80.20%	78.19%	94.51%	78.45%	74.57%	68.80%	71.44%	70.49%	72.45%	73.97%	58.59%	56.48%	65.49%	70.61%	67.83%	60.15%	69.55%	54.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	25	3	1	0	0	0	6	5	1	3	0	0	0	0	2	2	0	2	0					
		0.31%	0.61%	0.12%	0.00%	0.00%	0.00%	0.69%	0.53%	0.35%	0.43%	0.00%	0.00%	0.00%	0.00%	0.35%	1.40%	0.00%	0.45%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
