7	Число избирательных бюллетеней в переносных ящиках для голосования	2133	66	39	12	5	38	30	51	34	52	22	4	20	116	63	39	17	7	10	30	37	10	26	16	17	69	23	29	30	27	19	30	6	6	57	5	15	16	0	52	32	41	0	10	26	41	89	72	36	30	23	12	0	0	27	153	107	49	67	6	44	11	14	7	7	4	1	79	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	29538	690	307	324	1756	882	870	539	234	471	182	82	243	1065	256	203	266	90	135	382	284	101	463	249	169	1218	155	606	249	322	439	299	62	191	545	138	127	104	127	1017	1288	348	146	496	137	114	1078	1407	849	197	373	413	234	128	171	1040	1586	635	721	22	511	240	116	148	136	54	33	454	376	245					
9	Число недействительных избирательных бюллетеней	423	10	4	6	45	16	12	12	1	8	0	0	3	17	5	1	2	4	0	10	2	1	4	2	3	26	3	9	3	6	3	2	1	0	7	4	0	1	0	16	15	4	0	10	0	1	14	22	9	3	3	3	2	0	1	12	28	17	3	0	5	1	0	0	0	0	0	14	4	3					
10	Число действительных избирательных бюллетеней	31248	746	342	330	1716	904	888	578	267	515	204	86	260	1164	314	241	281	93	145	402	319	110	485	263	183	1261	175	626	276	343	455	327	67	197	595	139	142	119	127	1053	1305	385	146	496	163	154	1153	1457	876	224	393	422	232	128	197	1181	1665	667	785	28	550	250	130	155	143	58	34	519	372	242					
11	Число полученных открепительных  удостоверений	1209	33	8	26	90	50	41	25	12	17	5	2	5	35	8	8	5	2	2	14	25	2	11	5	3	41	5	19	14	8	22	24	4	6	33	2	3	7	2	50	57	10	3	9	4	4	65	72	28	10	15	21	5	2	7	36	44	45	23	1	14	8	3	3	3	2	1	18	12	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1152	33	8	26	52	50	41	25	12	17	5	1	5	28	8	8	5	2	2	14	25	2	11	5	3	41	1	19	14	8	21	24	4	6	33	2	3	7	2	50	57	10	3	9	4	4	65	72	28	10	15	21	5	2	7	36	44	45	23	0	10	8	3	3	3	2	0	18	12	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1294	5	7	13	424	13	18	13	3	4	3	2	1	14	8	2	1	4	0	3	48	0	5	13	2	11	12	11	7	2	8	44	4	5	20	2	2	6	0	11	32	5	5	15	18	8	68	32	10	2	74	11	11	0	11	36	47	30	48	0	45	3	4	0	4	0	3	6	9	6					
14	Число неиспользованных открепительных удостоверений	57	0	0	0	38	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	11	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																												
18	Богданов Андрей Владимирович	423	6	0	7	40	9	14	5	6	4	3	0	2	21	1	2	0	0	0	5	2	0	9	1	0	10	1	11	1	4	8	7	2	0	6	0	0	0	3	15	28	2	5	21	4	1	8	21	10	4	8	8	2	0	0	15	23	13	5	3	10	1	1	0	2	0	0	16	1	6					
		1.34%	0.79%	0.00%	2.08%	2.27%	0.98%	1.56%	0.85%	2.24%	0.76%	1.47%	0.00%	0.76%	1.78%	0.31%	0.83%	0.00%	0.00%	0.00%	1.21%	0.62%	0.00%	1.84%	0.38%	0.00%	0.78%	0.56%	1.73%	0.36%	1.15%	1.75%	2.13%	2.94%	0.00%	0.99%	0.00%	0.00%	0.00%	2.36%	1.40%	2.12%	0.51%	3.42%	4.15%	2.45%	0.65%	0.69%	1.42%	1.13%	1.76%	2.02%	1.88%	0.85%	0.00%	0.00%	1.26%	1.36%	1.90%	0.63%	10.71%	1.80%	0.40%	0.77%	0.00%	1.40%	0.00%	0.00%	3.00%	0.27%	2.45%					
19	Жириновский Владимир Вольфович	4515	81	32	42	241	107	170	102	45	76	35	7	43	177	54	45	26	16	14	69	60	26	63	25	31	165	37	95	32	51	63	71	14	31	133	47	14	6	13	113	231	57	20	55	25	24	179	244	94	44	58	57	30	19	21	155	222	94	50	5	70	38	10	28	17	16	8	64	62	46					
		14.26%	10.71%	9.25%	12.50%	13.69%	11.63%	18.89%	17.29%	16.79%	14.53%	17.16%	8.14%	16.35%	14.99%	16.93%	18.60%	9.19%	16.49%	9.66%	16.75%	18.69%	23.42%	12.88%	9.43%	16.67%	12.82%	20.79%	14.96%	11.47%	14.61%	13.76%	21.58%	20.59%	15.74%	22.09%	32.87%	9.86%	5.00%	10.24%	10.57%	17.50%	14.65%	13.70%	10.87%	15.34%	15.48%	15.34%	16.50%	10.62%	19.38%	14.65%	13.41%	12.82%	14.84%	10.61%	12.99%	13.11%	13.74%	6.35%	17.86%	12.61%	15.14%	7.69%	18.06%	11.89%	27.59%	23.53%	12.01%	16.49%	18.78%					
20	Зюганов Геннадий Андреевич	6043	151	79	65	377	165	175	151	69	86	27	11	74	284	52	37	59	12	22	64	32	6	138	10	30	221	45	126	53	63	91	40	5	21	109	13	33	25	32	195	322	47	20	130	35	39	164	250	192	43	76	116	37	7	16	327	280	121	98	0	107	64	45	44	20	12	10	91	39	43					
		19.08%	19.97%	22.83%	19.35%	21.41%	17.93%	19.44%	25.59%	25.75%	16.44%	13.24%	12.79%	28.14%	24.05%	16.30%	15.29%	20.85%	12.37%	15.17%	15.53%	9.97%	5.41%	28.22%	3.77%	16.13%	17.17%	25.28%	19.84%	18.99%	18.05%	19.87%	12.16%	7.35%	10.66%	18.11%	9.09%	23.24%	20.83%	25.20%	18.24%	24.39%	12.08%	13.70%	25.69%	21.47%	25.16%	14.05%	16.90%	21.69%	18.94%	19.19%	27.29%	15.81%	5.47%	8.08%	27.41%	16.54%	17.69%	12.44%	0.00%	19.28%	25.50%	34.62%	28.39%	13.99%	20.69%	29.41%	17.07%	10.37%	17.55%					
21	Медведев Дмитрий Анатольевич	20267	508	231	216	1058	623	529	320	147	349	139	68	141	682	207	157	196	65	109	264	225	78	275	227	122	865	92	394	190	225	293	209	46	145	347	79	95	88	79	730	724	279	101	290	99	90	802	942	580	133	251	241	163	102	160	684	1140	439	632	20	363	147	74	83	104	30	16	348	270	147					
		63.99%	67.20%	66.76%	64.29%	60.08%	67.72%	58.78%	54.24%	54.85%	66.73%	68.14%	79.07%	53.61%	57.75%	64.89%	64.88%	69.26%	67.01%	75.17%	64.08%	70.09%	70.27%	56.24%	85.66%	65.59%	67.21%	51.69%	62.05%	68.10%	64.47%	63.97%	63.53%	67.65%	73.60%	57.64%	55.24%	66.90%	73.33%	62.20%	68.29%	54.85%	71.72%	69.18%	57.31%	60.74%	58.06%	68.72%	63.69%	65.54%	58.59%	63.38%	56.71%	69.66%	79.69%	80.81%	57.33%	67.34%	64.18%	80.20%	71.43%	65.41%	58.57%	56.92%	53.55%	72.73%	51.72%	47.06%	65.29%	71.81%	60.00%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
