Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
"Наименование Избирательной комиссии:    Красноярск, Ленинская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1560	30	30	30	30	30	30	30	30	30	30	40	30	30	30	35	45	0	30	30	40	30	30	30	30	30	30	30	20	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	981	29	17	24	15	18	20	19	22	24	22	33	28	22	19	32	35	0	15	26	34	25	15	17	16	10	25	12	11	20	15	11	16	9	30	30	10	17	19	18	17	24	13	11	14	18	19	14	14	17	14	19	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	913	25	15	17	13	15	9	15	13	14	19	23	22	22	19	19	15	17	22	37	47	12	18	16	18	29	14	21	18	8	20	11	20	10	10	9	11	11	14	25	13	15	19	31	14	20	13	14	18	23	14	11	15					
14	Число погашенных неиспользованных открепительных удостоверений	579	1	13	6	15	12	10	11	8	6	8	7	2	8	11	3	10	0	15	4	6	5	15	13	14	20	5	18	9	10	15	19	14	21	0	0	20	13	11	12	13	6	17	19	16	12	11	16	16	13	16	11	23					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	387	4	5	4	11	7	11	6	5	3	5	20	3	7	10	7	8	0	2	0	12	8	5	6	7	11	5	3	4	6	5	9	10	8	7	7	13	12	8	6	9	7	5	14	9	10	13	6	11	10	6	14	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	1361	19	24	19	30	29	32	34	28	28	32	25	45	35	33	36	42	8	35	35	43	24	28	29	42	14	17	25	15	33	18	19	17	16	20	26	27	20	21	22	24	30	26	26	21	29	22	33	16	28	19	19	23					
		2.38%	1.69%	2.25%	1.70%	2.69%	2.03%	2.71%	2.88%	2.50%	2.74%	3.66%	2.25%	3.62%	2.99%	3.90%	2.73%	2.84%	3.83%	2.59%	2.55%	2.90%	2.03%	2.49%	2.38%	3.34%	1.48%	1.70%	2.96%	1.54%	2.77%	1.91%	2.10%	1.92%	1.82%	1.69%	2.37%	2.06%	2.06%	1.90%	2.04%	2.55%	2.47%	2.14%	2.01%	2.58%	2.29%	1.98%	2.79%	1.84%	2.33%	1.61%	1.68%	2.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	397	11	8	12	6	17	8	10	12	10	5	14	4	10	9	9	11	1	12	12	13	4	6	7	8	5	6	4	7	11	6	10	3	7	2	7	4	6	5	5	8	10	7	6	9	12	5	6	7	4	7	6	3					
		0.69%	0.98%	0.75%	1.08%	0.54%	1.19%	0.68%	0.85%	1.07%	0.98%	0.57%	1.26%	0.32%	0.85%	1.06%	0.68%	0.74%	0.48%	0.89%	0.87%	0.88%	0.34%	0.53%	0.57%	0.64%	0.53%	0.60%	0.47%	0.72%	0.92%	0.64%	1.11%	0.34%	0.80%	0.17%	0.64%	0.31%	0.62%	0.45%	0.46%	0.85%	0.82%	0.58%	0.46%	1.10%	0.95%	0.45%	0.51%	0.81%	0.33%	0.59%	0.53%	0.36%					
20	3.Политическая партия «Демократическая партия России»	65	2	1	1	1	2	1	2	3	2	0	0	3	3	1	2	1	0	1	1	1	0	1	1	1	2	0	0	0	0	3	0	2	2	1	0	3	0	0	0	0	4	0	1	1	2	2	2	1	2	3	3	0					
		0.11%	0.18%	0.09%	0.09%	0.09%	0.14%	0.08%	0.17%	0.27%	0.20%	0.00%	0.00%	0.24%	0.26%	0.12%	0.15%	0.07%	0.00%	0.07%	0.07%	0.07%	0.00%	0.09%	0.08%	0.08%	0.21%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.23%	0.23%	0.08%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.08%	0.12%	0.16%	0.18%	0.17%	0.12%	0.17%	0.25%	0.27%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7172	138	162	155	162	213	181	197	178	109	92	96	184	132	161	218	192	33	234	243	256	174	169	120	145	101	83	87	82	102	80	100	173	127	112	130	126	82	116	96	131	172	138	135	113	152	130	149	79	119	147	94	72					
		12.55%	12.26%	15.21%	13.90%	14.52%	14.93%	15.33%	16.71%	15.88%	10.65%	10.51%	8.63%	14.79%	11.27%	19.01%	16.53%	12.99%	15.79%	17.29%	17.69%	17.24%	14.75%	15.01%	9.83%	11.52%	10.70%	8.30%	10.30%	8.44%	8.56%	8.51%	11.06%	19.55%	14.43%	9.48%	11.83%	9.63%	8.44%	10.49%	8.88%	13.89%	14.14%	11.38%	10.42%	13.87%	12.02%	11.70%	12.58%	9.10%	9.91%	12.48%	8.30%	8.75%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	927	18	31	15	10	23	16	20	30	15	9	14	19	17	13	35	22	3	19	19	33	17	36	20	13	9	8	12	11	24	11	19	6	19	15	12	12	26	15	23	18	34	23	36	22	23	14	18	6	16	11	8	9					
		1.62%	1.60%	2.91%	1.35%	0.90%	1.61%	1.35%	1.70%	2.68%	1.47%	1.03%	1.26%	1.53%	1.45%	1.53%	2.65%	1.49%	1.44%	1.40%	1.38%	2.22%	1.44%	3.20%	1.64%	1.03%	0.95%	0.80%	1.42%	1.13%	2.01%	1.17%	2.10%	0.68%	2.16%	1.27%	1.09%	0.92%	2.67%	1.36%	2.13%	1.91%	2.80%	1.90%	2.78%	2.70%	1.82%	1.26%	1.52%	0.69%	1.33%	0.93%	0.71%	1.09%					
23	6.Политическая партия «Партия социальной справедливости»	135	1	1	4	2	1	0	2	2	3	2	2	5	8	4	2	6	0	2	1	2	1	2	1	2	4	2	5	0	4	1	1	1	0	2	4	2	2	3	2	3	5	2	5	0	4	6	3	3	2	2	6	5					
		0.24%	0.09%	0.09%	0.36%	0.18%	0.07%	0.00%	0.17%	0.18%	0.29%	0.23%	0.18%	0.40%	0.68%	0.47%	0.15%	0.41%	0.00%	0.15%	0.07%	0.13%	0.08%	0.18%	0.08%	0.16%	0.42%	0.20%	0.59%	0.00%	0.34%	0.11%	0.11%	0.11%	0.00%	0.17%	0.36%	0.15%	0.21%	0.27%	0.19%	0.32%	0.41%	0.16%	0.39%	0.00%	0.32%	0.54%	0.25%	0.35%	0.17%	0.17%	0.53%	0.61%					
24	7.Политическая партия «Либерально-демократическая партия России»	5459	94	81	104	98	148	85	100	145	78	81	112	87	139	74	127	134	15	106	161	165	101	96	93	124	96	103	73	73	100	82	92	77	105	116	89	103	73	105	110	111	158	124	126	99	112	85	117	130	116	122	119	95					
		9.55%	8.35%	7.61%	9.33%	8.78%	10.37%	7.20%	8.48%	12.93%	7.62%	9.26%	10.06%	6.99%	11.87%	8.74%	9.63%	9.07%	7.18%	7.83%	11.72%	11.11%	8.56%	8.53%	7.62%	9.85%	10.17%	10.30%	8.64%	7.51%	8.39%	8.72%	10.18%	8.70%	11.93%	9.82%	8.10%	7.87%	7.51%	9.49%	10.18%	11.77%	12.99%	10.22%	9.73%	12.15%	8.85%	7.65%	9.88%	14.98%	9.66%	10.36%	10.51%	11.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5380	98	84	58	100	166	135	130	81	92	95	109	117	144	99	141	145	17	142	157	172	93	102	91	122	70	70	61	53	136	81	84	100	104	107	119	107	70	91	86	108	132	118	128	69	112	95	117	54	122	97	122	77					
		9.41%	8.70%	7.89%	5.20%	8.96%	11.63%	11.43%	11.03%	7.23%	8.99%	10.86%	9.79%	9.41%	12.30%	11.69%	10.69%	9.81%	8.13%	10.50%	11.43%	11.58%	7.88%	9.06%	7.45%	9.69%	7.42%	7.00%	7.22%	5.45%	11.41%	8.62%	9.29%	11.30%	11.82%	9.06%	10.83%	8.17%	7.20%	8.23%	7.96%	11.45%	10.86%	9.73%	9.88%	8.47%	8.85%	8.55%	9.88%	6.22%	10.16%	8.23%	10.78%	9.36%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	478	15	10	6	1	17	16	12	3	12	13	12	16	16	13	22	21	3	12	17	28	9	4	10	8	6	4	4	5	10	6	1	6	5	9	8	6	3	7	1	6	8	7	13	5	6	3	9	7	14	14	7	2					
		0.84%	1.33%	0.94%	0.54%	0.09%	1.19%	1.35%	1.02%	0.27%	1.17%	1.49%	1.08%	1.29%	1.37%	1.53%	1.67%	1.42%	1.44%	0.89%	1.24%	1.89%	0.76%	0.36%	0.82%	0.64%	0.64%	0.40%	0.47%	0.51%	0.84%	0.64%	0.11%	0.68%	0.57%	0.76%	0.73%	0.46%	0.31%	0.63%	0.09%	0.64%	0.66%	0.58%	1.00%	0.61%	0.47%	0.27%	0.76%	0.81%	1.17%	1.19%	0.62%	0.24%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	34443	702	630	714	678	775	675	641	610	651	526	705	729	622	420	686	861	124	741	697	725	730	668	814	762	617	689	559	704	754	636	559	488	480	766	670	884	670	722	713	508	639	750	793	458	780	711	706	554	757	740	733	517					
		60.26%	62.34%	59.15%	64.04%	60.75%	54.31%	57.15%	54.37%	54.42%	63.64%	60.11%	63.34%	58.60%	53.12%	49.59%	52.01%	58.25%	59.33%	54.77%	50.73%	48.82%	61.86%	59.33%	66.67%	60.52%	65.36%	68.90%	66.15%	72.43%	63.26%	67.66%	61.84%	55.14%	54.55%	64.86%	60.96%	67.53%	68.93%	65.28%	65.96%	53.87%	52.55%	61.83%	61.24%	56.20%	61.66%	63.99%	59.63%	63.82%	63.03%	62.82%	64.75%	62.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	678	10	18	10	13	17	15	21	16	11	9	11	23	24	7	22	27	3	31	20	31	15	6	14	13	9	8	10	10	8	8	12	7	4	12	20	8	8	8	9	12	11	11	13	8	15	20	16	3	8	11	10	12					
		1.19%	0.89%	1.69%	0.90%	1.16%	1.19%	1.27%	1.78%	1.43%	1.08%	1.03%	0.99%	1.85%	2.05%	0.83%	1.67%	1.83%	1.44%	2.29%	1.46%	2.09%	1.27%	0.53%	1.15%	1.03%	0.95%	0.80%	1.18%	1.03%	0.67%	0.85%	1.33%	0.79%	0.45%	1.02%	1.82%	0.61%	0.82%	0.72%	0.83%	1.27%	0.90%	0.91%	1.00%	0.98%	1.19%	1.80%	1.35%	0.35%	0.67%	0.93%	0.88%	1.46%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
