Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Донская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15261	457	635	402	784	857	491	745	1013	514	272	362	417	342	468	309	163	588	304	470	309	347	559	465	465	324	714	792	663	562	468									
		61.82%	64.28%	74.01%	68.14%	65.94%	68.45%	65.38%	65.41%	64.24%	65.06%	55.62%	40.67%	55.01%	53.11%	55.65%	47.18%	55.44%	61.06%	47.50%	68.31%	52.91%	45.96%	69.18%	84.09%	63.96%	90.50%	73.46%	57.98%	59.89%	60.95%	57.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	148	2	1	1	9	7	6	3	8	11	3	8	2	9	7	8	4	1	2	8	3	7	5	1	2	1	5	5	9	7	3									
		0.60%	0.28%	0.12%	0.17%	0.76%	0.56%	0.80%	0.26%	0.51%	1.39%	0.61%	0.90%	0.26%	1.40%	0.83%	1.22%	1.36%	0.10%	0.31%	1.16%	0.51%	0.93%	0.62%	0.18%	0.28%	0.28%	0.51%	0.37%	0.81%	0.76%	0.37%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	1	0	2	0	0	0	2	0	2	1	2	2	0	4	0	1	0	0	0	0	0	0	0	0	1	2	1	1	2									
		0.10%	0.00%	0.12%	0.00%	0.17%	0.00%	0.00%	0.00%	0.13%	0.00%	0.41%	0.11%	0.26%	0.31%	0.00%	0.61%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.15%	0.09%	0.11%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2860	107	46	68	94	84	94	73	243	46	31	195	74	73	133	109	30	116	116	62	91	137	92	35	79	5	77	178	132	124	116									
		11.59%	15.05%	5.36%	11.53%	7.91%	6.71%	12.52%	6.41%	15.41%	5.82%	6.34%	21.91%	9.76%	11.34%	15.81%	16.64%	10.20%	12.05%	18.13%	9.01%	15.58%	18.15%	11.39%	6.33%	10.87%	1.40%	7.92%	13.03%	11.92%	13.45%	14.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	127	2	2	0	2	0	1	10	8	2	5	10	5	8	5	3	3	2	4	6	5	4	3	1	1	1	5	10	8	3	8									
		0.51%	0.28%	0.23%	0.00%	0.17%	0.00%	0.13%	0.88%	0.51%	0.25%	1.02%	1.12%	0.66%	1.24%	0.59%	0.46%	1.02%	0.21%	0.63%	0.87%	0.86%	0.53%	0.37%	0.18%	0.14%	0.28%	0.51%	0.73%	0.72%	0.33%	0.98%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	140	0	7	0	0	6	2	11	7	11	3	10	3	5	9	8	2	5	13	0	3	6	2	2	2	1	2	5	7	4	4									
		0.57%	0.00%	0.82%	0.00%	0.00%	0.48%	0.27%	0.97%	0.44%	1.39%	0.61%	1.12%	0.40%	0.78%	1.07%	1.22%	0.68%	0.52%	2.03%	0.00%	0.51%	0.79%	0.25%	0.36%	0.28%	0.28%	0.21%	0.37%	0.63%	0.43%	0.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	1	2	0	1	0	3	5	2	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	2	0	0	1									
		0.10%	0.14%	0.23%	0.00%	0.08%	0.00%	0.40%	0.44%	0.13%	0.00%	0.20%	0.22%	0.00%	0.00%	0.00%	0.15%	0.34%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.15%	0.00%	0.00%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	204	3	8	2	5	16	8	10	8	13	7	20	8	6	8	9	3	5	9	3	7	11	4	1	5	1	6	8	4	5	1									
		0.83%	0.42%	0.93%	0.34%	0.42%	1.28%	1.07%	0.88%	0.51%	1.65%	1.43%	2.25%	1.06%	0.93%	0.95%	1.37%	1.02%	0.52%	1.41%	0.44%	1.20%	1.46%	0.50%	0.18%	0.69%	0.28%	0.62%	0.59%	0.36%	0.54%	0.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3439	70	94	87	156	170	66	137	166	118	92	163	187	99	123	120	41	193	100	100	94	131	97	26	100	12	80	234	145	120	118									
		13.93%	9.85%	10.96%	14.75%	13.12%	13.58%	8.79%	12.03%	10.53%	14.94%	18.81%	18.31%	24.67%	15.37%	14.63%	18.32%	13.95%	20.04%	15.63%	14.53%	16.10%	17.35%	12.00%	4.70%	13.76%	3.35%	8.23%	17.13%	13.10%	13.02%	14.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	4	1	2	3	0	0	2	2	2	1	4	2	2	2	4	1	1	4	2	0	4	0	0	1	1	1	4	5	2	1									
		0.23%	0.56%	0.12%	0.34%	0.25%	0.00%	0.00%	0.18%	0.13%	0.25%	0.20%	0.45%	0.26%	0.31%	0.24%	0.61%	0.34%	0.10%	0.63%	0.29%	0.00%	0.53%	0.00%	0.00%	0.14%	0.28%	0.10%	0.29%	0.45%	0.22%	0.12%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	687	16	11	5	39	37	29	47	45	8	22	35	17	36	23	23	11	20	24	9	9	33	10	6	27	5	24	32	45	17	22									
		2.78%	2.25%	1.28%	0.85%	3.28%	2.96%	3.86%	4.13%	2.85%	1.01%	4.50%	3.93%	2.24%	5.59%	2.73%	3.51%	3.74%	2.08%	3.75%	1.31%	1.54%	4.37%	1.24%	1.08%	3.71%	1.40%	2.47%	2.34%	4.07%	1.84%	2.70%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
