13	"Число избирателей, проголосовавших по открепительным удостоверениям"	961	36	38	21	25	20	13	15	10	4	16	0	13	4	12	12	16	7	7	4	12	19	11	8	5	7	24	20	15	12	17	40	11	19	15	19	11	17	26	26	15	11	32	10	11	13	26	17	28	26	19	8	11	24	21	27	10	19	26					
14	Число неиспользованных открепительных удостоверений	504	11	35	10	52	5	52	8	5	6	0	9	2	2	3	4	0	1	3	6	8	5	56	7	0	6	7	9	0	3	6	0	9	2	1	7	7	8	2	17	5	5	9	7	2	1	9	5	2	4	45	6	0	9	8	8	2	2	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	43	1	0	0	0	0	0	1	0	1	2	1	0	0	0	1	1	0	0	0	2	1	1	2	0	0	2	0	1	2	2	0	0	1	2	1	0	1	2	1	1	0	2	2	3	1	1	1	0	0	1	1	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	Богданов Андрей Владимирович	1139	6	22	19	29	19	22	14	16	27	16	8	27	23	24	20	9	11	15	31	24	21	23	10	23	16	13	25	12	23	23	25	16	24	20	26	19	17	23	25	16	18	26	13	13	28	18	27	23	20	23	13	24	19	23	18	12	18	21					
		1.89%	1.46%	2.54%	2.30%	2.33%	2.10%	2.40%	1.67%	2.21%	2.78%	1.49%	1.10%	3.01%	2.85%	2.74%	2.00%	1.20%	2.06%	1.11%	2.69%	2.05%	1.76%	2.45%	1.40%	2.05%	1.65%	0.99%	1.61%	1.29%	2.41%	2.33%	2.35%	1.30%	1.86%	2.67%	2.18%	1.45%	1.68%	1.90%	2.33%	1.38%	1.70%	2.07%	1.47%	1.46%	2.16%	1.72%	2.91%	1.82%	1.54%	1.73%	1.48%	2.37%	2.01%	2.06%	1.38%	0.88%	1.45%	1.76%					
19	Жириновский Владимир Вольфович	6943	57	85	111	112	115	106	94	62	119	141	95	110	93	97	121	103	69	160	124	125	121	98	82	126	98	124	207	99	125	117	116	197	139	99	135	138	129	135	125	152	112	132	95	103	123	115	136	157	130	152	78	116	98	111	156	155	140	173					
		11.51%	13.87%	9.80%	13.44%	9.01%	12.74%	11.58%	11.20%	8.56%	12.24%	13.10%	13.03%	12.25%	11.51%	11.07%	12.10%	13.79%	12.92%	11.81%	10.76%	10.69%	10.14%	10.44%	11.50%	11.24%	10.12%	9.44%	13.33%	10.63%	13.08%	11.85%	10.88%	16.06%	10.76%	13.22%	11.34%	10.50%	12.76%	11.17%	11.63%	13.10%	10.57%	10.50%	10.75%	11.53%	9.51%	10.96%	14.64%	12.43%	9.98%	11.45%	8.85%	11.45%	10.35%	9.96%	11.95%	11.36%	11.30%	14.46%					
20	Зюганов Геннадий Андреевич	12609	99	153	100	352	169	229	170	185	180	209	151	171	155	172	188	150	84	271	217	234	223	166	167	278	245	331	270	177	178	239	255	210	292	142	268	296	202	258	202	221	205	309	206	203	275	227	178	250	306	303	208	226	203	258	265	241	262	225					
		20.90%	24.09%	17.65%	12.11%	28.32%	18.72%	25.03%	20.26%	25.55%	18.52%	19.42%	20.71%	19.04%	19.18%	19.63%	18.80%	20.08%	15.73%	20.00%	18.84%	20.02%	18.69%	17.68%	23.42%	24.80%	25.31%	25.19%	17.39%	19.01%	18.62%	24.21%	23.92%	17.11%	22.60%	18.96%	22.52%	22.53%	19.98%	21.34%	18.79%	19.05%	19.34%	24.58%	23.30%	22.73%	21.25%	21.64%	19.16%	19.79%	23.50%	22.82%	23.61%	22.31%	21.44%	23.14%	20.31%	17.67%	21.15%	18.81%					
21	Медведев Дмитрий Анатольевич	38915	243	597	579	736	593	549	555	452	638	699	467	582	529	564	659	475	364	891	768	774	818	636	445	685	594	830	1034	633	620	595	663	797	819	478	751	848	655	779	687	752	707	778	558	564	853	680	575	821	834	833	568	632	607	709	850	940	807	766					
		64.50%	59.12%	68.86%	70.10%	59.21%	65.67%	60.00%	66.15%	62.43%	65.64%	64.96%	64.06%	64.81%	65.47%	64.38%	65.90%	63.59%	68.16%	65.76%	66.67%	66.21%	68.57%	67.73%	62.41%	61.11%	61.36%	63.17%	66.58%	67.99%	64.85%	60.28%	62.20%	64.96%	63.39%	63.82%	63.11%	64.54%	64.79%	64.43%	63.91%	64.83%	66.70%	61.89%	63.12%	63.16%	65.92%	64.82%	61.89%	65.00%	64.06%	62.73%	64.47%	62.39%	64.10%	63.59%	65.13%	68.91%	65.13%	64.05%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
