7	Число избирательных бюллетеней в переносных ящиках для голосования	3445	33	121	50	31	32	29	47	55	19	38	41	223	46	43	54	19	22	24	37	21	45	52	39	47	17	41	14	60	50	34	47	51	34	32	37	41	26	52	52	35	51	30	19	17	20	82	70	64	65	51	23	34	38	19	32	26	35	20	22	24	31	42	49	27	16	33	46	36	33	31	260	49	41	30	12	12	18	17	17	112									
8	Число бюллетеней в стационарных ящиках для голосования	64534	1166	887	832	656	728	1188	992	950	829	838	506	553	865	962	881	937	743	921	824	1082	552	1081	829	650	733	736	1138	476	1012	837	1029	960	926	965	670	519	954	1466	931	759	641	625	641	625	630	938	1014	832	825	633	578	590	515	420	562	562	601	590	605	881	782	689	954	832	741	636	870	604	551	702	606	1015	1062	844	883	808	1172	1088	1456	368									
9	Число недействительных избирательных бюллетеней	693	11	13	20	11	6	11	21	13	19	4	6	12	10	10	19	8	7	11	8	10	1	12	8	4	5	7	9	6	4	10	5	6	6	12	4	5	15	18	18	11	3	6	9	6	4	9	9	7	3	16	9	5	2	7	8	5	5	6	7	11	5	11	7	7	5	4	7	10	6	4	14	8	7	9	7	5	17	8	12	7									
10	Число действительных избирательных бюллетеней	67286	1188	995	862	676	754	1206	1018	992	829	872	541	764	901	995	916	948	758	934	853	1093	596	1121	860	693	745	770	1143	530	1058	861	1071	1005	954	985	703	555	965	1500	965	783	689	649	651	636	646	1011	1075	889	887	668	592	619	551	432	586	583	631	604	620	894	808	720	996	852	752	665	909	630	578	729	852	1056	1096	865	888	815	1173	1097	1461	473									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																											
13	Бабурин Сергей Николаевич	726	22	9	10	7	9	13	10	9	8	12	7	7	11	12	11	3	4	13	13	11	8	8	6	9	6	10	12	4	14	6	15	16	15	16	3	4	10	11	6	12	6	7	12	13	6	9	10	11	8	6	9	8	7	4	9	6	4	5	3	10	8	7	11	13	14	4	9	9	7	8	5	8	3	7	16	14	2	11	20	5									
		1.07%	1.83%	0.89%	1.13%	1.02%	1.18%	1.07%	0.96%	0.90%	0.94%	1.37%	1.28%	0.90%	1.21%	1.19%	1.18%	0.31%	0.52%	1.38%	1.51%	0.99%	1.34%	0.71%	0.69%	1.29%	0.80%	1.29%	1.04%	0.75%	1.32%	0.69%	1.39%	1.58%	1.56%	1.60%	0.42%	0.71%	1.02%	0.72%	0.61%	1.51%	0.87%	1.07%	1.82%	2.02%	0.92%	0.88%	0.92%	1.23%	0.90%	0.88%	1.50%	1.28%	1.27%	0.91%	1.52%	1.02%	0.63%	0.82%	0.48%	1.10%	0.98%	0.96%	1.10%	1.51%	1.85%	0.60%	0.98%	1.41%	1.20%	1.09%	0.58%	0.75%	0.27%	0.80%	1.79%	1.71%	0.17%	0.99%	1.36%	1.04%									
14	Грудинин Павел Николаевич	9406	180	154	133	83	125	163	147	121	97	121	68	86	130	117	119	122	114	150	127	159	88	163	114	76	123	126	193	85	132	136	172	124	129	123	89	80	135	208	110	95	98	87	93	82	97	107	114	111	119	82	82	49	76	73	97	74	101	82	83	124	145	86	136	149	110	91	121	97	72	83	143	171	169	110	126	104	175	180	237	53									
		13.84%	15.01%	15.28%	15.08%	12.08%	16.45%	13.39%	14.15%	12.04%	11.44%	13.81%	12.43%	11.08%	14.27%	11.64%	12.73%	12.76%	14.90%	15.87%	14.75%	14.42%	14.74%	14.39%	13.13%	10.90%	16.40%	16.22%	16.75%	15.86%	12.43%	15.61%	15.99%	12.27%	13.44%	12.34%	12.59%	14.29%	13.78%	13.70%	11.19%	11.96%	14.16%	13.28%	14.09%	12.77%	14.92%	10.49%	10.52%	12.39%	13.37%	11.99%	13.64%	7.85%	13.74%	16.63%	16.33%	12.59%	15.88%	13.44%	13.24%	13.70%	17.84%	11.76%	13.56%	17.35%	14.53%	13.60%	13.21%	15.16%	12.33%	11.32%	16.51%	16.07%	15.32%	12.59%	14.08%	12.68%	14.71%	16.29%	16.09%	11.04%									
15	Жириновский Владимир Вольфович	4880	56	49	53	36	38	56	80	56	72	64	29	59	73	63	80	76	61	59	65	83	38	75	62	54	58	46	71	35	84	55	72	57	72	64	62	44	58	119	86	63	56	45	41	52	40	88	80	78	63	47	44	61	44	35	51	41	38	44	46	63	67	67	72	50	49	52	58	38	47	75	67	72	88	81	65	59	81	125	80	47									
		7.18%	4.67%	4.86%	6.01%	5.24%	5.00%	4.60%	7.70%	5.57%	8.49%	7.31%	5.30%	7.60%	8.01%	6.27%	8.56%	7.95%	7.97%	6.24%	7.55%	7.52%	6.37%	6.62%	7.14%	7.75%	7.73%	5.92%	6.16%	6.53%	7.91%	6.31%	6.69%	5.64%	7.50%	6.42%	8.77%	7.86%	5.92%	7.84%	8.75%	7.93%	8.09%	6.87%	6.21%	8.10%	6.15%	8.63%	7.38%	8.71%	7.08%	6.87%	7.32%	9.78%	7.96%	7.97%	8.59%	6.97%	5.97%	7.21%	7.34%	6.96%	8.24%	9.17%	7.18%	5.82%	6.47%	7.77%	6.33%	5.94%	8.05%	10.23%	7.74%	6.77%	7.98%	9.27%	7.26%	7.20%	6.81%	11.31%	5.43%	9.79%									
16	Путин Владимир Владимирович	48381	823	712	573	488	510	866	711	739	590	626	411	568	614	732	651	700	543	654	592	775	416	809	638	520	509	542	785	378	782	621	756	756	680	718	511	405	710	1099	718	574	487	482	459	455	468	753	817	647	655	504	412	470	399	294	393	441	446	450	455	650	555	523	723	575	532	486	668	452	420	531	587	754	801	627	652	590	844	741	1032	346									
		71.17%	68.64%	70.63%	64.97%	71.03%	67.11%	71.16%	68.43%	73.53%	69.58%	71.46%	75.14%	73.20%	67.40%	72.84%	69.63%	73.22%	70.98%	69.21%	68.76%	70.26%	69.68%	71.40%	73.50%	74.61%	67.87%	69.76%	68.14%	70.52%	73.63%	71.30%	70.26%	74.78%	70.83%	72.02%	72.28%	72.32%	72.45%	72.40%	73.04%	72.29%	70.38%	73.59%	69.55%	70.87%	72.00%	73.82%	75.37%	72.21%	73.60%	73.68%	68.55%	75.32%	72.15%	66.97%	66.16%	75.00%	70.13%	73.77%	72.57%	71.82%	68.27%	71.55%	72.08%	66.94%	70.28%	72.65%	72.93%	70.63%	71.92%	72.44%	67.78%	70.86%	72.62%	71.74%	72.85%	71.95%	70.92%	67.06%	70.06%	72.08%									
17	Собчак Ксения Анатольевна	1696	51	25	48	19	29	58	34	36	21	24	14	18	32	26	21	21	16	28	27	27	15	24	23	16	19	16	35	9	11	20	19	18	25	21	17	9	26	24	26	17	17	11	21	16	14	14	20	20	21	9	22	12	10	13	10	9	22	6	18	17	11	15	23	33	23	9	26	17	10	14	25	24	18	14	17	25	45	19	50	11									
		2.49%	4.25%	2.48%	5.44%	2.77%	3.82%	4.77%	3.27%	3.58%	2.48%	2.74%	2.56%	2.32%	3.51%	2.59%	2.25%	2.20%	2.09%	2.96%	3.14%	2.45%	2.51%	2.12%	2.65%	2.30%	2.53%	2.06%	3.04%	1.68%	1.04%	2.30%	1.77%	1.78%	2.60%	2.11%	2.40%	1.61%	2.65%	1.58%	2.64%	2.14%	2.46%	1.68%	3.18%	2.49%	2.15%	1.37%	1.85%	2.23%	2.36%	1.32%	3.66%	1.92%	1.81%	2.96%	1.68%	1.53%	3.46%	0.98%	2.87%	1.88%	1.35%	2.05%	2.29%	3.84%	3.04%	1.35%	2.84%	2.66%	1.71%	1.91%	2.89%	2.26%	1.63%	1.60%	1.90%	3.05%	3.78%	1.72%	3.39%	2.29%									
18	Сурайкин Максим Александрович	474	11	8	4	9	11	5	5	6	4	7	2	2	9	7	7	3	0	7	7	9	5	18	2	4	9	9	6	4	13	4	9	11	10	10	3	2	8	7	4	6	8	8	6	2	4	10	6	6	1	2	4	5	5	0	4	4	9	7	9	2	9	5	4	3	7	4	3	3	5	4	7	10	4	9	5	3	7	5	6	2									
		0.70%	0.92%	0.79%	0.45%	1.31%	1.45%	0.41%	0.48%	0.60%	0.47%	0.80%	0.37%	0.26%	0.99%	0.70%	0.75%	0.31%	0.00%	0.74%	0.81%	0.82%	0.84%	1.59%	0.23%	0.57%	1.20%	1.16%	0.52%	0.75%	1.22%	0.46%	0.84%	1.09%	1.04%	1.00%	0.42%	0.36%	0.82%	0.46%	0.41%	0.76%	1.16%	1.22%	0.91%	0.31%	0.62%	0.98%	0.55%	0.67%	0.11%	0.29%	0.67%	0.80%	0.90%	0.00%	0.67%	0.68%	1.42%	1.15%	1.44%	0.22%	1.11%	0.68%	0.40%	0.35%	0.92%	0.60%	0.33%	0.47%	0.86%	0.55%	0.81%	0.94%	0.36%	1.03%	0.56%	0.37%	0.59%	0.45%	0.41%	0.42%									
19	Титов Борис Юрьевич	759	12	16	23	11	16	23	13	9	13	6	3	16	14	20	16	7	7	10	10	15	10	13	8	6	8	10	19	6	10	10	11	7	10	11	7	7	6	19	6	10	6	3	9	5	8	13	17	9	5	5	11	4	6	8	8	3	4	4	1	16	5	8	11	12	8	14	11	5	6	6	8	5	4	5	1	12	10	7	17	5									
		1.12%	1.00%	1.59%	2.61%	1.60%	2.11%	1.89%	1.25%	0.90%	1.53%	0.68%	0.55%	2.06%	1.54%	1.99%	1.71%	0.73%	0.92%	1.06%	1.16%	1.36%	1.68%	1.15%	0.92%	0.86%	1.07%	1.29%	1.65%	1.12%	0.94%	1.15%	1.02%	0.69%	1.04%	1.10%	0.99%	1.25%	0.61%	1.25%	0.61%	1.26%	0.87%	0.46%	1.36%	0.78%	1.23%	1.27%	1.57%	1.00%	0.56%	0.73%	1.83%	0.64%	1.08%	1.82%	1.35%	0.51%	0.63%	0.66%	0.16%	1.77%	0.62%	1.09%	1.10%	1.40%	1.06%	2.09%	1.20%	0.78%	1.03%	0.82%	0.92%	0.47%	0.36%	0.57%	0.11%	1.46%	0.84%	0.63%	1.15%	1.04%									
20	Явлинский Григорий Алексеевич	964	33	22	18	23	16	22	18	16	24	12	7	8	18	18	11	16	13	13	12	14	16	11	7	8	13	11	22	9	12	9	17	16	13	22	11	4	12	13	9	6	11	6	10	11	9	17	11	7	15	13	8	10	4	5	14	5	7	6	5	12	8	9	16	17	9	5	13	9	11	8	10	12	9	12	6	8	9	9	19	4									
		1.42%	2.75%	2.18%	2.04%	3.35%	2.11%	1.81%	1.73%	1.59%	2.83%	1.37%	1.28%	1.03%	1.98%	1.79%	1.18%	1.67%	1.70%	1.38%	1.39%	1.27%	2.68%	0.97%	0.81%	1.15%	1.73%	1.42%	1.91%	1.68%	1.13%	1.03%	1.58%	1.58%	1.35%	2.21%	1.56%	0.71%	1.22%	0.86%	0.92%	0.76%	1.59%	0.92%	1.52%	1.71%	1.38%	1.67%	1.01%	0.78%	1.69%	1.90%	1.33%	1.60%	0.72%	1.14%	2.36%	0.85%	1.10%	0.98%	0.80%	1.33%	0.98%	1.23%	1.60%	1.98%	1.19%	0.75%	1.42%	1.41%	1.88%	1.09%	1.15%	1.13%	0.82%	1.37%	0.67%	0.98%	0.76%	0.81%	1.29%	0.83%									
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
