Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Степновская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154					
		14.86%	31.81%	17.94%	6.80%	10.32%	9.30%	12.81%	5.97%	12.04%	3.75%	8.66%	7.56%	10.70%	17.39%	23.85%	19.88%	29.88%					
																							
41	Против всех	309	11	3	10	9	4	41	6	34	9	21	11	49	48	30	19	4					
		3.95%	2.0%	1.92%	2.26%	5.80%	4.65%	6.11%	2.98%	3.10%	11.25%	3.37%	2.52%	4.48%	5.83%	4.28%	3.59%	2.29%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
