7	Число избирательных бюллетеней в переносных ящиках для голосования	8998	51	94	11	48	46	26	27	39	48	141	37	27	169	154	13	31	23	15	29	24	20	77	27	28	27	27	117	34	54	59	67	20	115	122	13	99	45	7	39	22	31	20	27	19	27	23	22	119	83	114	27	46	33	89	14	32	32	57	76	29	19	47	31	37	60	54	22	45	21	24	8	6	59	30	8	17	0	114	123	64	65	102	49	46	431	36	82	113	164	213	32	191	25	4	262	238	96	94	160	83	38	62	57	70	39	80	51	323	294	100	78	79	40	117	79	43	169	126	83	77	44	133	96	112	0	95	126	61	6	31	3	19	0									
8	Число бюллетеней в стационарных ящиках для голосования	94455	439	314	165	1025	586	309	245	326	266	500	88	90	1314	147	1371	1422	1689	1558	646	1641	1561	1048	1340	1191	1280	955	1069	1458	975	1101	1076	1015	1444	1088	1239	884	931	982	1090	1064	1018	1292	1300	1501	1632	1356	1506	730	541	710	893	1112	1178	1213	763	870	1245	1227	395	233	423	420	174	186	276	253	423	224	558	500	338	335	312	319	494	622	473	1044	772	327	790	585	426	574	170	119	257	117	1274	1179	998	654	389	743	595	663	431	532	545	534	247	223	226	1108	1031	489	254	659	962	347	362	549	143	1129	809	853	680	691	247	198	383	512	941	894	112	550	332	334	550	114	447	217	167									
9	Число недействительных избирательных бюллетеней	1286	3	10	5	13	2	3	0	3	2	5	3	4	19	4	15	12	15	19	6	20	35	14	14	16	15	20	9	17	13	18	21	7	21	13	15	11	13	9	7	16	22	13	17	11	17	19	21	11	9	22	13	24	14	24	7	13	23	11	6	4	7	13	4	1	1	5	5	0	8	5	2	0	3	8	6	7	5	14	9	6	11	6	3	10	9	2	4	1	19	17	21	6	2	15	7	7	10	4	5	6	1	2	2	17	22	4	3	14	18	4	9	12	2	13	5	9	8	20	4	5	2	4	12	5	1	16	5	4	11	1	4	1	4									
10	Число действительных избирательных бюллетеней	102167	487	398	171	1060	630	332	272	362	312	636	122	113	1464	297	1369	1441	1697	1554	669	1645	1546	1111	1353	1203	1292	962	1177	1475	1016	1142	1122	1028	1538	1197	1237	972	963	980	1122	1070	1027	1299	1310	1509	1642	1360	1507	838	615	802	907	1134	1197	1278	770	889	1254	1273	465	258	435	454	201	222	335	302	440	269	571	519	344	341	368	341	496	632	468	1144	886	385	844	681	472	610	592	153	335	229	1419	1375	1009	839	412	732	850	894	517	622	700	611	284	283	281	1161	1048	565	302	968	1238	443	431	616	181	1233	883	887	841	797	326	270	425	641	1025	1001	111	629	453	391	545	144	446	235	163									
11	Число полученных открепительных  удостоверений	2849	12	12	5	24	20	15	5	20	7	25	5	5	28	0	30	25	45	38	25	40	29	20	25	30	30	19	25	45	30	20	30	33	30	18	30	20	20	25	18	32	25	30	20	40	45	35	33	40	40	40	20	30	40	27	30	25	40	25	13	15	30	13	5	5	15	15	5	10	15	15	15	23	10	15	30	30	20	18	20	15	30	20	25	15	0	10	5	10	35	44	25	25	10	30	30	33	15	20	30	40	10	5	13	35	33	25	5	30	49	10	20	10	5	25	10	15	25	23	10	10	15	20	19	38	5	20	10	10	25	5	10	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2521	12	12	5	24	14	10	4	12	6	15	3	2	28	0	20	25	44	37	25	40	29	20	24	28	30	19	25	39	27	20	29	30	26	18	26	18	20	25	16	31	24	28	20	37	38	35	33	30	30	28	17	30	36	27	26	23	40	18	13	12	18	13	2	5	11	10	3	5	15	15	11	19	10	12	30	29	17	18	16	12	25	20	15	13	0	5	2	5	35	41	20	23	10	30	30	33	15	18	17	33	10	0	13	32	33	16	4	25	49	6	14	9	0	21	9	15	21	23	8	4	15	20	19	38	5	18	5	10	25	3	7	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2426	29	11	18	25	51	24	12	14	36	8	10	27	12	41	28	10	29	22	30	21	30	16	20	17	27	18	25	22	33	11	24	19	29	21	22	13	20	21	6	17	8	15	33	27	56	28	12	18	12	27	33	31	27	28	28	17	44	30	17	6	5	5	12	10	18	19	33	21	16	11	14	9	11	13	23	17	4	17	18	10	6	9	8	19	40	9	11	3	15	24	9	26	9	38	19	20	15	19	7	26	26	19	8	15	4	12	9	4	12	15	8	7	6	23	11	12	11	17	20	48	14	27	27	15	6	12	8	12	3	7	16	0	8									
14	Число неиспользованных открепительных удостоверений	328	0	0	0	0	6	5	1	8	1	10	2	3	0	0	10	0	1	1	0	0	0	0	1	2	0	0	0	6	3	0	1	3	4	0	4	2	0	0	2	1	1	2	0	3	7	0	0	10	10	12	3	0	4	0	4	2	0	7	0	3	12	0	3	0	4	5	2	5	0	0	4	4	0	3	0	1	3	0	4	3	5	0	10	2	0	5	3	5	0	3	5	2	0	0	0	0	0	2	13	7	0	5	0	3	0	9	1	5	0	4	6	1	5	4	1	0	4	0	2	6	0	0	0	0	0	2	5	0	0	2	3	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	2	2	1	1	1	0	0	3	0	1	2	1	0	0	1	0	1	1	0	1	3	0	0	3	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																																
19	Жириновский Владимир Вольфович	6837	26	24	6	59	31	18	19	17	14	30	11	7	89	21	69	87	84	76	51	121	102	87	79	84	100	66	82	91	57	80	49	62	88	84	66	97	65	46	66	73	59	75	88	104	99	72	98	68	57	83	48	64	93	106	58	45	83	91	36	19	33	23	6	13	8	16	37	16	29	31	24	19	19	31	56	46	28	76	48	37	62	44	42	32	48	9	20	10	130	116	67	60	19	63	52	51	46	41	39	47	13	10	20	77	86	41	20	71	107	12	37	54	15	87	63	76	72	57	25	17	24	27	77	58	8	45	39	26	40	7	42	46	14									
		6.61%	5.31%	5.88%	3.41%	5.50%	4.91%	5.37%	6.99%	4.66%	4.46%	4.68%	8.80%	5.98%	6.00%	6.98%	4.99%	5.99%	4.91%	4.83%	7.56%	7.27%	6.45%	7.73%	5.78%	6.89%	7.65%	6.72%	6.91%	6.10%	5.54%	6.90%	4.29%	5.99%	5.64%	6.94%	5.27%	9.87%	6.66%	4.65%	5.85%	6.72%	5.62%	5.72%	6.63%	6.84%	5.97%	5.22%	6.41%	8.01%	9.13%	10.07%	5.22%	5.53%	7.68%	8.14%	7.46%	4.99%	6.50%	7.09%	7.64%	7.25%	7.47%	4.93%	2.93%	5.83%	2.38%	5.21%	8.31%	5.95%	5.01%	5.92%	6.94%	5.57%	5.12%	8.88%	11.16%	7.20%	5.92%	6.56%	5.36%	9.46%	7.25%	6.40%	8.84%	5.16%	7.99%	5.81%	5.90%	4.35%	9.04%	8.33%	6.50%	7.10%	4.59%	8.43%	6.07%	5.66%	8.73%	6.55%	5.53%	7.62%	4.56%	3.51%	7.07%	6.54%	8.04%	7.21%	6.56%	7.23%	8.52%	2.68%	8.41%	8.60%	8.20%	6.98%	7.09%	8.48%	8.48%	6.98%	7.58%	6.18%	5.62%	4.19%	7.43%	5.77%	7.14%	6.98%	8.52%	6.58%	7.19%	4.83%	9.33%	19.49%	8.38%									
20	Зюганов Геннадий Андреевич	16110	98	59	24	204	139	71	45	65	46	84	15	18	220	42	230	276	275	268	111	286	286	156	238	200	197	167	186	261	140	174	197	178	252	201	228	121	195	222	222	176	148	243	255	281	298	229	269	130	115	131	138	187	192	120	100	116	173	175	66	64	92	100	51	46	62	64	54	47	135	119	60	81	64	65	86	133	111	204	134	50	108	82	50	92	41	10	51	33	210	164	160	136	60	115	113	85	72	110	80	97	44	29	40	187	166	74	26	138	176	55	62	72	31	172	72	138	101	111	47	53	56	84	125	154	11	66	40	39	48	7	28	9	19									
		15.57%	20.00%	14.46%	13.64%	19.01%	21.99%	21.19%	16.54%	17.81%	14.65%	13.10%	12.00%	15.38%	14.83%	13.95%	16.62%	18.99%	16.06%	17.04%	16.44%	17.18%	18.09%	13.87%	17.41%	16.41%	15.07%	17.01%	15.68%	17.49%	13.61%	15.00%	17.24%	17.20%	16.16%	16.61%	18.21%	12.31%	19.98%	22.45%	19.66%	16.21%	14.11%	18.52%	19.22%	18.49%	17.96%	16.61%	17.60%	15.31%	18.43%	15.90%	15.00%	16.15%	15.85%	9.22%	12.87%	12.86%	13.55%	13.63%	14.01%	24.43%	20.81%	21.41%	24.88%	20.63%	18.45%	20.85%	12.13%	17.47%	23.32%	22.71%	17.34%	23.75%	17.25%	18.62%	17.13%	20.81%	23.47%	17.62%	14.97%	12.79%	12.63%	11.94%	10.53%	14.84%	6.82%	6.45%	15.04%	14.35%	14.60%	11.78%	15.53%	16.09%	14.49%	15.39%	13.19%	9.43%	13.66%	17.57%	11.35%	15.72%	15.44%	10.18%	14.13%	15.87%	15.51%	13.01%	8.52%	14.05%	14.01%	12.30%	14.09%	11.46%	16.94%	13.80%	8.11%	15.40%	11.90%	13.59%	14.24%	19.27%	13.11%	13.02%	12.05%	15.31%	9.82%	10.23%	8.73%	9.87%	8.63%	4.83%	6.22%	3.81%	11.38%									
21	Миронов Сергей Михайлович	6528	32	32	7	77	37	14	18	26	19	32	8	8	94	22	118	126	115	126	44	108	117	94	114	94	117	63	78	115	86	78	114	68	120	61	101	61	75	72	81	85	71	112	82	92	133	94	122	43	32	43	53	67	69	71	53	61	79	68	24	15	28	23	8	21	22	19	19	21	44	34	26	17	28	28	23	31	23	60	42	17	61	41	24	35	32	3	15	15	92	74	85	44	24	32	52	52	13	42	46	35	11	16	13	78	64	23	25	54	47	28	26	34	10	60	35	44	40	51	25	10	23	17	41	63	8	27	10	6	22	3	14	2	6									
		6.31%	6.53%	7.84%	3.98%	7.18%	5.85%	4.18%	6.62%	7.12%	6.05%	4.99%	6.40%	6.84%	6.34%	7.31%	8.53%	8.67%	6.72%	8.01%	6.52%	6.49%	7.40%	8.36%	8.34%	7.71%	8.95%	6.42%	6.58%	7.71%	8.36%	6.72%	9.97%	6.57%	7.70%	5.04%	8.07%	6.21%	7.68%	7.28%	7.17%	7.83%	6.77%	8.54%	6.18%	6.05%	8.02%	6.82%	7.98%	5.06%	5.13%	5.22%	5.76%	5.79%	5.70%	5.45%	6.82%	6.76%	6.19%	5.30%	5.10%	5.73%	6.33%	4.93%	3.90%	9.42%	6.55%	6.19%	4.27%	7.81%	7.60%	6.49%	7.51%	4.99%	7.55%	8.02%	4.58%	4.85%	4.86%	5.18%	4.69%	4.35%	7.13%	5.97%	5.05%	5.65%	5.32%	1.94%	4.42%	6.52%	6.40%	5.32%	8.25%	5.21%	5.80%	4.28%	6.07%	5.77%	2.47%	6.71%	6.52%	5.67%	3.86%	5.61%	4.59%	6.62%	5.98%	4.04%	8.20%	5.50%	3.74%	6.26%	5.91%	5.41%	5.46%	4.82%	3.94%	4.91%	4.71%	6.24%	7.58%	3.64%	5.39%	2.64%	3.95%	6.26%	7.14%	4.19%	2.18%	1.52%	3.96%	2.07%	3.11%	0.85%	3.59%									
22	Прохоров Михаил Дмитриевич	12197	44	45	27	103	69	46	37	44	41	76	13	14	259	16	287	203	328	282	100	264	232	136	246	163	197	155	142	210	126	153	165	152	179	159	172	138	136	159	131	141	150	174	167	215	229	199	218	70	54	71	118	160	152	164	80	105	154	149	49	27	37	59	19	27	45	42	33	40	80	74	48	40	41	31	43	73	61	118	86	47	73	65	34	44	34	19	20	31	169	133	90	69	37	83	51	44	36	57	54	59	31	30	18	103	106	67	29	54	99	42	42	56	22	160	51	60	69	65	37	22	36	30	93	109	16	28	14	22	53	10	29	41	12									
		11.79%	8.98%	11.03%	15.34%	9.60%	10.92%	13.73%	13.60%	12.05%	13.06%	11.86%	10.40%	11.97%	17.46%	5.32%	20.74%	13.97%	19.16%	17.93%	14.81%	15.86%	14.67%	12.09%	17.99%	13.37%	15.07%	15.78%	11.97%	14.08%	12.24%	13.19%	14.44%	14.69%	11.48%	13.14%	13.74%	14.04%	13.93%	16.08%	11.60%	12.98%	14.30%	13.26%	12.58%	14.14%	13.80%	14.43%	14.27%	8.24%	8.65%	8.62%	12.83%	13.82%	12.55%	12.60%	10.30%	11.64%	12.06%	11.60%	10.40%	10.31%	8.37%	12.63%	9.27%	12.11%	13.39%	13.68%	7.42%	14.87%	13.82%	14.12%	13.87%	11.73%	11.05%	8.88%	8.57%	11.42%	12.90%	10.19%	9.61%	12.02%	8.54%	9.46%	7.16%	7.10%	5.66%	12.26%	5.90%	13.48%	11.75%	9.55%	8.74%	8.17%	8.94%	11.11%	5.95%	4.88%	6.83%	9.11%	7.66%	9.56%	10.88%	10.53%	6.36%	8.74%	9.91%	11.78%	9.51%	5.50%	7.88%	9.40%	9.55%	8.92%	12.02%	12.84%	5.74%	6.70%	8.13%	7.96%	11.21%	8.00%	8.43%	4.65%	8.97%	10.83%	14.29%	4.34%	3.06%	5.57%	9.53%	6.90%	6.44%	17.37%	7.19%									
23	Путин Владимир Владимирович	60495	287	238	107	617	354	183	153	210	192	414	75	66	802	196	665	749	895	802	363	866	809	638	676	662	681	511	689	798	607	657	597	568	899	692	670	555	492	481	622	595	599	695	718	817	883	766	800	527	357	474	550	656	691	817	479	562	765	790	290	133	245	249	117	115	198	161	297	145	283	261	186	184	216	186	288	349	245	686	576	234	540	449	322	407	437	112	229	140	818	888	607	530	272	439	582	662	350	372	481	373	185	198	190	716	626	360	202	651	809	306	264	400	103	754	662	569	559	513	192	168	286	483	689	617	68	463	350	298	382	117	333	137	112									
		58.48%	58.57%	58.33%	60.80%	57.50%	56.01%	54.63%	56.25%	57.53%	61.15%	64.59%	60.00%	56.41%	54.08%	65.12%	48.05%	51.55%	52.28%	50.99%	53.78%	52.01%	51.17%	56.71%	49.45%	54.31%	52.10%	52.04%	58.09%	53.49%	58.99%	56.64%	52.23%	54.88%	57.67%	57.19%	53.51%	56.46%	50.41%	48.63%	55.09%	54.79%	57.10%	52.97%	54.11%	53.75%	53.22%	55.55%	52.36%	62.07%	57.21%	57.52%	59.78%	56.65%	57.06%	62.75%	61.65%	62.31%	59.91%	61.53%	61.57%	50.76%	55.43%	53.32%	57.07%	51.57%	58.93%	52.44%	66.74%	53.90%	48.88%	49.81%	53.76%	53.96%	58.22%	53.30%	57.37%	54.62%	51.80%	59.24%	64.36%	59.85%	63.16%	65.36%	67.79%	65.65%	72.71%	72.26%	67.55%	60.87%	56.88%	63.79%	58.93%	62.72%	65.70%	58.77%	67.91%	73.47%	66.41%	59.42%	68.23%	60.45%	64.91%	69.47%	67.14%	60.78%	58.50%	63.27%	66.23%	66.29%	64.41%	68.46%	60.00%	63.69%	56.28%	60.51%	74.55%	63.50%	65.84%	62.79%	58.18%	61.09%	66.98%	74.88%	66.44%	61.33%	60.71%	71.78%	76.42%	75.44%	68.71%	80.69%	74.00%	58.05%	67.07%									
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
																																																																																																																																																
