Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Тепло-Огаревская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	628	30	30	30	20	20	15	30	30	35	25	50	50	30	30	20	15	15	10	21	21	21	21	22	37									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	605	30	30	30	20	20	12	30	30	35	25	50	50	30	30	20	15	5	10	21	11	21	21	22	37									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	90	2	3	9	0	5	3	2	1	3	1	5	3	3	7	1	6	4	3	2	3	8	4	3	9									
14	Число погашенных неиспользованных открепительных удостоверений	23	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	2	3	0	1	0	0	2	1	1	1	2	2	2	1	3	0	0	0	1	7	4	5	14	10									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	49	1	0	0	3	2	3	1	1	1	1	4	0	2	0	0	0	0	1	4	10	5	6	3	1									
		0.85%	0.40%	0.00%	0.00%	1.62%	1.37%	1.49%	0.81%	0.37%	0.37%	0.60%	1.09%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	1.37%	1.29%	2.21%	1.68%	2.15%	0.76%	0.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	137	8	8	2	0	3	5	3	4	0	2	11	11	4	0	7	3	1	3	7	14	11	10	13	7									
		2.37%	3.23%	5.48%	1.53%	0.00%	2.05%	2.49%	2.44%	1.47%	0.00%	1.19%	2.99%	2.86%	1.86%	0.00%	2.16%	1.57%	1.15%	4.11%	2.26%	3.09%	3.70%	3.58%	3.28%	1.72%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	110	3	2	1	5	4	12	1	3	3	1	6	8	4	5	6	6	0	1	4	6	9	6	6	8									
		1.90%	1.21%	1.37%	0.76%	2.70%	2.74%	5.97%	0.81%	1.10%	1.10%	0.60%	1.63%	2.08%	1.86%	4.55%	1.85%	3.14%	0.00%	1.37%	1.29%	1.32%	3.03%	2.15%	1.52%	1.97%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3794	165	97	91	126	117	136	78	208	212	127	268	276	139	67	214	124	71	46	201	258	150	160	228	235									
		65.57%	66.53%	66.44%	69.47%	68.11%	80.14%	67.66%	63.41%	76.47%	77.66%	75.60%	73.02%	71.69%	64.65%	60.91%	66.05%	64.92%	81.61%	63.01%	64.84%	56.95%	50.51%	57.35%	57.58%	57.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	2	0	1	0	0	0	1	0	0	0	0	2	3	0	0	1	0	1	2	1	3	2	3	1									
		0.40%	0.81%	0.00%	0.76%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.52%	1.40%	0.00%	0.00%	0.52%	0.00%	1.37%	0.65%	0.22%	1.01%	0.72%	0.76%	0.25%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	2									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.65%	0.00%	0.34%	0.00%	0.00%	0.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	689	30	15	13	18	8	18	11	30	27	21	27	43	27	15	43	27	7	11	44	62	37	34	59	62									
		11.91%	12.10%	10.27%	9.92%	9.73%	5.48%	8.96%	8.94%	11.03%	9.89%	12.50%	7.36%	11.17%	12.56%	13.64%	13.27%	14.14%	8.05%	15.07%	14.19%	13.69%	12.46%	12.19%	14.90%	15.27%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	4	1	2	0	0	0	2	0	2	0	0	0	1	0	0	2	0	0	1	3	2	3	2	0									
		0.43%	1.61%	0.68%	1.53%	0.00%	0.00%	0.00%	1.63%	0.00%	0.73%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	1.05%	0.00%	0.00%	0.32%	0.66%	0.67%	1.08%	0.51%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	2	4	3	1									
		0.29%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.67%	1.43%	0.76%	0.25%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0									
		0.10%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.34%	0.36%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	0	0	1	2	1	0	0	0	3	0	1	0	2	2	0	1	0	0	0	5	1	4	9	0									
		0.55%	0.00%	0.00%	0.76%	1.08%	0.68%	0.00%	0.00%	0.00%	1.10%	0.00%	0.27%	0.00%	0.93%	1.82%	0.00%	0.52%	0.00%	0.00%	0.00%	1.10%	0.34%	1.43%	2.27%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	767	25	20	18	24	8	22	23	24	25	11	44	41	27	19	48	22	7	9	41	81	61	38	58	71									
		13.26%	10.08%	13.70%	13.74%	12.97%	5.48%	10.95%	18.70%	8.82%	9.16%	6.55%	11.99%	10.65%	12.56%	17.27%	14.81%	11.52%	8.05%	12.33%	13.23%	17.88%	20.54%	13.62%	14.65%	17.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	3	0									
		0.17%	0.00%	0.68%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.76%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	61	4	0	2	3	2	2	1	0	0	0	1	2	4	1	2	3	1	0	0	3	8	3	9	10									
		1.05%	1.61%	0.00%	1.53%	1.62%	1.37%	0.99%	0.81%	0.00%	0.00%	0.00%	0.27%	0.52%	1.86%	0.91%	0.62%	1.57%	1.15%	0.00%	0.00%	0.66%	2.69%	1.08%	2.27%	2.46%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
