Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Лысковская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	57	5	0	2	5	5	1	3	10	0	0	0	1	3	3	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	2	3	2	1	4	1	6	3	3	5	2	0	1	0	1	1	1	1	1	5	3	1	0	2	1	1	1	0	1	0	3	1	1	5	1	2	0	0	0	1	4	3	0	0	1	0	2					
14	Число погашенных открепительных удостоверений	423	15	20	18	15	15	19	17	10	20	20	20	19	17	17	19	19	10	5	3	3	5	5	5	5	5	5	5	5	5	5	3	3	5	3	5	5	5	5	5	4	5	4	5	5	5	5	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	217	6	1	2	9	9	6	7	9	9	1	6	2	4	4	5	4	5	2	12	2	3	1	8	5	6	4	1	7	4	3	2	2	5	5	7	8	4	2	5	11	5	3	3	0	1	0	7					
		1.27%	1.20%	0.29%	0.47%	0.98%	0.87%	1.12%	0.79%	0.90%	1.04%	0.21%	1.11%	0.53%	0.81%	1.52%	1.79%	1.15%	3.42%	0.61%	8.05%	1.24%	3.06%	0.54%	1.30%	2.82%	2.11%	1.73%	0.80%	1.97%	1.01%	1.16%	0.54%	2.0%	2.59%	1.77%	1.61%	4.10%	2.0%	0.73%	3.90%	1.92%	2.43%	2.75%	2.72%	0.0%	1.02%	0.0%	0.97%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1118	37	16	25	58	63	29	48	104	71	44	28	36	45	29	14	33	9	9	11	3	7	4	24	8	9	9	7	32	21	5	24	1	24	21	19	11	12	21	13	46	10	8	12	24	5	1	28					
		6.55%	7.42%	4.79%	5.88%	6.36%	6.15%	5.43%	5.47%	10.43%	8.23%	9.28%	5.22%	9.65%	9.16%	11.02%	5.01%	9.56%	6.16%	2.75%	7.38%	1.86%	7.14%	2.19%	3.92%	4.51%	3.16%	3.89%	5.64%	9.03%	5.30%	1.94%	6.52%	1.0%	12.43%	7.44%	4.37%	5.64%	6.0%	7.74%	10.15%	8.04%	4.87%	7.33%	10.90%	8.82%	5.10%	1.31%	3.91%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1354	49	64	33	86	87	78	80	61	77	80	29	31	50	32	22	60	5	32	8	7	2	4	32	2	22	4	7	20	39	3	43	11	9	25	30	3	23	10	3	35	9	1	1	5	5	5	30					
		7.94%	9.83%	19.16%	7.76%	9.44%	8.49%	14.60%	9.13%	6.11%	8.93%	16.87%	5.41%	8.31%	10.18%	12.16%	7.88%	17.39%	3.42%	9.78%	5.36%	4.34%	2.04%	2.19%	5.22%	1.12%	7.74%	1.73%	5.64%	5.64%	9.84%	1.16%	11.68%	11.0%	4.66%	8.86%	6.91%	1.53%	11.5%	3.69%	2.34%	6.11%	4.39%	0.91%	0.90%	1.83%	5.10%	6.57%	4.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	239	9	9	9	14	13	11	15	13	14	7	17	5	12	7	1	1	5	3	0	2	1	1	5	3	2	3	6	2	7	3	1	0	1	5	2	0	2	3	2	10	3	0	0	3	0	2	5					
		1.40%	1.80%	2.69%	2.11%	1.53%	1.26%	2.05%	1.71%	1.30%	1.62%	1.47%	3.17%	1.34%	2.44%	2.66%	0.35%	0.28%	3.42%	0.91%	0.0%	1.24%	1.02%	0.54%	0.81%	1.69%	0.70%	1.29%	4.83%	0.56%	1.76%	1.16%	0.27%	0.0%	0.51%	1.77%	0.46%	0.0%	1.0%	1.10%	1.56%	1.74%	1.46%	0.0%	0.0%	1.10%	0.0%	2.63%	0.69%					
22	"5. ""За Русь Святую"""	137	4	1	2	3	13	5	4	8	4	5	1	5	2	5	3	1	0	0	7	1	1	0	7	4	0	3	1	1	5	2	4	0	5	2	2	1	2	2	2	5	4	0	1	2	3	1	3					
		0.80%	0.80%	0.29%	0.47%	0.32%	1.26%	0.93%	0.45%	0.80%	0.46%	1.05%	0.18%	1.34%	0.40%	1.90%	1.07%	0.28%	0.0%	0.0%	4.69%	0.62%	1.02%	0.0%	1.14%	2.25%	0.0%	1.29%	0.80%	0.28%	1.26%	0.77%	1.08%	0.0%	2.59%	0.70%	0.46%	0.51%	1.0%	0.73%	1.56%	0.87%	1.95%	0.0%	0.90%	0.73%	3.06%	1.31%	0.41%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	2	0	1	1	3	0	3	0	1	0	2	0	0	0	0	2	0	1	0	0	0	0	3	1	2	0	2	2	1	0	0	0	2	1	2	0	1	2	0	3	1	0	0	1	0	0	0					
		0.23%	0.40%	0.0%	0.23%	0.10%	0.29%	0.0%	0.34%	0.0%	0.11%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.49%	0.56%	0.70%	0.0%	1.61%	0.56%	0.25%	0.0%	0.0%	0.0%	1.03%	0.35%	0.46%	0.0%	0.5%	0.73%	0.0%	0.52%	0.48%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	99	4	3	3	7	3	1	11	7	8	3	2	3	2	0	2	3	1	0	1	0	0	0	3	0	0	0	2	4	7	0	1	0	2	0	2	1	1	2	0	5	0	2	1	0	0	0	2					
		0.58%	0.80%	0.89%	0.70%	0.76%	0.29%	0.18%	1.25%	0.70%	0.92%	0.63%	0.37%	0.80%	0.40%	0.0%	0.71%	0.86%	0.68%	0.0%	0.67%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	1.61%	1.12%	1.76%	0.0%	0.27%	0.0%	1.03%	0.0%	0.46%	0.51%	0.5%	0.73%	0.0%	0.87%	0.0%	1.83%	0.90%	0.0%	0.0%	0.0%	0.27%					
25	"8. ""Народно-республиканская партия России"""	28	0	0	0	1	1	1	2	2	1	0	0	0	2	1	0	1	0	0	0	0	0	2	2	1	0	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0					
		0.16%	0.0%	0.0%	0.0%	0.10%	0.09%	0.18%	0.22%	0.20%	0.11%	0.0%	0.0%	0.0%	0.40%	0.38%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.32%	0.56%	0.0%	0.86%	0.0%	0.84%	0.0%	0.0%	0.27%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	3.06%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	27	3	0	1	1	1	2	1	2	0	1	2	1	2	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1					
		0.15%	0.60%	0.0%	0.23%	0.10%	0.09%	0.37%	0.11%	0.20%	0.0%	0.21%	0.37%	0.26%	0.40%	0.38%	0.0%	0.28%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	1.81%	0.0%	0.0%	0.0%	0.13%					
27	"10. ""Аграрная партия России"""	908	15	8	16	29	36	11	26	32	28	12	11	14	16	4	4	9	3	10	8	12	9	8	45	3	6	12	10	17	4	9	28	5	17	15	46	34	7	8	5	18	13	12	2	92	3	26	150					
		5.32%	3.01%	2.39%	3.76%	3.18%	3.51%	2.05%	2.96%	3.20%	3.24%	2.53%	2.05%	3.75%	3.25%	1.52%	1.43%	2.60%	2.05%	3.05%	5.36%	7.45%	9.18%	4.39%	7.35%	1.69%	2.11%	5.19%	8.06%	4.80%	1.01%	3.50%	7.60%	5.0%	8.80%	5.31%	10.59%	17.43%	3.5%	2.95%	3.90%	3.14%	6.34%	11.00%	1.81%	33.82%	3.06%	34.21%	20.97%					
28	"11. ""Истинные патриоты России"""	14	1	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.20%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	1.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.77%	0.27%	0.0%	0.0%	0.0%	0.23%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	157	4	2	4	7	13	2	6	12	1	5	10	3	0	0	2	5	2	3	0	0	1	6	7	0	0	1	3	5	4	3	3	0	2	1	4	0	2	7	0	3	3	4	0	3	0	0	14					
		0.92%	0.80%	0.59%	0.94%	0.76%	1.26%	0.37%	0.68%	1.20%	0.11%	1.05%	1.86%	0.80%	0.0%	0.0%	0.71%	1.44%	1.36%	0.91%	0.0%	0.0%	1.02%	3.29%	1.14%	0.0%	0.0%	0.43%	2.41%	1.41%	1.01%	1.16%	0.81%	0.0%	1.03%	0.35%	0.92%	0.0%	1.0%	2.58%	0.0%	0.52%	1.46%	3.66%	0.0%	1.10%	0.0%	0.0%	1.95%					
30	"13. ""Демократическая партия России"""	53	1	1	1	5	4	0	4	5	2	1	2	0	1	0	0	4	0	0	1	1	1	1	3	0	0	0	0	2	1	0	2	2	1	0	1	1	0	0	0	3	1	0	0	0	0	0	1					
		0.31%	0.20%	0.29%	0.23%	0.54%	0.39%	0.0%	0.45%	0.50%	0.23%	0.21%	0.37%	0.0%	0.20%	0.0%	0.0%	1.15%	0.0%	0.0%	0.67%	0.62%	1.02%	0.54%	0.49%	0.0%	0.0%	0.0%	0.0%	0.56%	0.25%	0.0%	0.54%	2.0%	0.51%	0.0%	0.23%	0.51%	0.0%	0.0%	0.0%	0.52%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	1	0	1	0	1	0	2	0	0	2	1	1	0	0	0	1	1	0	2	1	0	3	4	0	0	0	0	3	1	0	1	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0	3					
		0.20%	0.20%	0.0%	0.23%	0.0%	0.09%	0.0%	0.22%	0.0%	0.0%	0.42%	0.18%	0.26%	0.0%	0.0%	0.0%	0.28%	0.68%	0.0%	1.34%	0.62%	0.0%	1.64%	0.65%	0.0%	0.0%	0.0%	0.0%	0.84%	0.25%	0.0%	0.27%	1.0%	0.0%	0.0%	0.46%	0.0%	1.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%					
32	"15. ""Партия СЛОН"""	31	0	0	0	3	2	0	0	0	1	4	1	1	0	0	0	0	0	0	1	0	0	2	2	1	0	3	0	0	1	1	2	0	1	0	2	0	0	0	0	1	1	0	0	1	0	0	0					
		0.18%	0.0%	0.0%	0.0%	0.32%	0.19%	0.0%	0.0%	0.0%	0.11%	0.84%	0.18%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	1.09%	0.32%	0.56%	0.0%	1.29%	0.0%	0.0%	0.25%	0.38%	0.54%	0.0%	0.51%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.17%	0.48%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1037	28	25	29	56	82	28	69	87	67	16	35	18	52	13	16	21	6	12	5	18	5	7	46	9	20	12	9	18	9	7	22	5	15	6	20	1	5	18	5	23	7	16	5	10	3	6	45					
		6.08%	5.62%	7.48%	6.82%	6.14%	8.00%	5.24%	7.87%	8.72%	7.77%	3.37%	6.52%	4.82%	10.59%	4.94%	5.73%	6.08%	4.10%	3.66%	3.35%	11.18%	5.10%	3.84%	7.51%	5.08%	7.04%	5.19%	7.25%	5.08%	2.27%	2.72%	5.97%	5.0%	7.77%	2.12%	4.60%	0.51%	2.5%	6.64%	3.90%	4.02%	3.41%	14.67%	4.54%	3.67%	3.06%	7.89%	6.29%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	57	0	0	3	1	0	0	1	3	1	0	2	0	0	0	2	1	1	2	0	1	0	2	5	1	0	1	2	1	2	1	0	0	3	0	4	2	2	1	0	1	2	1	1	2	3	0	2					
		0.33%	0.0%	0.0%	0.70%	0.10%	0.0%	0.0%	0.11%	0.30%	0.11%	0.0%	0.37%	0.0%	0.0%	0.0%	0.71%	0.28%	0.68%	0.61%	0.0%	0.62%	0.0%	1.09%	0.81%	0.56%	0.0%	0.43%	1.61%	0.28%	0.50%	0.38%	0.0%	0.0%	1.55%	0.0%	0.92%	1.02%	1.0%	0.36%	0.0%	0.17%	0.97%	0.91%	0.90%	0.73%	3.06%	0.0%	0.27%					
35	"18. ""ЛДПР"""	1490	43	32	40	71	82	54	77	97	76	32	51	36	40	14	22	31	4	29	5	5	12	26	81	16	21	23	12	19	34	23	36	14	24	21	30	15	8	41	5	49	10	8	10	28	15	2	66					
		8.74%	8.63%	9.58%	9.41%	7.79%	8.00%	10.11%	8.78%	9.72%	8.81%	6.75%	9.51%	9.65%	8.14%	5.32%	7.88%	8.98%	2.73%	8.86%	3.35%	3.10%	12.24%	14.28%	13.23%	9.03%	7.39%	9.95%	9.67%	5.36%	8.58%	8.94%	9.78%	14.0%	12.43%	7.44%	6.91%	7.69%	4.0%	15.12%	3.90%	8.56%	4.87%	7.33%	9.09%	10.29%	15.30%	2.63%	9.23%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	362	15	7	10	18	19	12	14	18	14	6	15	7	14	4	9	6	0	6	2	2	0	1	17	6	8	10	3	10	10	2	7	3	3	7	1	8	5	8	1	15	4	4	4	5	6	1	15					
		2.12%	3.01%	2.09%	2.35%	1.97%	1.85%	2.24%	1.59%	1.80%	1.62%	1.26%	2.79%	1.87%	2.85%	1.52%	3.22%	1.73%	0.0%	1.83%	1.34%	1.24%	0.0%	0.54%	2.77%	3.38%	2.81%	4.32%	2.41%	2.82%	2.52%	0.77%	1.90%	3.0%	1.55%	2.48%	0.23%	4.10%	2.5%	2.95%	0.78%	2.62%	1.95%	3.66%	3.63%	1.83%	6.12%	1.31%	2.09%					
37	"20. ""Политическая партия ""Единая Россия"""	4869	133	81	118	206	251	151	208	292	205	143	190	116	132	83	94	75	74	122	46	53	12	48	179	56	137	92	27	107	148	41	53	23	39	116	162	65	78	52	59	216	57	24	38	57	21	18	171					
		28.56%	26.70%	24.25%	27.76%	22.61%	24.51%	28.27%	23.74%	29.28%	23.78%	30.16%	35.44%	31.09%	26.88%	31.55%	33.69%	21.73%	50.68%	37.30%	30.87%	32.91%	12.24%	26.37%	29.24%	31.63%	48.23%	39.82%	21.77%	30.22%	37.37%	15.95%	14.40%	23.0%	20.20%	41.13%	37.32%	33.33%	39.0%	19.18%	46.09%	37.76%	27.80%	22.01%	34.54%	20.95%	21.42%	23.68%	23.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	35	0	2	0	2	3	2	0	1	0	1	2	0	1	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	3	1	0	1	1	1	0	0	1	0	1	2	2	0	0	0	0	3					
		0.20%	0.0%	0.59%	0.0%	0.21%	0.29%	0.37%	0.0%	0.10%	0.0%	0.21%	0.37%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	1.16%	0.27%	0.0%	0.51%	0.35%	0.23%	0.0%	0.0%	0.36%	0.0%	0.17%	0.97%	1.83%	0.0%	0.0%	0.0%	0.0%	0.41%					
39	"22. ""Развитие предпринимательства"""	39	5	2	1	4	1	2	6	3	2	2	1	2	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.22%	1.00%	0.59%	0.23%	0.43%	0.09%	0.37%	0.68%	0.30%	0.23%	0.42%	0.18%	0.53%	0.20%	0.0%	0.0%	0.28%	0.0%	0.30%	0.0%	0.62%	0.0%	0.0%	0.16%	0.0%	0.0%	0.43%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3645	108	63	90	278	267	112	234	193	215	85	100	74	92	55	54	66	22	77	27	37	40	58	98	48	35	29	21	83	90	129	102	21	21	49	77	36	30	71	15	81	60	13	16	25	23	11	114					
		21.38%	21.68%	18.86%	21.17%	30.51%	26.07%	20.97%	26.71%	19.35%	24.94%	17.93%	18.65%	19.83%	18.73%	20.91%	19.35%	19.13%	15.06%	23.54%	18.12%	22.98%	40.81%	31.86%	16.01%	27.11%	12.32%	12.55%	16.93%	23.44%	22.72%	50.19%	27.71%	21.0%	10.88%	17.37%	17.74%	18.46%	15.0%	26.19%	11.71%	14.16%	29.26%	11.92%	14.54%	9.19%	23.46%	14.47%	15.94%					
																																																						
41	Против всех	657	25	8	26	35	57	17	42	35	50	15	17	11	16	6	15	12	4	11	9	8	1	2	29	6	0	12	3	13	3	13	22	8	6	3	6	5	6	14	3	22	4	5	5	7	2	2	36					
		3.85%	5.02%	2.39%	6.11%	3.84%	5.56%	3.18%	4.79%	3.51%	5.80%	3.16%	3.17%	2.94%	3.25%	2.28%	5.37%	3.47%	2.73%	3.36%	6.04%	4.96%	1.02%	1.09%	4.73%	3.38%	0.0%	5.19%	2.41%	3.67%	0.75%	5.05%	5.97%	8.0%	3.10%	1.06%	1.38%	2.56%	3.0%	5.16%	2.34%	3.84%	1.95%	4.58%	4.54%	2.57%	2.04%	2.63%	5.03%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
