Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Бессоновская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	456	2	17	20	20	10	22	15	21	7	35	15	10	10	8	5	11	14	20	5	10	15	2	30	30	16	8	2	12	5	5	8	2	10	15	14	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	360	1	15	20	16	6	20	13	19	5	35	7	9	6	6	3	9	12	16	0	9	15	0	30	30	16	7	0	4	0	0	6	0	3	10	10	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	3	5	3	5	2	10	3	8	3	6	5	4	3	2	1	3	4	2	4	3	3	3	2	5	10	6	3	7	2	4	6	7	2	0	5	1									
14	Число погашенных неиспользованных открепительных удостоверений	96	1	2	0	4	4	2	2	2	2	0	8	1	4	2	2	2	2	4	5	1	0	2	0	0	0	1	2	8	5	5	2	2	7	5	4	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	4	2	0	0	0	1	1	3	0	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	191	1	0	10	10	3	15	12	10	1	10	5	4	6	7	8	5	5	5	4	10	9	0	3	2	7	2	0	9	2	0	6	0	6	9	3	2									
		0.62%	0.36%	0.00%	0.69%	0.88%	0.27%	0.91%	1.05%	0.75%	0.10%	0.77%	0.99%	0.41%	0.91%	0.97%	1.04%	0.57%	0.64%	0.70%	0.73%	0.81%	0.72%	0.00%	0.63%	0.35%	0.94%	0.60%	0.00%	0.61%	0.34%	0.00%	0.88%	0.00%	0.43%	0.79%	0.30%	0.34%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	499	3	1	12	15	9	24	10	17	7	28	12	19	14	13	18	7	8	12	13	21	29	9	4	14	12	5	2	37	11	8	10	4	34	33	20	4									
		1.63%	1.08%	0.10%	0.83%	1.32%	0.82%	1.46%	0.87%	1.28%	0.69%	2.15%	2.40%	1.93%	2.11%	1.79%	2.33%	0.80%	1.02%	1.67%	2.39%	1.71%	2.31%	4.46%	0.83%	2.46%	1.60%	1.50%	1.32%	2.49%	1.86%	1.42%	1.46%	1.73%	2.42%	2.89%	1.97%	0.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	350	10	0	17	11	14	13	17	14	3	11	16	21	9	7	21	2	4	9	9	6	10	4	4	10	15	2	1	22	17	5	3	3	15	11	12	2									
		1.14%	3.61%	0.00%	1.17%	0.97%	1.27%	0.79%	1.48%	1.05%	0.29%	0.85%	3.19%	2.14%	1.36%	0.97%	2.72%	0.23%	0.51%	1.26%	1.65%	0.49%	0.80%	1.98%	0.83%	1.76%	2.01%	0.60%	0.66%	1.48%	2.87%	0.89%	0.44%	1.30%	1.07%	0.96%	1.18%	0.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23156	205	953	1164	875	869	1196	890	1026	810	955	342	777	507	451	472	713	595	542	390	946	951	136	400	393	562	238	126	1104	503	465	586	190	869	727	702	526									
		75.62%	74.01%	97.34%	80.11%	77.09%	79.00%	72.84%	77.59%	77.20%	79.65%	73.46%	68.26%	79.04%	76.59%	62.21%	61.22%	81.49%	75.80%	75.59%	71.56%	76.85%	75.66%	67.33%	83.33%	69.07%	75.13%	71.26%	82.89%	74.29%	84.97%	82.59%	85.55%	82.25%	61.85%	63.60%	69.30%	89.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	169	0	0	2	1	14	10	9	5	4	6	3	11	4	1	9	4	2	18	6	7	6	0	1	4	0	0	0	18	3	0	0	1	12	4	3	1									
		0.55%	0.00%	0.00%	0.14%	0.09%	1.27%	0.61%	0.78%	0.38%	0.39%	0.46%	0.60%	1.12%	0.60%	0.14%	1.17%	0.46%	0.25%	2.51%	1.10%	0.57%	0.48%	0.00%	0.21%	0.70%	0.00%	0.00%	0.00%	1.21%	0.51%	0.00%	0.00%	0.43%	0.85%	0.35%	0.30%	0.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	45	0	0	1	0	1	6	3	3	0	0	0	0	0	1	4	0	1	3	3	1	1	1	0	1	0	1	0	7	0	0	0	0	6	0	0	1									
		0.15%	0.00%	0.00%	0.07%	0.00%	0.09%	0.37%	0.26%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.52%	0.00%	0.13%	0.42%	0.55%	0.08%	0.08%	0.50%	0.00%	0.18%	0.00%	0.30%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.17%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2545	34	15	127	87	81	181	92	104	74	145	42	40	51	70	63	61	76	47	59	106	95	11	24	48	95	54	7	88	18	39	24	13	210	142	112	10									
		8.31%	12.27%	1.53%	8.74%	7.67%	7.36%	11.02%	8.02%	7.83%	7.28%	11.15%	8.38%	4.07%	7.70%	9.66%	8.17%	6.97%	9.68%	6.56%	10.83%	8.61%	7.56%	5.45%	5.00%	8.44%	12.70%	16.17%	4.61%	5.92%	3.04%	6.93%	3.50%	5.63%	14.95%	12.42%	11.06%	1.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	131	2	0	4	1	2	8	4	2	7	1	1	3	1	50	8	0	2	2	4	4	3	1	1	1	0	2	1	4	0	0	0	0	5	3	1	3									
		0.43%	0.72%	0.00%	0.28%	0.09%	0.18%	0.49%	0.35%	0.15%	0.69%	0.08%	0.20%	0.31%	0.15%	6.90%	1.04%	0.00%	0.25%	0.28%	0.73%	0.32%	0.24%	0.50%	0.21%	0.18%	0.00%	0.60%	0.66%	0.27%	0.00%	0.00%	0.00%	0.00%	0.36%	0.26%	0.10%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	128	0	0	5	2	5	14	8	2	9	7	4	8	0	1	6	2	2	2	1	3	5	2	1	2	0	0	0	8	1	1	0	0	11	4	8	4									
		0.42%	0.00%	0.00%	0.34%	0.18%	0.45%	0.85%	0.70%	0.15%	0.88%	0.54%	0.80%	0.81%	0.00%	0.14%	0.78%	0.23%	0.25%	0.28%	0.18%	0.24%	0.40%	0.99%	0.21%	0.35%	0.00%	0.00%	0.00%	0.54%	0.17%	0.18%	0.00%	0.00%	0.78%	0.35%	0.79%	0.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	43	0	0	0	1	0	3	3	0	1	1	1	5	1	0	6	0	1	0	0	0	1	0	0	0	0	1	0	5	6	0	0	0	6	0	0	1									
		0.14%	0.00%	0.00%	0.00%	0.09%	0.00%	0.18%	0.26%	0.00%	0.10%	0.08%	0.20%	0.51%	0.15%	0.00%	0.78%	0.00%	0.13%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.34%	1.01%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	169	1	0	4	8	7	13	7	12	8	3	4	6	2	6	11	2	4	6	1	2	5	1	0	1	0	3	0	11	1	3	0	0	19	9	8	1									
		0.55%	0.36%	0.00%	0.28%	0.70%	0.64%	0.79%	0.61%	0.90%	0.79%	0.23%	0.80%	0.61%	0.30%	0.83%	1.43%	0.23%	0.51%	0.84%	0.18%	0.16%	0.40%	0.50%	0.00%	0.18%	0.00%	0.90%	0.00%	0.74%	0.17%	0.53%	0.00%	0.00%	1.35%	0.79%	0.79%	0.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2048	18	5	69	71	73	106	47	100	57	72	47	48	51	54	58	61	57	40	34	85	88	29	31	64	26	20	14	125	17	35	31	16	133	137	113	16									
		6.69%	6.50%	0.51%	4.75%	6.26%	6.64%	6.46%	4.10%	7.52%	5.60%	5.54%	9.38%	4.88%	7.70%	7.45%	7.52%	6.97%	7.26%	5.58%	6.24%	6.90%	7.00%	14.36%	6.46%	11.25%	3.48%	5.99%	9.21%	8.41%	2.87%	6.22%	4.53%	6.93%	9.47%	11.99%	11.15%	2.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	62	2	0	3	1	1	1	8	0	1	3	4	0	1	1	9	0	3	1	2	2	0	0	0	1	0	0	0	4	4	0	0	0	7	1	2	0									
		0.20%	0.72%	0.00%	0.21%	0.09%	0.09%	0.06%	0.70%	0.00%	0.10%	0.23%	0.80%	0.00%	0.15%	0.14%	1.17%	0.00%	0.38%	0.14%	0.37%	0.16%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.27%	0.68%	0.00%	0.00%	0.00%	0.50%	0.09%	0.20%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	736	1	1	24	33	19	40	30	26	19	36	7	32	9	54	63	13	18	17	17	25	18	2	7	18	9	6	1	34	9	3	18	4	48	42	20	13									
		2.40%	0.36%	0.10%	1.65%	2.91%	1.73%	2.44%	2.62%	1.96%	1.87%	2.77%	1.40%	3.26%	1.36%	7.45%	8.17%	1.49%	2.29%	2.37%	3.12%	2.03%	1.43%	0.99%	1.46%	3.16%	1.20%	1.80%	0.66%	2.29%	1.52%	0.53%	2.63%	1.73%	3.42%	3.67%	1.97%	2.21%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
