Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
"Наименование Избирательной комиссии:    Самара, Октябрьская"																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1387	30	30	30	30	20	30	30	30	40	20	30	40	30	50	30	25	30	25	35	35	30	30	30	30	30	40	20	30	50	30	30	30	30	30	40	30	30	30	32	30	23	30	52	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1102	26	27	28	26	11	20	30	18	34	13	19	33	27	48	24	16	24	12	35	33	12	30	11	28	24	38	8	25	45	14	15	28	30	20	39	23	28	17	31	24	14	23	52	19									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	899	28	13	36	15	49	31	17	15	5	16	21	13	8	19	131	32	12	9	25	14	27	8	19	21	33	19	19	13	11	9	18	10	39	19	16	8	15	6	17	9	14	15	10	15									
14	Число погашенных неиспользованных открепительных удостоверений	285	4	3	2	4	9	10	0	12	6	7	11	7	3	2	6	9	6	13	0	2	18	0	19	2	6	2	12	5	5	16	15	2	0	10	1	7	2	13	1	6	9	7	0	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	99	5	3	2	1	3	1	3	2	5	2	1	0	4	3	2	2	2	0	1	2	0	6	2	7	2	5	0	2	9	5	2	1	5	0	1	1	0	3	0	1	0	0	1	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	880	30	22	17	24	21	32	13	19	24	23	20	29	22	22	16	7	22	17	30	17	14	18	6	30	27	13	11	20	21	19	14	13	30	12	30	28	13	15	32	18	17	12	22	18									
		2.21%	2.21%	1.84%	1.94%	2.62%	2.94%	3.03%	1.25%	1.71%	2.09%	2.40%	2.26%	2.77%	2.34%	1.95%	1.64%	1.22%	2.75%	1.85%	2.47%	1.64%	1.88%	1.79%	1.68%	2.27%	2.40%	1.32%	2.26%	2.09%	2.24%	2.62%	2.87%	1.70%	2.66%	2.12%	3.24%	3.34%	1.55%	2.95%	2.99%	1.96%	2.23%	1.23%	2.04%	3.91%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1079	27	27	20	24	24	32	23	30	33	38	26	33	31	27	33	13	24	17	38	37	18	31	11	35	28	25	11	24	25	24	14	19	28	10	21	22	28	17	32	15	21	27	29	7									
		2.71%	1.99%	2.26%	2.28%	2.62%	3.36%	3.03%	2.22%	2.71%	2.87%	3.97%	2.94%	3.15%	3.29%	2.39%	3.38%	2.26%	2.99%	1.85%	3.13%	3.58%	2.42%	3.08%	3.07%	2.65%	2.49%	2.54%	2.26%	2.51%	2.67%	3.31%	2.87%	2.49%	2.49%	1.77%	2.27%	2.62%	3.35%	3.35%	2.99%	1.63%	2.75%	2.77%	2.69%	1.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	681	26	19	14	18	13	19	17	14	17	20	19	20	10	23	14	6	8	12	21	17	12	18	9	32	11	9	7	19	16	14	11	12	27	11	12	18	12	6	15	18	15	18	25	7									
		1.71%	1.91%	1.59%	1.60%	1.97%	1.82%	1.80%	1.64%	1.26%	1.48%	2.09%	2.15%	1.91%	1.06%	2.04%	1.43%	1.04%	0.99%	1.30%	1.73%	1.64%	1.61%	1.79%	2.51%	2.42%	0.98%	0.91%	1.44%	1.99%	1.71%	1.93%	2.26%	1.57%	2.40%	1.95%	1.29%	2.15%	1.43%	1.18%	1.40%	1.96%	1.96%	1.85%	2.31%	1.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15203	472	371	284	300	272	331	340	357	382	331	334	324	323	405	438	258	310	383	449	406	332	369	159	532	439	454	199	414	426	285	188	325	430	216	390	335	322	208	451	378	303	369	428	181									
		38.15%	34.71%	31.10%	32.42%	32.75%	38.10%	31.32%	32.82%	32.22%	33.28%	34.55%	37.78%	30.92%	34.33%	35.87%	44.83%	44.87%	38.70%	41.59%	36.99%	39.26%	44.62%	36.64%	44.41%	40.21%	39.09%	46.04%	40.86%	43.31%	45.42%	39.36%	38.60%	42.60%	38.19%	38.23%	42.07%	39.93%	38.47%	40.94%	42.23%	41.13%	39.66%	37.92%	39.63%	39.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	569	19	26	20	16	14	8	13	12	17	11	21	15	11	20	13	10	8	10	16	9	3	11	8	22	26	20	7	13	8	11	8	7	17	6	12	14	12	6	16	18	7	10	14	4									
		1.43%	1.40%	2.18%	2.28%	1.75%	1.96%	0.76%	1.25%	1.08%	1.48%	1.15%	2.38%	1.43%	1.17%	1.77%	1.33%	1.74%	0.99%	1.09%	1.32%	0.87%	0.40%	1.09%	2.23%	1.66%	2.32%	2.03%	1.44%	1.36%	0.85%	1.52%	1.64%	0.92%	1.51%	1.06%	1.29%	1.67%	1.43%	1.18%	1.50%	1.96%	0.92%	1.03%	1.30%	0.87%									
24	"6. Политическая партия ""Гражданская Платформа"""	295	18	6	4	11	6	2	8	6	5	10	9	4	15	11	5	6	5	6	4	4	7	1	2	13	10	4	8	3	11	0	2	9	13	1	11	8	2	3	10	8	3	10	2	9									
		0.74%	1.32%	0.50%	0.46%	1.20%	0.84%	0.19%	0.77%	0.54%	0.44%	1.04%	1.02%	0.38%	1.59%	0.97%	0.51%	1.04%	0.62%	0.65%	0.33%	0.39%	0.94%	0.10%	0.56%	0.98%	0.89%	0.41%	1.64%	0.31%	1.17%	0.00%	0.41%	1.18%	1.15%	0.18%	1.19%	0.95%	0.24%	0.59%	0.94%	0.87%	0.39%	1.03%	0.19%	1.96%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4963	132	127	93	71	63	101	124	117	122	98	83	97	80	115	118	65	118	109	153	159	90	134	48	156	159	136	69	137	156	115	74	111	149	92	111	86	114	60	148	143	127	148	174	81									
		12.45%	9.71%	10.65%	10.62%	7.75%	8.82%	9.56%	11.97%	10.56%	10.63%	10.23%	9.39%	9.26%	8.50%	10.19%	12.08%	11.30%	14.73%	11.83%	12.60%	15.38%	12.10%	13.31%	13.41%	11.79%	14.16%	13.79%	14.17%	14.33%	16.63%	15.88%	15.20%	14.55%	13.23%	16.28%	11.97%	10.25%	13.62%	11.81%	13.86%	15.56%	16.62%	15.21%	16.11%	17.61%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	800	27	18	17	22	11	26	24	32	17	22	17	18	19	24	27	17	16	14	27	22	12	17	10	26	23	22	7	21	12	7	12	24	25	11	9	8	9	7	25	26	21	14	22	13									
		2.01%	1.99%	1.51%	1.94%	2.40%	1.54%	2.46%	2.32%	2.89%	1.48%	2.30%	1.92%	1.72%	2.02%	2.13%	2.76%	2.96%	1.99%	1.52%	2.22%	2.13%	1.61%	1.69%	2.79%	1.97%	2.05%	2.23%	1.44%	2.20%	1.28%	0.97%	2.46%	3.15%	2.22%	1.95%	0.97%	0.95%	1.08%	1.38%	2.34%	2.83%	2.75%	1.44%	2.04%	2.83%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	881	36	19	28	20	9	36	28	26	31	20	17	26	31	38	20	8	17	19	24	13	10	20	1	37	26	22	17	21	18	14	9	20	36	11	16	13	12	10	24	21	18	8	16	15									
		2.21%	2.65%	1.59%	3.20%	2.18%	1.26%	3.41%	2.70%	2.35%	2.70%	2.09%	1.92%	2.48%	3.29%	3.37%	2.05%	1.39%	2.12%	2.06%	1.98%	1.26%	1.34%	1.99%	0.28%	2.80%	2.32%	2.23%	3.49%	2.20%	1.92%	1.93%	1.85%	2.62%	3.20%	1.95%	1.73%	1.55%	1.43%	1.97%	2.25%	2.29%	2.36%	0.82%	1.48%	3.26%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	1	2	2	0	0	2	0	0	0	1	2	0	2	0	3	0	0	0	0	2	2	0	0	3	0	3	2	2	2	1	0	0	1	3	4	0	0	0	3	3	5	2	0	0									
		0.13%	0.07%	0.17%	0.23%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.10%	0.23%	0.00%	0.21%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.19%	0.27%	0.00%	0.00%	0.23%	0.00%	0.30%	0.41%	0.21%	0.21%	0.14%	0.00%	0.00%	0.09%	0.53%	0.43%	0.00%	0.00%	0.00%	0.28%	0.33%	0.65%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2412	138	106	111	90	60	77	88	91	84	38	61	68	60	87	41	33	39	53	66	46	27	45	12	65	71	69	25	41	35	33	24	50	70	31	41	46	44	14	49	35	19	57	50	22									
		6.05%	10.15%	8.89%	12.67%	9.83%	8.40%	7.28%	8.49%	8.21%	7.32%	3.97%	6.90%	6.49%	6.38%	7.71%	4.20%	5.74%	4.87%	5.75%	5.44%	4.45%	3.63%	4.47%	3.35%	4.91%	6.32%	6.99%	5.13%	4.29%	3.73%	4.56%	4.93%	6.55%	6.22%	5.49%	4.42%	5.48%	5.26%	2.76%	4.59%	3.81%	2.49%	5.86%	4.63%	4.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	8402	331	353	192	226	181	310	262	308	317	247	194	320	226	249	169	107	185	204	274	187	158	243	64	250	209	145	76	160	133	143	88	113	185	97	154	178	161	109	173	143	145	180	187	66									
		21.08%	24.34%	29.59%	21.92%	24.67%	25.35%	29.33%	25.29%	27.80%	27.61%	25.78%	21.95%	30.53%	24.02%	22.05%	17.30%	18.61%	23.10%	22.15%	22.57%	18.09%	21.24%	24.13%	17.88%	18.90%	18.61%	14.71%	15.61%	16.74%	14.18%	19.75%	18.07%	14.81%	16.43%	17.17%	16.61%	21.22%	19.24%	21.46%	16.20%	15.56%	18.98%	18.50%	17.31%	14.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	166	0	2	2	2	2	5	7	8	3	3	1	4	4	9	4	1	2	4	4	2	4	3	2	8	9	2	1	5	9	4	2	1	3	5	7	1	4	2	2	4	3	4	10	2									
		0.42%	0.00%	0.17%	0.23%	0.22%	0.28%	0.47%	0.68%	0.72%	0.26%	0.31%	0.11%	0.38%	0.43%	0.80%	0.41%	0.17%	0.25%	0.43%	0.33%	0.19%	0.54%	0.30%	0.56%	0.60%	0.80%	0.20%	0.21%	0.52%	0.96%	0.55%	0.41%	0.13%	0.27%	0.88%	0.76%	0.12%	0.48%	0.39%	0.19%	0.44%	0.39%	0.41%	0.93%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2440	80	63	54	67	29	58	63	71	74	70	60	60	75	63	47	26	32	51	79	76	35	66	16	90	61	34	40	55	43	39	26	40	75	43	70	62	75	31	67	61	37	77	73	26									
		6.12%	5.88%	5.28%	6.16%	7.31%	4.06%	5.49%	6.08%	6.41%	6.45%	7.31%	6.79%	5.73%	7.97%	5.58%	4.81%	4.52%	3.99%	5.54%	6.51%	7.35%	4.70%	6.55%	4.47%	6.80%	5.43%	3.45%	8.21%	5.75%	4.58%	5.39%	5.34%	5.24%	6.66%	7.61%	7.55%	7.39%	8.96%	6.10%	6.27%	6.64%	4.84%	7.91%	6.76%	5.65%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
