Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
"Наименование Избирательной комиссии:    Барнаул, Ленинская"																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	684	14	14	12	11	15	11	15	14	13	14	36	23	15	22	22	14	14	8	15	8	18	9	9	11	11	8	6	11	7	21	8	25	19	17	9	16	16	12	9	14	10	10	17	12	9	8	14	4	10	20	4	0	0	0					
		1.06%	1.09%	0.92%	0.93%	0.96%	1.22%	0.87%	1.00%	0.93%	0.74%	1.01%	2.32%	1.40%	1.30%	1.34%	1.63%	0.93%	1.08%	0.62%	0.98%	0.58%	1.15%	0.59%	0.58%	0.94%	1.30%	0.97%	0.51%	0.83%	0.71%	1.71%	0.58%	1.72%	1.22%	1.04%	0.72%	1.29%	1.40%	0.73%	0.59%	0.90%	0.86%	1.16%	1.24%	1.03%	1.02%	1.17%	1.81%	1.07%	1.15%	1.28%	4.21%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3362	62	87	91	53	55	62	68	63	92	88	118	78	51	103	59	72	78	55	89	122	88	67	73	50	37	31	60	64	63	52	81	75	81	89	58	73	67	73	62	69	62	59	79	78	54	27	23	18	37	57	6	1	1	1					
		5.22%	4.86%	5.76%	7.06%	4.66%	4.49%	4.94%	4.54%	4.19%	5.26%	6.38%	7.61%	4.75%	4.45%	6.31%	4.37%	4.81%	6.03%	4.31%	5.85%	8.97%	5.65%	4.46%	4.73%	4.31%	4.40%	3.78%	5.15%	4.83%	6.43%	4.24%	5.96%	5.16%	5.24%	5.46%	4.68%	5.93%	5.88%	4.45%	4.08%	4.46%	5.36%	6.86%	5.79%	6.70%	6.12%	3.98%	2.97%	4.85%	4.26%	3.64%	6.31%	1.33%	8.33%	1.51%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1982	35	47	40	48	36	40	55	44	65	43	39	36	31	35	49	57	58	43	45	54	34	51	54	39	31	25	50	47	25	23	40	46	54	50	27	43	39	49	45	56	32	29	38	25	14	12	29	15	12	35	4	3	0	6					
		3.07%	2.74%	3.11%	3.10%	4.22%	2.94%	3.19%	3.67%	2.93%	3.71%	3.11%	2.51%	2.19%	2.70%	2.14%	3.63%	3.81%	4.48%	3.36%	2.96%	3.97%	2.18%	3.39%	3.50%	3.36%	3.69%	3.05%	4.29%	3.54%	2.55%	1.87%	2.94%	3.17%	3.49%	3.06%	2.18%	3.49%	3.42%	2.99%	2.96%	3.61%	2.77%	3.37%	2.78%	2.14%	1.58%	1.76%	3.75%	4.04%	1.38%	2.24%	4.21%	4.0%	0.0%	9.09%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3124	57	82	78	66	50	67	86	65	71	60	100	110	53	85	59	68	72	54	74	102	65	68	71	57	33	52	59	60	47	50	65	75	95	95	52	61	44	81	71	61	53	35	63	56	38	20	21	13	20	77	3	1	3	0					
		4.85%	4.47%	5.43%	6.05%	5.80%	4.08%	5.34%	5.74%	4.33%	4.05%	4.35%	6.45%	6.69%	4.62%	5.21%	4.37%	4.54%	5.57%	4.23%	4.86%	7.5%	4.17%	4.53%	4.60%	4.91%	3.92%	6.34%	5.07%	4.53%	4.80%	4.08%	4.78%	5.16%	6.14%	5.83%	4.20%	4.95%	3.86%	4.94%	4.67%	3.94%	4.58%	4.06%	4.61%	4.81%	4.30%	2.94%	2.72%	3.50%	2.30%	4.92%	3.15%	1.33%	25.0%	0.0%					
22	"5. ""За Русь Святую"""	252	7	10	3	3	2	10	11	6	5	11	2	8	5	4	2	2	3	3	2	5	8	10	5	9	2	1	6	4	0	1	3	3	7	4	7	5	2	10	7	6	7	2	5	1	1	3	3	2	5	16	1	1	0	1					
		0.39%	0.54%	0.66%	0.23%	0.26%	0.16%	0.79%	0.73%	0.39%	0.28%	0.79%	0.12%	0.48%	0.43%	0.24%	0.14%	0.13%	0.23%	0.23%	0.13%	0.36%	0.51%	0.66%	0.32%	0.77%	0.23%	0.12%	0.51%	0.30%	0.0%	0.08%	0.22%	0.20%	0.45%	0.24%	0.56%	0.40%	0.17%	0.61%	0.46%	0.38%	0.60%	0.23%	0.36%	0.08%	0.11%	0.44%	0.38%	0.53%	0.57%	1.02%	1.05%	1.33%	0.0%	1.51%					
23	"6. ""Объединенная Российская партия ""Русь"""	98	4	2	1	1	3	3	0	4	2	1	0	4	0	3	0	5	1	2	5	0	1	5	5	1	2	1	2	1	3	0	3	5	1	3	0	0	0	5	2	7	0	1	0	1	1	0	0	0	5	1	1	0	0	0					
		0.15%	0.31%	0.13%	0.07%	0.08%	0.24%	0.23%	0.0%	0.26%	0.11%	0.07%	0.0%	0.24%	0.0%	0.18%	0.0%	0.33%	0.07%	0.15%	0.32%	0.0%	0.06%	0.33%	0.32%	0.08%	0.23%	0.12%	0.17%	0.07%	0.30%	0.0%	0.22%	0.34%	0.06%	0.18%	0.0%	0.0%	0.0%	0.30%	0.13%	0.45%	0.0%	0.11%	0.0%	0.08%	0.11%	0.0%	0.0%	0.0%	0.57%	0.06%	1.05%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	459	7	12	10	11	10	5	13	9	12	5	6	7	11	19	4	11	6	10	11	13	5	14	11	4	6	5	6	10	15	10	8	11	11	12	13	4	0	11	9	9	16	4	11	12	11	4	6	2	11	15	0	1	0	0					
		0.71%	0.54%	0.79%	0.77%	0.96%	0.81%	0.39%	0.86%	0.59%	0.68%	0.36%	0.38%	0.42%	0.95%	1.16%	0.29%	0.73%	0.46%	0.78%	0.72%	0.95%	0.32%	0.93%	0.71%	0.34%	0.71%	0.61%	0.51%	0.75%	1.53%	0.81%	0.58%	0.75%	0.71%	0.73%	1.05%	0.32%	0.0%	0.67%	0.59%	0.58%	1.38%	0.46%	0.80%	1.03%	1.24%	0.58%	0.77%	0.53%	1.26%	0.96%	0.0%	1.33%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	35	2	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	2	2	1	0	0	0	0	1	0	0	0	3	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	8	1	1	1	0	0	0	0					
		0.05%	0.15%	0.06%	0.07%	0.0%	0.08%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.07%	0.07%	0.0%	0.14%	0.12%	0.06%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.06%	0.08%	0.08%	0.0%	0.06%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	1.03%	0.26%	0.11%	0.06%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	339	1	11	10	6	4	6	3	8	4	5	5	8	11	11	6	9	7	8	7	6	12	12	9	10	6	3	4	12	5	5	4	7	5	8	13	4	9	5	10	8	6	1	13	6	6	2	6	1	4	7	0	0	0	0					
		0.52%	0.07%	0.72%	0.77%	0.52%	0.32%	0.47%	0.20%	0.53%	0.22%	0.36%	0.32%	0.48%	0.95%	0.67%	0.44%	0.60%	0.54%	0.62%	0.46%	0.44%	0.77%	0.79%	0.58%	0.86%	0.71%	0.36%	0.34%	0.90%	0.51%	0.40%	0.29%	0.48%	0.32%	0.49%	1.05%	0.32%	0.79%	0.30%	0.65%	0.51%	0.51%	0.11%	0.95%	0.51%	0.68%	0.29%	0.77%	0.26%	0.46%	0.44%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2606	49	67	59	37	39	57	56	56	77	52	49	69	29	65	48	51	50	53	71	59	52	48	47	49	45	24	54	38	38	47	59	44	67	75	51	29	42	69	78	60	44	35	47	34	41	19	28	10	64	166	2	1	1	5					
		4.04%	3.84%	4.44%	4.58%	3.25%	3.18%	4.54%	3.74%	3.73%	4.40%	3.77%	3.16%	4.20%	2.53%	3.98%	3.55%	3.41%	3.86%	4.15%	4.67%	4.33%	3.34%	3.19%	3.04%	4.22%	5.35%	2.93%	4.64%	2.87%	3.88%	3.83%	4.34%	3.03%	4.33%	4.60%	4.12%	2.35%	3.69%	4.21%	5.13%	3.87%	3.80%	4.06%	3.44%	2.92%	4.64%	2.80%	3.62%	2.69%	7.37%	10.62%	2.10%	1.33%	8.33%	7.57%					
28	"11. ""Истинные патриоты России"""	27	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	1	3	0	2	0	1	1	1	0	0	0	0					
		0.04%	0.0%	0.0%	0.15%	0.08%	0.0%	0.07%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.12%	0.08%	0.0%	0.0%	0.08%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.13%	0.0%	0.0%	0.0%	0.07%	0.25%	0.0%	0.29%	0.0%	0.26%	0.11%	0.06%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	426	5	7	13	4	7	8	6	6	11	7	7	5	10	9	6	7	7	15	15	6	7	9	7	8	5	10	11	7	8	14	13	18	10	10	11	3	10	8	14	10	3	9	10	3	6	10	2	2	14	9	1	1	0	2					
		0.66%	0.39%	0.46%	1.00%	0.35%	0.57%	0.63%	0.40%	0.39%	0.62%	0.50%	0.45%	0.30%	0.87%	0.55%	0.44%	0.46%	0.54%	1.17%	0.98%	0.44%	0.44%	0.59%	0.45%	0.68%	0.59%	1.22%	0.94%	0.52%	0.81%	1.14%	0.95%	1.24%	0.64%	0.61%	0.88%	0.24%	0.87%	0.48%	0.92%	0.64%	0.25%	1.04%	0.73%	0.25%	0.68%	1.47%	0.25%	0.53%	1.61%	0.57%	1.05%	1.33%	0.0%	3.03%					
30	"13. ""Демократическая партия России"""	152	3	3	5	3	6	3	3	1	6	5	6	5	2	9	2	4	4	2	4	1	4	2	2	2	1	4	2	2	0	4	4	2	0	3	2	1	0	4	0	8	10	2	2	2	0	4	1	2	0	5	0	0	0	0					
		0.23%	0.23%	0.19%	0.38%	0.26%	0.49%	0.23%	0.20%	0.06%	0.34%	0.36%	0.38%	0.30%	0.17%	0.55%	0.14%	0.26%	0.30%	0.15%	0.26%	0.07%	0.25%	0.13%	0.12%	0.17%	0.11%	0.48%	0.17%	0.15%	0.0%	0.32%	0.29%	0.13%	0.0%	0.18%	0.16%	0.08%	0.0%	0.24%	0.0%	0.51%	0.86%	0.23%	0.14%	0.17%	0.0%	0.58%	0.12%	0.53%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	83	2	3	5	3	1	1	1	1	0	5	1	2	2	1	1	0	0	0	0	2	2	1	1	3	0	0	0	2	1	3	2	3	3	1	1	1	2	5	4	1	4	2	1	1	2	1	5	0	0	0	0	0	0	0					
		0.12%	0.15%	0.19%	0.38%	0.26%	0.08%	0.07%	0.06%	0.06%	0.0%	0.36%	0.06%	0.12%	0.17%	0.06%	0.07%	0.0%	0.0%	0.0%	0.0%	0.14%	0.12%	0.06%	0.06%	0.25%	0.0%	0.0%	0.0%	0.15%	0.10%	0.24%	0.14%	0.20%	0.19%	0.06%	0.08%	0.08%	0.17%	0.30%	0.26%	0.06%	0.34%	0.23%	0.07%	0.08%	0.22%	0.14%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	97	1	2	2	2	1	3	4	1	2	0	3	3	1	1	1	3	0	5	5	2	3	3	1	0	0	2	2	2	2	2	2	3	6	1	4	2	3	2	3	1	0	0	0	2	1	0	0	0	0	8	0	0	0	0					
		0.15%	0.07%	0.13%	0.15%	0.17%	0.08%	0.23%	0.26%	0.06%	0.11%	0.0%	0.19%	0.18%	0.08%	0.06%	0.07%	0.20%	0.0%	0.39%	0.32%	0.14%	0.19%	0.19%	0.06%	0.0%	0.0%	0.24%	0.17%	0.15%	0.20%	0.16%	0.14%	0.20%	0.38%	0.06%	0.32%	0.16%	0.26%	0.12%	0.19%	0.06%	0.0%	0.0%	0.0%	0.17%	0.11%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4947	81	137	89	75	81	89	98	113	117	119	125	131	88	176	122	142	115	90	125	111	119	123	108	75	66	56	77	110	86	101	106	104	103	114	100	96	109	156	83	108	60	63	106	77	76	39	39	25	49	177	6	2	1	3					
		7.68%	6.35%	9.07%	6.90%	6.59%	6.61%	7.10%	6.55%	7.52%	6.68%	8.62%	8.06%	7.97%	7.67%	10.79%	9.04%	9.49%	8.90%	7.05%	8.22%	8.16%	7.64%	8.19%	7.00%	6.46%	7.85%	6.83%	6.62%	8.30%	8.78%	8.25%	7.81%	7.16%	6.66%	6.99%	8.08%	7.79%	9.57%	9.52%	5.46%	6.98%	5.19%	7.32%	7.77%	6.61%	8.61%	5.75%	5.05%	6.73%	5.64%	11.33%	6.31%	2.66%	8.33%	4.54%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	111	3	2	8	3	5	0	3	1	6	1	0	5	2	1	0	4	0	5	1	0	3	0	1	1	3	1	3	2	2	0	3	2	3	2	1	4	1	5	3	0	4	0	5	0	1	2	3	0	3	2	0	1	0	0					
		0.17%	0.23%	0.13%	0.62%	0.26%	0.40%	0.0%	0.20%	0.06%	0.34%	0.07%	0.0%	0.30%	0.17%	0.06%	0.0%	0.26%	0.0%	0.39%	0.06%	0.0%	0.19%	0.0%	0.06%	0.08%	0.35%	0.12%	0.25%	0.15%	0.20%	0.0%	0.22%	0.13%	0.19%	0.12%	0.08%	0.32%	0.08%	0.30%	0.19%	0.0%	0.34%	0.0%	0.36%	0.0%	0.11%	0.29%	0.38%	0.0%	0.34%	0.12%	0.0%	1.33%	0.0%	0.0%					
35	"18. ""ЛДПР"""	8725	182	175	171	151	144	160	201	173	234	168	205	196	151	202	167	192	199	163	210	164	184	201	209	149	107	88	131	200	142	202	185	223	197	227	177	171	136	233	189	220	196	133	194	178	129	151	132	66	171	169	13	5	1	8					
		13.54%	14.28%	11.59%	13.27%	13.28%	11.76%	12.76%	13.43%	11.52%	13.37%	12.18%	13.23%	11.93%	13.17%	12.39%	12.37%	12.84%	15.40%	12.77%	13.81%	12.05%	11.82%	13.39%	13.55%	12.84%	12.73%	10.74%	11.26%	15.10%	14.50%	16.50%	13.63%	15.36%	12.75%	13.93%	14.30%	13.89%	11.95%	14.22%	12.44%	14.22%	16.96%	15.46%	14.22%	15.29%	14.62%	22.27%	17.09%	17.78%	19.70%	10.81%	13.68%	6.66%	8.33%	12.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	2497	56	75	55	58	46	44	55	49	65	49	67	55	67	45	53	46	56	53	60	41	62	50	78	35	39	39	44	53	36	40	47	62	55	75	36	49	57	76	61	59	50	35	59	45	35	21	30	9	12	43	2	5	1	2					
		3.87%	4.39%	4.97%	4.27%	5.10%	3.75%	3.51%	3.67%	3.26%	3.71%	3.55%	4.32%	3.34%	5.84%	2.76%	3.92%	3.07%	4.33%	4.15%	3.94%	3.01%	3.98%	3.33%	5.05%	3.01%	4.64%	4.76%	3.78%	4.00%	3.67%	3.26%	3.46%	4.27%	3.55%	4.60%	2.91%	3.98%	5.00%	4.63%	4.01%	3.81%	4.32%	4.06%	4.32%	3.86%	3.96%	3.09%	3.88%	2.42%	1.38%	2.75%	2.10%	6.66%	8.33%	3.03%					
37	"20. ""Политическая партия ""Единая Россия"""	19310	380	376	375	349	383	327	435	508	516	436	412	502	342	478	445	440	341	391	455	364	448	453	470	330	241	254	370	384	294	420	419	430	515	500	374	372	337	432	499	465	365	265	384	394	258	214	291	117	265	407	34	30	2	22					
		29.98%	29.82%	24.91%	29.11%	30.69%	31.29%	26.09%	29.07%	33.84%	29.50%	31.61%	26.59%	30.57%	29.84%	29.32%	32.98%	29.43%	26.39%	30.64%	29.93%	26.76%	28.79%	30.17%	30.47%	28.44%	28.69%	31.01%	31.81%	29.00%	30.03%	34.31%	30.87%	29.63%	33.33%	30.69%	30.23%	30.21%	29.61%	26.37%	32.85%	30.05%	31.60%	30.81%	28.15%	33.84%	29.25%	31.56%	37.69%	31.53%	30.52%	26.05%	35.78%	40.0%	16.66%	33.33%					
38	"21. ""Российская Конституционно-демократическая партия"""	70	2	5	0	2	2	3	1	1	0	0	1	3	0	2	2	4	2	2	0	0	1	0	2	0	2	0	1	2	0	0	1	1	2	3	2	0	0	2	4	3	2	0	1	1	3	1	0	0	1	3	0	0	0	0					
		0.10%	0.15%	0.33%	0.0%	0.17%	0.16%	0.23%	0.06%	0.06%	0.0%	0.0%	0.06%	0.18%	0.0%	0.12%	0.14%	0.26%	0.15%	0.15%	0.0%	0.0%	0.06%	0.0%	0.12%	0.0%	0.23%	0.0%	0.08%	0.15%	0.0%	0.0%	0.07%	0.06%	0.12%	0.18%	0.16%	0.0%	0.0%	0.12%	0.26%	0.19%	0.17%	0.0%	0.07%	0.08%	0.34%	0.14%	0.0%	0.0%	0.11%	0.19%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	184	5	4	3	2	6	4	1	3	6	6	13	10	4	4	3	3	1	1	4	5	2	6	6	2	3	3	3	2	3	1	6	4	5	6	3	1	4	6	5	2	1	1	9	4	1	4	0	0	0	1	1	1	0	0					
		0.28%	0.39%	0.26%	0.23%	0.17%	0.49%	0.31%	0.06%	0.19%	0.34%	0.43%	0.83%	0.60%	0.34%	0.24%	0.22%	0.20%	0.07%	0.07%	0.26%	0.36%	0.12%	0.39%	0.38%	0.17%	0.35%	0.36%	0.25%	0.15%	0.30%	0.08%	0.44%	0.27%	0.32%	0.36%	0.24%	0.08%	0.35%	0.36%	0.32%	0.12%	0.08%	0.11%	0.65%	0.34%	0.11%	0.58%	0.0%	0.0%	0.0%	0.06%	1.05%	1.33%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	10951	231	294	183	195	233	257	310	296	340	226	249	263	177	245	225	265	207	230	226	202	332	270	291	243	147	167	202	255	153	158	216	227	228	242	230	225	192	293	265	301	157	124	222	155	139	74	104	57	140	241	12	21	2	12					
		17.00%	18.13%	19.48%	14.20%	17.15%	19.03%	20.51%	20.72%	19.72%	19.43%	16.38%	16.07%	16.01%	15.44%	15.03%	16.67%	17.72%	16.02%	18.02%	14.86%	14.85%	21.33%	17.98%	18.87%	20.94%	17.5%	20.39%	17.36%	19.25%	15.62%	12.90%	15.91%	15.64%	14.75%	14.85%	18.59%	18.27%	16.87%	17.88%	17.44%	19.45%	13.59%	14.41%	16.27%	13.31%	15.75%	10.91%	13.47%	15.36%	16.12%	15.42%	12.63%	28.0%	16.66%	18.18%					
																																																													
41	Против всех	3222	75	70	63	46	75	72	61	67	92	66	85	98	79	99	64	79	62	68	67	81	77	76	58	54	40	34	55	46	42	64	65	81	69	79	56	57	58	83	74	63	67	45	81	62	49	46	24	21	36	83	3	1	0	4					
		5.00%	5.88%	4.63%	4.89%	4.04%	6.12%	5.74%	4.07%	4.46%	5.26%	4.78%	5.48%	5.96%	6.89%	6.07%	4.74%	5.28%	4.79%	5.32%	4.40%	5.95%	4.94%	5.06%	3.76%	4.65%	4.76%	4.15%	4.72%	3.47%	4.29%	5.22%	4.78%	5.58%	4.46%	4.84%	4.52%	4.63%	5.09%	5.06%	4.87%	4.07%	5.80%	5.23%	5.93%	5.32%	5.55%	6.78%	3.10%	5.66%	4.14%	5.31%	3.15%	1.33%	0.0%	6.06%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
