Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ивановская - 91																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №436	УИК №437	УИК №438	УИК №439	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №465	УИК №466	УИК №467									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	237	3	3	3	14	4	10	5	6	3	6	12	3	13	12	4	6	13	16	11	14	4	9	14	3	5	15	7	4	7	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	153	3	3	1	9	3	1	5	6	3	5	5	3	13	12	4	2	13	10	10	9	1	4	8	2	4	4	2	1	1	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	492	5	0	4	45	18	42	5	15	10	20	25	5	20	61	10	10	19	21	26	35	8	8	17	17	0	6	6	14	8	12									
14	Число погашенных неиспользованных открепительных удостоверений	84	0	0	2	5	1	9	0	0	0	1	7	0	0	0	0	4	0	6	1	5	3	5	6	1	1	11	5	3	6	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	4	0	0	1	1	1	1	0	0	0	0	0	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	154	4	1	1	9	5	11	0	4	0	1	4	2	12	14	0	11	12	12	5	7	4	8	2	1	5	5	7	1	3	3									
		1.43%	1.52%	0.41%	0.36%	2.40%	1.60%	2.89%	0.00%	0.97%	0.00%	0.20%	1.22%	1.16%	1.82%	2.19%	0.00%	2.11%	2.88%	2.61%	1.33%	1.02%	0.98%	2.20%	0.75%	0.27%	1.75%	1.29%	2.90%	0.40%	1.19%	1.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	190	9	1	2	16	3	5	2	8	1	6	1	5	7	14	7	5	7	9	12	12	1	7	9	10	0	6	5	9	7	4									
		1.76%	3.42%	0.41%	0.72%	4.27%	0.96%	1.31%	1.12%	1.95%	1.23%	1.22%	0.31%	2.89%	1.06%	2.19%	1.57%	0.96%	1.68%	1.96%	3.20%	1.74%	0.25%	1.93%	3.38%	2.72%	0.00%	1.55%	2.07%	3.59%	2.77%	1.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	214	4	3	10	5	9	9	6	6	0	5	7	0	13	13	9	10	11	16	12	8	4	5	3	6	10	13	5	4	5	3									
		1.98%	1.52%	1.22%	3.62%	1.33%	2.88%	2.36%	3.35%	1.46%	0.00%	1.02%	2.14%	0.00%	1.97%	2.03%	2.02%	1.92%	2.64%	3.48%	3.20%	1.16%	0.98%	1.38%	1.13%	1.63%	3.51%	3.35%	2.07%	1.59%	1.98%	1.13%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6636	142	172	160	214	198	232	131	254	44	331	206	115	326	403	314	365	174	247	133	491	289	186	136	235	205	283	150	155	161	184									
		61.40%	53.99%	70.20%	57.97%	57.07%	63.46%	60.89%	73.18%	61.80%	54.32%	67.55%	62.99%	66.47%	49.32%	63.07%	70.40%	70.06%	41.83%	53.70%	35.47%	71.26%	71.01%	51.24%	51.13%	63.86%	71.93%	72.94%	62.24%	61.75%	63.64%	69.43%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	99	1	0	1	5	5	6	1	4	0	5	2	0	6	9	3	2	3	16	5	5	3	3	5	1	2	1	0	1	2	2									
		0.92%	0.38%	0.00%	0.36%	1.33%	1.60%	1.57%	0.56%	0.97%	0.00%	1.02%	0.61%	0.00%	0.91%	1.41%	0.67%	0.38%	0.72%	3.48%	1.33%	0.73%	0.74%	0.83%	1.88%	0.27%	0.70%	0.26%	0.00%	0.40%	0.79%	0.75%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	1	0	0	1	1	1	0	1	1	2	1	0	1	1	0	1	0	4	1	2	0	1	0	0	0	1	0	0	0	1									
		0.20%	0.38%	0.00%	0.00%	0.27%	0.32%	0.26%	0.00%	0.24%	1.23%	0.41%	0.31%	0.00%	0.15%	0.16%	0.00%	0.19%	0.00%	0.87%	0.27%	0.29%	0.00%	0.28%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.38%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1458	52	38	58	46	27	44	21	49	13	60	36	22	106	61	64	49	97	68	83	67	44	65	44	32	31	38	37	39	34	33									
		13.49%	19.77%	15.51%	21.01%	12.27%	8.65%	11.55%	11.73%	11.92%	16.05%	12.24%	11.01%	12.72%	16.04%	9.55%	14.35%	9.40%	23.32%	14.78%	22.13%	9.72%	10.81%	17.91%	16.54%	8.70%	10.88%	9.79%	15.35%	15.54%	13.44%	12.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	76	1	0	0	12	6	4	4	4	1	2	2	0	7	5	1	0	2	2	4	1	1	1	4	0	3	3	3	0	2	1									
		0.70%	0.38%	0.00%	0.00%	3.20%	1.92%	1.05%	2.23%	0.97%	1.23%	0.41%	0.61%	0.00%	1.06%	0.78%	0.22%	0.00%	0.48%	0.43%	1.07%	0.15%	0.25%	0.28%	1.50%	0.00%	1.05%	0.77%	1.24%	0.00%	0.79%	0.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	99	3	0	1	15	3	10	2	3	2	0	2	1	11	5	1	4	9	2	1	7	2	5	1	0	0	3	1	1	0	4									
		0.92%	1.14%	0.00%	0.36%	4.00%	0.96%	2.62%	1.12%	0.73%	2.47%	0.00%	0.61%	0.58%	1.66%	0.78%	0.22%	0.77%	2.16%	0.43%	0.27%	1.02%	0.49%	1.38%	0.38%	0.00%	0.00%	0.77%	0.41%	0.40%	0.00%	1.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0									
		0.05%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	134	4	2	12	7	5	8	0	6	1	4	3	1	15	15	3	7	6	5	1	3	5	5	0	3	0	6	2	1	1	3									
		1.24%	1.52%	0.82%	4.35%	1.87%	1.60%	2.10%	0.00%	1.46%	1.23%	0.82%	0.92%	0.58%	2.27%	2.35%	0.67%	1.34%	1.44%	1.09%	0.27%	0.44%	1.23%	1.38%	0.00%	0.82%	0.00%	1.55%	0.83%	0.40%	0.40%	1.13%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1099	32	17	19	20	25	29	6	47	12	45	42	15	122	64	28	29	69	54	69	63	39	54	40	31	22	19	18	24	24	21									
		10.17%	12.17%	6.94%	6.88%	5.33%	8.01%	7.61%	3.35%	11.44%	14.81%	9.18%	12.84%	8.67%	18.46%	10.02%	6.28%	5.57%	16.59%	11.74%	18.40%	9.14%	9.58%	14.88%	15.04%	8.42%	7.72%	4.90%	7.47%	9.56%	9.49%	7.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	0	2	0	1	0	1	1	6	0	4	0	0	3	2	0	4	1	2	2	1	1	3	1	0	1	0	2	2	0	0									
		0.37%	0.00%	0.82%	0.00%	0.27%	0.00%	0.26%	0.56%	1.46%	0.00%	0.82%	0.00%	0.00%	0.45%	0.31%	0.00%	0.77%	0.24%	0.43%	0.53%	0.15%	0.25%	0.83%	0.38%	0.00%	0.35%	0.00%	0.83%	0.80%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	441	10	9	10	13	14	19	3	19	6	20	16	12	25	27	13	34	18	16	38	15	12	14	18	13	6	9	9	9	10	4									
		4.08%	3.80%	3.67%	3.62%	3.47%	4.49%	4.99%	1.68%	4.62%	7.41%	4.08%	4.89%	6.94%	3.78%	4.23%	2.91%	6.53%	4.33%	3.48%	10.13%	2.18%	2.95%	3.86%	6.77%	3.53%	2.11%	2.32%	3.73%	3.59%	3.95%	1.51%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
