Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Зимовниковская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733									
		0.06%	0.22%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	1	1	1	3	0	5	1	1	1	4	2	2	1	2	0	3	2	0	4	3	0	0	1	0	1	0	1	0	1									
		0.35%	0.22%	0.56%	0.26%	0.90%	0.00%	0.72%	0.16%	0.15%	0.15%	0.40%	0.43%	0.32%	0.20%	0.57%	0.00%	2.21%	0.41%	0.00%	0.89%	1.42%	0.00%	0.00%	0.66%	0.00%	0.66%	0.00%	0.24%	0.00%	0.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1962	93	19	115	35	27	117	94	116	87	215	79	96	98	66	11	12	123	31	74	33	57	18	8	21	28	16	74	103	96									
		16.75%	20.90%	10.61%	29.56%	10.45%	9.44%	16.88%	15.16%	17.68%	12.99%	21.70%	17.03%	15.21%	19.56%	18.75%	17.46%	8.82%	25.00%	13.96%	16.41%	15.64%	6.85%	9.84%	5.30%	18.10%	18.54%	27.59%	17.70%	20.12%	18.90%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	1	1	1	2	0	3	2	2	1	5	0	5	1	1	1	0	1	0	2	1	3	2	0	1	0	0	0	0	1									
		0.32%	0.22%	0.56%	0.26%	0.60%	0.00%	0.43%	0.32%	0.30%	0.15%	0.50%	0.00%	0.79%	0.20%	0.28%	1.59%	0.00%	0.20%	0.00%	0.44%	0.47%	0.36%	1.09%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.20%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	481	13	5	12	4	5	20	24	32	31	53	12	36	21	14	2	3	23	3	15	11	37	4	9	4	2	1	29	26	30									
		4.11%	2.92%	2.79%	3.08%	1.19%	1.75%	2.89%	3.87%	4.88%	4.63%	5.35%	2.59%	5.71%	4.19%	3.98%	3.17%	2.21%	4.67%	1.35%	3.33%	5.21%	4.45%	2.19%	5.96%	3.45%	1.32%	1.72%	6.94%	5.08%	5.91%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
