Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Суздальская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332					
25	"8. ""Народно-республиканская партия России"""	39	3	1	4	0	0	0	0	1	4	4	0	1	2	1	1	0	1	0	0	3	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	3	1					
		0.26%	0.35%	0.12%	0.89%	0.0%	0.0%	0.0%	0.0%	0.13%	0.78%	0.49%	0.0%	0.19%	0.76%	0.16%	0.41%	0.0%	0.29%	0.0%	0.0%	0.23%	0.0%	0.0%	0.94%	0.0%	0.0%	0.54%	0.11%	0.75%	0.90%	0.12%	0.0%	0.0%	0.0%	0.0%	0.68%	1.29%	0.0%	0.28%	0.0%	0.81%	0.41%					
26	"9. ""Российская экологическая партия ""Зеленые"""	237	32	9	1	2	5	3	1	15	5	6	1	11	1	10	0	4	2	2	4	45	5	3	0	2	3	2	18	0	2	7	1	1	1	10	5	1	4	7	2	3	1					
		1.59%	3.76%	1.10%	0.22%	0.8%	1.81%	1.68%	0.78%	1.98%	0.97%	0.73%	0.41%	2.16%	0.38%	1.63%	0.0%	6.34%	0.58%	0.84%	2.09%	3.57%	0.89%	2.56%	0.0%	1.08%	1.19%	1.08%	1.99%	0.0%	1.80%	0.84%	1.25%	0.73%	1.12%	1.92%	3.42%	1.29%	1.16%	2.02%	0.97%	0.81%	0.41%					
27	"10. ""Аграрная партия России"""	1383	26	16	99	30	25	13	9	34	70	74	11	60	57	45	46	3	61	46	32	79	74	11	3	23	23	15	61	6	1	47	3	19	2	20	9	1	11	85	25	34	74					
		9.28%	3.05%	1.96%	22.19%	12.0%	9.09%	7.30%	7.08%	4.49%	13.67%	9.07%	4.60%	11.81%	21.92%	7.36%	19.16%	4.76%	17.94%	19.32%	16.75%	6.27%	13.19%	9.40%	2.83%	12.5%	9.12%	8.15%	6.77%	4.51%	0.90%	5.66%	3.75%	13.97%	2.24%	3.85%	6.16%	1.29%	3.20%	24.56%	12.19%	9.28%	30.57%					
28	"11. ""Истинные патриоты России"""	14	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	2	0	0	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.0%	0.12%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.38%	0.16%	0.0%	0.0%	0.0%	0.42%	0.0%	0.15%	0.0%	0.0%	0.94%	0.54%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	172	8	5	5	1	5	2	4	26	4	11	1	8	1	9	4	0	7	2	1	15	3	0	0	0	2	1	6	0	2	1	0	1	2	8	5	0	10	3	3	2	4					
		1.15%	0.94%	0.61%	1.12%	0.4%	1.81%	1.12%	3.14%	3.43%	0.78%	1.34%	0.41%	1.57%	0.38%	1.47%	1.66%	0.0%	2.05%	0.84%	0.52%	1.19%	0.53%	0.0%	0.0%	0.0%	0.79%	0.54%	0.66%	0.0%	1.80%	0.12%	0.0%	0.73%	2.24%	1.54%	3.42%	0.0%	2.91%	0.86%	1.46%	0.54%	1.65%					
30	"13. ""Демократическая партия России"""	29	1	0	2	0	0	2	0	1	1	3	0	1	1	0	3	0	2	0	0	1	0	0	1	0	2	0	2	0	1	3	0	0	0	0	0	0	1	0	0	1	0					
		0.19%	0.11%	0.0%	0.44%	0.0%	0.0%	1.12%	0.0%	0.13%	0.19%	0.36%	0.0%	0.19%	0.38%	0.0%	1.25%	0.0%	0.58%	0.0%	0.0%	0.07%	0.0%	0.0%	0.94%	0.0%	0.79%	0.0%	0.22%	0.0%	0.90%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.27%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	61	2	0	2	2	1	0	0	5	2	4	4	2	0	2	1	0	1	1	0	3	2	1	0	0	3	0	3	0	0	4	0	1	1	5	2	0	1	3	1	1	1					
		0.40%	0.23%	0.0%	0.44%	0.8%	0.36%	0.0%	0.0%	0.66%	0.39%	0.49%	1.67%	0.39%	0.0%	0.32%	0.41%	0.0%	0.29%	0.42%	0.0%	0.23%	0.35%	0.85%	0.0%	0.0%	1.19%	0.0%	0.33%	0.0%	0.0%	0.48%	0.0%	0.73%	1.12%	0.96%	1.36%	0.0%	0.29%	0.86%	0.48%	0.27%	0.41%					
32	"15. ""Партия СЛОН"""	35	2	1	1	2	0	1	1	1	1	4	0	1	1	1	0	1	1	0	2	1	3	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	2	0	0	1	0					
		0.23%	0.23%	0.12%	0.22%	0.8%	0.0%	0.56%	0.78%	0.13%	0.19%	0.49%	0.0%	0.19%	0.38%	0.16%	0.0%	1.58%	0.29%	0.0%	1.04%	0.07%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.27%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	968	60	59	24	13	18	2	9	81	29	31	20	31	15	21	11	5	18	7	9	124	36	11	3	13	11	13	52	5	5	62	6	9	3	42	12	4	41	10	8	28	7					
		6.49%	7.05%	7.23%	5.38%	5.2%	6.54%	1.12%	7.08%	10.71%	5.66%	3.80%	8.36%	6.10%	5.76%	3.43%	4.58%	7.93%	5.29%	2.94%	4.71%	9.84%	6.41%	9.40%	2.83%	7.06%	4.36%	7.06%	5.77%	3.75%	4.50%	7.47%	7.5%	6.61%	3.37%	8.09%	8.21%	5.19%	11.95%	2.89%	3.90%	7.65%	2.89%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	59	1	1	1	0	0	0	1	10	1	6	4	1	0	3	1	2	2	1	1	2	2	1	0	0	3	0	3	0	0	3	0	0	0	1	1	1	2	1	1	0	2					
		0.39%	0.11%	0.12%	0.22%	0.0%	0.0%	0.0%	0.78%	1.32%	0.19%	0.73%	1.67%	0.19%	0.0%	0.49%	0.41%	3.17%	0.58%	0.42%	0.52%	0.15%	0.35%	0.85%	0.0%	0.0%	1.19%	0.0%	0.33%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.19%	0.68%	1.29%	0.58%	0.28%	0.48%	0.0%	0.82%					
35	"18. ""ЛДПР"""	2073	101	140	62	33	41	38	26	108	70	93	32	80	41	90	32	10	63	28	23	147	58	18	17	29	31	24	92	15	16	165	5	15	13	71	15	10	47	53	33	62	26					
		13.91%	11.88%	17.17%	13.90%	13.2%	14.90%	21.34%	20.47%	14.28%	13.67%	11.41%	13.38%	15.74%	15.76%	14.72%	13.33%	15.87%	18.52%	11.76%	12.04%	11.67%	10.33%	15.38%	16.03%	15.76%	12.30%	13.04%	10.21%	11.27%	14.41%	19.90%	6.25%	11.02%	14.60%	13.68%	10.27%	12.98%	13.70%	15.31%	16.09%	16.93%	10.74%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	386	42	25	4	3	6	5	1	12	14	19	11	11	8	14	2	2	5	5	7	32	15	2	2	4	21	4	14	0	5	14	2	3	4	12	4	3	11	7	2	15	14					
		2.59%	4.94%	3.06%	0.89%	1.2%	2.18%	2.80%	0.78%	1.58%	2.73%	2.33%	4.60%	2.16%	3.07%	2.29%	0.83%	3.17%	1.47%	2.10%	3.66%	2.54%	2.67%	1.70%	1.88%	2.17%	8.33%	2.17%	1.55%	0.0%	4.50%	1.68%	2.5%	2.20%	4.49%	2.31%	2.73%	3.89%	3.20%	2.02%	0.97%	4.09%	5.78%					
37	"20. ""Политическая партия ""Единая Россия"""	4584	289	262	131	86	86	38	37	200	165	299	94	142	70	234	72	19	80	88	72	345	147	39	36	59	106	60	256	56	38	265	26	40	30	133	32	33	85	89	80	116	49					
		30.76%	34.0%	32.14%	29.37%	34.4%	31.27%	21.34%	29.13%	26.45%	32.22%	36.68%	39.33%	27.95%	26.92%	38.29%	30.0%	30.15%	23.52%	36.97%	37.69%	27.40%	26.20%	33.33%	33.96%	32.06%	42.06%	32.60%	28.41%	42.10%	34.23%	31.96%	32.5%	29.41%	33.70%	25.62%	21.91%	42.85%	24.78%	25.72%	39.02%	31.69%	20.24%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	1	1	1	1	0	0	0	1	1	3	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	2	0	1	2	2	1	0	1	0	1	1	0					
		0.18%	0.11%	0.12%	0.22%	0.4%	0.0%	0.0%	0.0%	0.13%	0.19%	0.36%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.54%	0.0%	0.54%	0.0%	1.50%	0.0%	0.24%	0.0%	0.73%	2.24%	0.38%	0.68%	0.0%	0.29%	0.0%	0.48%	0.27%	0.0%					
39	"22. ""Развитие предпринимательства"""	61	1	5	0	0	2	0	0	2	1	6	2	1	1	3	0	0	0	0	0	10	2	0	1	0	1	2	3	3	0	3	0	0	2	2	0	3	3	0	1	1	0					
		0.40%	0.11%	0.61%	0.0%	0.0%	0.72%	0.0%	0.0%	0.26%	0.19%	0.73%	0.83%	0.19%	0.38%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	0.35%	0.0%	0.94%	0.0%	0.39%	1.08%	0.33%	2.25%	0.0%	0.36%	0.0%	0.0%	2.24%	0.38%	0.0%	3.89%	0.87%	0.0%	0.48%	0.27%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1612	97	132	45	34	31	24	11	55	57	68	9	42	17	55	24	8	24	13	10	113	65	6	11	15	15	30	167	17	10	128	12	19	19	63	30	5	31	26	11	47	16					
		10.81%	11.41%	16.19%	10.08%	13.6%	11.27%	13.48%	8.66%	7.27%	11.13%	8.34%	3.76%	8.26%	6.53%	9.00%	10.0%	12.69%	7.05%	5.46%	5.23%	8.97%	11.58%	5.12%	10.37%	8.15%	5.95%	16.30%	18.53%	12.78%	9.00%	15.44%	15.0%	13.97%	21.34%	12.13%	20.54%	6.49%	9.03%	7.51%	5.36%	12.84%	6.61%					
																																																
41	Против всех	803	36	24	16	19	13	14	10	53	24	31	11	26	6	29	10	5	22	7	16	86	44	6	5	7	10	15	59	9	8	38	6	5	2	49	5	6	22	16	9	12	12					
		5.38%	4.23%	2.94%	3.58%	7.6%	4.72%	7.86%	7.87%	7.01%	4.68%	3.80%	4.60%	5.11%	2.30%	4.74%	4.16%	7.93%	6.47%	2.94%	8.37%	6.83%	7.84%	5.12%	4.71%	3.80%	3.96%	8.15%	6.54%	6.76%	7.20%	4.58%	7.5%	3.67%	2.24%	9.44%	3.42%	7.79%	6.41%	4.62%	4.39%	3.27%	4.95%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
