Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Алтуфьевский район																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1439	108	115	89	106	80	131	105	109	115	134	134	119	94					
		7.31%	7.52%	9.49%	6.55%	7.30%	5.81%	7.61%	6.87%	6.99%	7.06%	8.22%	8.28%	7.48%	6.01%					
22	"5. ""За Русь Святую"""	94	11	5	11	7	12	2	6	7	3	6	6	9	9					
		0.47%	0.76%	0.41%	0.81%	0.48%	0.87%	0.11%	0.39%	0.44%	0.18%	0.36%	0.37%	0.56%	0.57%					
23	"6. ""Объединенная Российская партия ""Русь"""	49	13	1	4	7	3	3	2	4	3	4	4	1	0					
		0.24%	0.90%	0.08%	0.29%	0.48%	0.21%	0.17%	0.13%	0.25%	0.18%	0.24%	0.24%	0.06%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	376	14	23	17	30	20	29	32	39	25	39	38	32	38					
		1.91%	0.97%	1.89%	1.25%	2.06%	1.45%	1.68%	2.09%	2.50%	1.53%	2.39%	2.35%	2.01%	2.43%					
25	"8. ""Народно-республиканская партия России"""	12	1	0	2	1	0	0	1	0	0	0	2	1	4					
		0.06%	0.06%	0.0%	0.14%	0.06%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.12%	0.06%	0.25%					
26	"9. ""Российская экологическая партия ""Зеленые"""	152	7	17	7	13	5	21	9	11	13	14	12	12	11					
		0.77%	0.48%	1.40%	0.51%	0.89%	0.36%	1.22%	0.58%	0.70%	0.79%	0.85%	0.74%	0.75%	0.70%					
27	"10. ""Аграрная партия России"""	299	21	14	25	27	31	17	23	30	25	16	21	27	22					
		1.52%	1.46%	1.15%	1.84%	1.86%	2.25%	0.98%	1.50%	1.92%	1.53%	0.98%	1.29%	1.69%	1.40%					
28	"11. ""Истинные патриоты России"""	19	2	3	1	0	2	1	1	1	2	2	0	2	2					
		0.09%	0.13%	0.24%	0.07%	0.0%	0.14%	0.05%	0.06%	0.06%	0.12%	0.12%	0.0%	0.12%	0.12%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	210	22	6	9	14	10	30	20	32	1	17	16	18	15					
		1.06%	1.53%	0.49%	0.66%	0.96%	0.72%	1.74%	1.30%	2.05%	0.06%	1.04%	0.98%	1.13%	0.96%					
30	"13. ""Демократическая партия России"""	40	5	2	2	4	4	6	2	3	1	0	4	3	4					
		0.20%	0.34%	0.16%	0.14%	0.27%	0.29%	0.34%	0.13%	0.19%	0.06%	0.0%	0.24%	0.18%	0.25%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	2	1	1	2	3	4	5	1	2	4	3	3	1					
		0.16%	0.13%	0.08%	0.07%	0.13%	0.21%	0.23%	0.32%	0.06%	0.12%	0.24%	0.18%	0.18%	0.06%					
32	"15. ""Партия СЛОН"""	31	1	1	5	0	2	3	3	2	5	3	5	1	0					
		0.15%	0.06%	0.08%	0.36%	0.0%	0.14%	0.17%	0.19%	0.12%	0.30%	0.18%	0.30%	0.06%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2404	170	137	191	168	132	202	199	194	237	209	198	196	171					
		12.22%	11.84%	11.31%	14.07%	11.57%	9.6%	11.74%	13.02%	12.44%	14.56%	12.82%	12.24%	12.32%	10.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	3	0	0	4	0	5	2	2	6	1	0	3	0					
		0.13%	0.20%	0.0%	0.0%	0.27%	0.0%	0.29%	0.13%	0.12%	0.36%	0.06%	0.0%	0.18%	0.0%					
35	"18. ""ЛДПР"""	1477	100	102	105	109	99	142	110	98	122	123	114	121	132					
		7.51%	6.96%	8.42%	7.73%	7.51%	7.2%	8.25%	7.19%	6.28%	7.49%	7.55%	7.05%	7.61%	8.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	170	16	8	8	13	11	8	19	7	18	16	24	13	9					
		0.86%	1.11%	0.66%	0.58%	0.89%	0.8%	0.46%	1.24%	0.44%	1.10%	0.98%	1.48%	0.81%	0.57%					
37	"20. ""Политическая партия ""Единая Россия"""	8291	576	512	566	620	633	741	644	682	669	644	626	685	693					
		42.16%	40.13%	42.27%	41.70%	42.72%	46.03%	43.08%	42.14%	43.74%	41.11%	39.53%	38.71%	43.08%	44.36%					
38	"21. ""Российская Конституционно-демократическая партия"""	24	1	0	3	2	11	1	1	2	0	0	0	2	1					
		0.12%	0.06%	0.0%	0.22%	0.13%	0.8%	0.05%	0.06%	0.12%	0.0%	0.0%	0.0%	0.12%	0.06%					
39	"22. ""Развитие предпринимательства"""	52	6	2	2	6	3	1	1	7	3	8	5	6	2					
		0.26%	0.41%	0.16%	0.14%	0.41%	0.21%	0.05%	0.06%	0.44%	0.18%	0.49%	0.30%	0.37%	0.12%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1340	127	64	104	100	106	129	99	86	115	96	129	87	98					
		6.81%	8.85%	5.28%	7.66%	6.89%	7.70%	7.5%	6.47%	5.51%	7.06%	5.89%	7.97%	5.47%	6.27%					
																				
41	Против всех	1290	95	72	61	97	97	96	110	103	127	115	101	114	102					
		6.56%	6.62%	5.94%	4.49%	6.68%	7.05%	5.58%	7.19%	6.60%	7.80%	7.05%	6.24%	7.16%	6.53%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
