Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Уфимская-3																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №3046	УИК №3047	УИК №3050	УИК №3051	УИК №3052	УИК №3058	УИК №3059	УИК №3060	УИК №3061	УИК №3062	УИК №3074	УИК №3078	УИК №3081	УИК №3082	УИК №3088	УИК №3089	УИК №3090	УИК №3493	УИК №3494									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	104	14	8	0	12	3	2	2	3	6	18	5	7	0	0	4	5	10	5	0									
		0.55%	0.68%	1.49%	0.00%	2.04%	0.54%	0.11%	0.73%	1.11%	0.26%	0.99%	0.96%	0.62%	0.00%	0.00%	1.23%	1.59%	2.03%	0.72%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	324	94	26	0	13	7	2	7	7	7	54	30	6	0	6	13	8	34	10	0									
		1.73%	4.55%	4.85%	0.00%	2.21%	1.26%	0.11%	2.55%	2.59%	0.30%	2.98%	5.76%	0.53%	0.00%	1.54%	4.01%	2.54%	6.91%	1.44%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	211	58	13	0	5	7	3	3	0	4	44	6	9	0	2	13	12	17	11	4									
		1.12%	2.81%	2.43%	0.00%	0.85%	1.26%	0.16%	1.09%	0.00%	0.17%	2.43%	1.15%	0.79%	0.00%	0.51%	4.01%	3.81%	3.46%	1.58%	0.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9815	1278	301	413	295	393	949	221	184	1335	930	284	594	1050	201	140	164	253	518	312									
		52.31%	61.86%	56.16%	20.28%	50.17%	70.68%	50.53%	80.36%	68.15%	57.87%	51.32%	54.51%	52.38%	52.98%	51.67%	43.21%	52.06%	51.42%	74.53%	53.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	186	112	14	0	3	2	4	0	2	2	11	3	5	6	1	3	2	8	8	0									
		0.99%	5.42%	2.61%	0.00%	0.51%	0.36%	0.21%	0.00%	0.74%	0.09%	0.61%	0.58%	0.44%	0.30%	0.26%	0.93%	0.63%	1.63%	1.15%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	19	1	0	0	1	1	1	0	4	1	2	0	0	0	2	1	1	1	0									
		0.19%	0.92%	0.19%	0.00%	0.00%	0.18%	0.05%	0.36%	0.00%	0.17%	0.06%	0.38%	0.00%	0.00%	0.00%	0.62%	0.32%	0.20%	0.14%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3676	170	52	786	105	86	416	15	32	504	350	66	223	416	80	62	50	77	62	124									
		19.59%	8.23%	9.70%	38.61%	17.86%	15.47%	22.15%	5.45%	11.85%	21.85%	19.32%	12.67%	19.66%	20.99%	20.57%	19.14%	15.87%	15.65%	8.92%	21.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	3	3	0	1	1	0	0	0	6	6	0	6	0	1	1	3	0	1	0									
		0.17%	0.15%	0.56%	0.00%	0.17%	0.18%	0.00%	0.00%	0.00%	0.26%	0.33%	0.00%	0.53%	0.00%	0.26%	0.31%	0.95%	0.00%	0.14%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	85	3	5	0	0	9	1	3	0	8	13	5	7	10	1	1	6	5	8	0									
		0.45%	0.15%	0.93%	0.00%	0.00%	1.62%	0.05%	1.09%	0.00%	0.35%	0.72%	0.96%	0.62%	0.50%	0.26%	0.31%	1.90%	1.02%	1.15%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	2	0	0	0	0	3	0	0	2	1	1	1	0	0	0	1	1	2	0									
		0.07%	0.10%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.09%	0.06%	0.19%	0.09%	0.00%	0.00%	0.00%	0.32%	0.20%	0.29%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	108	9	10	0	2	5	15	2	2	8	9	1	5	11	3	7	5	6	3	5									
		0.58%	0.44%	1.87%	0.00%	0.34%	0.90%	0.80%	0.73%	0.74%	0.35%	0.50%	0.19%	0.44%	0.55%	0.77%	2.16%	1.59%	1.22%	0.43%	0.85%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2948	203	68	618	127	32	296	12	30	371	309	104	167	297	57	49	34	47	38	89									
		15.71%	9.83%	12.69%	30.35%	21.60%	5.76%	15.76%	4.36%	11.11%	16.08%	17.05%	19.96%	14.73%	14.98%	14.65%	15.12%	10.79%	9.55%	5.47%	15.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	10	5	0	0	1	4	0	0	9	5	2	6	0	0	2	1	1	3	0									
		0.26%	0.48%	0.93%	0.00%	0.00%	0.18%	0.21%	0.00%	0.00%	0.39%	0.28%	0.38%	0.53%	0.00%	0.00%	0.62%	0.32%	0.20%	0.43%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1017	60	18	217	13	4	182	9	10	29	44	7	90	178	34	9	18	20	21	54									
		5.42%	2.90%	3.36%	10.66%	2.21%	0.72%	9.69%	3.27%	3.70%	1.26%	2.43%	1.34%	7.94%	8.98%	8.74%	2.78%	5.71%	4.07%	3.02%	9.18%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
