Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Романовская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	152	10	4	4	4	2	10	7	4	1	2	23	31	30	11	9					
		1.79%	1.47%	1.15%	0.59%	0.99%	0.32%	2.5%	2.63%	2.96%	0.47%	0.74%	2.17%	2.68%	3.18%	1.30%	1.78%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	130	7	1	25	4	6	6	2	4	6	3	17	17	15	9	8					
		1.53%	1.03%	0.28%	3.70%	0.99%	0.98%	1.5%	0.75%	2.96%	2.85%	1.11%	1.60%	1.47%	1.59%	1.06%	1.58%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	124	8	3	8	6	5	7	8	6	5	3	24	23	13	1	4					
		1.46%	1.17%	0.86%	1.18%	1.49%	0.82%	1.75%	3.00%	4.44%	2.38%	1.11%	2.26%	1.99%	1.37%	0.11%	0.79%					
22	"5. ""За Русь Святую"""	17	2	0	0	0	2	1	2	0	1	0	1	0	2	4	2					
		0.20%	0.29%	0.0%	0.0%	0.0%	0.32%	0.25%	0.75%	0.0%	0.47%	0.0%	0.09%	0.0%	0.21%	0.47%	0.39%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	1	1	0	0	2	0	0	0	0	1	2	2	0	1	0					
		0.11%	0.14%	0.28%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.37%	0.18%	0.17%	0.0%	0.11%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	10	1	1	1	0	0	0	0	0	1	1	1	3	1	0	0					
		0.11%	0.14%	0.28%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.37%	0.09%	0.25%	0.10%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	2	0	2	1	0	1	0	0	0	0	0	0	1	0	2					
		0.10%	0.29%	0.0%	0.29%	0.24%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.39%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	1	1	1	2	1	0	0	0	1	0	4	3	2	1	2					
		0.22%	0.14%	0.28%	0.14%	0.49%	0.16%	0.0%	0.0%	0.0%	0.47%	0.0%	0.37%	0.25%	0.21%	0.11%	0.39%					
27	"10. ""Аграрная партия России"""	3767	352	205	258	167	304	197	123	51	73	103	448	442	413	475	156					
		44.36%	51.84%	59.24%	38.27%	41.54%	50.0%	49.25%	46.24%	37.77%	34.76%	38.28%	42.34%	38.26%	43.79%	56.41%	30.95%					
28	"11. ""Истинные патриоты России"""	13	3	0	1	2	1	0	2	0	0	0	0	1	0	2	1					
		0.15%	0.44%	0.0%	0.14%	0.49%	0.16%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.23%	0.19%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	52	7	2	4	0	3	4	2	0	0	3	10	5	5	2	5					
		0.61%	1.03%	0.57%	0.59%	0.0%	0.49%	1.0%	0.75%	0.0%	0.0%	1.11%	0.94%	0.43%	0.53%	0.23%	0.99%					
30	"13. ""Демократическая партия России"""	11	0	0	1	1	0	1	2	1	0	0	3	1	0	0	1					
		0.12%	0.0%	0.0%	0.14%	0.24%	0.0%	0.25%	0.75%	0.74%	0.0%	0.0%	0.28%	0.08%	0.0%	0.0%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	0	0	0	0	1	0	0	0	0	0	2	3	4	1					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.31%	0.47%	0.19%					
32	"15. ""Партия СЛОН"""	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	342	24	7	26	4	15	14	13	0	3	9	54	82	59	13	19					
		4.02%	3.53%	2.02%	3.85%	0.99%	2.46%	3.5%	4.88%	0.0%	1.42%	3.34%	5.10%	7.09%	6.25%	1.54%	3.76%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	13	1	0	0	2	1	0	1	1	0	0	0	5	1	0	1					
		0.15%	0.14%	0.0%	0.0%	0.49%	0.16%	0.0%	0.37%	0.74%	0.0%	0.0%	0.0%	0.43%	0.10%	0.0%	0.19%					
35	"18. ""ЛДПР"""	1077	73	29	91	71	65	36	29	32	63	65	129	115	104	90	85					
		12.68%	10.75%	8.38%	13.50%	17.66%	10.69%	9.0%	10.90%	23.70%	30.0%	24.16%	12.19%	9.95%	11.02%	10.68%	16.86%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	100	7	4	6	6	14	5	2	3	0	2	7	18	9	8	9					
		1.17%	1.03%	1.15%	0.89%	1.49%	2.30%	1.25%	0.75%	2.22%	0.0%	0.74%	0.66%	1.55%	0.95%	0.95%	1.78%					
37	"20. ""Политическая партия ""Единая Россия"""	1323	87	20	139	67	83	58	47	25	33	47	172	197	133	106	109					
		15.58%	12.81%	5.78%	20.62%	16.66%	13.65%	14.5%	17.66%	18.51%	15.71%	17.47%	16.25%	17.05%	14.10%	12.58%	21.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	2	0	2	0	0	1	0	1	2	0	1	5	0	3	3					
		0.23%	0.29%	0.0%	0.29%	0.0%	0.0%	0.25%	0.0%	0.74%	0.95%	0.0%	0.09%	0.43%	0.0%	0.35%	0.59%					
39	"22. ""Развитие предпринимательства"""	32	3	1	1	1	0	0	0	1	1	0	10	5	4	4	1					
		0.37%	0.44%	0.28%	0.14%	0.24%	0.0%	0.0%	0.0%	0.74%	0.47%	0.0%	0.94%	0.43%	0.42%	0.47%	0.19%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	874	57	60	86	41	86	39	13	3	10	20	107	118	99	73	62					
		10.29%	8.39%	17.34%	12.75%	10.19%	14.14%	9.75%	4.88%	2.22%	4.76%	7.43%	10.11%	10.21%	10.49%	8.66%	12.30%					
																						
41	Против всех	230	14	2	7	14	7	15	9	1	3	8	31	47	38	18	16					
		2.70%	2.06%	0.57%	1.03%	3.48%	1.15%	3.75%	3.38%	0.74%	1.42%	2.97%	2.93%	4.06%	4.02%	2.13%	3.17%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
