Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Лев-Толстовская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	297	27	25	30	20	20	10	5	10	5	5	5	5	10	5	10	5	5	10	5	5	10	10	10	5	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	157	22	25	25	14	20	0	0	3	1	1	4	0	0	3	3	0	0	10	4	0	0	0	3	1	10	5	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	128	9	7	8	2	5	5	4	3	7	4	6	0	6	2	7	4	3	5	5	3	3	7	2	2	3	7	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	140	5	0	5	6	0	10	5	7	4	4	1	5	10	2	7	5	5	0	1	5	10	10	7	4	0	5	8	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1526	213	205	151	184	153	31	6	54	25	6	5	12	81	4	53	13	23	52	6	16	41	21	40	26	30	18	38	19					
		17.58%	22.98%	24.58%	18.95%	20.56%	20.48%	11.03%	7.69%	17.42%	28.09%	6.38%	6.94%	11.43%	18.12%	4.60%	17.38%	13.27%	20.35%	15.76%	14.29%	14.68%	21.03%	10.14%	8.47%	14.05%	12.10%	11.04%	16.38%	8.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1239	116	83	95	104	146	42	9	48	10	9	10	21	57	14	46	7	16	60	6	21	41	30	61	19	43	30	47	48					
		14.27%	12.51%	9.95%	11.92%	11.62%	19.54%	14.95%	11.54%	15.48%	11.24%	9.57%	13.89%	20.00%	12.75%	16.09%	15.08%	7.14%	14.16%	18.18%	14.29%	19.27%	21.03%	14.49%	12.92%	10.27%	17.34%	18.40%	20.26%	21.92%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	7	6	2	9	5	1	0	1	2	2	0	2	4	0	1	1	3	3	1	0	1	2	4	0	1	6	0	2					
		0.76%	0.76%	0.72%	0.25%	1.01%	0.67%	0.36%	0.00%	0.32%	2.25%	2.13%	0.00%	1.90%	0.89%	0.00%	0.33%	1.02%	2.65%	0.91%	2.38%	0.00%	0.51%	0.97%	0.85%	0.00%	0.40%	3.68%	0.00%	0.91%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1491	190	146	162	158	154	61	15	30	12	12	10	9	69	11	57	9	19	46	3	25	22	35	55	38	63	19	33	28					
		17.18%	20.50%	17.51%	20.33%	17.65%	20.62%	21.71%	19.23%	9.68%	13.48%	12.77%	13.89%	8.57%	15.44%	12.64%	18.69%	9.18%	16.81%	13.94%	7.14%	22.94%	11.28%	16.91%	11.65%	20.54%	25.40%	11.66%	14.22%	12.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	73	18	11	7	7	5	2	0	1	2	2	0	2	1	0	2	0	0	1	0	2	0	2	1	1	0	0	4	2					
		0.84%	1.94%	1.32%	0.88%	0.78%	0.67%	0.71%	0.00%	0.32%	2.25%	2.13%	0.00%	1.90%	0.22%	0.00%	0.66%	0.00%	0.00%	0.30%	0.00%	1.83%	0.00%	0.97%	0.21%	0.54%	0.00%	0.00%	1.72%	0.91%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4129	368	372	361	427	269	137	48	172	35	61	46	58	229	58	141	63	51	160	22	45	84	113	305	96	104	84	107	113					
		47.56%	39.70%	44.60%	45.29%	47.71%	36.01%	48.75%	61.54%	55.48%	39.33%	64.89%	63.89%	55.24%	51.23%	66.67%	46.23%	64.29%	45.13%	48.48%	52.38%	41.28%	43.08%	54.59%	64.62%	51.89%	41.94%	51.53%	46.12%	51.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	27	1	3	2	0	2	3	0	0	0	1	0	1	1	0	0	2	0	2	0	0	0	2	2	1	0	2	0	2					
		0.31%	0.11%	0.36%	0.25%	0.00%	0.27%	1.07%	0.00%	0.00%	0.00%	1.06%	0.00%	0.95%	0.22%	0.00%	0.00%	2.04%	0.00%	0.61%	0.00%	0.00%	0.00%	0.97%	0.42%	0.54%	0.00%	1.23%	0.00%	0.91%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
