Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
"Наименование Избирательной комиссии:    Дзержинская, Свердловская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №923	УИК №924	УИК №925					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1297	15	15	25	25	15	20	35	30	25	10	30	21	20	25	20	25	20	20	15	40	30	35	20	30	20	15	20	20	10	10	10	45	25	30	40	20	25	20	20	25	25	25	20	25	20	30	40	35	20	25	25	16	20	20	30	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1229	14	15	25	22	15	20	34	30	24	6	28	21	16	25	20	25	18	20	14	40	28	34	20	30	20	15	13	20	7	7	8	38	24	28	39	20	24	20	20	20	25	24	20	20	20	30	40	32	17	25	23	16	20	20	30	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	595	7	6	8	11	8	12	10	20	11	19	16	6	7	11	5	1	8	7	11	11	13	10	11	7	9	5	4	7	9	5	9	13	8	11	15	10	19	10	9	14	8	10	9	8	18	14	18	10	5	3	6	11	3	9	13	12	30	15					
14	Число погашенных неиспользованных открепительных удостоверений	68	1	0	0	3	0	0	1	0	1	4	2	0	4	0	0	0	2	0	1	0	2	1	0	0	0	0	7	0	3	3	2	7	1	2	1	0	1	0	0	5	0	1	0	5	0	0	0	3	3	0	2	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	151	4	1	2	3	2	2	4	4	3	2	1	0	3	4	1	1	2	4	1	5	2	4	4	2	3	4	0	3	0	3	2	4	6	1	6	3	3	6	1	5	1	2	3	2	1	4	7	5	3	0	0	1	7	2	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7369	92	165	139	108	54	71	67	139	116	70	139	122	84	166	107	135	76	141	103	213	197	191	143	101	79	100	133	206	85	31	49	202	190	157	214	171	136	191	135	161	154	151	181	159	133	121	174	172	150	109	68	169	157	119	118	8	25	22					
		15.15%	15.59%	14.89%	13.28%	15.08%	12.00%	12.48%	13.29%	17.96%	15.01%	14.23%	15.19%	16.35%	12.32%	14.57%	12.16%	14.00%	12.24%	12.94%	15.80%	18.57%	15.85%	16.83%	17.55%	15.26%	16.16%	14.31%	16.99%	16.53%	16.25%	12.40%	13.92%	17.78%	18.29%	15.65%	16.44%	16.93%	15.25%	17.08%	13.96%	15.62%	15.13%	14.15%	14.92%	14.92%	10.26%	13.17%	14.67%	16.26%	16.06%	15.64%	13.10%	16.65%	14.97%	15.76%	12.63%	8.89%	15.92%	22.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7309	68	133	160	96	76	86	82	120	123	76	144	122	126	141	155	194	104	163	97	153	149	154	117	96	74	100	124	173	84	30	42	168	129	158	209	117	160	145	136	151	159	160	187	166	297	167	179	166	133	99	69	146	161	111	150	5	6	13					
		15.03%	11.53%	12.00%	15.28%	13.41%	16.89%	15.11%	16.27%	15.50%	15.91%	15.45%	15.74%	16.35%	18.48%	12.38%	17.61%	20.12%	16.75%	14.95%	14.88%	13.34%	11.99%	13.57%	14.36%	14.50%	15.13%	14.31%	15.84%	13.88%	16.06%	12.00%	11.93%	14.79%	12.42%	15.75%	16.05%	11.58%	17.94%	12.97%	14.06%	14.65%	15.62%	14.99%	15.42%	15.57%	22.92%	18.17%	15.09%	15.69%	14.24%	14.20%	13.29%	14.38%	15.35%	14.70%	16.06%	5.56%	3.82%	13.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	528	7	6	9	9	5	7	12	5	4	8	17	9	6	11	2	8	13	12	20	5	13	26	11	6	5	8	6	16	6	2	3	17	5	6	10	8	10	23	10	11	4	11	7	9	12	6	17	17	9	7	3	16	10	8	11	1	3	0					
		1.09%	1.19%	0.54%	0.86%	1.26%	1.11%	1.23%	2.38%	0.65%	0.52%	1.63%	1.86%	1.21%	0.88%	0.97%	0.23%	0.83%	2.09%	1.10%	3.07%	0.44%	1.05%	2.29%	1.35%	0.91%	1.02%	1.14%	0.77%	1.28%	1.15%	0.80%	0.85%	1.50%	0.48%	0.60%	0.77%	0.79%	1.12%	2.06%	1.03%	1.07%	0.39%	1.03%	0.58%	0.84%	0.93%	0.65%	1.43%	1.61%	0.96%	1.00%	0.58%	1.58%	0.95%	1.06%	1.18%	1.11%	1.91%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15876	218	380	359	217	153	161	175	247	274	167	327	272	204	390	268	258	213	344	210	364	394	333	240	232	179	225	228	402	173	119	128	415	326	347	435	354	293	354	360	311	318	376	406	320	307	279	375	330	331	256	185	348	375	231	266	43	50	31					
		32.65%	36.95%	34.30%	34.29%	30.31%	34.00%	28.30%	34.72%	31.91%	35.45%	33.94%	35.74%	36.46%	29.91%	34.24%	30.45%	26.76%	34.30%	31.56%	32.21%	31.73%	31.70%	29.34%	29.45%	35.05%	36.61%	32.19%	29.12%	32.26%	33.08%	47.60%	36.36%	36.53%	31.38%	34.60%	33.41%	35.05%	32.85%	31.66%	37.23%	30.16%	31.24%	35.24%	33.47%	30.02%	23.69%	30.36%	31.62%	31.19%	35.44%	36.73%	35.65%	34.29%	35.75%	30.60%	28.48%	47.78%	31.85%	31.31%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2218	29	53	34	27	18	22	15	45	35	14	27	27	18	37	27	32	24	70	33	50	65	74	50	34	42	29	43	62	22	8	16	32	72	40	95	55	29	72	28	42	39	66	36	28	50	33	52	45	64	35	35	43	48	48	38	4	5	2					
		4.56%	4.92%	4.78%	3.25%	3.77%	4.00%	3.87%	2.98%	5.81%	4.53%	2.85%	2.95%	3.62%	2.64%	3.25%	3.07%	3.32%	3.86%	6.42%	5.06%	4.36%	5.23%	6.52%	6.13%	5.14%	8.59%	4.15%	5.49%	4.98%	4.21%	3.20%	4.55%	2.82%	6.93%	3.99%	7.30%	5.45%	3.25%	6.44%	2.90%	4.07%	3.83%	6.19%	2.97%	2.63%	3.86%	3.59%	4.38%	4.25%	6.85%	5.02%	6.74%	4.24%	4.58%	6.36%	4.07%	4.44%	3.18%	2.02%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14277	162	343	322	244	140	214	145	203	209	143	246	184	231	372	304	317	181	329	179	339	401	331	240	183	94	217	231	367	146	57	103	281	295	273	310	278	235	313	277	327	327	269	370	360	457	300	355	309	228	174	147	277	270	214	330	29	67	28					
		29.36%	27.46%	30.96%	30.75%	34.08%	31.11%	37.61%	28.77%	26.23%	27.04%	29.07%	26.89%	24.66%	33.87%	32.66%	34.55%	32.88%	29.15%	30.18%	27.45%	29.56%	32.26%	29.16%	29.45%	27.64%	19.22%	31.04%	29.50%	29.45%	27.92%	22.80%	29.26%	24.74%	28.39%	27.22%	23.81%	27.52%	26.35%	27.99%	28.65%	31.72%	32.12%	25.21%	30.50%	33.77%	35.26%	32.64%	29.93%	29.21%	24.41%	24.96%	28.32%	27.29%	25.74%	28.34%	35.33%	32.22%	42.68%	28.28%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	318	10	5	12	4	0	3	3	6	6	11	5	4	4	7	2	6	3	9	3	12	6	9	1	8	9	3	4	6	5	1	3	6	4	4	12	3	3	5	4	9	8	13	6	3	11	2	4	6	6	4	4	4	12	7	5	0	1	2					
		0.65%	1.69%	0.45%	1.15%	0.56%	0.00%	0.53%	0.60%	0.78%	0.78%	2.24%	0.55%	0.54%	0.59%	0.61%	0.23%	0.62%	0.48%	0.83%	0.46%	1.05%	0.48%	0.79%	0.12%	1.21%	1.84%	0.43%	0.51%	0.48%	0.96%	0.40%	0.85%	0.53%	0.38%	0.40%	0.92%	0.30%	0.34%	0.45%	0.41%	0.87%	0.79%	1.22%	0.49%	0.28%	0.85%	0.22%	0.34%	0.57%	0.64%	0.57%	0.77%	0.39%	1.14%	0.93%	0.54%	0.00%	0.64%	2.02%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
