Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Холмогорская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №918	УИК №919	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №927	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №950	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	253	5	5	5	10	25	5	5	15	5	15	5	5	10	5	10	5	5	5	5	5	5	5	10	5	15	5	5	5	5	5	5	5	5	10	5	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	95	5	1	3	9	17	0	1	9	2	14	0	0	2	2	5	1	0	0	0	0	0	0	2	0	12	0	0	1	0	2	0	0	0	3	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	159	9	1	9	7	12	0	2	9	1	13	0	3	6	5	3	5	3	0	3	7	3	0	4	10	15	6	1	2	1	3	2	9	1	1	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	158	0	4	2	1	8	5	4	6	3	1	5	5	8	3	5	4	5	5	5	5	5	5	8	5	3	5	5	4	5	3	5	5	5	7	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	2	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	103	2	0	4	5	15	1	1	10	1	7	0	0	5	2	4	0	1	0	3	2	0	0	1	1	21	1	1	1	1	0	0	4	0	3	2	4									
		1.28%	0.88%	0.00%	3.70%	0.75%	1.90%	0.84%	1.05%	1.26%	0.51%	1.19%	0.00%	0.00%	1.33%	0.88%	1.09%	0.00%	1.85%	0.00%	2.13%	1.69%	0.00%	0.00%	0.32%	1.12%	2.34%	1.22%	3.33%	0.58%	1.06%	0.00%	0.00%	2.44%	0.00%	1.12%	0.84%	5.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	194	2	1	1	16	19	1	2	16	1	12	0	1	6	6	12	4	2	3	9	1	1	3	9	1	23	1	0	3	3	2	1	5	9	5	10	3									
		2.42%	0.88%	0.61%	0.93%	2.40%	2.41%	0.84%	2.11%	2.01%	0.51%	2.04%	0.00%	1.85%	1.60%	2.64%	3.28%	6.06%	3.70%	4.55%	6.38%	0.85%	1.35%	7.50%	2.85%	1.12%	2.57%	1.22%	0.00%	1.75%	3.19%	4.00%	1.10%	3.05%	11.39%	1.86%	4.18%	3.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	265	5	6	2	40	24	5	2	24	4	17	1	0	12	10	14	3	1	2	10	6	1	0	4	2	25	1	1	4	3	5	7	0	4	8	9	3									
		3.30%	2.19%	3.66%	1.85%	6.01%	3.05%	4.20%	2.11%	3.02%	2.02%	2.90%	1.96%	0.00%	3.19%	4.41%	3.83%	4.55%	1.85%	3.03%	7.09%	5.08%	1.35%	0.00%	1.27%	2.25%	2.79%	1.22%	3.33%	2.34%	3.19%	10.00%	7.69%	0.00%	5.06%	2.97%	3.77%	3.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3911	134	88	66	308	334	70	39	406	104	273	35	34	192	110	169	22	33	31	56	63	48	29	157	41	423	46	22	66	58	19	47	79	26	137	115	31									
		48.70%	58.77%	53.66%	61.11%	46.25%	42.39%	58.82%	41.05%	51.07%	52.53%	46.51%	68.63%	62.96%	51.06%	48.46%	46.17%	33.33%	61.11%	46.97%	39.72%	53.39%	64.86%	72.50%	49.68%	46.07%	47.21%	56.10%	73.33%	38.60%	61.70%	38.00%	51.65%	48.17%	32.91%	50.93%	48.12%	39.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	1	0	0	5	4	0	0	3	1	3	1	0	2	1	1	1	0	0	3	0	0	0	1	0	2	2	1	0	0	0	0	1	0	2	0	0									
		0.44%	0.44%	0.00%	0.00%	0.75%	0.51%	0.00%	0.00%	0.38%	0.51%	0.51%	1.96%	0.00%	0.53%	0.44%	0.27%	1.52%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%	0.32%	0.00%	0.22%	2.44%	3.33%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.74%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	1	1	1	1	0	2	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0									
		0.21%	0.00%	0.00%	0.93%	0.15%	0.13%	0.84%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.55%	1.52%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1589	52	30	14	129	161	25	24	156	39	125	12	10	77	47	71	16	8	15	30	28	10	5	51	12	155	17	3	47	16	15	24	32	17	59	43	14									
		19.79%	22.81%	18.29%	12.96%	19.37%	20.43%	21.01%	25.26%	19.62%	19.70%	21.29%	23.53%	18.52%	20.48%	20.70%	19.40%	24.24%	14.81%	22.73%	21.28%	23.73%	13.51%	12.50%	16.14%	13.48%	17.30%	20.73%	10.00%	27.49%	17.02%	30.00%	26.37%	19.51%	21.52%	21.93%	17.99%	17.72%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	42	2	0	0	2	7	1	0	2	2	2	0	0	1	2	4	0	0	1	1	0	0	0	2	0	6	1	0	4	0	0	0	1	0	0	1	0									
		0.52%	0.88%	0.00%	0.00%	0.30%	0.89%	0.84%	0.00%	0.25%	1.01%	0.34%	0.00%	0.00%	0.27%	0.88%	1.09%	0.00%	0.00%	1.52%	0.71%	0.00%	0.00%	0.00%	0.63%	0.00%	0.67%	1.22%	0.00%	2.34%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.42%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	71	1	1	0	10	8	0	5	5	0	5	0	0	1	0	3	0	0	1	1	1	0	0	1	0	14	1	0	1	1	1	1	0	0	3	5	1									
		0.88%	0.44%	0.61%	0.00%	1.50%	1.02%	0.00%	5.26%	0.63%	0.00%	0.85%	0.00%	0.00%	0.27%	0.00%	0.82%	0.00%	0.00%	1.52%	0.71%	0.85%	0.00%	0.00%	0.32%	0.00%	1.56%	1.22%	0.00%	0.58%	1.06%	2.00%	1.10%	0.00%	0.00%	1.12%	2.09%	1.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.93%	0.15%	0.00%	0.00%	1.05%	0.13%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	1.12%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	0	0	0	9	18	1	0	4	1	7	0	0	2	0	3	7	1	2	0	1	0	0	2	1	11	1	0	2	1	0	0	1	0	1	2	0									
		0.97%	0.00%	0.00%	0.00%	1.35%	2.28%	0.84%	0.00%	0.50%	0.51%	1.19%	0.00%	0.00%	0.53%	0.00%	0.82%	10.61%	1.85%	3.03%	0.00%	0.85%	0.00%	0.00%	0.63%	1.12%	1.23%	1.22%	0.00%	1.17%	1.06%	0.00%	0.00%	0.61%	0.00%	0.37%	0.84%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	946	17	20	9	75	120	8	10	84	27	76	2	5	46	28	42	7	2	4	16	12	7	3	27	21	120	7	2	24	7	2	6	25	15	21	33	16									
		11.78%	7.46%	12.20%	8.33%	11.26%	15.23%	6.72%	10.53%	10.57%	13.64%	12.95%	3.92%	9.26%	12.23%	12.33%	11.48%	10.61%	3.70%	6.06%	11.35%	10.17%	9.46%	7.50%	8.54%	23.60%	13.39%	8.54%	6.67%	14.04%	7.45%	4.00%	6.59%	15.24%	18.99%	7.81%	13.81%	20.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	0	3	0	2	2	1	0	4	0	4	0	0	2	2	2	0	0	0	1	0	0	0	0	0	5	0	0	1	0	1	0	1	0	1	1	0									
		0.41%	0.00%	1.83%	0.00%	0.30%	0.25%	0.84%	0.00%	0.50%	0.00%	0.68%	0.00%	0.00%	0.53%	0.88%	0.55%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.58%	0.00%	2.00%	0.00%	0.61%	0.00%	0.37%	0.42%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	658	12	14	9	56	68	4	9	71	17	51	0	3	18	14	33	5	5	7	5	3	5	0	58	9	76	4	0	16	4	4	5	15	7	28	16	7									
		8.19%	5.26%	8.54%	8.33%	8.41%	8.63%	3.36%	9.47%	8.93%	8.59%	8.69%	0.00%	5.56%	4.79%	6.17%	9.02%	7.58%	9.26%	10.61%	3.55%	2.54%	6.76%	0.00%	18.35%	10.11%	8.48%	4.88%	0.00%	9.36%	4.26%	8.00%	5.49%	9.15%	8.86%	10.41%	6.69%	8.86%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
