Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Вадская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	4	1	4	0	1	1	2	0	1	0	0	1	0	0	1	0	0	1									
		0.21%	0.25%	0.08%	0.38%	0.00%	0.41%	0.32%	1.38%	0.00%	0.67%	0.00%	0.00%	0.36%	0.00%	0.00%	0.27%	0.00%	0.00%	1.25%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	109	30	20	13	10	1	2	2	5	2	0	4	5	8	1	3	0	1	2									
		1.34%	1.86%	1.64%	1.25%	2.10%	0.41%	0.64%	1.38%	1.37%	1.33%	0.00%	3.25%	1.80%	1.71%	0.30%	0.82%	0.00%	0.39%	2.50%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
